"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",2.35177472135904,-2.64561820299049,0.673435595258794,-3.92853930148109,8.54633852426354e-05,0.00275924643783366
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",2.19527986742192,-2.60565257275474,0.635336506997117,-4.10121651134171,4.10983789455411e-05,0.00154803894028205
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Primate bocaparvovirus 1",7.60198358314829,-4.94276288813206,0.777917550651633,-6.35383902058989,2.10006608805152e-10,2.37307467949822e-08
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",417.73341496943,5.66132665198007,0.906133063006707,6.24778730973,4.16308032760331e-10,3.13618718012782e-08
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Rhinovirus A",1.20771402771969,1.63748935323525,0.532036538501801,3.07777612012583,0.00208551530153132,0.0428478598314617
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;unclassified Picornavirales species",4.46474845877351,-3.38228688623412,0.66285933595118,-5.10257109282569,3.35069811292712e-07,1.51451554704306e-05
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Primate astrovirus",3.08215235842311,3.70460983345337,0.709178159995388,5.22380699580125,1.75281478918062e-07,9.90340355887048e-06
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",43.9079356844051,3.02734208077222,0.827547500799962,3.65820944156775,0.000253983461303456,0.00637780691717568
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus;Torque teno mini virus 8",2.08186313078161,-2.37488668979928,0.62246478600293,-3.81529484591294,0.000136020423154447,0.00384257695411313
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;Torque teno virus",141.44298074261,-3.40355018036131,0.990821921408428,-3.43507759247318,0.000592384186998518,0.0133878826261665
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;unclassified Anelloviridae species",558.761676398655,-7.28414996222842,1.08139304594742,-6.73589495468475,1.62923964587298e-11,3.68208159967294e-09
