"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;unclassified Caliciviridae genus;unclassified Caliciviridae species",417.73341496943,-10.9388619819601,0.990079652988171,-11.0484666046266,2.22991105050906e-28,5.03959897415048e-26
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus;unclassified Picornaviridae species",87.3870959511541,-7.7951048369591,1.1218220673684,-6.9486107143935,3.68900936968613e-12,4.16858058774532e-10
"Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;unclassified Astroviridae genus;Primate astrovirus",3.08215235842311,-3.22962993503555,0.755303646821113,-4.2759358419998,1.90336036470063e-05,0.00143386480807447
"Viruses;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae;Mastadenovirus;Human mastadenovirus C",43.9079356844051,-3.04272601844629,0.894710452287958,-3.40079409004937,0.000671904185061627,0.0303700691647856
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus;unclassified Anelloviridae species",558.761676398655,-5.03290213048077,1.2258951090545,-4.10549164713001,4.034558632804e-05,0.00227952562753426
