"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-2.71176182613373,0.940100337419382,-2.8845451045977,0.00391979602961756,0.0274385722073229
