"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae",5.55685331862316,-2.07166391528119,0.557514880217692,-3.71588990498741,0.000202489744074112,0.00141742820851878
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-2.85878747189066,1.00123096784426,-2.85527272298209,0.00429998869538842,0.0150499604338595
