"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,2.93027511718489,0.653975088659046,4.48071366631612,7.43938615202379e-06,5.20757030641665e-05
