"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae",49433687.5130516,-3.41590180695719,1.08762911129672,-3.14068626104039,0.00168552489376311,0.00502205415523189
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-4.46871245333338,0.73861826016131,-6.05009745136471,1.44758241369225e-09,1.01330768958458e-08
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae",8644212.84647842,-2.57121495813984,0.83797457729768,-3.06836869255813,0.00215230892367081,0.00502205415523189
