"orf_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_1494_7","edge_1494_7","t0-6",66.8280573719951,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-12",67.2993576813694,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-18",-56.2658859818972,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-24",-46.7215517496182,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-30",-46.1281286687665,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-36",-9.8724790981602,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1494_7","edge_1494_7","t0-over42",-0.758814958646255,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-6",-1.00654280910405,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-12",27.8027193600622,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-18",-48.2368991607092,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-24",-43.068102222807,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-30",-62.4261541126687,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-36",-38.4234564069228,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_1","edge_1496_1","t0-over42",-31.573606298708,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-6",0.971641689767604,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-12",12.2612757409296,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-18",-38.3765950376395,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-24",-30.4484000523037,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-30",-39.2431706932341,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-36",-28.3396202268765,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_11","edge_1496_11","t0-over42",-20.9046063501757,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-6",37.4385906754445,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-12",-37.4958416585702,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-18",-22.2600435867429,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-24",-28.9289594290054,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-30",-54.5259779524516,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-36",-24.5769863152906,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_14","edge_1496_14","t0-over42",-24.2551875036959,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-6",0.196422468927047,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-12",12.2096568478485,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-18",-48.0937711216376,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-24",-43.1475361275061,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-30",-52.8963341091814,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-36",-40.984554541078,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_2","edge_1496_2","t0-over42",-22.9821045141814,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-6",-0.54912489375594,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-12",14.071466461241,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-18",-64.0867942283394,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-24",-62.5446105893457,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-30",-65.4396651398697,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-36",-58.7873137672121,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_21","edge_1496_21","t0-over42",-34.1261698896592,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-6",0.0379280569984583,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-12",14.0768297735077,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-18",-43.7392719364983,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-24",-42.7142323019802,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-30",-57.1253522761448,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-36",-38.9004725925853,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_3","edge_1496_3","t0-over42",-29.2422787193872,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-6",2.08579503637903,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-12",6.09005649231213,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-18",-34.1077542656051,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-24",-24.0381836182922,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-30",-26.5761183862541,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-36",-23.6249862775116,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_4","edge_1496_4","t0-over42",-15.4595573190296,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-6",0.0253646668276441,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-12",10.8341195362641,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-18",-39.8694780271324,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-24",-37.0863278002707,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-30",-38.9929986297742,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-36",-34.5074906603896,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_5","edge_1496_5","t0-over42",-17.9033473995956,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-6",29.985370605477,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-12",24.9462181516596,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-18",-14.3975902047545,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-24",-25.5914966008737,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-30",-13.1103570571423,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-36",-18.3768843706665,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1496_6","edge_1496_6","t0-over42",-14.3400307853989,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-6",1.40622241962275,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-12",11.0043622991751,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-18",-35.6688206933449,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-24",-28.4469554784079,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-30",-35.8903602810194,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-36",-27.0689110959225,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_10","edge_1497_10","t0-over42",-17.9583811508388,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-6",0.891657561445649,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-12",11.1167273931019,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-18",-28.7544524435586,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-24",-21.0456723464997,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-30",-29.4092267660393,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-36",-18.9538083149214,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_2","edge_1497_2","t0-over42",-16.0464273284172,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-6",0.780744768728039,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-12",14.2737997393243,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-18",-41.7749398392224,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-24",-41.5971350933808,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-30",-57.3912088552304,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-36",-37.6407648448269,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_3","edge_1497_3","t0-over42",-29.5385689020524,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_4","edge_1497_4","t0-6",-0.172233742884563,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_4","edge_1497_4","t0-12",19.2930849675907,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_4","edge_1497_4","t0-18",-47.801354385313,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_4","edge_1497_4","t0-24",-54.8571147710235,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_1497_4","edge_1497_4","t0-30",-73.8641219890889,NA,NA,NA,NA,"abundance_nbinom",NA,7
