"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Protoparvovirus",2.60921923775901,3.31372334817099,0.770543914472376,4.3004990188522,1.70413925977025e-05,0.000289703674160943
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,-6.02708099544683,1.7707203404886,-3.40374527678592,0.000664687067541151,0.00753312009879971
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gyrovirus",322.276610376108,6.29138268001483,1.37301920859829,4.58215197618224,4.60215224165691e-06,0.000156473176216335
