"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus",5879.71634217732,-10.3338745564746,3.08292307097743,-3.3519728901955,0.000802378754873225,0.00952912269024451
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus",2998.1521131508,-9.00182062381859,2.85025820779931,-3.15824741743973,0.00158720786102756,0.0134912668187343
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus",2328998.19492767,-16.2641372680175,3.48686191079204,-4.6644053260839,3.09510785284886e-06,0.000105233666996861
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;unclassified Anelloviridae genus",1735869.32876419,-10.8652400459351,3.25403992019019,-3.33900023122643,0.000840804943256868,0.00952912269024451
