"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus",5879.71634217732,5.53247182720128,1.5035988189748,3.67948668047871,0.000233703894576174,0.00264864413852998
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus",2998.1521131508,-5.9717144384204,1.39846678193566,-4.27018683286474,1.95309287246314e-05,0.000332025788318735
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,-14.0077683143782,1.49456057489597,-9.37249954914217,7.08347891108841e-21,2.40838282977006e-19
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gyrovirus",322.276610376108,3.62245144374489,1.18151971285483,3.06592552314866,0.00216997359123024,0.0184447755254571
