"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus",15786.2104240089,12.0742345933668,1.06223379256278,11.3668334390267,6.11665355941982e-30,2.07966221020274e-28
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus",5745.7774821986,4.87934637406393,1.00760733221699,4.84250780840204,1.28210595694212e-06,2.17958012680161e-05
