"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;unclassified Picornaviridae genus",5879.71634217732,-5.06121939768976,1.23651328350782,-4.09313791060277,4.25574427322134e-05,0.00144695305289525
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Betatorquevirus",2328998.19492767,-5.41004371676525,1.38890142358383,-3.89519632200069,9.81192243457209e-05,0.00166802681387726
