,logFC,AveExpr,t,P.Value,adj.P.Val,B
virus_comp_315_cycle_1_1,0.130534985187107,1.99132657140917,6.29722361091151,1.23212669096294e-09,2.40236521343013e-06,11.6252609706216
virus_comp_2572_cycle_1_4,0.0896765769803741,1.53036601682735,6.24733913183975,2.23060836901591e-09,2.40236521343013e-06,11.0772248376156
virus_comp_17959_cycle_1_11,0.0959945564914306,1.57379885772498,6.00393405853505,7.89658510563698e-09,5.66974810584735e-06,9.87306016093731
virus_comp_17959_cycle_1_10,0.0951932917292541,1.58449305882589,5.87043339899673,1.59202851699468e-08,6.18121372932266e-06,9.20790436942875
virus_comp_17813_cycle_1_1,0.0987833160458559,1.52257594072337,5.79503455714088,1.86448038661059e-08,6.18121372932266e-06,9.04303586037855
virus_comp_392_cycle_1_1,0.0873426962824944,1.50864518956701,5.85536338112766,1.98468279634525e-08,6.18121372932266e-06,9.00675733049722
virus_comp_17959_cycle_1_12,0.0929965264365276,1.57366475180501,5.81887232833207,2.00875097981702e-08,6.18121372932266e-06,8.98583369474757
virus_comp_7609_cycle_1_2,0.0830009428528111,1.40505291541387,5.80516024981859,3.02141904898652e-08,7.23126292390774e-06,8.61916595703673
virus_comp_1727_cycle_1_2,0.0949476414461854,1.68644580639625,5.71262389026378,2.96865443672587e-08,7.23126292390774e-06,8.60483319257682
virus_comp_152_cycle_1_8,0.101508042636059,1.80636183272746,5.47967357216208,9.29514929976203e-08,2.00217515916874e-05,7.52985924454459
virus_comp_2265_cycle_1_9,0.102058220189904,1.72065746125748,5.44227594331717,1.33251597662121e-07,2.60930855785644e-05,7.19619260489204
virus_comp_18178_cycle_1_10,0.0953744858378253,1.57761989532381,5.41776853215303,1.53335915551136e-07,2.7523796841429e-05,7.05922529507652
virus_comp_593_cycle_1_28,0.0784663622822164,1.42826897052296,5.41994733880912,1.91298389750453e-07,2.90827112151986e-05,6.86711918806153
edge_1631_4,0.075268995767158,1.42001072119874,5.42690200073594,1.9316239625777e-07,2.90827112151986e-05,6.86273607638025
virus_comp_2343_cycle_1_7,0.0946758091676317,1.59531959352697,5.39805215845921,2.47310288703706e-07,2.90827112151986e-05,6.63771741860993
virus_comp_2269_cycle_1_10,0.0925362110844784,1.79732783469208,5.2926701904007,2.42356449622641e-07,2.90827112151986e-05,6.6182133291253
virus_comp_593_cycle_1_96,0.0781369519791393,1.43156573699235,5.37502105065714,2.52008071292697e-07,2.90827112151986e-05,6.61137282211581
virus_comp_391_cycle_1_1,0.0848577793234557,1.48917510889565,5.29876678163219,2.45856683531936e-07,2.90827112151986e-05,6.60383801635143
virus_comp_645_cycle_1_8,0.0777585923645513,1.42542663931886,5.36700215509904,2.56902213838212e-07,2.90827112151986e-05,6.59162091322222
virus_comp_317_cycle_1_4,0.103640138843218,1.57720258046386,5.41157677940599,2.70034458822643e-07,2.90827112151986e-05,6.56582115821944
virus_comp_285_cycle_1_1,0.084251956701453,1.50196229651132,5.26136827029625,2.85723239991067e-07,2.93070409019409e-05,6.45889249114712
virus_comp_593_cycle_1_95,0.0807851389047204,1.42128911440927,5.44864017950149,3.45605849759084e-07,3.23667391470029e-05,6.36468712850665
virus_comp_169_cycle_1_2,0.0858896837940493,1.67353080184403,5.23131619444417,3.227802939711e-07,3.16031251460795e-05,6.35527473504518
virus_comp_2473_cycle_1_6,0.0879239753667794,1.52004835191939,5.19656623584021,4.39871573744642e-07,3.94784737435816e-05,6.06305104547244
virus_comp_593_cycle_1_69,0.0789796551853902,1.53141511892545,5.31517668069003,4.86129133014837e-07,4.15860543289854e-05,6.02444397996061
virus_comp_12035_cycle_1_1,0.108813597847419,1.95190583286653,5.14955189890794,5.04590608537893e-07,4.15860543289854e-05,5.93066050241078
virus_comp_289_cycle_1_1,0.0939601581391305,1.59860787654929,5.22741200556135,5.46272158856486e-07,4.15860543289854e-05,5.88911754944711
virus_comp_358_cycle_1_6,0.0978436092736661,1.56927470536923,5.1808797574125,5.59886525320602e-07,4.15860543289854e-05,5.8490553385066
virus_comp_36_cycle_2_46,0.074935306329021,1.39942240080548,5.15573461515799,5.59416832066858e-07,4.15860543289854e-05,5.83891590851533
virus_comp_2375_cycle_1_4,0.0821558505590051,1.91083649814255,5.23357116448304,6.02723028594957e-07,4.3275513453118e-05,5.81378594956569
virus_comp_2477_cycle_1_2,0.0947598123407288,1.73351891895871,5.11137719903643,6.65567149911884e-07,4.62461819648451e-05,5.67031446425973
edge_959_24,0.0812489172640588,1.65496058422152,5.05606418029968,7.67862524898005e-07,5.1686746207197e-05,5.5273202061327
virus_comp_2475_cycle_5_11,0.0941921036721995,1.73634884587413,5.06857689087237,8.15458811082841e-07,5.32272205779527e-05,5.4791875643897
virus_comp_12035_cycle_1_2,0.100099304076801,1.97070226396407,5.02837969614481,9.0368713879667e-07,5.72512381461185e-05,5.38278637180797
virus_comp_593_cycle_1_118,0.0785156713341561,1.42383990998508,5.17159498256274,9.76334767242529e-07,5.84173635733446e-05,5.36775615042539
virus_comp_2394_cycle_1_5,0.0959334835565911,1.7044952711329,5.02126332081509,9.3681353241583e-07,5.76541813949628e-05,5.34885829096351
virus_comp_2475_cycle_5_12,0.0909961713619477,1.68696857644351,5.02985867209996,1.04639147683349e-06,6.00616124746136e-05,5.2488777550205
virus_comp_317_cycle_1_3,0.0955059184991015,1.72700248869549,4.99208617570852,1.07380827834812e-06,6.00616124746136e-05,5.21623120486253
virus_comp_2475_cycle_5_10,0.0956685476342603,1.71879640130084,5.00688129860373,1.0874665211281e-06,6.00616124746136e-05,5.20855036856779
edge_1627_29,0.0810902427703806,1.44453429794611,4.98011076419356,1.14829632207677e-06,6.12351509241089e-05,5.15003544229834
virus_comp_2343_cycle_1_4,0.0850542679209174,1.60484183313516,4.96479616334765,1.20971088298738e-06,6.12351509241089e-05,5.10272995197031
virus_comp_2477_cycle_1_3,0.094823412142773,1.70049269943741,4.98250756408101,1.218918745958e-06,6.12351509241089e-05,5.10043233556148
virus_comp_2475_cycle_5_4,0.0946129240148521,1.73413926443895,4.98195400409309,1.24561801018074e-06,6.12351509241089e-05,5.08132951452991
virus_comp_250_cycle_1_257,0.0816631035702632,1.64256647561901,4.96596200773859,1.25443874733018e-06,6.12351509241089e-05,5.07109610901778
edge_263_1,0.0744545681689644,1.40761854550195,4.94499287246052,1.27928588281565e-06,6.12351509241089e-05,5.04357057859689
virus_comp_2394_cycle_1_3,0.0871627771000877,1.59050789990239,4.93250114099184,1.31006947680038e-06,6.13454272397393e-05,5.02338764257898
edge_1990_1,0.059515765233974,1.34491809248242,4.9307109291726,1.44293079619219e-06,6.53609801541729e-05,4.93458629133778
edge_1989_50,0.0765327506568206,1.41043549580041,4.96282001160934,1.48091685666498e-06,6.53609801541729e-05,4.93080558810986
virus_comp_5225_cycle_1_2,0.0919666890885706,1.6755026104473,4.92060664919588,1.48685609450068e-06,6.53609801541729e-05,4.91305162339344
virus_comp_648_cycle_1_7,0.0792126004106093,1.49854652958218,4.97510547611654,1.5754622787488e-06,6.78709149684982e-05,4.88081938932002
virus_comp_6559_cycle_1_2,0.091629000520105,1.67326478536377,4.89176360930896,1.70512108229894e-06,7.20162904170965e-05,4.78454042794859
virus_comp_733_cycle_1_49,0.0752513829771331,1.56420009925599,4.90982990083262,1.83810152201018e-06,7.61398207386526e-05,4.72815633228404
virus_comp_18196_cycle_1_2,0.100255543858107,1.6041897268039,4.87528738480217,1.88015022724603e-06,7.64121431978858e-05,4.69229815270834
virus_comp_18126_cycle_1_3,0.102434310960347,1.54819596510766,4.93179704000515,1.94098753717324e-06,7.69345472838584e-05,4.69214482177208
virus_comp_18128_cycle_1_9,0.0725798351257548,1.39533256560589,4.85942266511398,1.97199408424558e-06,7.69345472838584e-05,4.63999552729109
virus_comp_491_cycle_1_3,0.0806954107454977,1.49393337709402,4.84212361661253,2.00746363358603e-06,7.69345472838584e-05,4.62106887676097
virus_comp_3264_cycle_1_8,0.104404301566492,1.92211335749173,4.83584636997864,2.05652682009863e-06,7.69345472838584e-05,4.6199794809474
virus_comp_2239_cycle_1_8,0.0855217942040717,1.86234438542613,4.88730873801567,2.08972725671206e-06,7.69345472838584e-05,4.61583881349477
virus_comp_2475_cycle_5_7,0.0984975723357766,1.6648340619297,4.98763232576403,2.19819184555649e-06,7.89150872554781e-05,4.60382845044708
