"vertebrate_contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"contig_1","TP (CONTROL): (t0-12) vs t0",-0.239558388374933,NA,NA,NA,NA,NA,NA,0.786975321790302,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-18) vs t0",-29.7646858495027,NA,NA,NA,NA,NA,NA,1.18402583866432e-13,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-24) vs t0",-82.1602736759405,NA,NA,NA,NA,NA,NA,2.08087748355303e-36,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-30) vs t0",-26.9267727638501,NA,NA,NA,NA,NA,NA,2.02232603633577e-12,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-36) vs t0",-0.0564825422690804,NA,NA,NA,NA,NA,NA,0.94508298335555,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-6) vs t0",-13.544111173681,NA,NA,NA,NA,NA,NA,1.31179887763203e-06,"model_or_emmeans"
"contig_1","TP (CONTROL): (t0-over42) vs t0",0.891033362654656,NA,NA,NA,NA,NA,NA,2.43764732394117,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-12) vs t0",-0.663225132810453,NA,NA,NA,NA,NA,NA,0.515187105417137,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-18) vs t0",-0.353984442666486,NA,NA,NA,NA,NA,NA,0.701885886743285,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-24) vs t0",-3.01431163805826,NA,NA,NA,NA,NA,NA,0.049079608396226,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-30) vs t0",-3.00904609227421,NA,NA,NA,NA,NA,NA,0.0493387209070151,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-36) vs t0",-3.00982815366153,NA,NA,NA,NA,NA,NA,0.0493001500828364,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-6) vs t0",-1.15223866274302,NA,NA,NA,NA,NA,NA,0.31592871927877,"model_or_emmeans"
"contig_10","TP (CONTROL): (t0-over42) vs t0",-56.1068145463911,NA,NA,NA,NA,NA,NA,4.29655173313117e-25,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-12) vs t0",-301.773002139478,NA,NA,NA,NA,NA,NA,8.74279677602462e-132,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-18) vs t0",-96.1826305751554,NA,NA,NA,NA,NA,NA,1.69205426231267e-42,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-24) vs t0",-303.938188737801,NA,NA,NA,NA,NA,NA,1.00304817367583e-132,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-30) vs t0",-311.351152095116,NA,NA,NA,NA,NA,NA,6.05219219126239e-136,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-36) vs t0",-17.7210588988201,NA,NA,NA,NA,NA,NA,2.01299134104795e-08,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-6) vs t0",-70.1065059129972,NA,NA,NA,NA,NA,NA,3.57380898581605e-31,"model_or_emmeans"
"contig_100","TP (CONTROL): (t0-over42) vs t0",-243.127059912231,NA,NA,NA,NA,NA,NA,2.57786089647405e-106,"model_or_emmeans"
"contig_10009","(Intercept)",0.810057594141278,1.36630198548402,0.59288327379127,0.553259272547826,0.99998963537158,-1.86784508941297,3.48796027769552,NA,"model_or_emmeans"
"contig_10009","Age.at.Gluten.Introduction..months.",-0.109682649620361,0.118496166610344,-0.925621923121231,0.354642496128594,0.469549574373382,-0.341930868482693,0.122565569241971,NA,"model_or_emmeans"
"contig_10009","Delivery.ModeC-Section",-0.173625372526385,1.87105682667147,-0.092795349692963,0.92606614547865,1,-3.84082936583027,3.4935786207775,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC",-1.64073425848145,1.11898292229913,-1.46627283203777,0.142573973776264,0.999997719264014,-3.83390048550313,0.552431968540225,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-12",1.67999945910793,1.87381340756669,0.896567103386008,0.36994995849282,0.99999979464855,-1.99260733347105,5.35260625168691,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-18",1.29883191950682,1.96304806948537,0.661640404886939,0.508201706363474,1,-2.54867159660538,5.14633543561903,NA,"model_or_emmeans"
"contig_10009","Dx.StatusCELIAC:onset_timeline_combinedt0-24",1.05441832315204,1.74891639939182,0.602898070781831,0.54657649947142,1,-2.37339483162741,4.48223147793148,NA,"model_or_emmeans"
