contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_12607	0.00E+00	91.4	0.914	0	161	0.964	0.659	71	1940	1940	462	2334	2841	1873	2628	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_7294	1.36E-178	77.7	0.777	0	180	0.294	0.279	392	1201	2755	625	1437	2912	813	636	tid|93678|JX134044.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_42211	2.10E-37	66	0.66	0	217	0.604	0.197	37	675	1058	600	1244	3269	645	165	tid|432261|AB449064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno midi virus
contig_11040	1.45E-94	71	0.71	0	226	0.384	0.275	2	784	2041	581	1360	2839	783	356	tid|2065036|MH017565.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_13635	1.17E-64	87.2	0.872	0	27	0.114	0.073	9	220	1855	135	345	2908	212	257	tid|687373|AB041962.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 5
contig_6399	0.00E+00	85.8	0.858	0	376	0.872	0.912	1	2657	3047	34	2684	2907	2657	3094	tid|93678|MK212031.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_7262	0.00E+00	74.8	0.748	0	627	0.9	0.871	1	2489	2765	21	2509	2856	2489	1602	tid|687369|AB026931.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 1
contig_8253	7.57E-42	67.3	0.673	0	221	0.273	0.233	691	4	2521	2190	2867	2910	688	182	tid|687376|AF291073.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 8
contig_12364	9.22E-138	71.4	0.714	0	285	0.513	0.298	8	1015	1965	736	1734	3349	1008	500	tid|93678|MN165093.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_686	0.00E+00	100	1	0	0	1	0.365	1	1065	1065	1726	2790	2919	1065	1910	tid|2055263|MK212032.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_8312	0.00E+00	75.5	0.755	0	608	0.988	0.854	1	2481	2510	208	2689	2908	2482	1655	tid|687373|AB041962.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 5
contig_6829	3.23E-102	87.4	0.874	0	40	0.109	0.108	42	356	2887	97	412	2938	316	382	tid|93678|KX810064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_30191	1.82E-32	68.8	0.688	0	132	0.342	0.167	4	426	1238	672	1094	2537	423	149	tid|68887|KP343822.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_20764	7.57E-66	69.9	0.699	0	188	0.423	0.187	840	1469	1489	1863	2489	3349	630	260	tid|93678|MN165093.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_38226	5.04E-73	70.9	0.709	0	178	0.555	0.215	15	627	1105	809	1421	2856	613	284	tid|687369|AB026931.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 1
contig_17021	3.61E-196	78.8	0.788	0	176	0.504	0.314	831	1	1648	1607	2438	2650	832	693	tid|68887|KT163876.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_10247	0.00E+00	89.7	0.897	0	221	0.977	0.766	35	2179	2195	399	2544	2802	2146	2857	tid|93678|MK212029.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_10528	1.12E-140	70.6	0.706	0	354	0.561	0.404	950	2160	2160	1763	2967	2979	1211	509	tid|93678|JX134045.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_14516	0.00E+00	98.7	0.987	0	23	0.991	0.977	15	1793	1795	36	1813	1820	1779	3087	tid|12618|KJ621011.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Chicken anemia virus
contig_35806	1.38E-33	87	0.87	0	16	0.11	0.044	1117	993	1139	2460	2589	2958	130	153	tid|68887|KT163898.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_13875	5.50E-120	76.1	0.761	0	151	0.345	0.218	1838	1204	1840	683	1314	2897	635	440	tid|93678|MT783403.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_44065	1.36E-46	67.8	0.678	0	211	0.632	0.236	324	980	1040	601	1256	2785	657	196	tid|687372|AB041963.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 4
contig_7525	0.00E+00	93.4	0.934	0	178	1	0.904	1	2702	2702	230	2923	2979	2702	4025	tid|93678|JX134045.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_7210	1.40E-246	75.6	0.756	0	310	0.46	0.436	108	1391	2791	169	1438	2915	1284	861	tid|93678|MK139485.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_40324	6.90E-135	73.7	0.737	0	206	0.742	0.276	274	1074	1079	1587	2372	2848	801	489	tid|2055263|MH649152.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_45257	2.30E-217	89.9	0.899	0	57	0.55	1	247	813	1030	1	567	567	567	762	tid|68887|JQ732232.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_25052	4.76E-122	72.4	0.724	0	221	0.593	0.301	549	1351	1355	1672	2480	2686	809	447	tid|68887|KP343821.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_14022	3.59E-51	66.7	0.667	0	253	0.416	0.263	27	787	1830	497	1263	2912	767	212	tid|93678|JX134044.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_19233	2.23E-39	94.7	0.947	0	6	0.074	0.038	1541	1428	1546	215	325	2915	114	173	tid|687377|MP233920.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 9
contig_33077	1.29E-37	65.3	0.653	0	251	0.61	0.262	157	880	1186	525	1254	2785	730	166	tid|687372|AB041963.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 4
contig_7521	1.05E-161	67.6	0.676	0	645	0.885	0.693	9	1999	2249	565	2561	2880	1997	579	tid|2057931|KY462770.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus SHA
contig_7219	5.35E-99	85.1	0.851	0	49	0.122	0.117	1	338	2777	86	416	2835	338	371	tid|68887|KF545589.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_11970	0.00E+00	82.6	0.826	0	337	0.97	0.67	27	1968	2003	466	2405	2897	1942	1947	tid|687371|AB038630.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 3
contig_32845	7.98E-44	69.4	0.694	0	150	0.414	0.168	27	519	1190	817	1306	2915	493	187	tid|2065036|MH017557.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 10
contig_11420	5.27E-87	68.4	0.684	0	315	0.484	0.349	1037	41	2058	1614	2615	2871	1002	331	tid|2065037|EF538881.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 11
contig_7949	1.83E-67	78.5	0.785	0	70	0.126	0.113	2262	2588	2594	2275	2606	2943	332	267	tid|93678|KY856742.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_11066	0.00E+00	73.3	0.733	0	556	0.993	0.578	2095	13	2097	665	2774	3649	2110	1194	tid|68887|KJ082064.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_35170	6.77E-102	72.1	0.721	0	200	0.625	0.253	130	847	1149	1481	2198	2841	718	380	tid|2778524|MT210805.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Human anellovirus zj-ad 1
contig_24801	0.00E+00	95.2	0.952	0	65	1	0.536	1	1361	1361	584	1944	2541	1361	2153	tid|68887|KP343826.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_13532	1.82E-82	71.2	0.712	0	194	0.362	0.274	844	1517	1863	1728	2404	2471	677	316	tid|68887|KT163899.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_9099	3.68E-66	69.3	0.693	0	218	0.301	0.325	2212	1503	2360	271	983	2191	713	262	tid|2055263|MH648983.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Anelloviridae sp.
contig_6926	5.54E-208	75.2	0.752	0	275	0.389	0.367	2837	1727	2856	325	1436	3027	1112	733	tid|68887|KP343862.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_15297	1.64E-38	68.5	0.685	0	162	0.296	0.185	1663	1148	1744	742	1256	2785	516	170	tid|687372|AB041963.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 4
contig_7325	1.69E-187	80.9	0.809	0	139	0.265	0.202	378	1104	2748	647	1373	3603	727	665	tid|68887|JN980171.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus
contig_7956	6.66E-111	94.4	0.944	0	15	0.103	0.092	2584	2317	2593	78	344	2908	268	411	tid|687373|AB041962.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 5
contig_9565	2.15E-130	71.8	0.718	0	262	0.407	0.333	2285	1357	2285	178	1109	2802	932	475	tid|93678|MK212029.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_8930	1.40E-85	68.8	0.688	0	285	0.383	0.31	10	924	2391	111	1028	2964	918	327	tid|93678|MN165096.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
contig_12325	4.50E-23	85.5	0.855	0	14	0.053	0.036	1860	1963	1968	2644	2744	2830	104	119	tid|93678|KX810063.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	TTV-like mini virus
