"ORF","Pattern_Correlation","Variance","Group"
207,0.98692883190874,23.7635262193759,"Significant"
208,0.988224381371109,16.2070460117047,"Significant"
209,0.991233713927096,19.7925815022715,"Significant"
210,0.996490946627165,22.0833717792381,"Significant"
211,0.994072710132327,24.9034679101361,"Significant"
212,0.986819678919745,24.2417983096477,"Significant"
213,0.974036389742429,15.6148192295333,"Significant"
214,0.997404194080143,22.1019363149851,"Significant"
215,0.99700665138768,21.2060936318625,"Significant"
216,0.991806446601063,21.4092444219344,"Significant"
217,0.991056284562183,17.3458782552447,"Significant"
218,0.996028854793735,22.7549668090288,"Significant"
219,0.997389829653499,22.1137496377457,"Significant"
220,0.997410565208391,22.085351518003,"Significant"
221,0.992649954809213,20.2474365348324,"Significant"
222,0.998067624349529,22.2546436746907,"Significant"
223,0.989594992723458,19.4807247225946,"Significant"
224,0.993502465279203,18.3486513733538,"Significant"
225,0.987773542004755,19.8879668224865,"Significant"
226,0.990470498057024,24.6409854888513,"Significant"
227,0.997365656700999,22.0914768241905,"Significant"
228,0.88615199007703,18.757991038925,"Significant"
229,0.981383648620239,25.8426308300535,"Significant"
230,0.937514101352576,13.537106906627,"Significant"
231,0.995639536426775,25.7511813044226,"Significant"
232,0.997283790504615,22.0812829794019,"Significant"
233,0.99596304311517,19.990530557962,"Significant"
234,0.995970583307482,19.4794335752554,"Significant"
235,0.991061628189711,21.4929024245941,"Significant"
236,0.992341332390213,20.7287469643499,"Significant"
237,0.997782926133692,22.1398009880397,"Significant"
238,0.997768815810227,22.10161321805,"Significant"
239,0.926618168449677,22.7668657713351,"Significant"
240,0.994590481155493,22.486601241228,"Significant"
241,0.997606309488147,22.1022830187453,"Significant"
242,0.995771520041665,21.8199267705412,"Significant"
243,0.996876053731041,20.6508571442253,"Significant"
244,0.991098394377254,26.2965478905893,"Significant"
245,0.92956322358322,14.0790614445079,"Significant"
246,0.997731102850948,22.1234365100831,"Significant"
247,0.940960415002266,15.6174283055993,"Significant"
248,0.993557100873422,26.3014022446712,"Significant"
249,0.998290374876695,23.2413072349709,"Significant"
250,0.996666321075637,24.6793941642149,"Significant"
251,0.977376422035308,22.7748485445699,"Significant"
252,0.977765577223002,25.8899625487915,"Significant"
253,0.99879395227408,20.4175282196734,"Significant"
254,0.886764676038951,17.830185871487,"Significant"
255,0.991702861334465,21.7766357004998,"Significant"
256,0.941700648667591,13.7498714812869,"Significant"
257,0.995049819591691,22.9949767118358,"Significant"
258,0.969757349859218,19.5084543093827,"Significant"
259,0.997754660207501,22.0873282568103,"Significant"
260,0.998815905971924,18.2568472139138,"Significant"
261,0.994568046085132,20.4070108399137,"Significant"
262,0.980638424576722,16.5519976887122,"Significant"
263,0.937192700966056,14.3243042047873,"Significant"
264,0.986666324598042,17.9088992509024,"Significant"
265,0.997951012155834,22.0901796848132,"Significant"
266,0.994841996788184,17.5231675478017,"Significant"
267,0.919554796509504,15.6559064015516,"Significant"
268,0.997992558590499,22.0939317725619,"Significant"
269,0.990899480410957,19.7039374388071,"Significant"
270,0.953171968152122,13.7087460952124,"Significant"
271,0.994500653299807,20.0232691457487,"Significant"
272,0.995227689284419,20.4902953439906,"Significant"
273,0.997325676317591,20.5652732554464,"Significant"
274,0.992711818372067,20.4238136743317,"Significant"
275,0.997060805862844,23.0508113108354,"Significant"
276,0.981595037045681,18.2883131619579,"Significant"
277,0.989174318753323,19.6445413035876,"Significant"
278,0.919642981300039,15.0082695603068,"Significant"
279,0.987454466417896,16.6357657977865,"Significant"
280,0.997807305467448,22.0662137155801,"Significant"
281,0.985143117872168,20.5848733367233,"Significant"
282,0.993162084299004,22.9980142123235,"Significant"
283,0.997427513416514,20.1473767743112,"Significant"
284,0.941564769481027,14.0364946169191,"Significant"
285,0.995419914603965,22.6803676375237,"Significant"
286,0.943685208670216,17.9434854580171,"Significant"
287,0.884229338361328,12.5960782143559,"Significant"
288,0.998187511931178,22.09408077706,"Significant"
289,0.998285953929592,22.1068247591178,"Significant"
290,0.978718411620474,25.6869698767644,"Significant"
291,0.989358754673518,16.2277949771073,"Significant"
292,0.993955655492416,21.6348965248922,"Significant"
293,0.997852715157164,22.068535280512,"Significant"
294,0.996904320968108,22.6095995911319,"Significant"
295,0.990782322358536,15.8222445208054,"Significant"
296,0.905656055404011,17.0946751810947,"Significant"
297,0.999560703829983,21.456433327268,"Significant"
298,0.884065617349864,14.2752937081653,"Significant"
299,0.994788113930776,22.3869394876436,"Significant"
300,0.991363377703965,13.593832607215,"Significant"
301,0.991019146471722,19.555312921107,"Significant"
302,0.991880794472827,20.8239538789609,"Significant"
303,0.994625339229038,19.0161076373791,"Significant"
304,0.993879799269418,21.8799277095635,"Significant"
305,0.998269509806029,22.0832765530826,"Significant"
306,0.896207034106914,13.1103285683824,"Significant"
307,0.988894634668459,22.5987188484352,"Significant"
308,0.998650039570313,21.9813003783853,"Significant"
309,0.997628879185504,22.0451038073647,"Significant"
310,0.994627954954337,21.9287394111259,"Significant"
311,0.931421672107767,13.7488208676965,"Significant"
312,0.996544902881161,22.1713168529415,"Significant"
313,0.996738559460805,23.0106474866427,"Significant"
314,0.89931523855578,15.6264069989653,"Significant"
315,0.998045166254392,22.0694374111427,"Significant"
316,0.994058311507348,20.3141658137165,"Significant"
317,0.996447737659021,22.097186068371,"Significant"
318,0.995868492815138,21.9902490185852,"Significant"
319,0.99186827331908,25.7188929911197,"Significant"
320,0.995031685150306,22.8653123240349,"Significant"
321,0.99630473354787,22.6611205093745,"Significant"
322,0.946318303660114,20.6282394952038,"Significant"
323,0.991038698809873,20.7567500156178,"Significant"
324,0.974615963092358,17.7204223320116,"Significant"
325,0.93716238165418,16.879084322086,"Significant"
326,0.99523688060773,22.0059823462105,"Significant"
327,0.975343170112344,19.583097160967,"Significant"
328,0.998818185756555,22.1001609987005,"Significant"
329,0.997207479184532,20.9004513455221,"Significant"
330,0.983106619393904,26.1309236590932,"Significant"
331,0.996009961892791,21.9161699966698,"Significant"
332,0.996284940418738,22.1459024787317,"Significant"
333,0.995287371254126,20.6087331304886,"Significant"
334,0.981384651176394,24.3793790667617,"Significant"
335,0.989281070694491,16.5374109241641,"Significant"
336,0.995504464176692,21.9483238747441,"Significant"
337,0.99676726624881,22.1355401772915,"Significant"
338,0.997651261259159,22.3930553658817,"Significant"
339,0.995655014413177,18.7335105721008,"Significant"
340,0.987607022481523,15.8299602800917,"Significant"
341,0.970639811974732,19.5630088659797,"Significant"
342,0.980484144128225,18.9698020834079,"Significant"
343,0.961209586681273,20.5189855666868,"Significant"
344,0.995657499168676,22.113304953868,"Significant"
345,0.99665553745285,22.1879473628607,"Significant"
346,0.995112317042933,16.0766282279678,"Significant"
347,0.996454564602374,22.1374387457542,"Significant"
348,0.995223993663854,22.0197643698371,"Significant"
349,0.984113433579479,18.7865564152159,"Significant"
350,0.996711333245768,22.1778867833801,"Significant"
351,0.942759309805402,20.6737239443726,"Significant"
352,0.99587962102393,22.0655393610496,"Significant"
353,0.888968527104279,12.7869153731522,"Significant"
354,0.996539956881138,22.1445339760858,"Significant"
355,0.99453174619334,22.9538773465478,"Significant"
356,0.981537733472033,18.8225790085701,"Significant"
357,0.996456297797643,22.1358792185481,"Significant"
358,0.997894044896186,23.3903327098704,"Significant"
359,0.904827442406248,17.3241597577674,"Significant"
360,0.996623066651635,22.1661398026675,"Significant"
361,0.996892982444725,22.1675045361092,"Significant"
362,0.997289935934013,24.1500000938904,"Significant"
363,0.981636761869025,19.2807955207137,"Significant"
364,0.996626484608973,24.128364930954,"Significant"
365,0.943431619051317,34.0831160173712,"Significant"
366,0.998746150316176,22.0840701069967,"Significant"
367,0.993861933919593,21.0421297722038,"Significant"
368,0.99639120468018,21.9895895128881,"Significant"
369,0.996454193140303,21.9609878779188,"Significant"
370,0.960919455927055,20.3995040365269,"Significant"
371,0.859019015364981,16.4424018537919,"Significant"
372,0.866144952597122,12.3645706239825,"Significant"
373,0.946289854189429,20.5922159023724,"Significant"
374,0.9972324257773,23.9671870846841,"Significant"
375,0.92210710940191,14.9862447747123,"Significant"
376,0.997143502962739,22.1416808107436,"Significant"
377,0.994380342014237,24.5871030080167,"Significant"
378,0.995764930387124,22.1074795641126,"Significant"
379,0.986778946988833,22.1270831953668,"Significant"
380,0.996532282600507,21.9804717763941,"Significant"
381,0.996570881905651,22.169481147179,"Significant"
382,0.99630714130927,19.6301664739883,"Significant"
383,0.960760100506352,16.0860661269844,"Significant"
384,0.954439370679605,14.3539446832403,"Significant"
385,0.99655318828685,22.057046332867,"Significant"
386,0.996624438900885,22.1369120783326,"Significant"
387,0.996923533718915,22.1442946986876,"Significant"
388,0.996543789247995,22.162484116665,"Significant"
389,0.967569804053647,20.3273645580227,"Significant"
390,0.996197278496421,24.7337014698344,"Significant"
391,0.988567875754993,17.9059836843439,"Significant"
392,0.996677485125145,21.3504666221764,"Significant"
393,0.993544567623402,20.3252688063584,"Significant"
394,0.997113732543228,23.8541854377679,"Significant"
395,0.950598499911104,20.5476286625221,"Significant"
396,0.992693784764947,22.5837807513408,"Significant"
397,0.996749651859883,22.1738753984305,"Significant"
398,0.989651342769741,19.6415558614722,"Significant"
399,0.997247453818535,22.1000730515798,"Significant"
400,0.992675446050069,22.6599519352743,"Significant"
401,0.997050174363252,22.1260178762968,"Significant"
402,0.996864901891844,22.1519862355235,"Significant"
403,0.996941666853957,22.1839517209637,"Significant"
404,0.996683954783087,22.1702036294269,"Significant"
405,0.999056947270081,23.6255840166343,"Significant"
406,0.995137823338862,23.0829051173342,"Significant"
407,0.994769426322764,15.6284086504526,"Significant"
408,0.995404054526344,20.159821335259,"Significant"
409,0.99725471637443,22.1297822997505,"Significant"
410,0.993108539796632,21.0729603003221,"Significant"
411,0.997182787231919,22.1596978371916,"Significant"
412,0.998032851965444,21.8279546120131,"Significant"
413,0.993901664283434,19.2228271056196,"Significant"
414,0.991856927510055,20.7263183483578,"Significant"
415,0.937112485321758,12.5306720648631,"Significant"
416,0.996670709647559,22.2025719812196,"Significant"
417,0.985230540950289,25.4378245873545,"Significant"
418,0.994520369815232,17.9201945327371,"Significant"
419,0.996777279217344,22.1829650396657,"Significant"
420,0.995738661179812,25.2991584067353,"Significant"
421,0.997157126590157,22.1581492262537,"Significant"
422,0.995997289519569,19.1623470896821,"Significant"
423,0.997048407450723,22.1225161139302,"Significant"
424,0.986187236403309,22.5712741233406,"Significant"
425,0.9971165680244,22.1449839293138,"Significant"
426,0.99745681808716,21.8146261249324,"Significant"
427,0.997199554245217,22.1388605881674,"Significant"
428,0.99657573968208,22.1656377488405,"Significant"
429,0.996558713343897,22.1516164804841,"Significant"
430,0.99102789788221,17.4089527991729,"Significant"
431,0.975633640379525,16.0162970408272,"Significant"
432,0.994151421363819,25.2979096267809,"Significant"
433,0.987888684891796,21.5729410745058,"Significant"
434,0.989707041307511,18.788857292822,"Significant"
435,0.989795515128783,21.6138807082896,"Significant"
436,0.996830241677374,22.1290882085674,"Significant"
437,0.997728693792424,21.621765594847,"Significant"
438,0.997860098604929,22.1043584451049,"Significant"
439,0.994872970727256,22.8661620052914,"Significant"
440,0.930278299700834,19.1197712759613,"Significant"
441,0.979010280485397,19.8407015823953,"Significant"
442,0.997492667984884,22.122068319398,"Significant"
443,0.993846329026771,23.7477861494289,"Significant"
444,0.997854192897346,21.9164198364213,"Significant"
445,0.998105942940624,22.0957490933914,"Significant"
446,0.993506322650089,25.1620138267869,"Significant"
447,0.993127264546765,25.7477553151801,"Significant"
448,0.995011279610393,20.3519261458254,"Significant"
449,0.997442407309233,22.1585869851674,"Significant"
450,0.997494629425594,22.1303282575827,"Significant"
451,0.998584142644883,22.0093936003319,"Significant"
452,0.997782288670942,22.1886023084177,"Significant"
453,0.997041964784849,18.9209710125793,"Significant"
454,0.997634890214892,22.1127970778467,"Significant"
455,0.995707890621359,19.1394492325435,"Significant"
456,0.996972020157349,22.1453663489986,"Significant"
457,0.979882262525167,15.3568416249108,"Significant"
458,0.974688268405046,20.338916170309,"Significant"
459,0.996173325069707,23.1777727563783,"Significant"
460,0.99757465057685,21.657897277475,"Significant"
461,0.99696752597732,19.9256804700091,"Significant"
462,0.854586185637031,17.0148108019569,"Significant"
463,0.995915199346683,25.1324483465258,"Significant"
464,0.990298714721495,20.6351495063555,"Significant"
465,0.997559827042962,22.1402510822781,"Significant"
466,0.997580358511059,22.1529036481184,"Significant"
467,0.988914168815188,23.054122531653,"Significant"
468,0.995134441435047,24.3948078803485,"Significant"
469,0.988489651994401,19.8310382997199,"Significant"
470,0.997045675730872,22.4065530156596,"Significant"
471,0.996974012999023,22.5218999699458,"Significant"
472,0.991253553739967,19.603881006966,"Significant"
473,0.997917757667756,22.1658815251693,"Significant"
474,0.862165481684196,16.4254243070169,"Significant"
475,0.929901367144973,13.7844826295782,"Significant"
476,0.992057596739111,25.4955516980622,"Significant"
477,0.93412057128841,17.6920652676453,"Significant"
478,0.96723157351551,13.1062909689337,"Significant"
479,0.997649374968932,22.1437757881075,"Significant"
480,0.992148799206986,21.0633931732549,"Significant"
481,0.995262879248561,20.7430915718452,"Significant"
482,0.997898546601123,21.8015311363061,"Significant"
483,0.99056246862795,25.4610853458423,"Significant"
484,0.990012767991987,19.7038104423553,"Significant"
485,0.995347811169512,23.9792407979689,"Significant"
486,0.905691809383798,15.5898623160136,"Significant"
487,0.948371911157374,14.9571489374368,"Significant"
488,0.98003495598639,17.660285114468,"Significant"
489,0.998073262623351,22.1200620034137,"Significant"
490,0.99779775488916,22.1246383870151,"Significant"
491,0.995409602699085,23.6087693119107,"Significant"
492,0.997697029186895,21.745432871803,"Significant"
493,0.996756369799789,23.2232971813821,"Significant"
494,0.996734912794512,21.281261264708,"Significant"
495,0.97030183723752,17.1846144971707,"Significant"
496,0.996132507648704,23.9226247260953,"Significant"
497,0.992223672940271,25.8781342254044,"Significant"
498,0.995166573496701,27.3518231125537,"Significant"
499,0.997665677961366,22.091121619372,"Significant"
500,0.998611742226662,22.086515179287,"Significant"
501,0.956384697476127,16.000131329495,"Significant"
502,0.997479100227389,23.0409238071517,"Significant"
503,0.96928771281265,13.2698189303139,"Significant"
504,0.999329862315555,22.6306788756656,"Significant"
505,0.997214729089669,23.2824358771718,"Significant"
506,0.943003348797185,17.7107882704887,"Significant"
507,0.998926174219319,22.0647785529999,"Significant"
508,0.998021489305135,22.1327957114572,"Significant"
509,0.997214044891865,22.3836157604732,"Significant"
510,0.993358452878494,20.8989514141881,"Significant"
511,0.995334127205098,24.6331874173364,"Significant"
512,0.998360562046088,22.1202626639868,"Significant"
513,0.994772914688783,24.255084562681,"Significant"
514,0.998223782717583,21.829104528967,"Significant"
515,0.954435380361595,19.4490922316613,"Significant"
516,0.994818353155193,23.9425526094164,"Significant"
517,0.972546691228514,20.1576506824269,"Significant"
518,0.994471186880131,19.3351279606962,"Significant"
519,0.994596097677733,24.7660642707574,"Significant"
520,0.99640074900394,22.5447468709966,"Significant"
521,0.989615737110694,20.9039716190231,"Significant"
522,0.996733353053088,20.7216905353032,"Significant"
523,0.997602512916409,21.3829603326264,"Significant"
524,0.996043943819649,23.8433513420651,"Significant"
525,0.990761348287875,21.3529122188499,"Significant"
526,0.958828873816108,20.4476648448852,"Significant"
527,0.966156072700174,14.5244648292877,"Significant"
528,0.994248797165652,15.8365660074356,"Significant"
529,0.97266721290049,15.3123763746671,"Significant"
530,0.95970926778628,19.3816985308726,"Significant"
531,0.997965969908056,22.304421906417,"Significant"
532,0.997872944246364,22.0807073964936,"Significant"
533,0.994049063253925,20.3508214653498,"Significant"
534,0.958853519831531,23.2337594108115,"Significant"
535,0.993089206140731,22.7980491019901,"Significant"
536,0.987040867990901,20.662981519748,"Significant"
537,0.83705609114855,18.788059478766,"Significant"
538,0.997884588525243,22.1167674216018,"Significant"
539,0.962687313212281,15.0483131979848,"Significant"
540,0.998351215841473,22.0726335960615,"Significant"
541,0.997984658024219,22.1072455001784,"Significant"
542,0.892869495706306,14.614580720455,"Significant"
543,0.987303764351417,23.4716706366119,"Significant"
544,0.997776427776785,22.4363141826985,"Significant"
545,0.998083409286585,22.1011221822594,"Significant"
546,0.962473215111966,22.7488132150566,"Significant"
547,0.998118795966583,22.1336332046732,"Significant"
548,0.84496501572973,18.6859445941281,"Significant"
549,0.997881392573999,22.1291092516738,"Significant"
550,0.993362656436049,21.7906203727833,"Significant"
551,0.998333766156604,22.1224945789488,"Significant"
552,0.990926410777777,20.8856627248607,"Significant"
553,0.996296418204918,22.3008537191097,"Significant"
554,0.997232619795908,21.3601716086975,"Significant"
555,0.999214582384638,22.673056417401,"Significant"
556,0.999161803659766,19.8017167893632,"Significant"
557,0.996637781721198,23.0128538283697,"Significant"
558,0.999173090627633,21.9892768942017,"Significant"
559,0.997762399199985,22.4544057804752,"Significant"
560,0.950145506645803,20.9525362092967,"Significant"
561,0.982184905524922,20.5264787566232,"Significant"
562,0.992617593017982,17.2947613497806,"Significant"
563,0.959697633687595,18.237262736884,"Significant"
564,0.989011369518096,15.8588528481691,"Significant"
565,0.998837285410296,22.0483243337883,"Significant"
566,0.923779687072217,15.7311242218064,"Significant"
567,0.951523283285537,20.4626238096623,"Significant"
568,0.935715406248511,15.7307364614766,"Significant"
569,0.996846911383404,20.5569754223308,"Significant"
570,0.988665883226318,22.3287830450043,"Significant"
571,0.986349889175994,15.1613381198814,"Significant"
572,0.993194326370909,17.8534312637374,"Significant"
573,0.998427757692239,22.0756265139614,"Significant"
574,0.984957263204617,20.5333728256905,"Significant"
575,0.998764405076025,22.0391553575708,"Significant"
576,0.937252035518995,14.4794387358056,"Significant"
577,0.848762646220286,18.1249342943929,"Significant"
578,0.982451534883787,20.346394076988,"Significant"
579,0.998550537194764,22.2711442672056,"Significant"
580,0.998455493744531,19.6724089936781,"Significant"
581,0.9103759383026,18.4119027719759,"Significant"
582,0.903194505761974,13.6474461485841,"Significant"
583,0.99680062870326,22.3036592701498,"Significant"
584,0.997453830208087,21.809038213132,"Significant"
