,orf_id,Intercept._logFC,Intercept._AveExpr,Intercept._t,Intercept._P.Value,Intercept._adj.P.Val,Intercept._B,Dx.Status(CONTROL vs CELIAC)_logFC,Dx.Status(CONTROL vs CELIAC)_AveExpr,Dx.Status(CONTROL vs CELIAC)_t,Dx.Status(CONTROL vs CELIAC)_P.Value,Dx.Status(CONTROL vs CELIAC)_adj.P.Val,Dx.Status(CONTROL vs CELIAC)_B,onset_timeline_numeric_logFC,onset_timeline_numeric_AveExpr,onset_timeline_numeric_t,onset_timeline_numeric_P.Value,onset_timeline_numeric_adj.P.Val,onset_timeline_numeric_B,Sex(Male vs Female)_logFC,Sex(Male vs Female)_AveExpr,Sex(Male vs Female)_t,Sex(Male vs Female)_P.Value,Sex(Male vs Female)_adj.P.Val,Sex(Male vs Female)_B,Age.at.Gluten.Introduction..months._logFC,Age.at.Gluten.Introduction..months._AveExpr,Age.at.Gluten.Introduction..months._t,Age.at.Gluten.Introduction..months._P.Value,Age.at.Gluten.Introduction..months._adj.P.Val,Age.at.Gluten.Introduction..months._B,HLA.Category(High.Risk vs Standard Risk)_logFC,HLA.Category(High.Risk vs Standard Risk)_AveExpr,HLA.Category(High.Risk vs Standard Risk)_t,HLA.Category(High.Risk vs Standard Risk)_P.Value,HLA.Category(High.Risk vs Standard Risk)_adj.P.Val,HLA.Category(High.Risk vs Standard Risk)_B,HLA.Category(Low.No.Risk vs Standard Risk)_logFC,HLA.Category(Low.No.Risk vs Standard Risk)_AveExpr,HLA.Category(Low.No.Risk vs Standard Risk)_t,HLA.Category(Low.No.Risk vs Standard Risk)_P.Value,HLA.Category(Low.No.Risk vs Standard Risk)_adj.P.Val,HLA.Category(Low.No.Risk vs Standard Risk)_B,feeding_first_year(Formula vs Breast_fed)_logFC,feeding_first_year(Formula vs Breast_fed)_AveExpr,feeding_first_year(Formula vs Breast_fed)_t,feeding_first_year(Formula vs Breast_fed)_P.Value,feeding_first_year(Formula vs Breast_fed)_adj.P.Val,feeding_first_year(Formula vs Breast_fed)_B,feeding_first_yearBreastmilk_and_formula_logFC,feeding_first_yearBreastmilk_and_formula_AveExpr,feeding_first_yearBreastmilk_and_formula_t,feeding_first_yearBreastmilk_and_formula_P.Value,feeding_first_yearBreastmilk_and_formula_adj.P.Val,feeding_first_yearBreastmilk_and_formula_B,Delivery.Mode(C.Section vs Vaginal)_logFC,Delivery.Mode(C.Section vs Vaginal)_AveExpr,Delivery.Mode(C.Section vs Vaginal)_t,Delivery.Mode(C.Section vs Vaginal)_P.Value,Delivery.Mode(C.Section vs Vaginal)_adj.P.Val,Delivery.Mode(C.Section vs Vaginal)_B,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_logFC,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_AveExpr,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_t,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_P.Value,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_adj.P.Val,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_B
virus_comp_2731_cycle_1_6,virus_comp_2731_cycle_1_6,0.361128631792986,1.18946517809982,0.145442207354677,0.885914915528269,0.996995076828017,-4.5964605212317,1.87636781727631,1.18946517809982,1.7214025566652,0.101647030090903,0.121022563685943,-4.62719693619631,-0.00772706821132445,1.18946517809982,-0.227196697557969,0.822731269139729,0.894492068437303,-6.18692990278343,-1.11304332527318,1.18946517809982,-0.961499905445999,0.348545636211668,0.378512303444234,-5.24071432153282,0.36686289123803,1.18946517809982,1.23020545624685,0.233842226123667,0.777637746206013,-5.04799538311057,2.70476435711495,1.18946517809982,1.72204608457972,0.101528114310944,0.947523421766759,-4.58934445873335,-0.31539986419151,1.18946517809982,-0.117545104201683,0.907678967386917,0.999066860692725,-4.5962771438621,-1.45832564274569,1.18946517809982,-1.08266153077023,0.292695182208238,0.726866897920755,-4.59439096696428,-1.98126637751118,1.18946517809982,-1.72092921797252,0.101734573573502,0.302691364887439,-4.2599763338396,1.87631593014655,1.18946517809982,1.55291817647225,0.137170105098247,0.162161996126962,-4.74244193296838,0.026174661888979,1.18946517809982,0.545457731426371,0.591873519262768,0.999369459381768,-5.55443530526863
virus_comp_2739_cycle_1_4,virus_comp_2739_cycle_1_4,0.313271388640855,1.01283295650588,0.242820893419654,0.809757239141849,0.996995076828017,-4.59650593243156,2.05980631998274,1.01283295650588,3.60955778947198,0.00107595682391749,0.0101196591965563,-0.79349982507888,-0.0172863727643158,1.01283295650588,-0.93658901819059,0.356271007168195,0.559404531697243,-5.77807530693413,-1.52816608491643,1.01283295650588,-2.78479487688226,0.00908555306925255,0.13256554295326,-2.57794795832112,0.224523716394392,1.01283295650588,1.51659756178756,0.139586537349897,0.777390053928577,-4.76710429096167,0.655749669186738,1.01283295650588,0.92621190464404,0.361551491097663,0.947523421766759,-4.59581499216338,0.981267009384765,1.01283295650588,0.69146135128468,0.494465577280385,0.999066860692725,-4.5957474397288,-0.876322243842473,1.01283295650588,-1.30862221812746,0.20036299763484,0.726866897920755,-4.59148522476479,-0.929153724106436,1.01283295650588,-1.52832749877338,0.136657863272348,0.325318914347508,-4.48736190393327,2.57410848874198,1.01283295650588,4.131508647208,0.000256309503071597,0.0190879710984835,0.46564659718,-0.0130958471987156,1.01283295650588,-0.459436834345185,0.649153472317633,0.999369459381768,-5.51297571368706
virus_comp_2742_cycle_1_12,virus_comp_2742_cycle_1_12,0.383737992777573,0.984425362226402,0.225162176861899,0.823864488809925,0.996995076828017,-4.59649186082555,1.92555370159966,0.984425362226402,2.59251565467667,0.0163659723668317,0.0333898732710235,-3.14229137732991,-0.0507784923528024,0.984425362226402,-1.90868655511569,0.0690051187833035,0.35829274484765,-4.44116726272368,-1.36037841215861,0.984425362226402,-1.88155320847466,0.0727614494386044,0.144569739048825,-4.22541949525241,0.186016099402567,0.984425362226402,0.960265343701348,0.347022755722067,0.777637746206013,-5.37834080378126,0.762420835493824,0.984425362226402,0.815373019587618,0.42331813794374,0.947523421766759,-4.59669649703437,1.17056368758502,0.984425362226402,0.629002269052799,0.535616464631735,0.999066860692725,-4.59584217886648,-0.681138468482975,0.984425362226402,-0.775741103571701,0.445896067521569,0.726866897920755,-4.59724592503516,-1.00021880844861,0.984425362226402,-1.25544435122271,0.222066877522667,0.372090364954313,-4.78036727060417,2.30510811798452,0.984425362226402,2.78795994973135,0.0105232894389175,0.0308855053790919,-2.68841184276181,-0.0338742732915272,0.984425362226402,-0.836345450641296,0.411664289477875,0.999369459381768,-5.23241322735212
virus_comp_2757_cycle_1_11,virus_comp_2757_cycle_1_11,-0.0554915946259231,1.02958702421499,-0.0391438094193724,0.968848854042594,0.999180114455521,-4.59662722437834,2.3106479736715,1.02958702421499,3.6911314590401,0.000353515026625474,0.00855930148913569,0.0552904321381904,-0.062760804862202,1.02958702421499,-2.77805097131775,0.00646212104392743,0.166957709153107,-2.54004503621242,-1.2910045302501,1.02958702421499,-2.07635067334962,0.0402633164922294,0.133165837663043,-3.83571883837983,0.226975682623702,1.02958702421499,1.38578617369433,0.168700829932512,0.777637746206013,-4.9360966884226,0.955432056343491,1.02958702421499,1.20272774866297,0.231742864683637,0.947523421766759,-4.59304105793138,0.852400029713208,1.02958702421499,0.540223828697521,0.590168102314593,0.999066860692725,-4.59598118339574,-0.24925414054436,1.02958702421499,-0.331227469948667,0.741122077837176,0.869999564317742,-4.59986987252704,-1.19778299949722,1.02958702421499,-1.79330545895575,0.0757560239481802,0.300790903128093,-4.13519260190772,2.23712958690389,1.02958702421499,3.1995599552834,0.00181263110317555,0.0195482747679333,-1.33695955023701,0.0180283847762143,1.02958702421499,0.544226430282516,0.587420762094928,0.999369459381768,-5.44075797633709
virus_comp_2760_cycle_1_7,virus_comp_2760_cycle_1_7,-0.094928660571709,1.41035207807551,-0.0428479809717384,0.966001438457057,0.999180114455521,-4.59655094514274,2.48994230086576,1.41035207807551,2.50024685816473,0.0158998597314208,0.0328588635015316,-3.17877477629899,-0.0230117968511555,1.41035207807551,-0.725332936985996,0.471788659097461,0.627726296420872,-5.9357324696364,-1.57641976918163,1.41035207807551,-1.64474882029245,0.10659174411346,0.160112968694743,-4.53956261880666,0.22022753193703,1.41035207807551,0.854491516053266,0.397100723285246,0.777637746206013,-5.44673578683807,0.921701207370073,1.41035207807551,0.758501194098806,0.451879742398381,0.947523421766759,-4.59712599826594,1.04109024648088,1.41035207807551,0.428392316668903,0.670292312834176,0.999066860692725,-4.59608952279894,-0.75012146744822,1.41035207807551,-0.650876500766334,0.518247025297029,0.733021242955055,-4.59814697980346,-0.650566983104058,1.41035207807551,-0.608442622861325,0.545778296485746,0.622432551610148,-5.23905166012896,2.92721618913754,1.41035207807551,2.70347823854342,0.00947754848650237,0.029413893146093,-2.67870152439364,-0.0230904336715259,1.41035207807551,-0.455245583175757,0.650996426853692,0.999369459381768,-5.47377785120851
virus_comp_2760_cycle_1_8,virus_comp_2760_cycle_1_8,-0.128747339242255,1.49788432295319,-0.0547920877847322,0.956532778734498,0.999180114455521,-4.59654724112774,2.61385876808698,1.49788432295319,2.46703825706919,0.0172640875940442,0.0345281751880883,-3.24590834112931,-0.0238494283536473,1.49788432295319,-0.708187836447629,0.482272407276656,0.634033701135043,-5.94618812389526,-1.567171956126,1.49788432295319,-1.53585133570805,0.13117687997763,0.173720732943348,-4.68675683964611,0.214984493075852,1.49788432295319,0.784552117768116,0.436592294442829,0.777637746206013,-5.49629983581426,0.998093613617788,1.49788432295319,0.773389246185793,0.443105047722024,0.947523421766759,-4.59701077553594,0.975539781698921,1.49788432295319,0.378167176543053,0.706982877429692,0.999066860692725,-4.59613530938738,-0.721612018617927,1.49788432295319,-0.588593052922517,0.558909126691503,0.752888049103553,-4.59852897414355,-0.634225543840254,1.49788432295319,-0.55773188826846,0.579633703454435,0.652403558501982,-5.26029950511574,2.9753895718641,1.49788432295319,2.58302131777337,0.0129148333487587,0.0332313525559843,-2.9344364715426,-0.0188233869065087,1.49788432295319,-0.350528626946492,0.727484102934122,0.999369459381768,-5.5113957840678
virus_comp_2773_cycle_1_1,virus_comp_2773_cycle_1_1,0.831950077900056,1.1566965310076,0.506059535562099,0.618716998977723,0.996995076828017,-4.59619052448401,2.59487832399062,1.1566965310076,3.50930517017481,0.0023848811024088,0.0126409483107298,-1.39412626840966,-0.0176298993472007,1.1566965310076,-0.747389119609701,0.464105542046958,0.620992443737031,-5.92002711852747,-1.65872972568093,1.1566965310076,-2.35913035127788,0.0293380807413147,0.13256554295326,-3.47575812047523,0.185999211718432,1.1566965310076,0.96843513841941,0.345162323473739,0.777637746206013,-5.3493109269682,0.590365640895547,1.1566965310076,0.656906552136864,0.519228735857514,0.947523421766759,-4.59783223049063,0.295470005933862,1.1566965310076,0.16378261190473,0.87165599799443,0.999066860692725,-4.59629692029529,-1.13975034841053,1.1566965310076,-1.33955706472427,0.196411650360173,0.726866897920755,-4.59123494054183,-1.08803996665872,1.1566965310076,-1.3855533081697,0.182155950650684,0.343158095631913,-4.63973572717622,2.55863257552148,1.1566965310076,3.24168373056971,0.00435172059355315,0.0213136079673525,-1.89952867023757,0.0539657867779081,1.1566965310076,1.58929135123686,0.128725621795519,0.873122236617818,-4.56951633049288
virus_comp_2773_cycle_1_3,virus_comp_2773_cycle_1_3,1.24035718602828,1.33673597788717,0.644850617240428,0.526841187706585,0.996995076828017,-4.59590537072837,2.86857076018998,1.33673597788717,3.30234913117684,0.00379917408237714,0.0151132822705229,-1.79897304638763,-0.0126981606353689,1.33673597788717,-0.472621447397011,0.641941676495994,0.757021123709787,-6.08277026989728,-1.87480906745071,1.33673597788717,-2.29718899309471,0.0333133801957303,0.13256554295326,-3.56998118749923,0.158475413018939,1.33673597788717,0.699332163541866,0.492935324408269,0.777637746206013,-5.52217083608641,0.378032701971456,1.33673597788717,0.369736309185829,0.715724766515675,0.948177573125519,-4.59927376403676,0.00848579577340407,1.33673597788717,0.00412534139231336,0.99675206804362,0.999066860692725,-4.59632071166919,-1.31197370383832,1.33673597788717,-1.35373419265629,0.191926241148945,0.726866897920755,-4.59108044575611,-0.937723041839849,1.33673597788717,-1.00514203057312,0.327633208959914,0.440460539197766,-4.96223168694084,2.59256055497998,1.33673597788717,2.88183859324282,0.00964607432205299,0.0295411026112873,-2.58433381024898,0.0753263875538776,1.33673597788717,1.95657427414084,0.0654689028378495,0.732530007343183,-4.0632841742993
virus_comp_2773_cycle_1_6,virus_comp_2773_cycle_1_6,1.17534656675532,1.25939956809181,0.651686365658156,0.52251735158347,0.996995076828017,-4.59591083270465,2.78326343422728,1.25939956809181,3.42298159825667,0.00289726886286933,0.013542825835978,-1.56243695043031,-0.0144759539858304,1.25939956809181,-0.56868961129887,0.576320181488264,0.703795770138736,-6.03388827412056,-1.7707022172487,1.25939956809181,-2.30915602337802,0.0325084761833198,0.13256554295326,-3.55398860264154,0.165135085690978,1.25939956809181,0.7792510905509,0.445562977813903,0.777637746206013,-5.47968378491042,0.45114657591359,1.25939956809181,0.465593223833778,0.646872851490561,0.947523421766759,-4.59887968535537,0.0107118137431095,1.25939956809181,0.00550342811297426,0.995667093532985,0.999066860692725,-4.59632601555391,-1.2933566633923,1.25939956809181,-1.40993688025028,0.174942029651666,0.726866897920755,-4.59033975962685,-1.05706309320571,1.25939956809181,-1.21858728789627,0.238121851158044,0.380503490965794,-4.79095601733804,2.53297187967344,1.25939956809181,2.97699932422803,0.00782947881877321,0.0263918560452393,-2.40591804221161,0.0728014701381244,1.25939956809181,2.01129930730486,0.0589034675302774,0.698118466905113,-3.98587873211298
virus_comp_2773_cycle_1_7,virus_comp_2773_cycle_1_7,0.87956171250963,1.12628687275715,0.544111946428938,0.592780857648177,0.996995076828017,-4.59614134104139,2.58991546014173,1.12628687275715,3.5583168291646,0.00213495103298555,0.0121837968589256,-1.2963142361095,-0.0181832927183337,1.12628687275715,-0.780801729644099,0.444672345675246,0.606119331611055,-5.89603757437154,-1.63286945105534,1.12628687275715,-2.35598759222758,0.0295286752160984,0.13256554295326,-3.48211147931686,0.182649493198366,1.12628687275715,0.968044026265479,0.345352520713433,0.777637746206013,-5.3546212182089,0.600030722154067,1.12628687275715,0.676171947575097,0.507192597055778,0.947523421766759,-4.59771199502692,0.249660281965238,1.12628687275715,0.140227939878434,0.889976327276325,0.999066860692725,-4.5963094376094,-1.13915681383761,1.12628687275715,-1.35628069061653,0.191129265060912,0.726866897920755,-4.59101244958919,-1.1342655676168,1.12628687275715,-1.47253288513447,0.157476178257197,0.329790839355179,-4.55049461715521,2.51414110553696,1.12628687275715,3.23000989174993,0.00446673342088458,0.0213136079673525,-1.92244685062614,0.05682475157709,1.12628687275715,1.70623008857162,0.10448563255954,0.815791669599488,-4.42026932261082
virus_comp_279_cycle_1_1,virus_comp_279_cycle_1_1,0.334334153662203,1.13705522592359,0.155373496030726,0.877168603636853,0.996995076828017,-4.59654573648409,2.20381302590018,1.13705522592359,2.29178072137301,0.0262785305496551,0.0427750861993004,-3.61015000257884,-0.0156142825874931,1.13705522592359,-0.455102751918129,0.651056243085075,0.762068304303041,-5.99824326684855,-1.65641768504967,1.13705522592359,-1.80304200741155,0.0775658071265894,0.146611587122136,-4.31864148729434,0.213518041072431,1.13705522592359,0.864388659327073,0.391608928264873,0.777637746206013,-5.45852641769621,0.649969367798649,1.13705522592359,0.552078727539295,0.583417329195724,0.947523421766759,-4.59848949486754,1.02028254690481,1.13705522592359,0.432581096561198,0.667227308578485,0.999066860692725,-4.59610564674143,-0.928144649976104,1.13705522592359,-0.830777360291542,0.410150898679657,0.726866897920755,-4.59678988530083,-0.856413200355548,1.13705522592359,-0.840414329281648,0.404780298431469,0.49372772881641,-5.12408590709393,2.70338903120436,1.13705522592359,2.61018788006584,0.0119876317820707,0.0323474113850071,-2.88606756849503,-0.0129420708968432,1.13705522592359,-0.262350907232015,0.794156677088326,0.999369459381768,-5.54113909351043
virus_comp_279_cycle_1_2,virus_comp_279_cycle_1_2,0.334062618509308,1.07567238505291,0.158122921729886,0.875013287712707,0.996995076828017,-4.59656279694292,2.20570668922742,1.07567238505291,2.3442968107415,0.0231836938047661,0.0397079007113984,-3.5119357254058,-0.0219880587386565,1.07567238505291,-0.65036980656222,0.51850761705667,0.659918785344853,-5.89681555586975,-1.59085226828976,1.07567238505291,-1.75991855453859,0.0846968336150484,0.149050708400167,-4.38741773525361,0.211507353781428,1.07567238505291,0.871761651904816,0.387612756186187,0.777637746206013,-5.4577743280439,0.685343864380965,1.07567238505291,0.589290820554181,0.558388059894187,0.947523421766759,-4.59828414719454,0.967204437079534,1.07567238505291,0.415567068834205,0.679550860354816,0.999066860692725,-4.59612613093183,-0.893935194980582,1.07567238505291,-0.811574563730914,0.420981835053372,0.726866897920755,-4.59696636425431,-0.947361228601857,1.07567238505291,-0.949669343077169,0.346965939889401,0.452244313198745,-5.05153690279343,2.6182910359777,1.07567238505291,2.56323139106266,0.0135087708958397,0.0338560494766552,-2.98631777430446,-0.00569763398391656,1.07567238505291,-0.117792279571336,0.906716365416612,0.999369459381768,-5.57179790633687
virus_comp_279_cycle_1_3,virus_comp_279_cycle_1_3,0.271134015184326,1.11310757906167,0.126902445137096,0.899539734363486,0.996995076828017,-4.59657189536868,2.28524868047153,1.11310757906167,2.39414468731329,0.0205521973403248,0.0372271158962416,-3.40822443944277,-0.0279328237034574,1.11310757906167,-0.786742254824879,0.435241773750098,0.600393480817515,-5.76679791066589,-1.62284061919294,1.11310757906167,-1.77531527106,0.0820903964227185,0.148302419541885,-4.36304813268883,0.213232019458082,1.11310757906167,0.86772942354246,0.38979504482541,0.777637746206013,-5.45843051603004,0.700560636068474,1.11310757906167,0.59631734252775,0.553723003895896,0.947523421766759,-4.59824132480053,0.970683085315047,1.11310757906167,0.41258993931133,0.681716471846451,0.999066860692725,-4.59612710637576,-0.932506341304762,1.11310757906167,-0.83742364787889,0.406442322357409,0.726866897920755,-4.59673430997438,-0.943369955296204,1.11310757906167,-0.927765944161431,0.358101020445277,0.458863111720389,-5.06185895850038,2.67733440759399,1.11310757906167,2.59200139319071,0.0125571812838339,0.0328614265273076,-2.92494404170888,-0.000749932970008602,1.11310757906167,-0.0149822567903697,0.988107500331696,0.999369459381768,-5.55680848388432
virus_comp_279_cycle_1_4,virus_comp_279_cycle_1_4,0.621276129574035,1.04340738139761,0.323794935949243,0.74683843473559,0.996995076828017,-4.59629810128592,2.45099764789871,1.04340738139761,2.96807070671371,0.00383197830130759,0.0151256699059947,-2.00740890256985,-0.048082021429704,1.04340738139761,-1.5678004438914,0.120408642120212,0.439204365138266,-4.88890494191257,-1.52802135428411,1.04340738139761,-1.85066482755562,0.0674715119281264,0.141971214106767,-4.19726251504693,0.17970962228437,1.04340738139761,0.848881350836675,0.398181314525728,0.777637746206013,-5.46201559210212,0.675555674132307,1.04340738139761,0.659530654976151,0.51122555988528,0.947523421766759,-4.59772029826434,0.58805929126227,1.04340738139761,0.288538665304071,0.773592555982415,0.999066860692725,-4.59618971672527,-0.797825670288634,1.04340738139761,-0.824118548425998,0.412033235209385,0.726866897920755,-4.59677961281819,-1.15147158000432,1.04340738139761,-1.32223587172485,0.189413014348252,0.34887348462588,-4.70353666221075,2.3170434896253,1.04340738139761,2.5629716221763,0.0120242313184767,0.0323474113850071,-2.90942112408671,0.0348975848075121,1.04340738139761,0.832807314618154,0.407140107722804,0.999369459381768,-5.26903086309031
virus_comp_280_cycle_1_1,virus_comp_280_cycle_1_1,0.306280014188256,1.11906165968029,0.144643463424741,0.885588873022943,0.996995076828017,-4.59656215195585,2.31109492678797,1.11906165968029,2.44309612183697,0.0182325365880206,0.0351565906944393,-3.30711938472815,-0.0329709627169076,1.11906165968029,-0.913544707680599,0.365453472958061,0.566622351416699,-5.64057132226607,-1.60769249641868,1.11906165968029,-1.77303156904346,0.0824727059941004,0.148302419541885,-4.36544448097503,0.208332029598116,1.11906165968029,0.856338227417756,0.396001599672441,0.777637746206013,-5.46758114944233,0.722410733762312,1.11906165968029,0.620513230774905,0.537810922793371,0.947523421766759,-4.5980934057266,0.92806552703804,1.11906165968029,0.398070913959043,0.692316335058076,0.999066860692725,-4.596140066602,-0.93765416377588,1.11906165968029,-0.849319983474796,0.399855992888902,0.726866897920755,-4.59662344120274,-1.03044113527215,1.11906165968029,-1.02156881028228,0.312029251864287,0.428399581545074,-4.98735326205034,2.65772004759901,1.11906165968029,2.59726436705907,0.0123898709240305,0.0327249192993444,-2.91357996382586,0.0065630274410494,1.11906165968029,0.130898242155156,0.896394635847817,0.999369459381768,-5.53966026083858
virus_comp_280_cycle_1_10,virus_comp_280_cycle_1_10,0.360017254037675,1.05856590990935,0.173932016090176,0.86263934138703,0.996995076828017,-4.59656420726568,2.25686208917618,1.05856590990935,2.44918920432373,0.0179609794598118,0.0349145715627806,-3.2999085831321,-0.03117098953671,1.05856590990935,-0.91433886569881,0.365040344325606,0.566622351416699,-5.67588511255176,-1.54489618757037,1.05856590990935,-1.74145431411085,0.087913204202726,0.14965029428522,-4.41630450461727,0.205969316423011,1.05856590990935,0.865377140658474,0.39107167832009,0.777637746206013,-5.46451110014874,0.72316972981297,1.05856590990935,0.63254167532808,0.529989573847161,0.947523421766759,-4.5980260375773,0.881688658858675,1.05856590990935,0.385443583006526,0.701586017130424,0.999066860692725,-4.59615614519655,-0.885377102099994,1.05856590990935,-0.818247581045712,0.417198575448934,0.726866897920755,-4.59691015635285,-1.06924614708569,1.05856590990935,-1.09057010640562,0.280824623013114,0.409403659568927,-4.93609765068222,2.55753719536429,1.05856590990935,2.54842773102003,0.0140235965478487,0.0344468983483026,-3.01759900395858,0.00680217749824813,1.05856590990935,0.14172055188084,0.887884946963179,0.999369459381768,-5.56095366765466
virus_comp_280_cycle_1_13,virus_comp_280_cycle_1_13,0.308359869470093,1.13711500102095,0.142495049495759,0.887276450148442,0.996995076828017,-4.59654155509128,2.19783819333665,1.13711500102095,2.27932816648366,0.0270643348930921,0.043357857816329,-3.63426488583367,-0.0158687548000578,1.13711500102095,-0.457261258648981,0.649515081982488,0.761222637915285,-5.9885931538276,-1.66950773730949,1.13711500102095,-1.80758627558945,0.0768445964048295,0.146246137243227,-4.30964485857146,0.214307283404499,1.13711500102095,0.866008304373335,0.390728875752874,0.777637746206013,-5.45755295529857,0.659997148793304,1.13711500102095,0.558527709784003,0.579041255272094,0.947523421766759,-4.59844446208543,1.0607478462802,1.13711500102095,0.448147835872757,0.656032453310715,0.999066860692725,-4.59608614159234,-0.916882427864173,1.13711500102095,-0.817783822240136,0.417460833011692,0.726866897920755,-4.59689921234438,-0.852220965637602,1.13711500102095,-0.834838773862797,0.407882203491009,0.496021062182905,-5.12815435386693,2.71251731591508,1.13711500102095,2.60937322732723,0.0120126308026149,0.0323474113850071,-2.88716285501383,-0.0144984583941388,1.13711500102095,-0.29217221199392,0.771395117588829,0.999369459381768,-5.53076239112682
virus_comp_280_cycle_1_14,virus_comp_280_cycle_1_14,0.34549231352822,1.11797685865677,0.160712877993436,0.872983855992509,0.996995076828017,-4.5965436376081,2.17144655841011,1.11797685865677,2.2651548442409,0.0279841107490935,0.0442329492485672,-3.66380717155496,-0.0143117016377419,1.11797685865677,-0.420445702757659,0.676007958530829,0.78161701307755,-6.0195800681718,-1.64621940257346,1.11797685865677,-1.79306666297633,0.0791689204402383,0.146793206938817,-4.33394083091114,0.213129550217957,1.11797685865677,0.865542868826687,0.390981648517255,0.777637746206013,-5.45960242369065,0.652364914518888,1.11797685865677,0.554481268540251,0.581785184565347,0.947523421766759,-4.5984755171775,1.03451515933909,1.11797685865677,0.439040093909236,0.662572845487988,0.999066860692725,-4.59609901962788,-0.918505882137821,1.11797685865677,-0.822549574620821,0.414770556370899,0.726866897920755,-4.59686128709202,-0.864726332202564,1.11797685865677,-0.853037698123088,0.397811348521029,0.488817632050689,-5.11851833216927,2.69288408668891,1.11797685865677,2.60282497750451,0.0122153120058932,0.0324607815187428,-2.90185323973913,-0.0149542957756178,1.11797685865677,-0.305105617128511,0.761584937899267,0.999369459381768,-5.53532095580785
virus_comp_280_cycle_1_15,virus_comp_280_cycle_1_15,0.262508500921857,1.11161416021111,0.121040321419396,0.90415675264641,0.996995076828017,-4.59657004927942,2.22898156295545,1.11161416021111,2.3029217502197,0.0255927836456786,0.0420918351394783,-3.59124819638235,-0.0204411385831048,1.11161416021111,-0.584358915610179,0.561674179586878,0.69073042768754,-5.9259987394528,-1.64244968464193,1.11161416021111,-1.77152547396282,0.0827256515005518,0.148302419541885,-4.36847830736624,0.216623463210845,1.11161416021111,0.869616743325858,0.388772648086099,0.777637746206013,-5.45690423926877,0.6739943795153,1.11161416021111,0.566063135972218,0.57394817613244,0.947523421766759,-4.59841383758934,1.03240973831209,1.11161416021111,0.432998537275931,0.666926091833563,0.999066860692725,-4.59610624391407,-0.920824672372055,1.11161416021111,-0.815902397098901,0.418525813984764,0.726866897920755,-4.59692500636221,-0.85983830181163,1.11161416021111,-0.836929298540777,0.406717453114753,0.49524036064787,-5.12868713468817,2.69854938403793,1.11161416021111,2.57768737174598,0.0130227077688613,0.0332313525559843,-2.95529877829534,-0.0105845893590783,1.11161416021111,-0.211490186147581,0.83338668827802,0.999369459381768,-5.54908649217385
virus_comp_280_cycle_1_16,virus_comp_280_cycle_1_16,0.389132158472201,1.04998983259318,0.180384514008949,0.857598687833878,0.996995076828017,-4.59654495726819,2.1376114455974,1.04998983259318,2.22983317795921,0.030398206675955,0.0465376602360795,-3.73717188334344,-0.0161320039258629,1.04998983259318,-0.484458577113372,0.630230587699233,0.749420640268293,-6.01932721564759,-1.58776807912215,1.04998983259318,-1.725426656601,0.0907868706213382,0.151502700700653,-4.43981408766706,0.213266248154183,1.04998983259318,0.86154916435484,0.39315479050547,0.777637746206013,-5.46462595689168,0.658224559077023,1.04998983259318,0.55554526976642,0.58106306852609,0.947523421766759,-4.59847269876788,0.964124988886852,1.04998983259318,0.406614428708939,0.686071306403725,0.999066860692725,-4.59613524397642,-0.909132808454604,1.04998983259318,-0.809603068113448,0.422103533335608,0.726866897920755,-4.59698091942563,-0.936723011051387,1.04998983259318,-0.922001378658533,0.3610696924203,0.46098834944227,-5.07264610187154,2.61444894858401,1.04998983259318,2.51231984256887,0.0153550063204118,0.0362467689123472,-3.09262448864678,-0.0101301478171213,1.04998983259318,-0.208973248447037,0.835340105569497,0.999369459381768,-5.57279692020455
virus_comp_280_cycle_1_2,virus_comp_280_cycle_1_2,2.68675149035317,1.48965984698505,0.996207610554123,0.321769749285225,0.996995076828017,-4.59512845694765,2.06956680967815,1.48965984698505,1.94873855584665,0.0543822722487304,0.0725948415833217,-4.18865620744458,-0.0102970508768997,1.48965984698505,-0.302083460998061,0.763272238309064,0.848013956713979,-6.10152644741617,-2.11451130421564,1.48965984698505,-2.01192646307398,0.0471610236745813,0.136488420858615,-3.91265779136683,0.0513422583154774,1.48965984698505,0.180812168099653,0.856913870658597,0.912529195242994,-5.70104108382587,-0.44677150848789,1.48965984698505,-0.337815292388716,0.736274191530647,0.955875666168272,-4.59884233118225,0.390588331985521,1.48965984698505,0.149383701789562,0.881578790487077,0.999066860692725,-4.59617473035369,0.38581058173394,1.48965984698505,0.303925641540418,0.761872828933901,0.882691634663737,-4.59925868330275,-0.836966699612377,1.48965984698505,-0.742973459378508,0.459396155228301,0.543251759290301,-5.14745607874274,1.32421781648901,1.48965984698505,1.08919354321665,0.278921531982203,0.308082003067789,-5.22499644303496,-0.0204810498939311,1.48965984698505,-0.400800432050823,0.689499014370575,0.999369459381768,-5.508079703052
