,orf_id,Intercept._logFC,Intercept._AveExpr,Intercept._t,Intercept._P.Value,Intercept._adj.P.Val,Intercept._B,Dx.Status(CONTROL vs CELIAC)_logFC,Dx.Status(CONTROL vs CELIAC)_AveExpr,Dx.Status(CONTROL vs CELIAC)_t,Dx.Status(CONTROL vs CELIAC)_P.Value,Dx.Status(CONTROL vs CELIAC)_adj.P.Val,Dx.Status(CONTROL vs CELIAC)_B,onset_timeline_numeric_logFC,onset_timeline_numeric_AveExpr,onset_timeline_numeric_t,onset_timeline_numeric_P.Value,onset_timeline_numeric_adj.P.Val,onset_timeline_numeric_B,Sex(Male vs Female)_logFC,Sex(Male vs Female)_AveExpr,Sex(Male vs Female)_t,Sex(Male vs Female)_P.Value,Sex(Male vs Female)_adj.P.Val,Sex(Male vs Female)_B,Age.at.Gluten.Introduction..months._logFC,Age.at.Gluten.Introduction..months._AveExpr,Age.at.Gluten.Introduction..months._t,Age.at.Gluten.Introduction..months._P.Value,Age.at.Gluten.Introduction..months._adj.P.Val,Age.at.Gluten.Introduction..months._B,HLA.Category(High.Risk vs Standard Risk)_logFC,HLA.Category(High.Risk vs Standard Risk)_AveExpr,HLA.Category(High.Risk vs Standard Risk)_t,HLA.Category(High.Risk vs Standard Risk)_P.Value,HLA.Category(High.Risk vs Standard Risk)_adj.P.Val,HLA.Category(High.Risk vs Standard Risk)_B,HLA.Category(Low.No.Risk vs Standard Risk)_logFC,HLA.Category(Low.No.Risk vs Standard Risk)_AveExpr,HLA.Category(Low.No.Risk vs Standard Risk)_t,HLA.Category(Low.No.Risk vs Standard Risk)_P.Value,HLA.Category(Low.No.Risk vs Standard Risk)_adj.P.Val,HLA.Category(Low.No.Risk vs Standard Risk)_B,feeding_first_year(Formula vs Breast_fed)_logFC,feeding_first_year(Formula vs Breast_fed)_AveExpr,feeding_first_year(Formula vs Breast_fed)_t,feeding_first_year(Formula vs Breast_fed)_P.Value,feeding_first_year(Formula vs Breast_fed)_adj.P.Val,feeding_first_year(Formula vs Breast_fed)_B,feeding_first_yearBreastmilk_and_formula_logFC,feeding_first_yearBreastmilk_and_formula_AveExpr,feeding_first_yearBreastmilk_and_formula_t,feeding_first_yearBreastmilk_and_formula_P.Value,feeding_first_yearBreastmilk_and_formula_adj.P.Val,feeding_first_yearBreastmilk_and_formula_B,Delivery.Mode(C.Section vs Vaginal)_logFC,Delivery.Mode(C.Section vs Vaginal)_AveExpr,Delivery.Mode(C.Section vs Vaginal)_t,Delivery.Mode(C.Section vs Vaginal)_P.Value,Delivery.Mode(C.Section vs Vaginal)_adj.P.Val,Delivery.Mode(C.Section vs Vaginal)_B,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_logFC,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_AveExpr,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_t,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_P.Value,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_adj.P.Val,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_B
virus_comp_1589_cycle_1_1,virus_comp_1589_cycle_1_1,1.57159983117182,1.09429653678801,0.961386130914421,0.342321002899454,0.996995076828017,-4.59521804781365,2.35523481645539,1.09429653678801,3.46504451103164,0.00131062640789649,0.0102895858392789,-1.00503177035381,-0.0330877587651364,1.09429653678801,-1.44211263821299,0.157307402015501,0.494409046349807,-5.17346352696796,-1.61682549034247,1.09429653678801,-2.44171312051675,0.0192887378055815,0.13256554295326,-3.21193731380373,0.133157603778647,1.09429653678801,0.745688295638317,0.460356883500369,0.777637746206013,-5.53947556776416,0.467273474382774,1.09429653678801,0.53801704967843,0.593643230269392,0.947523421766759,-4.59838001463802,0.159963548608313,1.09429653678801,0.092398493135573,0.926857643569909,0.999066860692725,-4.59627484442814,-1.14812352391192,1.09429653678801,-1.40537997617687,0.167878032001428,0.726866897920755,-4.59033439426047,-1.5822708156636,1.09429653678801,-2.12814236734937,0.0397434816033827,0.270217642863191,-3.66210413667445,1.98338295284251,1.09429653678801,2.539997942208,0.0152108200659387,0.036175021445521,-3.04520857177358,-0.0117925834362932,1.09429653678801,-0.331534688243447,0.742027659957635,0.999369459381768,-5.51960862576554
virus_comp_1589_cycle_1_10,virus_comp_1589_cycle_1_10,1.17812391713593,1.26302435419483,0.461305367572701,0.648962150932128,0.996995076828017,-4.59611816702256,3.92841977634078,1.26302435419483,3.63656041313092,0.0013998013678699,0.0103822052342608,-0.963896334246484,-0.042746440794615,1.26302435419483,-1.302637866149,0.205738350510183,0.525034127491691,-5.41985531775743,0.392596163511614,1.26302435419483,0.344315288824192,0.733773353240923,0.749329453794719,-5.61128230599814,-0.057369762193205,1.26302435419483,-0.204446685989635,0.839823449938694,0.901974648972279,-5.76230612858569,1.71324589379647,1.26302435419483,1.24785191964845,0.224783936925474,0.947523421766759,-4.592846093616,-1.69922175326867,1.26302435419483,-0.621444006640378,0.540488652883464,0.999066860692725,-4.5957942001813,0.235824297591553,1.26302435419483,0.182966394779785,0.856446057139874,0.941229580197805,-4.59995130190279,-2.47910906578467,1.26302435419483,-2.13824274309577,0.0434752767365032,0.281211089785157,-3.69260263569998,2.90469027355329,1.26302435419483,2.33954717340525,0.0284650460104858,0.0500914308122604,-3.49377798361455,0.0164660966206115,1.26302435419483,0.304096119570323,0.763820252474596,0.999369459381768,-5.53966722374706
virus_comp_1589_cycle_1_2,virus_comp_1589_cycle_1_2,1.45939141409747,1.05216187615387,0.82201855573389,0.415971516353124,0.996995076828017,-4.59554767614454,2.30510753939639,1.05216187615387,3.0989426740385,0.00355938642001324,0.0146511011828318,-1.88986013362369,-0.0324966226765834,1.05216187615387,-1.29607039455893,0.202428608777347,0.525034127491691,-5.3653236634395,-1.58677053553145,1.05216187615387,-2.1907945228732,0.0343935950220139,0.13256554295326,-3.67876078794514,0.142731132804305,1.05216187615387,0.730870996827935,0.469145709658374,0.777637746206013,-5.55387670330323,0.4760737506973,1.05216187615387,0.501501498379109,0.61878542320646,0.947523421766759,-4.59859453484411,0.225201316120593,1.05216187615387,0.118940242831268,0.90592195710907,0.999066860692725,-4.59627936476634,-1.09202244559214,1.05216187615387,-1.22159034544817,0.229060423291582,0.726866897920755,-4.59266489193313,-1.53257428273321,1.05216187615387,-1.89046677172178,0.0660038287955728,0.300790903128093,-4.0103467383459,1.99156899443446,1.05216187615387,2.34286737649066,0.0242314588440047,0.0455763110752226,-3.43332852454005,-0.0109641387657916,1.05216187615387,-0.283088265050417,0.778578729971567,0.999369459381768,-5.54054197390448
virus_comp_1597_cycle_1_1,virus_comp_1597_cycle_1_1,1.62849159567963,0.998111855140153,1.16449218298585,0.248854111204667,0.996995076828017,-4.59465871498584,1.95502937351059,0.998111855140153,3.35754376651906,0.00137282581207214,0.0103822052342608,-1.09802589506183,-0.0337514892232585,0.998111855140153,-1.70968305985876,0.0925147019812193,0.395974070829255,-4.78281549273705,-1.53811386358669,0.998111855140153,-2.69049156830959,0.00923785232877702,0.13256554295326,-2.64314963423287,0.138872277954853,0.998111855140153,0.907582492170214,0.367745595857921,0.777637746206013,-5.42531320112597,0.271201093650116,0.998111855140153,0.362848460207891,0.717998817248286,0.949094250520757,-4.59914735897931,0.410334045148137,0.998111855140153,0.275563638039684,0.783834220515261,0.999066860692725,-4.5962037672067,-0.990186986238399,0.998111855140153,-1.41449248908362,0.162408608008192,0.726866897920755,-4.59004857714169,-1.42773764182106,0.998111855140153,-2.24939120799769,0.028185995721257,0.255539570794627,-3.44086494633051,1.72754232431166,0.998111855140153,2.5878645624585,0.0121071918594141,0.0323474113850071,-2.89174362602901,-0.0645016723287119,0.998111855140153,-2.03706652067725,0.0460816074694543,0.689283833832574,-3.81829462203477
virus_comp_16029_cycle_1_1,virus_comp_16029_cycle_1_1,0.497805766963632,1.06030446500777,0.353227258292218,0.72525055419872,0.996995076828017,-4.59635478755885,2.54955817458887,1.06030446500777,4.15587938739746,0.000112539814600736,0.00710751451322869,1.13304339951789,-0.1041918123163,1.06030446500777,-4.00963213946419,0.000182579519282965,0.0385472104357174,0.699910394397691,-1.41665408912938,1.06030446500777,-2.38787557941873,0.0203608192511275,0.13256554295326,-3.27922133633059,0.147261613072175,1.06030446500777,0.911653263179415,0.3658774661903,0.777637746206013,-5.40798105494488,0.963878293043237,1.06030446500777,1.2606252765441,0.212695665152496,0.947523421766759,-4.59241250163644,0.736490534805009,1.06030446500777,0.483902980418156,0.630350594541514,0.999066860692725,-4.59604489997943,-0.741628091301217,1.06030446500777,-1.027261052664,0.308735096859211,0.726866897920755,-4.59485847686804,-1.33308625128109,1.06030446500777,-2.00431919768629,0.0499039444666984,0.286200962769155,-3.83171371471602,2.30113299055424,1.06030446500777,3.4184821953255,0.00118352705492167,0.0190879710984835,-0.930382501291819,0.0718588479663857,1.06030446500777,2.05965281384563,0.0441138608764572,0.686685835385264,-3.76799653182293
virus_comp_16029_cycle_1_3,virus_comp_16029_cycle_1_3,0.601470572428318,0.979264152050724,0.358885546066169,0.722991803201972,0.996995076828017,-4.59637582537046,2.05991906045194,0.979264152050724,2.82278928869572,0.00971585528755322,0.0241790374143838,-2.68846345155049,-0.0518548227447818,0.979264152050724,-1.97758602011709,0.0602210496692162,0.346264633198124,-4.32649969054416,-1.38610452032289,0.979264152050724,-1.9553632294681,0.0629399098705867,0.140831796082845,-4.1140638436488,0.170374894005634,0.979264152050724,0.894919500736361,0.380206318588503,0.777637746206013,-5.43455545862408,0.757303199169184,0.979264152050724,0.822922176429656,0.419099702926621,0.947523421766759,-4.59663703205522,0.945186173961261,0.979264152050724,0.516184775320198,0.610709148550357,0.999066860692725,-4.5960008652817,-0.721881940443468,0.979264152050724,-0.833495026533568,0.413236175513479,0.726866897920755,-4.59674123716409,-1.14117364027513,0.979264152050724,-1.45832760037923,0.158426241471147,0.329984419800032,-4.56987967393846,2.23963292567563,0.979264152050724,2.75435791877297,0.0113622718105869,0.0316894764334522,-2.75362369902181,-0.0142171805520656,0.979264152050724,-0.362334075280225,0.720448462262447,0.999369459381768,-5.49147470284443
virus_comp_1604_cycle_1_5,virus_comp_1604_cycle_1_5,1.5713384419684,1.00865251248952,0.952292552475741,0.344988044040243,0.996995076828017,-4.59525295455993,2.16488589591447,1.00865251248952,3.04932528600984,0.00348177804585807,0.0145619170061897,-1.910230263635,-0.033873716589857,1.00865251248952,-1.37812377235147,0.17357589899744,0.512788674584953,-5.24569744843126,-1.55804395189583,1.00865251248952,-2.26303515384938,0.027478101704286,0.13256554295326,-3.526092790669,0.138319974066111,1.00865251248952,0.742309015918894,0.460962292560938,0.777637746206013,-5.55411495349495,0.388353923515223,1.00865251248952,0.430743223552309,0.6682870850112,0.947523421766759,-4.5990047971229,0.263231683445969,1.00865251248952,0.146367312088147,0.884150248907299,0.999066860692725,-4.59629930687455,-1.02900558420148,1.00865251248952,-1.21213715072069,0.230483482484669,0.726866897920755,-4.59269604315504,-1.48394013354743,1.00865251248952,-1.93479606345729,0.0580064677725047,0.293858077378714,-3.93861040174231,1.85726357288332,1.00865251248952,2.32756454049459,0.0235261711715941,0.0447832407700406,-3.44388554322524,-0.0259175385502605,1.00865251248952,-0.694686819521941,0.490086694864811,0.999369459381768,-5.36437589609637
virus_comp_16041_cycle_1_1,virus_comp_16041_cycle_1_1,-0.501710183201208,1.07581655907393,-0.304545202241555,0.764702862793746,0.996995076828017,-4.59646444091968,1.90523020839658,1.07581655907393,2.64606615589113,0.0177903909219075,0.0348451350792979,-3.15376028258275,-0.0473848117904877,1.07581655907393,-1.70833753174933,0.107218305875847,0.422862317189106,-4.71552103242307,-1.50639500750327,1.07581655907393,-2.16893546110295,0.0457680796404745,0.135633871051333,-3.82498118660067,0.463437544799531,1.07581655907393,2.23215226689094,0.0405072071350204,0.418623573373556,-3.69629672869043,1.86512836358551,1.07581655907393,1.86396828536677,0.0810911358086331,0.947523421766759,-4.58699171025683,0.248051401323195,1.07581655907393,0.136220781674473,0.893374058109883,0.999066860692725,-4.59631612672768,-1.77688991389724,1.07581655907393,-1.94398541996537,0.069998025044529,0.726866897920755,-4.58436639716871,-2.09255374781793,1.07581655907393,-2.58313590978958,0.0202061678583403,0.255539570794627,-3.12634372038858,2.14334711112141,1.07581655907393,2.69697309891407,0.016041474617619,0.0369561930705781,-2.9900872900724,0.0445488773877871,1.07581655907393,1.19122483839119,0.251222074518895,0.986916667568798,-4.96854311253978
virus_comp_16041_cycle_1_2,virus_comp_16041_cycle_1_2,-0.718522685032267,1.18783746147727,-0.406474647638219,0.690655412757293,0.996995076828017,-4.59628373454069,1.70488986199602,1.18783746147727,2.22718889726343,0.043196368420459,0.0602375265215625,-3.89006036725974,-0.0300537502231136,1.18783746147727,-1.07286712297571,0.301816384752118,0.530856177132874,-5.52557797763402,-1.5084468489111,1.18783746147727,-2.04340336269324,0.0606831804397825,0.139871531881478,-4.02442427556873,0.567187047374272,1.18783746147727,2.57927874052272,0.0220988942525667,0.31090647897719,-3.1752044922253,2.24481986810679,1.18783746147727,2.07966718466558,0.0567839485506733,0.947523421766759,-4.58561389672506,-0.0611171098585366,1.18783746147727,-0.0318478336335451,0.97505148774479,0.999066860692725,-4.59631568486134,-2.39452827893208,1.18783746147727,-2.46002950472205,0.0277945718168994,0.713136624025387,-4.57892505521915,-2.5036578075522,1.18783746147727,-2.88995967753869,0.0120657668854123,0.246710802488296,-2.76456685428124,2.18547192645582,1.18783746147727,2.58583661484481,0.0218207208262483,0.0435189393601387,-3.21789368337862,0.0346842114401631,1.18783746147727,0.91379594020408,0.376583802217859,0.999369459381768,-5.23589420692496
virus_comp_16041_cycle_1_3,virus_comp_16041_cycle_1_3,-1.28037445506735,1.24179581387255,-0.704155449948315,0.491625041428355,0.996995076828017,-4.59576469997566,1.53338578697705,1.24179581387255,1.9706607715952,0.0666150558311397,0.0856651532452937,-4.26546285021148,-0.0369427611259894,1.24179581387255,-1.29535383379468,0.213878144928765,0.525034127491691,-5.26394493793704,-1.685751795399,1.24179581387255,-2.26526926645147,0.0379809313497369,0.13256554295326,-3.65792445649701,0.64910833902735,1.24179581387255,2.69226848972222,0.0161958959985708,0.266062060277099,-2.93235803075953,2.06260018892171,1.24179581387255,1.92635230314592,0.0723183676471054,0.947523421766759,-4.5868423898398,0.277395032818349,1.24179581387255,0.145957290777402,0.885808294150807,0.999066860692725,-4.59629878729636,-2.00170794519357,1.24179581387255,-2.04444360011084,0.0580140907941675,0.726866897920755,-4.58379605195808,-2.32983389353444,1.24179581387255,-2.71019217098394,0.0156151331791781,0.248935615922487,-2.95439571045226,2.1564002980249,1.24179581387255,2.58075016238299,0.0203036671125553,0.0419379485932493,-3.18624411367253,0.0374256878352885,1.24179581387255,0.984519364214441,0.339755345631046,0.999369459381768,-5.17372301905169
virus_comp_16041_cycle_1_4,virus_comp_16041_cycle_1_4,-0.56730474411711,1.00495788865905,-0.328676415290851,0.746733285921363,0.996995076828017,-4.59646383374678,1.57433645579809,1.00495788865905,2.0794979725067,0.0542930563273977,0.0725428664029572,-4.12534671428039,-0.00378592860572498,1.00495788865905,-0.152765453485784,0.880524739525182,0.930877923359626,-6.20440414353578,-1.52695090371015,1.00495788865905,-2.08907895550627,0.0533147067281794,0.137045098537776,-3.95134533943495,0.507107376037518,1.00495788865905,2.37814133392075,0.0304334597407249,0.352203331737869,-3.47532164466384,1.87356603765182,1.00495788865905,1.80554747455842,0.0901529646925689,0.947523421766759,-4.58732548424772,0.361477289595173,1.00495788865905,0.188597758203878,0.852818676623781,0.999066860692725,-4.59630390650534,-1.85347653199916,1.00495788865905,-1.94658815422465,0.0696612627591954,0.726866897920755,-4.58401859480277,-2.01504940275988,1.00495788865905,-2.41877804617819,0.0280798084777737,0.255539570794627,-3.35307934492,2.23206703639848,1.00495788865905,2.66641842998001,0.0170702446155759,0.0384418662420498,-3.04479702815181,-0.006001777699771,1.00495788865905,-0.164682160144476,0.871290830249035,0.999369459381768,-5.64619471268371
virus_comp_16050_cycle_1_3,virus_comp_16050_cycle_1_3,0.54307502539683,1.01219688118383,0.305696829671151,0.762616747522262,0.996995076828017,-4.59640958486927,2.15527366690542,1.01219688118383,2.7765082014829,0.0108023956077529,0.0258856731173978,-2.77582554721119,-0.0522519716995335,1.01219688118383,-1.86909008713984,0.0745458742511841,0.362152777131393,-4.49315191746568,-1.43037385811329,1.01219688118383,-1.90658232895263,0.0692902301013217,0.143216606507604,-4.18594502748749,0.153986189677768,1.01219688118383,0.760161710273311,0.454968531029922,0.777637746206013,-5.52768122624355,0.857118672864328,1.01219688118383,0.885504780684982,0.385153762559828,0.947523421766759,-4.59613804983031,1.05963755485333,1.01219688118383,0.550138336255084,0.587588748712153,0.999066860692725,-4.59595665807714,-0.724641695783348,1.01219688118383,-0.79175801939186,0.436684369424241,0.726866897920755,-4.59708397301665,-0.993123017073955,1.01219688118383,-1.19534316780718,0.244271820567418,0.385678063362557,-4.83358818029529,2.45941887628674,1.01219688118383,2.88427975265583,0.00843209149641006,0.0274187689162441,-2.50103981291859,0.00089090586757029,1.01219688118383,0.0218121552662924,0.982788087790646,0.999369459381768,-5.55863420424406
virus_comp_1611_cycle_1_18,virus_comp_1611_cycle_1_18,1.50536615527626,1.04289507915491,0.795298620050434,0.434320697200696,0.996995076828017,-4.59559960381468,1.80411964613796,1.04289507915491,2.29253374387398,0.0310468929248963,0.0469922910829287,-3.70209462493927,-0.0326433871365451,1.04289507915491,-1.23541695400804,0.228763364595779,0.525034127491691,-5.44518730840411,-1.61382735309626,1.04289507915491,-2.08801073518691,0.0477056370328609,0.136802818300235,-3.89648073653726,0.146130777575952,1.04289507915491,0.703481257412728,0.488599332169043,0.777637746206013,-5.57095441063285,0.183671666884303,1.04289507915491,0.181199023407158,0.857749654261831,0.960556609657139,-4.59960888979777,0.723720085915315,1.04289507915491,0.359235139983278,0.722595076392139,0.999066860692725,-4.59614265899023,-0.787930997316324,1.04289507915491,-0.829193056846462,0.41525597717282,0.726866897920755,-4.59674332048307,-1.14246832565941,1.04289507915491,-1.32926498597551,0.196395788129125,0.35367590046901,-4.70077547556211,1.68298973330564,1.04289507915491,1.8547436730401,0.0760965064131019,0.101343144904422,-4.30864238602594,-0.0988322994074915,1.04289507915491,-2.24464523971502,0.0343860660027183,0.681351636834898,-3.54556008342309
virus_comp_1613_cycle_1_3,virus_comp_1613_cycle_1_3,0.915536437015093,0.942020859913901,0.511449466367401,0.611551596391996,0.996995076828017,-4.59618931804228,1.63595489378969,0.942020859913901,2.09371338148131,0.0419844497465112,0.0590692109799925,-4.00572575593351,-0.0505477564586732,0.942020859913901,-1.87211510153049,0.0677363826177395,0.358007540784025,-4.50449358877131,-1.57915138248428,0.942020859913901,-2.06987130130494,0.0442677457143848,0.13463781502067,-3.88361134630983,0.143779024653934,0.942020859913901,0.702446388365393,0.486039895317939,0.777637746206013,-5.5762176392727,0.572836620144783,0.942020859913901,0.581624623926984,0.563738928190109,0.947523421766759,-4.59827602493474,1.44133107910498,0.942020859913901,0.735916405686886,0.465622757432411,0.999066860692725,-4.59567170189142,-0.447760740690464,0.942020859913901,-0.482855778938775,0.631552678593213,0.80021075013906,-4.59924953434809,-1.01662919829735,0.942020859913901,-1.21853801594848,0.229406537806232,0.377081191697692,-4.82068953948027,2.47169568906791,0.942020859913901,2.85216630997359,0.00655027447968729,0.0244425335276825,-2.36927990141263,-0.0298600771997907,0.942020859913901,-0.72149668692509,0.474358043084299,0.999369459381768,-5.33617196088241
virus_comp_16189_cycle_1_1,virus_comp_16189_cycle_1_1,3.41540519350305,1.11784972956549,1.64876626833859,0.102081846693319,0.996995076828017,-4.59289090158015,2.83889639548426,1.11784972956549,3.20522541192233,0.00177188482228922,0.011281765536635,-1.35396523915619,-0.0129066793965029,1.11784972956549,-0.448566344050402,0.654637120432412,0.764056959453353,-6.08857387393819,-2.71988039076273,1.11784972956549,-3.20004111701884,0.00180124011591482,0.13256554295326,-1.32239498456233,0.136742393422956,1.11784972956549,0.581876023962703,0.561854618470556,0.784718982810721,-5.61706456779205,-0.967094815564306,1.11784972956549,-0.862052999996664,0.390555496963017,0.947523421766759,-4.59629014485972,-1.10579119810375,1.11784972956549,-0.503568680847644,0.615583150704193,0.999066860692725,-4.59600321731187,-0.350738707425496,1.11784972956549,-0.332666761551888,0.740026333265918,0.869791083185169,-4.59967458872703,-0.502921045092267,1.11784972956549,-0.531908353556838,0.59587455041952,0.668037661653758,-5.2896074322722,-0.186166308076204,1.11784972956549,-0.188336829109673,0.850963654177435,0.86838014548376,-5.81879966948684,0.0133627158303533,1.11784972956549,0.297854230282672,0.766382771029277,0.999369459381768,-5.5417053365019
virus_comp_16189_cycle_1_2,virus_comp_16189_cycle_1_2,1.44447035020853,0.987024557001529,0.89352715039623,0.374368692895909,0.996995076828017,-4.59541111103622,2.54383152919941,0.987024557001529,3.58379388915322,0.000592536622610304,0.00939087252773827,-0.375863871909929,-0.0151405913182225,0.987024557001529,-0.668223200056477,0.505996120014488,0.650139224421534,-6.0015684725738,-2.04282154892595,0.987024557001529,-2.9999400871978,0.00364021796706505,0.13256554295326,-1.89265093415392,0.197767601577109,0.987024557001529,1.06380376291347,0.290753727099207,0.777637746206013,-5.28060174383748,0.0271514622351087,0.987024557001529,0.030370129043911,0.97585071705289,0.990134858216464,-4.59984540746003,0.0566242589201455,0.987024557001529,0.0319746105730919,0.974575317822526,0.999066860692725,-4.59632832210677,-0.528726571324754,0.987024557001529,-0.627064220332281,0.532478432979613,0.737837009521239,-4.59833926080561,-0.625130182308234,0.987024557001529,-0.826460559813002,0.41110523747342,0.498817033579349,-5.14058378130774,1.39420520075887,0.987024557001529,1.770508359661,0.0806139724205644,0.106043075078322,-4.42684659748886,0.012197035708661,0.987024557001529,0.347823574068236,0.728924974936377,0.999369459381768,-5.56266405173328
virus_comp_16201_cycle_1_2,virus_comp_16201_cycle_1_2,0.754603310906833,1.0769414411506,0.342885720099512,0.732888117548145,0.996995076828017,-4.5963737873763,1.94427965176279,1.0769414411506,2.00247579025636,0.0497789530960013,0.0672519087695568,-4.1430399827785,-0.0251830088377967,1.0769414411506,-0.762961139764373,0.44848907508177,0.608749703296192,-5.86296671056851,-1.94180497032129,1.0769414411506,-2.08358520359924,0.0414847547763951,0.133521713561172,-3.8438804328984,0.1976956241718,1.0769414411506,0.789276594837061,0.433071917366051,0.777637746206013,-5.51201946290842,0.342018618477862,1.0769414411506,0.286737514457188,0.775305496696866,0.956689726815957,-4.59954803608454,1.26973391421164,1.0769414411506,0.530653258247202,0.597626395925837,0.999066860692725,-4.59598150191467,-0.402182070054963,1.0769414411506,-0.35373794843074,0.724780723625273,0.858382636030783,-4.59976179274146,-1.10283331457294,1.0769414411506,-1.06125685314225,0.29284501814966,0.416340941261298,-4.94954447144428,2.7910369576742,1.0769414411506,2.6283165911697,0.0108911792394432,0.0313747906163432,-2.81330919584165,-0.0355283387525355,1.0769414411506,-0.68815323976568,0.494019947754822,0.999369459381768,-5.33678931877794
virus_comp_16214_cycle_1_1,virus_comp_16214_cycle_1_1,0.0909487686909393,1.59230313114398,0.0350245482821144,0.972223245966886,0.999180114455521,-4.59609562334356,-0.599382678811044,1.59230313114398,-0.508617534381479,0.613636055306033,0.619081884692845,-5.67123041660263,0.0838170166382982,1.59230313114398,2.45272515325855,0.0183368384783853,0.251755048094546,-3.36365678213399,-1.62085174020429,1.59230313114398,-1.54594972582778,0.129490381675884,0.172205902200456,-4.59759281191936,0.626556530754511,1.59230313114398,1.88867881473103,0.065733863052038,0.541494605199687,-4.05689923448867,-0.650385248957254,1.59230313114398,-0.5086350464558,0.613623881675537,0.947523421766759,-4.59808384137648,5.69375012305347,1.59230313114398,0.867716774391137,0.390395727030434,0.999066860692725,-4.59515704598044,-0.74413519356513,1.59230313114398,-0.571622187817995,0.57057230776126,0.757387435150632,-4.59771457341026,-1.40270575680178,1.59230313114398,-1.27158193771961,0.210398350807904,0.363804368070981,-4.71242593694884,3.78233836833399,1.59230313114398,3.4629470154512,0.00122668453516132,0.0191209843185077,-0.93514731297417,-0.0828321435060386,1.59230313114398,-1.74281168671345,0.0885584920634848,0.782209040472322,-4.30083074958048
virus_comp_16215_cycle_1_1,virus_comp_16215_cycle_1_1,1.38193606899365,1.23967297240266,0.578334810141024,0.568485044706949,0.996995076828017,-4.59594325130424,2.32486948208306,1.23967297240266,2.33415279283929,0.0283881913480363,0.0446652011333878,-3.60427895092571,-0.080827430615085,1.23967297240266,-2.0592184460342,0.0506056127098673,0.332350888087934,-4.09773479374255,-1.53172952729119,1.23967297240266,-1.58578128007353,0.126021994343804,0.170387491876827,-4.63042440284115,0.0680864362279359,1.23967297240266,0.260595075208826,0.796652157938942,0.881943777632428,-5.74524680787335,0.783420106982579,1.23967297240266,0.629134068957927,0.535269631097592,0.947523421766759,-4.59786285803848,4.80224680977337,1.23967297240266,0.776988143968009,0.444840304127446,0.999066860692725,-4.59519237584331,-0.868540950086138,1.23967297240266,-0.738152750895769,0.467657190604886,0.726866897920755,-4.5974258853186,-1.30646407921478,1.23967297240266,-1.19767298282372,0.242867379357539,0.384528742136003,-4.80853303610235,2.17806438332291,1.23967297240266,1.95563024441299,0.0623786752220295,0.0865625952055702,-4.1490659186099,-0.010135903324846,1.23967297240266,-0.176573756047482,0.861341083212899,0.999369459381768,-5.45376284669687
virus_comp_16251_cycle_1_5,virus_comp_16251_cycle_1_5,0.233345411429467,0.952612704420694,0.129486819763323,0.898352350092921,0.996995076828017,-4.596582126442,2.04556154452575,0.952612704420694,2.57576904598586,0.0186494763855581,0.0355138376521776,-3.22478347125209,-0.0509159017941861,0.952612704420694,-1.79252204949952,0.0892107196498344,0.389457550299277,-4.63626860539698,-1.37012893846437,0.952612704420694,-1.77284036458644,0.0925126386533532,0.152025986313412,-4.39589935932167,0.190208394170504,0.952612704420694,0.91854418271779,0.370007580198316,0.777637746206013,-5.4145675965585,0.856014294120617,0.952612704420694,0.857427612224645,0.402042819075751,0.947523421766759,-4.59636826478556,4.39711434253477,0.952612704420694,1.27227436103031,0.218838560859961,0.999066860692725,-4.59488937180135,-0.618918881492657,0.952612704420694,-0.65912297205915,0.517835937303266,0.733021242955055,-4.59815110392234,-0.961918609968016,0.952612704420694,-1.13680536390097,0.269949706754659,0.402181601406194,-4.89599397612716,2.40851653393808,0.952612704420694,2.75565475380908,0.0126888129598649,0.0329630771772725,-2.82042373435303,-0.00029886182012698,0.952612704420694,-0.00719552832903662,0.994334906720725,0.999369459381768,-5.57441976907591
virus_comp_16274_cycle_1_1,virus_comp_16274_cycle_1_1,0.830104185542641,1.08730800002146,0.437509645873373,0.665869436773062,0.996995076828017,-4.59621523232165,2.28718724802693,1.08730800002146,2.76965721832417,0.01097270909488,0.0260972581567058,-2.78040647006044,-0.0664146949823068,1.08730800002146,-2.13236903925888,0.0440049714798708,0.318178270512192,-4.00646369920602,-1.47764259454164,1.08730800002146,-1.86031739604154,0.0758246769059547,0.145590941333109,-4.24790169636783,0.105172157426584,1.08730800002146,0.486362811008287,0.631364840909605,0.806169376725485,-5.66716588636474,0.918895975019976,1.08730800002146,0.906824759125016,0.374010033741215,0.947523421766759,-4.59595616597091,1.02527052695795,1.08730800002146,0.508770468804307,0.615814659719204,0.999066860692725,-4.59600749726928,-0.701346081962225,1.08730800002146,-0.727949273449825,0.474075080864381,0.727102741401279,-4.59755797856234,-1.0106086736554,1.08730800002146,-1.13849036331207,0.266769724429943,0.399451821301317,-4.87213448435266,2.50816480330779,1.08730800002146,2.81051323327049,0.00999348855020117,0.0300544914917161,-2.64501505172402,0.0241136764159328,1.08730800002146,0.546409376864208,0.59010674045299,0.999369459381768,-5.39905999418377
