"","t0-over42","t0-36","t0-30","t0-24","t0-18","t0-12","t0-6","t0"
"virus_comp_250_cycle_1_14",-3.20952213482676,2.07281218315883,9.09119733446675,-7.18275332376161,0.173262825299796,0.622784247955572,3.10223944785136,1.43925729151813
"edge_957_37",-3.19630292090401,2.06745520790068,9.11780924230678,-7.14552942648591,0.22851657188405,0.789472928717839,3.16778494204831,1.4131850108384
"virus_comp_250_cycle_1_205",-3.32105002618175,1.98953881723906,9.15105895148149,-6.96615227367514,0.2209174066551,0.786401339208779,3.00823314068233,1.41658644092236
"virus_comp_250_cycle_1_163",-2.28139200708583,-1.18867920197178,8.30687100600599,-6.42121527417406,-0.0920133849719622,0.813292750115249,3.79209224295072,1.47270444323693
"virus_comp_250_cycle_1_155",-2.64472062076466,-1.05572172363601,8.97781982419824,-6.71972036438455,-0.11316782988856,0.537172320396265,3.27622534339131,1.39792030941011
"edge_329_17",-4.1925238955399,2.84452649915655,8.10323008083055,-7.38901229989261,-0.657054180380589,0.0210144177551181,2.02400144411051,2.55983009991154
"virus_comp_250_cycle_1_50",-2.7476100447831,0.124842446162131,9.024921006711,-6.78689880377216,0.0497445786255915,0.68339022259951,3.28914518930649,1.42407488282263
"virus_comp_18547_cycle_1_1",-3.11145801520809,1.78914408499925,9.37433291373685,-7.84205453469222,0.217936591843694,0.724830255050024,0.717033124664242,2.06942975601615
"virus_comp_250_cycle_1_257",-3.09335456260877,2.04374037517806,9.42269957327538,-7.02231238846446,0.283394019446093,1.66991769894012,3.76955398877654,1.20767954205161
"edge_959_16",-3.39109624239383,1.88581516811206,9.07922767046963,-7.18076045310392,-0.342375847042671,0.473081558366806,2.4287924278112,1.27730729600739
"virus_comp_17808_cycle_1_1",-3.71805808937433,1.42251759827742,7.75936562467272,-7.24833045581758,0.668698425380889,0.347597111303456,2.15263900618996,1.93880504098433
"virus_comp_17808_cycle_1_4",-3.69022946961084,1.4265040273115,7.74658852465288,-6.92670401501286,1.55220600099311,0.419487072902155,2.18662842364214,2.07448218290989
"virus_comp_250_cycle_1_137",-1.94304898902289,-0.344083061059622,8.57977459856072,-6.21053957015902,0.0494330994268992,0.740465901428202,2.93272171194496,1.39895611172762
"edge_965_27",-2.6275039697237,2.38386126449613,9.45803342433211,-6.83728415265252,0.45216738113252,1.36155347772367,2.98625791839373,1.36122034614185
"virus_comp_593_cycle_1_112",-3.8986922667038,0.949783663616453,7.16186647161412,-7.82135933106184,0.235039755523694,0.0797289075705678,2.17940227076803,1.95731657772688
"edge_959_24",-3.05310088650902,2.06157322442696,9.49053767277553,-6.99970815474566,0.326974461440446,1.91550964756516,3.84049073794261,1.18746156990375
"edge_959_22",-3.52645524853069,1.75923206616897,9.00724920469125,-7.18546253405713,-0.40566237002119,-0.176485749181661,2.68913942609545,1.24697809001312
"virus_comp_593_cycle_1_14",-3.84829378952713,0.942506548741928,7.18656336570121,-7.85882962348589,-0.914702976289334,0.401332149812233,3.00019698108283,2.01177401168809
"virus_comp_18253_cycle_1_2",-2.61032401655977,2.32724838293342,10.5243002076343,-7.57667645254757,-0.864074809966305,1.28480918983818,2.80136514048951,2.26856695494681
"virus_comp_18253_cycle_1_1",-2.60962156577588,2.18406732031754,10.4977804256293,-7.71480531258238,0.357874213180384,1.32981503780662,2.92169207566003,2.26280118788642
"virus_comp_7998_cycle_1_5",-3.51765298022336,2.21892918302194,9.08184824219418,-7.46216070224241,-1.96082762625401,0.180924901428353,1.80895607402535,2.0016691695863
"virus_comp_593_cycle_1_65",-3.76585763767351,1.14800277428747,7.39563566583886,-7.678890197257,0.385560258926608,0.370066281809355,2.81822220652521,1.59818395721548
"virus_comp_637_cycle_1_4",-3.69389962585114,1.47375141498387,8.02847612005022,-7.54150320346429,-0.130835795983657,-0.0634293715685192,2.10742335262539,1.67558361542932
"virus_comp_593_cycle_1_119",-3.85996814507806,0.761641765133422,6.9414441675907,-7.39655330340592,0.176852331413242,0.211446273457066,2.83079943158101,2.2692455834948
"virus_comp_400_cycle_3_60",-3.31771596283625,3.04766772602934,8.92598688312026,-7.24638934070882,-0.586566636178944,0.488038146533678,2.25392323585704,1.34429617903327
"virus_comp_250_cycle_1_107",-2.334808660135,-0.280162810163537,9.10529795508672,-6.55801825794717,0.0264039875908293,0.63799995023826,2.89297702644525,1.44449879761249
"virus_comp_17806_cycle_1_3",-2.57257673233024,-0.865067285624334,9.06046818392134,-6.82700560299514,0.194445315924222,0.719477494479424,2.45041698941352,1.62664683777339
"virus_comp_250_cycle_1_138",-2.24486859389636,0.133194195944927,8.55227115359416,-6.3801733406772,-0.363180745560172,0.200608767686616,2.23819067038577,1.42376597333955
"virus_comp_4602_cycle_1_6",-3.03794452634255,1.82810485143023,8.56816781687806,-7.04045131377688,-0.84177504416339,-0.399758862447484,2.04821865834799,1.91995318599679
"virus_comp_17832_cycle_1_1",-3.51823454249155,2.30194964176345,9.03772861729565,-7.0435639523952,-0.759799052928633,-0.886757861468737,1.76032125410279,1.63618417617861
"virus_comp_2139_cycle_1_11",-3.8306515294322,1.3849138986865,9.37706485621595,-7.71892858540926,0.601694866135269,-1.14790955218778,1.75351508864784,3.14796723517959
"virus_comp_372_cycle_1_4",-3.71391869736051,1.4424701473388,7.83081303046006,-7.54957691209355,-0.609178849293705,0.154012785592947,3.26321861559263,1.76817273433428
"virus_comp_593_cycle_1_80",-3.08914570209299,1.18067083666114,6.87357375812304,-7.09826003535601,0.0689362053011795,-0.305051715652459,2.15363664646802,1.87146276889603
"virus_comp_250_cycle_1_261",-2.25526533605164,-1.82568866936615,8.23097722972749,-6.37528283263079,-0.145001163811,0.725445264603945,2.97456515160121,1.44360774535575
"virus_comp_250_cycle_1_43",-2.53220484520132,-1.33864214872902,8.97913863650686,-6.7715072211356,-0.0420227787469429,0.611438010230443,3.04766959569583,1.5810937921777
"virus_comp_593_cycle_1_70",-3.75068851365301,1.08416699864739,7.32877354878748,-7.28122381829,-0.0632601547303686,-0.0875970504442924,2.69411484426269,1.87277793975769
"virus_comp_2270_cycle_1_6",-0.205334267713067,-1.80557334796101,7.15463701714167,-11.5302305228403,-1.88227288827329,-1.86674737582321,1.69499220637574,1.23951000270357
"edge_965_7",-1.7873615985173,-0.730610275074502,8.64438473517592,-5.96571794318596,-0.186209374292156,1.54746202707313,3.05438695672184,1.42473472704756
"virus_comp_17808_cycle_1_2",-3.8429102534569,1.34868138086959,7.45445311178565,-7.0800851344108,0.856937832145671,0.0638587371071382,2.0053384497405,1.68438942335366
"virus_comp_17903_cycle_1_25",-3.23240700499099,1.72362609452772,8.3599816271707,-7.27956270972911,-0.770548256848299,0.168555960637664,2.10406780379497,1.77608492308216
"virus_comp_593_cycle_1_83",-3.89287308976869,0.75437647723812,6.91142322156739,-7.29498654904611,0.225740085520563,-0.0448381573755712,2.17624195402237,2.08328037121915
"virus_comp_36_cycle_2_66",-3.10478333855475,1.95515193863945,7.6975156918406,-7.12445611771402,-0.634234472275294,0.466024925680506,2.02775096273896,1.28819830862962
"virus_comp_2760_cycle_1_8",-3.07380516725084,3.17010729929746,11.0174640556536,-7.96981606964408,0.158429826188669,0.518401917826775,2.1035810678358,2.24556373838337
"virus_comp_285_cycle_1_1",-3.5681706884561,1.94740262103373,8.48930384180128,-7.43316531230471,-3.18936106777959,-0.0672038893838567,2.21773582732989,2.23675392945852
"virus_comp_2664_cycle_1_7",-3.54349228248206,1.89617930715282,8.68666635624986,-7.49351681639128,-0.962565137774317,0.0530965277012536,2.47646353470662,1.30099796127842
"virus_comp_593_cycle_1_15",-3.70646277260908,1.29668527734823,7.95875762729471,-7.55252832121639,-0.155999770122647,0.0169324972240039,2.8175808379443,2.14959524520379
"virus_comp_62_cycle_1_29",-3.29602134698039,1.78319504184487,10.0633727149173,-7.36193411216266,-0.627410769307796,0.303563592165828,1.74168380154422,2.06569208001685
"edge_329_25",-3.83680119265083,1.9244917327447,8.95133116117556,-7.03508453248542,-0.115619039668181,-0.914085309761866,1.97256885262788,2.74498994603718
"virus_comp_5131_cycle_1_6",-4.23144491137034,1.33814583302329,7.84745758900234,-9.88317854174185,-1.52225168262637,-0.305096674295277,1.87784451521967,0.92263950870094
"virus_comp_17863_cycle_1_63",-3.80715901838069,1.27965316978447,8.10071495946273,-7.43976556051179,0.176856486996033,0.112812806815273,2.24049233458871,1.39801448447074
"virus_comp_17903_cycle_1_24",-3.0057057447384,1.7593701095185,7.84015798940706,-7.09695852582233,-0.864401954123598,0.119112501684155,2.09908210622631,1.71288155198616
"virus_comp_2664_cycle_1_2",-3.5308758443218,1.88327823289679,8.69938746744475,-7.45266016088685,-0.857056958706608,0.0733983916318024,2.57503188103405,1.18125079052643
"virus_comp_17903_cycle_1_9",-3.27836473663997,1.45627218492252,7.86702289893457,-7.03754450952451,0.165908937431627,0.0493012306887981,2.11641126917344,1.73392884909947
"virus_comp_17808_cycle_1_3",-3.59462955318426,1.47895769153956,8.59329030148536,-6.63324925046797,2.69656833596702,0.4106226008173,2.61319786086654,2.46042877462477
"virus_comp_7998_cycle_1_1",-3.50427047909625,1.995739420864,8.69402198579468,-7.58878898496099,-1.01384913741672,-0.251434617156391,2.42842399082452,2.071152849495
"virus_comp_2334_cycle_1_4",-3.14535614202414,2.27998364556829,9.02654535004996,-7.44221887845241,-0.727779409374075,1.0524003802967,2.96545235682007,2.12913790827398
"virus_comp_1135_cycle_1_1",-4.00461594951264,2.6657191804021,9.16273149638078,-7.04920926282796,-1.8210585403058,-0.207669955652726,2.24243629879167,1.12357571127332
"virus_comp_593_cycle_1_60",-3.87235125079525,0.597491371137288,6.69275861093936,-7.26487225470015,0.000156697100522019,0.423201180197454,2.99590374046635,1.98331459867597
"virus_comp_36_cycle_2_95",-2.96755263457704,0.360285133721243,6.4496173539661,-7.04006025947271,-0.857191404189334,0.459793013807312,2.00293135025269,1.34408580519992
"virus_comp_250_cycle_1_106",-2.08244087751677,-1.37401070111662,8.3643479870753,-6.48335740330282,0.203584618278887,1.59824235255665,3.24855511498172,1.61791666556467
"virus_comp_18162_cycle_1_6",-3.20339067537069,1.95539678644301,8.13052343486822,-6.9835704610618,0.73391581907595,0.365032362984668,2.02000085576668,1.5781445788566
"virus_comp_593_cycle_1_84",-3.68926544767893,1.24093942577187,7.80101241477248,-7.28043810383971,-0.118027629715763,0.18092488643296,2.65940593681507,1.63104760635104
"virus_comp_250_cycle_1_72",-3.0741303103856,2.19501752762774,9.18119568553695,-7.20759566269859,0.413012960613147,1.07264155496181,2.60958707486844,1.5821387074896
"virus_comp_593_cycle_1_114",-3.76613229943319,0.70407624302905,6.76277315583394,-7.22559650261566,0.118225639825309,1.07184021348062,2.81182161394642,2.44359833969775
"virus_comp_593_cycle_1_13",-3.74953737912857,1.19561121507272,7.83535457277393,-7.60131422040945,-0.0760246204033008,-0.0118679546684661,2.82572747762754,2.39744985091456
"virus_comp_17809_cycle_1_3",-3.70938227931362,0.793678964254633,8.13533233339719,-7.25172622789431,1.06129494746238,1.25572550215849,2.92226041067891,3.11207777517839
"virus_comp_17809_cycle_1_1",-3.69118820780927,0.814754693670366,8.18093197669755,-7.23143470350299,1.0666697079917,1.30820612917556,2.93246452100612,3.10864602021653
"virus_comp_491_cycle_1_2",-3.56844825720438,1.83491719544411,8.60032177079659,-7.44185394646789,-0.771950106171814,0.500366224950053,2.37867136986284,1.75504402153621
"edge_957_36",-2.25737914277904,-0.859680316192534,9.27799937732374,-6.40424091206168,-0.0976238314003313,1.2833863966352,3.15469107763175,1.22459543515502
"virus_comp_593_cycle_1_111",-2.60426984848018,1.34703975411485,6.98735838194424,-6.60004606887759,-0.180919858757216,-0.24568677245144,2.10793589128326,1.68320585734148
"virus_comp_637_cycle_1_2",-3.80854268249542,0.918436266486987,7.18627393521821,-7.09006421705584,0.0740567149091893,-0.0669784948734709,2.16544147874902,1.9741476809819
"edge_2484_18",-3.61122216182915,3.65386745455308,6.34320200165343,-7.53846194652788,-0.692456389863582,-0.0360494503538114,2.03837340506101,1.59300090034441
"edge_263_1",-3.70062480027919,1.88780501833742,6.57549687185714,-7.68201782263974,-0.796642840910667,0.815937373045252,2.59519792431415,1.95035663362985
"virus_comp_16189_cycle_1_2",-2.90505917568131,2.2263889480276,9.48716589266241,-6.83600718876358,-0.60375658557198,0.554896175978155,2.09731900294739,2.08805731956309
