"logFC","AveExpr","t","P.Value","adj.P.Val","B","ORF"
-9.29228699626816,1.2013552310188,-5.75700210096292,2.87577956854901e-07,0.000726058914181155,4.58222136748126,"virus_comp_250_cycle_1_14"
-9.37116077741272,1.28419973397096,-5.69250981420337,5.32794404992281e-07,0.000726058914181155,4.12218061928636,"edge_957_37"
-9.28392739817793,1.38939007865725,-5.54606214500851,9.53341162830893e-07,0.000726058914181155,3.71242123201495,"virus_comp_250_cycle_1_205"
-8.68713546504367,1.50794151907812,-5.34887188331848,1.27542851793173e-06,0.000726058914181155,3.58449549393827,"virus_comp_250_cycle_1_163"
-8.70403966599876,1.31566840503796,-5.3572245183016,1.27737317765861e-06,0.000726058914181155,3.54192971506066,"virus_comp_250_cycle_1_155"
-9.14875727956287,1.17854563398113,-5.18289242377066,2.90382351321202e-06,0.00128981075470691,2.92804459373539,"edge_329_17"
-8.95160850498005,1.34914285877168,-5.22665940247425,3.26140224127425e-06,0.00128981075470691,2.86107952241115,"virus_comp_250_cycle_1_50"
-10.0607082302005,1.37260994229839,-5.1039346111929,3.63071289150433e-06,0.00128981075470691,2.79001382227895,"virus_comp_18547_cycle_1_1"
-9.08652099956753,1.42502019398994,-4.93599808341233,6.34996910692464e-06,0.00165284678647778,2.41470293646366,"virus_comp_250_cycle_1_257"
-8.54674743391941,1.01507049356024,-4.96408009625035,6.43170162637077e-06,0.00165284678647778,2.36216792487783,"edge_959_16"
-9.28019087535896,1.28464554410962,-5.15072611186443,6.96744370326864e-06,0.00165284678647778,2.28588043799159,"virus_comp_17808_cycle_1_1"
-9.36462013239769,1.43985348549859,-5.09693988463435,8.28719813240197e-06,0.00165284678647778,2.19343391825337,"virus_comp_17808_cycle_1_4"
-8.17278967724922,1.36904814807555,-4.89650359832439,9.94147267496751e-06,0.00165284678647778,2.12475947472507,"virus_comp_250_cycle_1_137"
-9.31441900824202,1.17301992825349,-4.94355092680661,1.02530010809602e-05,0.00165284678647778,1.99000922913877,"virus_comp_921_cycle_1_10"
-8.89961394060015,1.28447807047542,-4.89941355725376,1.09862960412345e-05,0.00165284678647778,2.03492284977419,"edge_965_27"
-9.61578959943684,1.07652907999853,-5.09674329943555,1.1307645153151e-05,0.00165284678647778,1.92143591285892,"virus_comp_593_cycle_1_112"
-9.06945980811181,1.45062007025122,-4.75314673928491,1.2369539433475e-05,0.00165284678647778,1.94757863117958,"edge_959_24"
-8.378909311915,1.01548447019269,-4.81258703710536,1.28680931587073e-05,0.00165284678647778,1.8587927437,"edge_959_22"
-9.80442862235219,1.13484951235803,-5.05418705937073,1.28774057051914e-05,0.00165284678647778,1.82000670335253,"virus_comp_593_cycle_1_14"
-9.87948263254692,1.55458994575837,-4.86434905782109,1.33799589498942e-05,0.00165284678647778,1.80054832269874,"virus_comp_18253_cycle_1_2"
-10.0618274241167,1.64691583856019,-4.81117922699247,1.59878399670366e-05,0.00165284678647778,1.69600832611666,"virus_comp_18253_cycle_1_1"
-8.692046048068,1.00270856315605,-4.68390606901874,1.70630844149176e-05,0.00165284678647778,1.68934061242279,"virus_comp_7998_cycle_1_5"
-9.18631369625795,1.09850490784011,-4.89072565382681,1.78366727063434e-05,0.00165284678647778,1.63628496648584,"virus_comp_593_cycle_1_65"
-9.01566044928542,1.10779685617047,-4.77250013524445,1.89092620490751e-05,0.00165284678647778,1.57066677317254,"edge_2486_42"
-8.93784515062783,0.933090323989679,-4.88584094535863,2.15099509227101e-05,0.00165284678647778,1.47846264358839,"virus_comp_637_cycle_1_4"
-9.57138593954738,1.26457124507451,-4.77100929850479,2.24870276180144e-05,0.00165284678647778,1.40724953385967,"virus_comp_593_cycle_1_119"
-8.36094815314655,1.03700901260739,-4.73990175909349,2.28108755158586e-05,0.00165284678647778,1.44546403888914,"virus_comp_400_cycle_3_60"
-8.56598305152052,1.27713209825432,-4.64923005129768,2.33074687032424e-05,0.00165284678647778,1.51772489015606,"virus_comp_250_cycle_1_107"
-9.03081505161262,1.27740810168963,-4.71461718593688,2.37992685688888e-05,0.00165284678647778,1.47092554547317,"virus_comp_17806_cycle_1_3"
-7.77684641966085,1.12093952219933,-4.63872574072189,2.41588292385751e-05,0.00165284678647778,1.46136897288905,"virus_comp_250_cycle_1_138"
-8.45049615303157,0.982644072856358,-4.72455880249062,2.49979272594574e-05,0.00165284678647778,1.40529598585655,"virus_comp_4602_cycle_1_6"
-9.06890912682019,1.02456038420774,-4.68645854083178,2.51289728974653e-05,0.00165284678647778,1.38132773463644,"virus_comp_2801_cycle_1_8"
-8.20404835069626,1.00646207310087,-4.63293735834711,2.53927671035148e-05,0.00165284678647778,1.39712362393607,"virus_comp_17832_cycle_1_1"
-10.9819152844096,1.31396786034806,-4.58785421849908,2.57860751075463e-05,0.00165284678647778,1.29827020361773,"virus_comp_2139_cycle_1_11"
