,logFC,AveExpr,t,P.Value,adj.P.Val,B
virus_comp_17889_cycle_1_15,-0.195460039179973,1.26759265489891,-4.51084436952042,2.50526902776701e-05,0.0384518226827067,1.88353027330513
virus_comp_17955_cycle_1_1,-0.246546895813878,1.57265864847386,-4.47319435762505,2.70596922468027e-05,0.0384518226827067,1.8083688855929
virus_comp_17889_cycle_1_36,-0.17781170038364,1.22757684896259,-4.18178253293888,8.27493380929682e-05,0.0783912062867386,0.981566528816627
virus_comp_2455_cycle_1_11,-0.315006430105739,4.81358982453627,-3.85683886540103,0.000193287860773472,0.137331025079552,-0.260552084797671
virus_comp_17955_cycle_1_2,-0.189306127368658,1.38582341009146,-3.60154353596715,0.000593133427342129,0.301830634920228,-0.536807114011205
virus_comp_407_cycle_1_1,-0.143300643890972,1.4213059102447,-3.48560036722466,0.000820263308305719,0.301830634920228,-0.793062283592753
virus_comp_6408_cycle_1_2,-0.160758528217885,1.33000986164012,-3.53639664364686,0.000876728125770656,0.301830634920228,-0.835461702700859
virus_comp_17889_cycle_1_37,-0.168605415685527,1.17800986917274,-3.56038694401137,0.000907312696411502,0.301830634920228,-0.839345453019611
virus_comp_17889_cycle_1_34,-0.143194554278493,1.1311906107346,-3.4567611194827,0.000955832411781159,0.301830634920228,-0.875214420197796
virus_comp_17955_cycle_1_13,-0.140544754249884,1.18407244404107,-3.32049968361799,0.00147938678217905,0.420441723495287,-1.22639913364026
virus_comp_17809_cycle_1_3,0.135132479857022,1.29541735129148,3.57247264241705,0.00284735541907526,0.50970274008328,-1.51976711159464
virus_comp_593_cycle_1_14,0.101814117142894,1.13484951235803,3.23187367794152,0.00247374753938012,0.50970274008328,-1.52253659369353
edge_284_11,0.138533202338697,1.2872549721168,3.17010267400655,0.00243873545104522,0.50970274008328,-1.55487528016108
virus_comp_17809_cycle_1_1,0.133910486924356,1.29197367637579,3.49225031813605,0.00335228732189686,0.50970274008328,-1.65180494440543
virus_comp_808_cycle_4_19,0.149990766455073,1.26301167457484,3.15442871997017,0.00275392168835857,0.50970274008328,-1.67340583296675
virus_comp_593_cycle_1_63,0.100881255482991,1.23068034199707,3.14744141464464,0.00311945436598572,0.50970274008328,-1.71562871948241
virus_comp_1392_cycle_1_1,-0.156596865714148,1.5779692445431,-3.07107756636381,0.00324983096518316,0.50970274008328,-1.83896053868555
virus_comp_17889_cycle_1_16,-0.137635564288652,1.12844401290465,-3.09481287888976,0.00350942958845672,0.50970274008328,-1.86940315184104
virus_comp_18176_cycle_1_6,0.216988216376996,1.43281948168212,3.16634952873193,0.00326758576777782,0.50970274008328,-1.89381728349787
virus_comp_808_cycle_4_20,0.162408657954543,1.6001246155645,3.03362778006339,0.00386719309049468,0.50970274008328,-1.95214734185174
virus_comp_1420_cycle_1_1,0.155059597946148,1.45395986727688,3.01880072463857,0.00402977539272167,0.50970274008328,-1.97569981621005
edge_2254_2,0.111203049613585,1.17376859245672,2.99651309371085,0.0041263851746162,0.50970274008328,-1.97821314798155
virus_comp_1392_cycle_1_2,-0.172952184097427,1.34825819757367,-2.97788915015545,0.0043471935892967,0.50970274008328,-2.05142121005915
virus_comp_593_cycle_1_94,0.0972937000062766,1.34457376717404,2.96248715568284,0.00513214441570936,0.50970274008328,-2.12273362333456
virus_comp_17808_cycle_1_4,0.0933139867031101,1.43985348549859,2.9214972436668,0.00505280318541731,0.50970274008328,-2.13346160194243
