"","t0.over42","t0.36","t0.30","t0.24","t0.18","t0.12","t0.6","t0"
"virus_comp_1727_cycle_1_1",-3.42886239098586,1.18469723826557,10.1602385991802,-7.66808303851939,0.344751026240632,0.179238417276689,2.17258986005644,1.69063668363472
"virus_comp_17896_cycle_1_6",-4.23486131990329,1.35134880452067,7.87032399571379,-9.54973905469604,-2.59988351577462,-0.714052100631552,1.71219453694724,0.799762084642699
"virus_comp_935_cycle_1_5",-4.09551235222164,1.51003529714958,8.10186377157147,-9.37262378415337,-2.24818850371483,-0.304556364432243,1.82340652724329,0.866365407584111
"virus_comp_62_cycle_1_19",-3.51804832255683,2.86671844368468,10.2329467933381,-7.17472484475252,-0.517412162196385,-0.343867468517131,1.70578954566829,1.75718557354115
"edge_2381_40",-4.21992726551074,1.39472501229267,7.86136326664082,-9.6144549246889,-2.43907492022636,-0.567384624672362,1.58833721836191,0.757485320721482
"virus_comp_3571_cycle_1_3",-2.98453387938879,2.86035799518824,10.7966431395019,-6.87484166594163,0.441804974714193,0.342123903766633,2.17076518326776,1.6737192218235
"virus_comp_2165_cycle_1_6",-3.86596712058477,1.40869778935117,9.25321536242764,-7.58812912551789,0.0849607459678687,-1.79310338797917,2.42074995485548,3.46843430998698
"virus_comp_3124_cycle_1_6",-4.18151350950057,1.39932893712362,7.99722299874642,-9.53023663882916,-2.3518453845457,-0.617443039572329,1.44685827705806,0.833327932444061
"virus_comp_12691_cycle_1_1",-3.46876754707078,4.25028842057699,9.38110884679427,-7.24531021416063,-1.00242144716245,-1.33134286817206,2.50275096664167,1.7499953881494
"virus_comp_3571_cycle_1_2",-2.97284200981384,2.71408526604552,10.8704969968263,-6.8126297295184,0.372469387575579,0.35968234293595,2.17304471735282,1.64448964272172
"edge_2381_4",-4.17746811712229,1.30521556296298,7.98786082875108,-9.59379463803723,-1.72678421564008,-0.687158505155943,1.52947521914,1.09477027329163
"virus_comp_935_cycle_1_11",-4.11406941699302,1.42165903697087,8.28542140432724,-9.20223816796203,-2.30990239296244,-0.740830798063866,1.56721150456478,1.02875340067049
"virus_comp_505_cycle_1_5",-3.22747876546517,1.34812671943457,11.1230377395005,-6.20923194779945,-1.17408939468458,-0.0724968900260494,1.9625976938653,1.98483903043524
"virus_comp_4690_cycle_1_4",-3.29065617639049,1.74283294254172,10.3623165991098,-6.43634942818536,-3.28427066249533,-0.192677159608782,1.9837029122282,1.67239550942562
"virus_comp_6552_cycle_1_1",-4.20641962302707,1.48186933781337,8.33260560769356,-9.20142839602937,-0.807603842193552,-1.11397217132822,1.96620416409365,0.670651634300718
"virus_comp_2195_cycle_1_1",-2.7052937403183,2.24571535055298,11.0362383124669,-6.70412263782165,0.867666492901547,0.925348588786947,2.68762901980603,2.34466774664492
"virus_comp_17889_cycle_1_25",-3.19978500804836,1.33139351782317,11.1688964815403,-6.35207359541641,-0.42185010739133,0.650699747674858,2.04722918553963,1.88404633448559
"virus_comp_1035_cycle_1_3",-4.1408238871474,1.48373788471681,8.02552324689789,-9.38501848777905,-2.16187521357942,-0.490303070800079,1.94356293189387,0.750494160682635
"virus_comp_18276_cycle_1_1",-4.37988269850088,1.35192005103165,8.40349293539663,-9.28660742377921,-1.01567665146984,-1.78609384640069,0.353915780777443,0.770864781405297
"virus_comp_3571_cycle_1_5",-2.72963523698123,2.85469441394336,10.8616372625063,-6.8503330760182,0.224636284538326,0.34507307024555,2.12519019276323,1.50410956254635
"edge_2381_29",-4.38067978090072,1.05624914921494,7.55598433430433,-9.89780878737442,-1.7650524555343,-0.88144289222811,1.68961756736214,0.815001135910185
"virus_comp_2969_cycle_1_15",-3.10909402146483,2.14743328616993,10.2556137007144,-7.32534320765023,-0.328472613566937,0.81455063633158,2.41764779313403,2.27042455663829
"virus_comp_2432_cycle_1_3",-5.92918086671533,1.64217600758065,9.23373681791365,-7.25446501846699,-0.255236085698004,0.195890251816849,0.414763320733142,1.57985484895527
"virus_comp_935_cycle_1_9",-4.14702004672815,1.44711663986812,7.95744429415507,-9.44202351262525,-2.33646890440435,-0.609181777656226,1.65120175626504,0.892726893714809
"edge_2008_6",-3.48951165461398,1.06204766927182,10.0024749958668,-7.70799326348762,0.569952077336471,0.137668050094707,2.17728283527339,1.78661319040382
"virus_comp_2166_cycle_1_3",-3.75300552384668,1.61013133113252,9.41924301307999,-7.4448414967571,-0.0154583908506509,-1.53231883806914,2.37640199331322,3.40589275584971
"virus_comp_2383_cycle_1_5",-3.54701248973774,0.834361074060867,9.88481424442413,-7.8007548771412,0.643143230978406,0.497056285362738,2.21507752976542,1.85675368904604
"virus_comp_2340_cycle_1_2",-5.0010335494904,2.24508735392353,9.62665797933255,-7.06665917778173,-0.0185008759008236,0.419698793481684,1.08995114183515,2.41873042506528
"virus_comp_2133_cycle_1_4",-3.64777658730376,1.75904040595188,9.59759354941446,-7.3029707385538,0.0812880314831146,-0.927180061217918,2.41744027999161,3.6741460406604
"virus_comp_9845_cycle_1_1",-2.85224428324784,3.36440681795292,10.9512551724621,-6.53469625178958,0.761158845638581,0.392831756358112,2.16970881862481,1.68560944879638
"virus_comp_3571_cycle_1_7",-3.09615332823954,2.58308316718457,10.508705910177,-7.10810387510903,0.448577483437458,0.311723180162272,2.17275983250019,1.63385425332154
"virus_comp_9712_cycle_1_1",-2.96859617494233,1.22819558077356,11.6752867810013,-5.16315148218567,-1.31074863442684,-0.43881506696842,2.33168866102998,2.03367629701527
