"","t0.over42","t0.36","t0.30","t0.24","t0.18","t0.12","t0.6","t0"
"edge_187_10",-3.46528389909707,4.17346566895219,10.3806162034157,-7.47312610853942,-1.01793017248313,-1.98187482392562,2.69256471330796,1.81539037082774
"virus_comp_17889_cycle_1_8",-3.18933825593026,3.41167755465212,11.7794112892492,-6.97827557781894,0.469776102711867,0.649185814506055,1.88119829930376,1.49683142210633
"virus_comp_17955_cycle_1_2",-2.78044179366226,4.23486262142326,11.7350331353172,-7.0294082839946,2.37192546175128,1.13529662159422,2.09413611398201,1.78991846481989
"virus_comp_17889_cycle_1_16",-3.22433436275442,3.35855435696287,11.83442722276,-6.85876294411213,-0.0433590719599695,0.928242089376509,1.8456234651451,1.05726135996821
"virus_comp_17889_cycle_1_30",-3.68315209374442,2.23015351716541,11.2607046004628,-7.48129641988845,-0.792305309065269,0.254711662897808,2.02356455328463,0.690885318347892
"virus_comp_17889_cycle_1_6",-3.20696828673999,3.19633257700511,11.7609951101432,-6.98430174936663,0.55341034438492,0.638917578720174,1.86963606051893,1.49189120094509
"virus_comp_465_cycle_1_20",-3.49452109081136,3.24193122684842,10.5016510732724,-6.76624512714689,-4.06724560705733,0.423768512017999,2.34239908226178,1.92869531390226
"virus_comp_17889_cycle_1_9",-3.20768345768454,3.52267164268907,11.5976549352229,-7.01015550321898,0.064874807010237,0.648278209073645,1.9337142562576,1.50562304249986
"virus_comp_17889_cycle_1_7",-2.98137273094818,3.26290632329304,11.6414968548998,-7.14677950294622,0.58245369979524,0.814064413174691,2.1014147970631,2.05894103865037
"virus_comp_17889_cycle_1_4",-3.65292658355779,3.92473932554831,11.153595757404,-7.12553560515136,-0.291680035252697,0.729418830118359,1.96441483421752,1.53456615103421
"virus_comp_17889_cycle_1_34",-3.32884673697561,2.59203854523169,11.6358528020808,-7.09049051817553,0.427300121866988,0.662917065620276,1.87953980003787,0.770009476795396
"virus_comp_17889_cycle_1_31",-3.68994506256128,2.26114687820493,11.1638093447516,-7.46096419380612,-0.790902301304134,0.196345718990535,1.6329260353992,0.844181579325803
"virus_comp_17889_cycle_1_58",-3.27571867071609,3.03972082217093,11.5244568765612,-7.0250823324208,-0.236997110519487,0.70033205143471,1.97289360554317,1.54760627823214
"virus_comp_62_cycle_1_58",-2.67285922006744,4.05457520606079,11.4862969175324,-6.93171023682681,-0.461149095692841,0.137709950988587,1.62606023090071,2.32850121980814
"virus_comp_2399_cycle_1_9",-7.03334290647856,2.1467258333859,8.97075656464558,-7.48480881601774,-0.767831926840352,0.170145268919799,2.36925282709611,1.87943558710261
"virus_comp_17889_cycle_1_12",-3.59328245963563,1.55698857881236,11.2920238152378,-7.37704471866434,-0.647709296278365,0.486940878319344,2.01442399300227,0.99281768085428
"virus_comp_17889_cycle_1_60",-3.56463671347656,1.59589176269234,11.3507614510828,-7.3602030355322,-0.142254251067511,0.271922019697002,1.96482929821164,0.952494431514463
"edge_187_3",-3.08580853346114,5.1507981179478,11.2447221701396,-5.35148602302029,-1.36581650127147,-2.02511314690826,3.22585709099645,1.87015394165519
"virus_comp_971_cycle_1_8",-3.11070020175406,1.93222680571406,11.2841924063871,-7.23266280379401,-0.407326849536626,0.34641968646378,3.2108561495938,1.50263116075177
"virus_comp_17889_cycle_1_21",-3.29159443844232,2.97469248672046,11.4139100963022,-7.04007609415194,-0.324309023027389,0.736341085830417,1.97790095071962,1.54394261856576
"virus_comp_17889_cycle_1_5",-3.38316142994441,1.49732736266367,11.4773301238155,-7.2102774630315,0.157949725223054,0.743818190040371,1.99085718872971,1.51261922510422
"virus_comp_17889_cycle_1_38",-3.86833102047471,2.26900734123823,11.0265856150998,-7.37516428747531,-0.482306206105793,0.528402819335954,1.99085134615805,1.14383267375246
"virus_comp_17889_cycle_1_50",-3.70009251477387,3.98302975112614,11.0208805383165,-7.07204098937001,0.134260853173775,0.793341552923941,1.86754937405319,1.20409737031582
"virus_comp_17955_cycle_1_16",-3.07164979280233,3.45221238511836,11.0628034655218,-7.41319910506718,0.0557904634276816,0.713555942084915,2.34698220188329,1.89271499191321
"virus_comp_17889_cycle_1_59",-3.5446074766853,1.59603703558183,11.2639212365013,-7.28667324965741,-0.414943042505122,0.527782624698496,1.99688120220108,1.15306302631915
"virus_comp_17955_cycle_1_3",-3.27427147712496,3.22526140626992,11.4582867868951,-6.97244757796931,0.644677501099519,0.64476458466668,1.86577712551504,1.51369780227937
"virus_comp_17955_cycle_1_13",-3.60349824487092,1.67381691804279,11.2177907836697,-7.39467641398749,0.557154272653333,0.390906630072918,1.90162028839543,0.863683945210612
"virus_comp_17955_cycle_1_7",-3.33123324319999,1.76353998575279,11.5130021555163,-7.08130450655976,0.570741971299227,0.60464671089044,1.83702273339581,1.45500778886833
"virus_comp_17889_cycle_1_63",-3.01989997199064,3.13641226854373,11.3312301681841,-7.15837378307609,0.66674168582637,0.819258264361497,2.12460833426789,2.13137897368304
"virus_comp_17889_cycle_1_61",-3.33115148705242,1.75520290771557,11.4880733504845,-7.09026547930225,0.489528879539369,0.552596786644265,1.85213136585561,1.45530983366664
"virus_comp_17955_cycle_1_12",-3.60344434906226,1.58613226039256,11.1092920006572,-7.35587318616078,-0.506477434344317,0.42127343291799,2.00863462507475,1.02685735275432
"virus_comp_17889_cycle_1_10",-3.28345567584139,3.11723900262175,11.294928347897,-7.03055201093233,0.0782869300946318,0.685270242742201,1.92424583414875,1.50428698685892
"edge_187_11",-3.1466004212171,5.47183256608263,10.6213208946451,-6.1930717606379,-1.02642371159837,-1.71655242776182,2.30434724867132,1.79069238835004
"virus_comp_17889_cycle_1_62",-3.0413731037536,3.32105238889618,11.2144711405998,-7.16551652474397,0.44854884554942,0.817047498514271,2.12914026411406,2.06825306485039
"virus_comp_17840_cycle_1_44",-3.07699730228207,3.50804931229287,11.1491299575446,-7.16777554227204,0.353340947842271,-0.0848386426114489,1.85813037199347,0.764771041473626
"virus_comp_17889_cycle_1_48",-3.53950612214822,1.6173782275058,11.1158245507763,-7.31759375775733,-0.502340620292823,0.417678543108888,2.00708021734897,1.12783294738257
"virus_comp_17889_cycle_1_29",-3.321959008972,2.46799546377078,11.2542810852505,-7.09695644878563,-0.367224515942595,0.569140959977121,1.98518131144004,1.50883371189757
"virus_comp_17889_cycle_1_14",-3.28721193178364,2.54352160494116,11.2602136898613,-7.15678743466448,0.219918982707818,0.636981918455461,1.97968044462924,1.39373446170333
"virus_comp_17955_cycle_1_15",-3.28973344154989,1.80457929938254,11.4189807076197,-7.09459024213127,0.697560245556177,0.615818801666597,1.87248461655595,1.50007304961157
"virus_comp_17889_cycle_1_69",-3.33488929027457,2.62850575028447,11.215862537388,-7.07427017488078,-0.429646426475527,0.766612860467777,1.98305599915439,1.53426841189965
"virus_comp_17889_cycle_1_33",-3.25851180471175,1.80306780562753,11.3580307196884,-7.1199716934541,0.318839642753986,0.712479336158708,1.94419779953966,1.5518776663281
"virus_comp_877_cycle_1_12",-4.26868968574524,1.31715920366884,8.33854294711887,-9.78281855410743,-2.76296860785034,-0.600628094026832,1.47783493173043,1.10055980812843
"virus_comp_17889_cycle_1_66",-3.30161825185411,3.14174558358775,11.159105643538,-7.03250076048198,0.1007390591552,0.653258369548472,1.9252186087144,1.50377863172339
"virus_comp_4092_cycle_1_6",-3.36420939730114,3.45769302273519,10.2465712062476,-7.47301905869343,-1.03456736076574,-1.7164763054205,2.03653181849841,1.38081028846578
"virus_comp_17889_cycle_1_11",-3.07050588485209,2.02738427862351,11.1807654194673,-7.25639972065765,0.399178655750884,0.883165244101849,2.1606637390706,2.17057841577656
"virus_comp_2270_cycle_1_6",-0.205334267713067,-1.80557334796101,7.15463701714167,-11.5302305228403,-1.88227288827329,-1.86674737582321,1.69499220637574,1.23951000270357
"edge_2381_14",-4.23603302685049,1.3241423458299,8.37848212957592,-9.73923284596185,-2.69437374125703,-0.611828129693068,1.29359243869139,1.12334500104125
"virus_comp_62_cycle_1_26",-2.9120002826637,3.00589291709626,11.1160779474594,-7.06999640518988,-0.624365509418819,0.00198937668032118,1.7569041134361,1.98360068995587
"virus_comp_17889_cycle_1_35",-3.39566824883402,1.69663051318338,11.077418217813,-7.31763631006918,0.375937708838735,0.554979707994465,1.99386710534272,1.28315222826372
"virus_comp_3571_cycle_1_6",-3.18976288912817,2.735934620732,10.6054277698564,-7.72351583132501,0.425303257973385,0.409989638624497,2.18246962248183,1.73394690126855
"virus_comp_17889_cycle_1_22",-3.37429338464704,2.24345588712737,11.1016380367476,-7.09502777954764,-0.243378341793229,0.600082332212183,1.96835258973127,1.51842070757964
"edge_2381_18",-4.51943509455915,1.21525593729611,7.97479605689608,-9.64656907602844,-2.76163376452601,-0.700840405806173,2.55290050161684,0.916407617001202
"virus_comp_18480_cycle_1_1",-3.35277278810498,4.98529021095137,10.084334584313,-6.5802573936763,-1.10546823083402,-2.02245510504267,2.46780895064922,1.72351173454022
"edge_187_9",-3.49956075427472,3.82167190390676,9.53095915058679,-7.6611085533136,-1.66742051276106,-1.88177975235784,2.49924498310422,1.51060700289997
"virus_comp_708_cycle_1_12",-3.09242616167154,1.41704528606001,11.8303034157448,-5.68422902791857,-0.548861269563919,-0.277625339915704,3.63844961609203,1.59420862369949
"edge_187_2",-3.71380835061318,6.21736358886126,10.485916755264,-4.74390385384043,-1.20957106842939,-1.64820077590407,3.18292550590587,1.90930919597955
"edge_2381_10",-4.26357168253303,1.27471588961817,8.30112273326357,-9.55929673460551,-2.82229115656655,-0.999678444696129,1.4490517446916,1.24271048264708
"virus_comp_876_cycle_1_8",-4.33065819394801,1.30711840472587,7.51236328713437,-10.1626928516837,-3.01006773596367,-0.818374265310368,1.68320018789494,1.27440895622387
"edge_2381_8",-4.25753143907786,1.28142296577798,8.30621624621672,-9.52279017187093,-2.77921293063571,-1.02248126757802,1.48009161496054,1.25053791039548
"edge_2381_38",-4.32297981642653,1.40877541354005,7.71154573582289,-9.80778349802514,-2.55259557253616,-0.615946278839305,2.40266057481134,1.34075881098317
"edge_2381_19",-4.39223988154007,1.20467905446192,7.79943706471341,-9.94501483749672,-3.08510960483448,-0.87969868144263,1.5550674514093,0.830765943666915
"edge_2381_21",-4.24486663249242,1.30803655877189,8.35197019766505,-9.48765178398437,-2.62073934422644,-0.945928676759182,1.55091771456846,1.12368366303838
"edge_2381_22",-4.24205378748069,1.31721407583437,8.36371446372655,-9.48674657991321,-2.56017912026346,-0.967733456462085,1.53042674573169,1.14868120641862
"virus_comp_62_cycle_1_52",-2.91412743780647,3.44787287838034,10.813845058669,-7.06785327440615,-0.617629767455076,0.00985837594125938,1.67878873978247,1.99510043623797
"virus_comp_876_cycle_1_6",-4.15379519816132,1.46673559651904,8.22776880230492,-9.56977763427667,-2.47189262926808,-0.50462708830815,1.74406938634344,1.25045933726276
"virus_comp_18253_cycle_1_2",-2.61032401655977,2.32724838293342,10.5243002076343,-7.57667645254757,-0.864074809966305,1.28480918983818,2.80136514048951,2.26856695494681
"virus_comp_877_cycle_1_10",-4.4213311027014,1.15480457012861,7.67728409823223,-9.97519858176505,-3.29402753125064,-0.916872112370967,1.58767731467159,0.754569249748921
"edge_2381_42",-4.38368505953995,1.37204654114882,8.00199295229148,-9.45392052492085,-2.36651658734721,-0.190520366553036,2.7891613986722,0.801543064438345
"virus_comp_17889_cycle_1_32",-3.19246810219653,1.94630894405473,10.7954844717736,-7.28890192064158,-0.201235928066032,0.606662180774165,2.22084853474766,2.00948811312309
"edge_2381_23",-4.2062651022449,1.34105163017701,8.35250467249484,-9.42578506148079,-2.60317663102118,-0.87487956168269,1.60405742343988,1.18687132622407
"edge_72_14",-3.00628906921285,1.50901961792648,11.5596938980177,-6.14022675880115,-1.21140563730719,-0.181327523628227,2.1756090555558,1.78040264850838
"virus_comp_876_cycle_1_9",-4.35134430546298,1.23136052662842,7.85474752853409,-9.83668518795232,-3.04594959769957,-0.815376962860891,1.58247318483855,0.841676436418924
"virus_comp_16682_cycle_1_2",-4.21712080583537,1.28501978059167,8.35486673470073,-9.44438920415903,-2.70172316128902,-1.01015537179653,1.32872333634888,1.19967390374427
"edge_2381_41",-4.47001453959739,1.25386060541735,7.99321502340938,-9.40010853053351,-2.5225074429504,-0.65661159511856,2.69255201907483,0.863917680241553
"virus_comp_18253_cycle_1_1",-2.60962156577588,2.18406732031754,10.4977804256293,-7.71480531258238,0.357874213180384,1.32981503780662,2.92169207566003,2.26280118788642
"virus_comp_62_cycle_1_53",-2.9535744233535,3.53847880103233,10.6734513562102,-7.08677008635127,-0.65780452101966,-0.0170563684950329,1.71792845283697,1.92134987809561
"virus_comp_17992_cycle_1_13",-3.70245820106749,1.46793308207571,9.97107923120224,-7.68102972879356,0.474391441070818,-0.82536586338783,1.45019278480096,3.35496300060162
"virus_comp_2440_cycle_1_5",-5.64682872203457,2.43036993987889,9.22415941978034,-7.11327446954545,-0.423063494434126,0.982686320124135,3.08722152385852,2.12378722974787
"virus_comp_971_cycle_1_9",-3.1899718296102,1.93223639190681,10.7442918446957,-7.17692875649961,0.217901778487212,-0.0540174254109833,2.92492331628207,1.6185117836414
"virus_comp_873_cycle_1_3",-4.15362617846689,1.56669808221352,7.9348778068962,-9.68653998233275,-2.02745519658262,-0.116337761199162,2.46793257932784,0.683107393938151
"edge_2636_1",-4.36431731974537,1.24544611233861,7.75116820282732,-9.86415442587492,-2.96717179921879,-0.820991568531661,1.70322797879858,0.771562915552
"edge_72_15",-3.02495232261671,1.3022725841578,11.7307105755778,-5.88173889521215,-0.823703431326699,-0.354195180028829,2.17230777692213,1.5694420555833
"virus_comp_17664_cycle_1_1",-4.22822001578302,1.36907766958528,7.97721076224282,-9.74837730239123,-2.70112289846069,-0.353268483300311,1.55931880828568,0.804678515963
"virus_comp_876_cycle_1_3",-4.18893768974677,1.4480054113515,8.01791480993365,-9.71784851622159,-2.45049448549112,-0.307305710462647,1.68747073955124,0.860878386836474
"edge_2381_31",-4.16713692993135,1.45998559750262,8.05049596485778,-9.6754569882825,-2.46682399597279,-0.31742554646603,1.69801962610732,0.931334674261213
"virus_comp_9815_cycle_1_1",-3.05603503459705,2.74146595942372,10.7589902361504,-7.23471505111275,0.236664306026898,0.378708821936432,2.17145661608102,1.63442422386652
"virus_comp_1035_cycle_1_5",-4.15774883114243,1.52832623539491,7.89507755990144,-9.64275524392289,-2.27223687058101,-0.134290052117016,2.48495868634799,0.684865950761087
"virus_comp_3958_cycle_1_2",-4.14421332749042,1.41586658349759,8.4172881493654,-9.34746841967523,-2.32638749316971,-0.733684488929229,1.49064325864154,1.24013478221409
"edge_2381_20",-4.30622157260864,1.28764998088949,7.91293661816118,-9.738552091316,-2.80006726722673,-0.793038639600536,1.61477278496739,0.871356676720184
"edge_2381_17",-4.25362657601544,1.33293781362048,8.09353509347497,-9.64847268678137,-2.5340134471735,-0.787161468035607,1.47870336683184,0.949193548178799
"virus_comp_971_cycle_1_5",-3.17930730472915,1.98307133156821,10.6672435381135,-7.2316355310114,0.0570531541146846,0.387152924544541,2.95467119258456,1.44382577385454
"edge_2381_16",-4.29119691991775,1.1802484217381,8.14673798976271,-9.68055352746116,-1.81976200287427,-0.882060911809947,1.52734604224571,1.10197699060362
"virus_comp_876_cycle_1_11",-4.40600206064178,1.27113060345261,8.0491147421033,-9.37821126619994,-2.50691213647085,-0.671694826354499,2.40294731768677,0.897257283111649
"edge_329_23",-3.48840760486051,1.9868347948037,10.5206401046507,-6.89630346770081,-0.948540313217821,-1.18988570949302,2.02398450853972,2.5487095070432
"edge_2381_28",-4.29386842114191,1.31787958706457,7.90142934916989,-9.76545479220619,-2.68719057317684,-0.691403658426782,1.58731423730379,0.823172591236103
"virus_comp_876_cycle_1_12",-4.11458235326048,1.50931146959522,8.21828301518144,-9.36296453112276,-2.19804298005266,-0.460121573506945,2.04659774688329,1.39797803755744
"virus_comp_3124_cycle_1_7",-4.33766375091743,1.4057235130645,8.17691052494653,-9.05441260585581,-2.04486180192317,-0.152288190482441,3.22146497885213,0.860356700205328
"virus_comp_5504_cycle_1_1",-4.18239971269252,1.46090031015272,8.02886632692259,-9.6789531309693,-2.34501439770916,-0.30869886317467,1.70928695213468,0.813697207701538
"virus_comp_875_cycle_1_5",-4.18473125700242,1.43235219435169,8.00170689896944,-9.70757392657277,-2.50180571657159,-0.311562493184454,1.54249055238363,0.86228974993442
"virus_comp_936_cycle_1_5",-4.25556755140415,1.33865580781293,8.05646898017332,-9.60676310731565,-2.5233830065811,-0.738419569399207,1.68500016336611,0.84859846538462
"virus_comp_17990_cycle_1_3",-3.19951446539805,1.24030055007992,11.3058391678495,-6.27503624653046,-1.30681561825553,-0.276998141324459,2.19978992342459,1.25287947684281
"virus_comp_2760_cycle_1_7",-3.00722072183383,2.59195046505835,10.8376022765366,-7.06195021138872,0.0273584543074981,0.314481168023035,2.10727479831136,2.05101791956249
"virus_comp_17787_cycle_1_9",-3.25539931093226,3.60535973376263,10.0580855372998,-7.52267078495933,-0.74649212491191,0.149727745004186,1.99247623306713,1.56330089086928
"edge_2381_6",-4.32814312734155,1.25512281826902,7.85323841911858,-9.74944679963,-2.81726821231211,-0.856791977498557,1.60139441913888,0.79503537037732
"edge_263_25",-3.2042901695855,2.97849732576774,9.92593116264083,-7.26829943059041,-2.86228518671152,0.555907391659823,2.43440446820506,0.571517187170221
"edge_2381_15",-4.16504791763265,1.41718392992785,8.42753733765352,-9.31971197019113,-2.29343558817554,-0.589746002081145,1.45248455225034,1.02400281984715
"virus_comp_876_cycle_1_10",-4.20202798888773,1.45157051828072,7.94325459873919,-9.73567839263977,-2.39594219733851,-0.268574647112181,1.63646633611625,0.783350990446661
"virus_comp_877_cycle_1_13",-4.17783574996496,1.45260078216203,8.02017755618361,-9.65119900902298,-2.38251859765345,-0.310144282088167,1.70705442751229,0.802827402102209
"virus_comp_5131_cycle_1_6",-4.23144491137034,1.33814583302329,7.84745758900234,-9.88317854174185,-1.52225168262637,-0.305096674295277,1.87784451521967,0.92263950870094
"virus_comp_18276_cycle_1_2",-4.16635818371471,1.5053244988064,8.66796439997512,-9.37110052625759,-0.955189350716221,-0.637580784945126,0.900529407854854,0.653848526773544
"edge_2381_9",-4.2152909624654,1.41848738070147,7.48185412927551,-9.95111771800041,-2.72571023707299,-0.783824021450895,1.72014148688714,1.37859388701913
"virus_comp_17840_cycle_1_69",-3.34215157658768,1.84886236822714,10.6422625828331,-7.32803041649074,0.251117984541497,-0.158566479200864,1.9386403414723,1.18462881589362
"edge_2381_7",-4.24355760924031,1.32632272919946,8.02063237003124,-9.58119415402097,-2.66713050062966,-0.787968538878871,1.59622352864463,0.935786458276991
"virus_comp_3124_cycle_1_3",-4.19410003969933,1.41749512714154,8.04118878090809,-9.57267798734749,-2.4319048885422,-0.60695436611882,1.74938688769607,0.920004873139976
"edge_2636_2",-4.26998899098994,1.34475425078506,7.91175150669643,-9.64650746006106,-2.58873896813323,-0.731249306605434,1.78697165653421,0.82727501474001
"edge_2044_10",-3.25327958043982,1.33519518506851,10.8270115177561,-6.07440834730531,-1.81169915394701,0.164795689372095,4.07568309629891,1.66016177744578
"edge_2381_37",-4.11293001537818,1.53876243560172,7.80993360954095,-9.76294149277959,-2.25462895432327,-0.664930083146044,1.72635925452573,1.21697722101861
"virus_comp_935_cycle_1_8",-4.21380362370924,1.45719790140552,7.90670664382185,-9.72896174379894,-2.30751110185211,-0.248226551736733,1.69392195838406,0.69343262146714
"virus_comp_2080_cycle_1_8",-3.85694739995163,1.33930035011194,9.75106487744839,-7.49523578999644,1.02576308070973,-0.979167695374824,2.53147976487905,3.225609742078
"virus_comp_3571_cycle_1_4",-2.96300029952464,2.98049413648731,10.8938064952273,-6.93310904431464,0.505157927699927,0.398172772167857,2.17527878852888,1.72344925864076
"edge_2381_36",-4.22886866604046,1.36413430881837,8.00499666345758,-9.56816456974311,-2.54505809937,-0.711162162593106,1.71690938358601,0.88572690043661
"edge_2381_3",-4.22498010851986,1.37401752542588,8.06603190955166,-9.54842473429334,-2.383265356482,-0.766243061060687,1.65125077193976,0.889539022042676
"virus_comp_16041_cycle_1_3",-4.17941882460801,1.41769012637668,8.09435882064384,-9.50835087175878,-2.37099780587537,-0.622105320861255,1.71626381873184,0.894268738107001
"virus_comp_17889_cycle_1_67",-3.39432839843576,2.57732889221472,10.5393682246129,-7.136349400639,-0.610685567494202,0.663545230523594,2.00490668702927,1.50313097761804
"virus_comp_4410_cycle_1_1",-2.22307835818087,1.64755351307939,11.5304495083083,-6.6739058483379,0.258769994348495,0.605975973177007,2.03205761804355,0.842777000495812
"virus_comp_14204_cycle_1_2",-4.1589751751228,1.44667599769281,8.05440327455057,-9.521935348559,-2.3813854834967,-0.592573830262632,1.69898412606337,0.988357141333212
"virus_comp_873_cycle_1_6",-4.21140540336574,1.39953649086177,8.04759840795142,-9.5495898048801,-2.32441909808983,-0.647506842331154,1.72353436466187,0.80625835558657
"virus_comp_16041_cycle_1_2",-4.16881010773345,1.32950960138969,8.43020434736442,-9.2060304247769,-2.4503587074367,-0.955146967858068,1.36361291012071,1.04338351809656
"virus_comp_875_cycle_1_2",-4.05243467703994,1.60361839637573,7.94182196671939,-9.64986964915405,-2.23116311888278,-0.0854343875773431,1.54734534361218,1.15055750536289
"edge_2381_43",-4.28057188630679,1.32137857484213,7.80246148265439,-9.69122776587023,-2.75454269486482,-0.697424517130858,1.67667607025681,0.783051131339007
"edge_2381_27",-4.19705427552217,1.3952724705607,8.02162421623727,-9.53661099046568,-2.46626164583668,-0.671548845030928,1.66410856099347,0.912816234043671
"edge_2381_25",-4.20459227465268,1.342678475085,8.06279782544759,-9.4886747136914,-2.62291487578376,-0.773555323416089,1.56648206855137,0.946473374801375
"virus_comp_16041_cycle_1_1",-4.13795792895817,1.43490235089729,8.33877439701165,-9.23762262235699,-2.2581501310531,-0.670686562837865,1.7587401565663,1.02924766318545
"virus_comp_1147_cycle_1_2",-4.33791277373907,6.06382068591373,7.85653623177833,-7.46211632559474,-0.276133901145453,1.05699500075587,3.14983151387547,2.72043874121387
"virus_comp_3208_cycle_1_4",-4.1351646625521,1.49249832518014,8.12940365184242,-9.50344408576356,-2.16646374466314,-0.340906073528345,1.61069016714725,0.834530870118774
"virus_comp_2133_cycle_1_5",-3.89655073777835,1.47563795017541,9.53279580870077,-7.73485582171744,0.104768239565352,-1.56557708988138,1.69792978430674,3.03325078988063
"edge_2381_26",-4.21019336573386,1.35618863577769,8.00002508387237,-9.52274177916254,-2.61042626227749,-0.725065366820827,1.62128322328561,0.911823438214883
"virus_comp_1036_cycle_1_3",-4.19902128400505,1.41585962026527,8.00459201034419,-9.55203082409535,-2.34740091411765,-0.595213180667233,1.72916431677017,0.817747542050084
"virus_comp_2080_cycle_1_11",-3.80374258379373,1.48843883180071,9.39353490710682,-7.51317272609866,0.129813434439906,-1.87059029929257,2.43868681119798,3.486176324817
"virus_comp_16682_cycle_1_1",-4.24550522750721,1.3083225358955,8.01370138697943,-9.53515326488537,-2.52649601169626,-0.866490370397082,1.48639641098264,0.86135393937952
"virus_comp_3124_cycle_1_5",-3.97386250203828,1.67514916531209,7.93692130775668,-9.38775500177937,-2.03232158453794,-0.216038603648033,2.5225004875079,1.2306243958846
"virus_comp_62_cycle_1_56",-3.01025419157128,3.37188922850642,10.4635557279141,-7.05432152934747,-0.578402203930245,0.019668446130499,1.87305494629937,1.94637578791525
"virus_comp_873_cycle_1_5",-4.20603868771555,1.41187405514288,8.04515128221729,-9.51205299403803,-2.19176771108636,-0.669384993805746,1.75526790034343,0.753921854755993
"virus_comp_2097_cycle_1_7",-2.8308258217019,2.26795609426173,10.3494274345192,-7.50110111106203,-0.526842393692072,0.853771669272952,2.50389039934105,1.8081981464792
"virus_comp_873_cycle_1_9",-4.13387926853179,1.43101792061443,8.18024259203748,-9.35917960513943,-2.32493343895947,-0.710233901940469,1.63388040873089,1.02991019253197
"edge_2381_32",-4.13987108370677,1.45850026787101,8.07924990742005,-9.4315647707861,-2.33760689014707,-0.531374041140326,1.75720543613637,0.911862695132507
"virus_comp_2080_cycle_1_9",-3.63630818517936,1.7662907107199,9.68293507803258,-7.28898000424302,0.123283196489021,-1.42226121272931,2.44240821154143,3.62914305477253
"virus_comp_2195_cycle_1_4",-2.85941141386569,2.03780664977028,10.89894178509,-6.94479145834415,0.134462572317241,1.22475790565447,2.03649066669687,2.41197061445595
"virus_comp_936_cycle_1_2",-4.21982160925701,1.38431726156071,7.98820175468124,-9.53395697642484,-2.28597718383268,-0.693542688093018,1.66547841398455,0.753587309432947
"virus_comp_1035_cycle_1_1",-4.27279833161956,1.26077224505491,7.8161009990374,-9.70731370616028,-2.00503870020477,-0.705726374061731,1.74055287297523,0.84072884787938
"edge_72_24",-3.23436680910676,1.17052993512223,10.7924194787619,-6.52753583482533,-1.26623293528753,-0.0487558322287436,2.90785788247262,1.77359931620587
