"logFC","AveExpr","t","P.Value","adj.P.Val","B","ORF"
-5.46627413861587,1.14115314512664,-3.32709698400391,0.00158672747386881,0.539941726117672,-4.58027547735044,"virus_comp_285_cycle_1_1"
-5.74645030392511,1.4935854201639,-2.95261283842831,0.00425517707776057,0.539941726117672,-4.5843221864181,"virus_comp_465_cycle_1_20"
-3.82359621555293,1.00270856315605,-2.78691625216506,0.00715294378658164,0.539941726117672,-4.5837243029575,"virus_comp_7998_cycle_1_5"
-4.21922773673828,0.97880071564513,-2.77515835529168,0.00861677570856075,0.539941726117672,-4.58479860651756,"virus_comp_18205_cycle_1_9"
-5.02538669312049,1.03486016132836,-2.84515948800079,0.00946221222885968,0.539941726117672,-4.58685005406403,"edge_263_16"
-5.22535244985484,1.07072430610459,-2.73289657345119,0.0116398066912911,0.539941726117672,-4.58683766840384,"virus_comp_2008_cycle_1_7"
-4.89416538595997,1.02567013099727,-2.73475682855265,0.0121481110210909,0.539941726117672,-4.58760877179388,"virus_comp_4690_cycle_1_4"
-4.96415807217873,1.09488849859628,-2.6149129980099,0.0133746147057494,0.539941726117672,-4.58715953775695,"virus_comp_17866_cycle_1_17"
-5.10876835966746,1.09995251268947,-2.45786020665284,0.0175739819192484,0.539941726117672,-4.58730998250182,"virus_comp_3850_cycle_1_9"
-5.68929370353429,1.26870258172744,-2.4387381232483,0.018345380342569,0.539941726117672,-4.5900173511741,"virus_comp_17866_cycle_1_59"
-4.10710453172876,0.947600412821217,-2.49372363183964,0.0193781020528351,0.539941726117672,-4.58763236747571,"virus_comp_2629_cycle_1_1"
-3.9494002808569,1.49247894515876,-2.3849101748303,0.0196515932696358,0.539941726117672,-4.58762171572615,"virus_comp_54_cycle_1_1"
-4.07487658253946,1.1246066464335,-2.51070508145469,0.0199638082861455,0.539941726117672,-4.58733764864382,"virus_comp_749_cycle_1_21"
-4.1120402123312,1.00800773339321,-2.50265782358298,0.0203174609181679,0.539941726117672,-4.58757288329869,"virus_comp_4690_cycle_1_3"
-3.82976115465058,1.17868772465099,-2.37309969462945,0.0206145138509048,0.539941726117672,-4.58654735028873,"virus_comp_7998_cycle_1_4"
-4.52344319202272,1.04415292117979,-2.44241944808155,0.0209586004150634,0.539941726117672,-4.58752388307339,"virus_comp_2513_cycle_1_13"
-4.23250158373889,1.01442734038282,-2.46342226704271,0.0213752505413097,0.539941726117672,-4.58762066409905,"virus_comp_3850_cycle_1_1"
-4.50444272698261,1.22415508629649,-2.36892851780374,0.021601818269468,0.539941726117672,-4.58818603026019,"edge_263_36"
-3.83932634299454,1.13090297176611,-2.37886443756976,0.0216866443434455,0.539941726117672,-4.58700135887235,"virus_comp_407_cycle_1_2"
-3.50300914052736,1.2119370587382,-2.34631820571687,0.0218457439049984,0.539941726117672,-4.58666928605193,"virus_comp_7998_cycle_1_2"
-4.32459227198225,1.13171320882274,-2.39713119147002,0.0220251781864873,0.539941726117672,-4.58689367053686,"virus_comp_4875_cycle_1_1"
-3.63555926159726,1.09677914304067,-2.33867843030584,0.0224466291398247,0.539941726117672,-4.586799589479,"virus_comp_490_cycle_1_4"
-4.52578819464258,1.32023451791196,-2.37761974240676,0.0225847835644339,0.539941726117672,-4.58694007575475,"virus_comp_4347_cycle_1_1"
-3.96488633449913,1.19305164426543,-2.32999786791404,0.0237361113453522,0.539941726117672,-4.58781954245021,"edge_263_21"
-4.15887407017786,1.22745194868826,-2.39890198042861,0.0239616704164536,0.539941726117672,-4.58746445271036,"virus_comp_564_cycle_1_16"
-4.71165461436775,1.06867860353102,-2.35956679785208,0.0242101865766153,0.539941726117672,-4.58909281565185,"virus_comp_17866_cycle_1_49"
-3.69451547481287,1.12564839618479,-2.38335496202155,0.0245017950973236,0.539941726117672,-4.58736643244298,"virus_comp_4406_cycle_1_8"
-4.19598991191493,1.26147185723075,-2.31550195907834,0.025562315664309,0.539941726117672,-4.58723813335128,"virus_comp_18178_cycle_1_10"
-4.0603878249354,1.20331391270621,-2.36821468754037,0.0256462015246244,0.539941726117672,-4.58766041021526,"virus_comp_561_cycle_1_1"
-3.42476378898676,1.23068034199707,-2.3177050156597,0.0259736199332033,0.539941726117672,-4.5874200344416,"virus_comp_593_cycle_1_63"
-4.05200881712199,1.18950189806405,-2.36223141867763,0.0259870179804233,0.539941726117672,-4.58769881376079,"virus_comp_562_cycle_1_9"
-4.2643236380636,1.20790637003405,-2.29689798002318,0.0261432594308942,0.539941726117672,-4.5889830925377,"edge_330_30"
-3.57238243362866,1.17732369391734,-2.37104498251266,0.0265654226460462,0.539941726117672,-4.58733655407039,"virus_comp_357_cycle_1_1"
-3.95327844823631,1.16824751513109,-2.34546201706364,0.026964427996239,0.539941726117672,-4.58779758769898,"virus_comp_564_cycle_1_15"
-3.45991104048109,1.34920656149986,-2.35490657587446,0.0271078523034694,0.539941726117672,-4.58700032739496,"virus_comp_2334_cycle_1_4"
-3.99126179429538,1.18302926103863,-2.34144132363488,0.0272037147226504,0.539941726117672,-4.58783086811572,"virus_comp_586_cycle_1_1"
-4.43447050342086,1.0536567144785,-2.31825348340661,0.0272420629412186,0.539941726117672,-4.58914161635275,"virus_comp_17866_cycle_1_26"
-3.94484753042598,1.16530535458624,-2.33141763301126,0.0278087300991252,0.539941726117672,-4.58789078251307,"virus_comp_584_cycle_1_1"
-4.91190007260083,1.0789485340433,-2.30482111675603,0.0280774212037113,0.539941726117672,-4.59006212337734,"virus_comp_17866_cycle_1_64"
-4.13808663753201,1.26822952862051,-2.2543248529849,0.0281188507174241,0.539941726117672,-4.58891313367177,"edge_263_27"
-3.93018790315543,1.14754536910065,-2.32243080343073,0.0283615750779593,0.539941726117672,-4.58794690840453,"virus_comp_564_cycle_1_17"
-3.41166624956692,1.23703190128144,-2.25191426889464,0.0284302412444433,0.539941726117672,-4.58812306136487,"edge_329_26"
-4.72933018721671,1.06448584273449,-2.294838645063,0.0287131564715819,0.539941726117672,-4.5898608348361,"virus_comp_17866_cycle_1_66"
-4.59057867437635,1.28041779749692,-2.31048421445095,0.0287910700708379,0.539941726117672,-4.58789315198556,"virus_comp_1019_cycle_1_4"
-4.47983218330994,1.03024117167789,-2.29188275270382,0.028903882292023,0.539941726117672,-4.58951610772049,"virus_comp_17866_cycle_1_48"
-4.11769731362497,0.990418294537999,-2.27159080065925,0.0292185172468591,0.539941726117672,-4.58848474672906,"edge_330_34"
-3.8647044711129,1.14345665614406,-2.30833356463493,0.0292490124472529,0.539941726117672,-4.58803221281618,"virus_comp_564_cycle_1_14"
-3.87911224369131,1.13220394031442,-2.30583733610353,0.0294087635823727,0.539941726117672,-4.58804998204295,"virus_comp_562_cycle_1_10"
-4.63497490706521,1.29275618062094,-2.30064314770243,0.02942000349842,0.539941726117672,-4.58795854519709,"virus_comp_3236_cycle_1_2"
-4.39926848839069,1.23731052196395,-2.29014518795366,0.0301046566606926,0.539941726117672,-4.5879930001126,"virus_comp_3236_cycle_1_5"
-5.07940281080196,1.42415304355619,-2.28953122624893,0.0301451420507572,0.539941726117672,-4.58814515692092,"virus_comp_358_cycle_1_7"
-4.75430636838933,1.3388714529894,-2.28789043073951,0.0302535807442823,0.539941726117672,-4.58806406164078,"virus_comp_384_cycle_1_1"
-4.24763789304664,1.01757538901038,-2.30347688591114,0.0302910577368923,0.539941726117672,-4.58945176174249,"virus_comp_17866_cycle_1_4"
-3.82808907763075,1.13845675999674,-2.29216172262337,0.0302981424201076,0.539941726117672,-4.58813670634258,"virus_comp_586_cycle_1_2"
-3.84781574490685,1.14051076647924,-2.29194500201072,0.0303124314558035,0.539941726117672,-4.58814210321052,"virus_comp_562_cycle_1_16"
-4.3996827075551,1.2384116135653,-2.2830677319348,0.0305743609543201,0.539941726117672,-4.58804204081164,"virus_comp_3236_cycle_1_3"
-3.81253702918568,1.13891278596381,-2.28532011970221,0.0307521970003262,0.539941726117672,-4.58818083510113,"virus_comp_562_cycle_1_2"
-3.80241566284823,1.13688216407555,-2.28149288152766,0.0310088871045644,0.539941726117672,-4.58820511208784,"virus_comp_564_cycle_1_9"
-3.77665616731948,1.13100681455139,-2.27994834293592,0.0311130283321126,0.539941726117672,-4.58820950041204,"virus_comp_10500_cycle_1_3"
-3.80715045220937,1.13276936756338,-2.27892536537034,0.0311821778459414,0.539941726117672,-4.58822308839056,"virus_comp_584_cycle_1_2"
-3.69810876097521,1.12613691431045,-2.2228947770215,0.0313100626443359,0.539941726117672,-4.58865255491638,"edge_330_35"
-3.61006860475847,1.06093114649542,-2.20825869282225,0.0323837734134051,0.539941726117672,-4.58849801983464,"edge_263_29"
