"","T-48","T-42","T-36","T-30","T-24","T-18","T-12","T-6","T0"
"edge_1497_3",0.0414554929949098,-0.227762359095286,1.50427400867664,1.23505615658645,-1.4036958574582,0.404512056503121,0.21275617934913,1.27959602455853,0.553136364641414
"edge_1497_4",0.264364348492033,0.00972715570631433,1.55283361025172,1.298196417466,-1.17026792298944,0.532419582030623,0.337196461484364,1.34912543031236,0.650118068032581
"edge_1497_6",-0.0989409138966852,-0.36415305412644,1.44907505422943,1.18386291399968,-1.52932048122345,0.331873623814397,0.157247127667216,1.24134873045058,0.520924889631518
"edge_1497_7",-0.17997471348783,-0.454321130036934,1.43746694533801,1.16312052878891,-1.62036069117288,0.269938317715793,0.102037063678102,1.1966119904163,0.462152290363695
"edge_1497_8",-0.171055035820799,-0.420896108550412,1.39909957368015,1.14925850095054,-1.57553153251895,0.317270295131827,0.156044946506604,1.24706073130095,0.550805166920365
"edge_1497_9",-0.195660581207123,-0.469810926219394,1.43097059533543,1.15682025032316,-1.63291177046331,0.261682950580408,0.0955078297175032,1.19188527793244,0.457292247655038
"edge_1501_16",-0.524362473561372,-0.660576418255705,0.962106350273152,0.825892405578818,-1.51779177141628,0.135901045378982,0.0986734093928323,1.26203155806571,0.759415065974142
"edge_1501_9",-0.843828789756825,-0.900627769359102,0.66669301927291,0.609894039670633,-1.88306716224007,-0.0544145883409346,0.00105760618321149,1.00806488345915,0.699692435140082
"edge_1512_1",4.61588722142233,4.18641121519061,3.731698221554,3.30222221532227,2.52673740424464,2.57538283084305,2.12770282915505,2.24126026007557,1.40487857452991
"edge_16_2",1.21454860808094,1.11503854398071,1.69432159547434,1.59481153137411,0.832464046895174,1.56004593617977,1.47814474258339,2.24816395409242,1.6212910645844
"edge_16_4",2.93325232119526,2.5546569004751,2.77020240370319,2.39160698298303,1.39081900267386,1.80926895608744,1.40738313915994,1.9833711734827,1.09138582317122
"edge_16_5",2.8318716384435,2.465787992021,2.70765219926538,2.34156855284288,1.40327723342981,1.79648003204595,1.42441606160859,1.98847679303165,1.09590138122623
"edge_16_9",0.404340662784951,0.40211274629476,0.994383731460093,0.992155814969903,0.386424649925452,1.11063068132952,1.16167691870221,1.83218362345972,1.35869807627771
"edge_1631_46",0.152458785683435,0.173566501141111,1.08614605342696,1.10725376888463,-0.259055382587952,1.05239764707793,1.09713439011449,1.96874104881982,1.59602810868199
"edge_1633_25",-2.08386883803109,-1.93308737782021,-0.144964049584399,0.00581741062648256,-1.9726813056342,0.030403687316471,0.223082452490816,1.60016478819578,1.37062571739299
"edge_1709_28",-0.740342905763708,-0.4355699991402,0.12864433418421,0.433417240807717,0.211079424503375,1.06113302576776,1.43451936408631,2.15649679039824,2.11747481802944
"edge_1709_30",-0.995826420629953,-0.623602897081194,-0.0761520861401905,0.296071437408568,0.216244825443952,1.05256210227907,1.51338964823077,2.18575478392825,2.23671087019765
"edge_1709_32",0.675059178327604,0.797774536467346,1.06986487315523,1.19258023129497,0.797561766947622,1.4610746997931,1.63349906695476,2.12530302212876,1.927278711029
"edge_1709_33",-0.722695043807613,-0.396068969438801,0.143682989288949,0.470309063657761,0.321481302755728,1.13448800090498,1.54844184725291,2.21596429246388,2.2107720756256
"edge_1709_34",0.0961175387713231,0.300729033971238,0.683836890681733,0.888448385881645,0.587276062481559,1.31542021481781,1.5841344465039,2.15435029044818,2.03151662556437
"edge_1709_35",-0.318495773838205,-0.0519193432221021,0.411121252826607,0.67769768344271,0.455852339491189,1.22528743129218,1.56825818210032,2.1897470659943,2.12564346311859
"edge_1709_37",-0.612020613399456,-0.314318490755268,0.216273742466585,0.513975865110774,0.308284403124197,1.12642717187774,1.49802259919356,2.1842009544416,2.14312418585127
"edge_1709_40",-0.170011106295478,0.0777896789842893,0.534917253799523,0.782718039079291,0.538728402910271,1.28736329496189,1.61832378058851,2.21370360621606,2.13047355909942
"edge_1709_44",-0.744194133652403,-0.429561444456266,0.150449356771722,0.46508204596786,0.269209119058572,1.10636224860974,1.50282564250677,2.21281803081655,2.18376444311292
"edge_1709_45",-0.480662287384109,-0.203557477314947,0.313745229373153,0.590850039442315,0.35318448758319,1.16041774881682,1.51049339769079,2.18371855117778,2.1207450491242
"edge_1709_47",-0.495453020438751,-0.206501861821376,0.281045740964087,0.569996899581462,0.370859246501395,1.16445870423267,1.52789333262446,2.17679630437542,2.13435480961361
"edge_1709_50",-0.997927715127226,-0.636030931009909,-0.0398418617061971,0.322054922411117,0.206812213762259,1.05745407026515,1.50853482679152,2.22089080423814,2.24772560920165
"edge_1709_51",-0.757658006150776,-0.421284184385918,0.128016621803956,0.464390443568814,0.333941506963847,1.14459162429947,1.57517198787894,2.23565827662589,2.24177375590017
"edge_1709_52",-0.708065631362255,-0.389373954629992,0.133878632406632,0.452570309138896,0.28855187436294,1.10681111691953,1.50243456137311,2.17807534001683,2.16505022674531
"edge_1709_53",-0.430110272824169,-0.124672774769476,0.353806840612189,0.659244338666883,0.276107654247046,1.13222541044933,1.53316080207318,2.39958847259305,2.36172146439191
"edge_1845_19",0.236987636760787,0.259065084825086,1.08287913572574,1.10495658379004,0.36726369439597,1.22752313809695,1.31963233338514,2.15104189848969,1.67009015179847
"edge_1845_20",0.0387826902646129,0.0632463732183863,1.0149316171099,1.03939530006368,0.2465718649933,1.1661014552442,1.26892879814129,2.16372445561685,1.66257491668924
"edge_1845_21",0.361852710182602,0.337848667787763,1.20094340323364,1.1769393608388,0.345857336062469,1.20836387128423,1.2558099323321,2.09966791851242,1.55489231327654
"edge_1845_22",0.454274931466971,0.418174057634465,1.25216720374349,1.21606632991098,0.376838630975778,1.22302589698323,1.25617682257506,2.08475154736293,1.5305766093474
"edge_1847_24",-0.75881919501938,-0.583104353261721,0.245633033566887,0.421347875324546,0.137740640621134,0.927147387109952,1.13722063890238,2.14500307373457,1.84263987311048
"edge_1847_30",-0.157137385361853,-0.0931783169099409,0.631017835542214,0.694976903994126,0.0937960475552964,0.904610307150748,1.01867063430382,1.8228519993031,1.43752916176359
"edge_187_1",4.14140149681195,3.78724925996437,3.9557225400752,3.60157030322763,2.53375556200958,2.34904842031318,2.36901152295071,2.19416946981989,1.65516550418918
"edge_187_10",3.38831062482044,3.08816849015369,3.47267388983799,3.17253175517124,2.10611137395507,2.33417896298332,2.22897305450663,2.35933375072525,1.78708186222853
"edge_187_11",5.0499235176163,4.49752165148506,4.62885405194239,4.07645218581114,2.80566597060615,2.8303719678715,2.40698928892744,2.48218255477473,1.60502810345441
"edge_187_2",5.38904878159225,4.82509375100425,5.10284920071411,4.53889417012611,3.16788547946661,3.14276439835384,2.80983512976338,2.73212325583784,1.8665296252172
"edge_187_3",4.88666615332852,4.36068510243049,4.79945482414151,4.27347377324348,2.70066694744647,2.62204901839329,2.504119817265,2.32591687254166,1.56473670793674
"edge_187_4",6.07771219906915,5.38554252701958,5.47063135531258,4.77846168326301,3.10250300785724,2.66512496406877,2.39124517902189,2.32951554011632,1.40941639330145
"edge_187_5",2.78703366462004,2.61955524480192,3.04800107448205,2.88052265466393,1.93462960381166,1.96754183975414,2.20577974461763,2.50575736898679,2.0521703156384
"edge_187_6",5.28688914786209,4.74965738192942,4.58673569601243,4.04950393007976,2.83521649990485,2.42317704895466,2.20446420467462,2.20112552547994,1.44653912614263
"edge_187_7",5.16355940530729,4.62047693352311,4.34436705099867,3.80128457921449,2.75731313996052,2.23547077937007,1.9704533763793,2.00765800037764,1.24707345511886
"edge_187_8",4.30912047113758,3.90035104149103,4.07279231761623,3.66402288796969,2.45381902265614,2.37229592811176,2.27217719279735,2.17649431043425,1.56123362797809
"edge_187_9",2.44762417760874,2.30331575676793,2.40603694308494,2.26172852224413,1.47480892680905,1.56697053631483,1.6632113979595,1.76219243962404,1.44242044164215
"edge_1896_42",0.327718253306754,0.492685141639971,0.774405932445572,0.939372820778788,0.485701466735736,1.35384423899481,1.43201100780371,2.18085663346253,2.0606740838415
"edge_1896_44",0.224649817794427,0.368660885000727,0.697443263970573,0.841454331176871,0.43988330566568,1.16168459276697,1.32484288318217,2.01661367557121,1.80745002046378
"edge_1896_46",2.38567473036651,2.2633157142585,2.21837576388641,2.0960167477784,1.49839204990969,1.8764496526341,1.77126906614937,2.15831554352857,1.70545885054698
"edge_1979_7",-3.16450622771881,-2.4465126280274,-0.904585956059154,-0.18659235636775,-0.221089142441906,0.992683967975992,2.06496321018022,2.52903428845635,3.08073338984701
"edge_1980_1",1.34738792906987,1.30275458293849,2.53802204913764,2.49338870300627,1.85590905537132,2.47822703740248,2.64049937801558,2.86053088139478,2.47798229550301
"edge_1980_2",0.238936918193757,0.258629013112326,1.76357327956314,1.78326537448171,0.582726155051173,1.73231128341522,1.92116961167887,2.75131837801907,2.3708097545242
"edge_1980_3",0.773431837607128,0.724211642233064,2.26785971790457,2.21863952253051,0.698708249834271,1.93817557094521,2.10531135089839,2.50092884658217,2.17289297709689
"edge_1980_4",2.34016793833617,2.18995576938294,2.62657194118237,2.47635977222913,1.83722580502177,2.28460500016436,2.19801808701389,2.46824806564349,1.98378226081625
"edge_1986_2",0.443565309561662,0.604671295213904,1.44367088795444,1.60477687360668,1.16864997677362,1.93260923160687,2.24583654898459,2.61448857623324,2.48145105702553
"edge_1986_3",0.552920207250084,0.700266561665393,1.57015966005638,1.71750601447169,1.35356702622889,2.04298931111174,2.34494718382476,2.71871430853969,2.57299156068514
"edge_1987_1",1.23538413338007,1.2299392350412,2.3695434390344,2.36409854069553,1.76087854378278,2.41148713311149,2.59475549514253,2.9016937596963,2.55512990961655
"edge_1987_2",1.12222122262076,1.16121747581647,2.1350822033638,2.17407845655952,1.64846109687771,2.28254035606571,2.51499173161592,2.70494116723067,2.44736174181476
"edge_1987_4",1.02378457172442,1.00456223639527,2.49445356002157,2.47523122469241,1.7136868029236,2.52623393149456,2.70651528933015,3.18066442830428,2.75261131858292
"edge_1989_1",-0.975826126375011,-0.703555419324202,0.663793757507287,0.936064464558097,0.478530346133941,1.48217395893342,1.95913252727353,2.56064295738701,2.459642369019
"edge_1989_10",0.370966480291914,0.526725256769824,1.53906245567702,1.69482123215493,1.19388002057077,1.99524303457527,2.33196246097065,2.68317205873528,2.54645253229317
"edge_1989_12",1.31820988606459,1.28427960770564,2.68770763486749,2.65377735650855,2.0256865421931,2.63175263992336,2.86210167940231,3.01018866209607,2.64383584727058
"edge_1989_20",1.29450981738622,1.28066368258039,2.6015178970604,2.58767176225456,1.97534683455581,2.61485870174194,2.83135080132785,3.07874355339303,2.72643216011624
"edge_1989_32",3.35542121096161,3.06644030268748,3.37786180882311,3.08888090054898,2.26765222715979,2.53142025963179,2.36460180909031,2.46482728170997,1.83624060805621
"edge_1989_54",2.52741907541335,2.36278968629775,3.30002693350855,3.13539754439295,2.36296738059681,2.81230350658132,2.87408752860684,2.89754996449378,2.42293309126425
"edge_1990_2",0.704034107583495,0.788334885548916,1.96098827842376,2.04528905638918,1.50276812666164,2.23493995294215,2.51813311064502,2.85890752787267,2.62536468053451
"edge_1990_4",2.88929236197274,2.65073616745121,3.94582334610953,3.70726715158801,2.94564532999813,3.27436837912229,3.33358133809482,3.23508130999329,2.6886342730869
"edge_2008_11",0.896474985938436,0.957084571277479,1.18704202006217,1.24765160540121,0.799637701256793,1.47659960863237,1.50018110176796,2.25834004208491,1.93409545683537
"edge_2008_15",1.05587460669134,1.09438937688073,1.28604886647222,1.32456363666161,0.841261229258265,1.50197033626304,1.5030416610399,2.21794838845448,1.88017937300354
"edge_2008_16",0.397114496615241,0.523525212850865,0.862616857742954,0.989027573978579,0.606603201379818,1.34544329434566,1.44706556656856,2.26443149192868,2.00244640947649
"edge_2008_17",0.655876423306094,0.748534085660695,1.03203599845971,1.1246936608143,0.720052340739145,1.42579472165392,1.48174637009828,2.29273751194162,1.99228375913121
"edge_2008_2",0.510173911683717,0.622301787616301,0.938045431327006,1.05017330725959,0.67376747195654,1.39780415754879,1.47156450912465,2.31979693873418,2.03264313795768
"edge_2008_25",0.539929597444805,0.645875865861687,0.94884026487049,1.05478653328737,0.632537800517935,1.35723983930994,1.44144470613849,2.20449156932848,1.93384499837927
"edge_2008_26",-0.371321583625137,-0.145583831142392,0.365844629671948,0.591582382154693,0.302305183288551,1.13952246093276,1.35841107638134,2.26492495786956,2.09880303505306
"edge_2008_27",0.298160489264292,0.43567207222493,0.790873921732913,0.928385504693549,0.533477842561248,1.28869970784311,1.41215253921863,2.19515603465501,1.95670675695302
"edge_2008_33",0.834999955950898,0.902542828955212,1.14179173187603,1.20933460488035,0.752568894933249,1.44047243087597,1.47757976989455,2.21263506400687,1.90365310454472
"edge_2008_37",0.412029675872867,0.533220936424735,0.859579622060078,0.980770882611946,0.560480156677736,1.30456424914667,1.41023526981143,2.16421516084005,1.91512778980496
"edge_2008_5",0.488198387817081,0.602515080110536,0.92142057513169,1.03573726742515,0.639079938850807,1.36672070357347,1.45514032355429,2.25705140595049,1.98483644532618
"edge_2008_6",0.398422200337625,0.525594174297053,0.864512939601158,0.991684913560586,0.644132938218745,1.38173602375994,1.46513796523547,2.35546972478692,2.07541924660747
"edge_2008_8",0.270882165550317,0.411630651522096,0.7718695755264,0.912618061498181,0.51761935010685,1.27701206675768,1.40539578731181,2.18510862601333,1.95145085487152
"edge_2018_5",0.307970865922859,0.445808705157161,0.804167873186269,0.94200571242057,0.565675203121817,1.31610054441303,1.43379439324857,2.25094806727444,2.0026179847493
"edge_2018_6",0.539391522368531,0.647147721664695,0.955017526151511,1.06277372544767,0.662318477770419,1.38333625324016,1.4627262858268,2.26396061327896,1.98407344771777
"edge_2018_7",0.826325437834875,0.895819941944787,1.1386963472229,1.20819085133281,0.758987890278279,1.44632855762953,1.48445022598248,2.23016022889856,1.9202502078643
"edge_2044_1",0.749356783320931,0.639241943333165,1.3023713056635,1.19225646567573,-0.217941820195477,0.90268432923421,0.765599154289748,1.57550304409964,1.09680955571472
"edge_2044_10",2.41816289225251,2.27609081279774,3.70219806735089,3.56012598789612,2.82328171424527,3.22367882515555,3.4460306881503,3.31759836504738,2.88454852470557
"edge_2044_2",1.11311764748009,1.12047455050247,2.32178051639229,2.32913741941467,1.73354568881017,2.40249518850428,2.60598405646578,2.91360665316905,2.58313575210691
"edge_2044_32",-0.56830206387927,-0.282428608835263,1.11045183199722,1.39632528704123,1.02332965703369,1.93242120171743,2.4875262771218,2.83664234110904,2.82011254783942
"edge_2044_33",-0.276878810865711,-0.0697656260260624,0.234211761270993,0.441324946110641,0.0590250399798418,0.924306470159696,1.08621105406779,1.86811905916916,1.74781987445701
"edge_2044_38",2.16825084052333,1.94003293518581,2.26459549282019,2.03637758748267,0.658619202068582,1.51460719786575,1.26880827693479,1.81130779476734,1.24466638001043
"edge_2044_5",1.26173828612252,1.12830489659005,2.19077930381948,2.057345914287,0.728397331904867,1.74046653999833,1.7003134174929,2.24969209296767,1.75884827902396
"edge_2044_9",1.79557603115803,1.56816597746773,2.8752618146091,2.6478517609188,0.475560010288242,2.07559721744175,1.91010473280931,2.15358516312907,1.694579414368
"edge_2063_22",-1.84061403651151,-1.51675915394092,-0.522719093513634,-0.198864210943044,-0.352419875027028,0.580325078454999,0.94421075842462,1.99580835957446,1.88552243902468
"edge_2063_28",1.56858383165206,1.48778788564573,1.61621590768966,1.53541996168333,0.892227668472126,1.46083467541158,1.36813809781175,1.87507738774313,1.42352678032626
"edge_2063_29",1.4813753086356,1.41105978635573,1.54746134219832,1.47714581991846,0.82061343326275,1.40630471532831,1.32420772720231,1.85400537355603,1.42121696170365
"edge_2063_9",1.75754654945189,1.62092041274702,1.71025288667553,1.57362674997066,0.915760778023728,1.43190393079095,1.25419488192939,1.81044865196467,1.27514265203881
"edge_209_1",0.984962847377021,1.03055171241566,1.20440797242521,1.24999683746384,0.574903728934498,0.995808268465753,1.17872831236458,1.96253297957893,1.71650833507048
"edge_2104_1",3.81480984274109,3.66844533164447,2.90227112219908,2.75590661110246,1.66934638722185,2.77700837927659,2.28220885573162,2.55341205835396,2.06402366880454
"edge_2104_3",2.66066706240487,2.51405907327411,2.2630253683199,2.11641737918914,1.31648037237656,2.03008638219322,1.64851527173385,2.07767579427471,1.71379637703278
"edge_2104_4",4.65990649293081,4.35186255836417,3.5412909125219,3.23324697795525,2.73047485925148,3.24673138941593,2.30418656057756,2.61386601080449,2.38090047639948
"edge_2194_1",0.578640090793446,0.587008186933182,0.913391366603224,0.92175946274296,0.380489829258502,1.06507148121604,1.04047885414817,1.74284442392952,1.3598719165282
"edge_2194_11",-1.56293345388219,-1.2989831318667,-0.384939069791458,-0.120988747775973,-0.336803419807856,0.58399578431758,0.838472381964868,1.94600211602372,1.76240306632375
"edge_2194_13",-0.369568203352337,-0.111755987294185,0.263255580619276,0.521067796677429,0.628630349361053,1.2012810664718,1.52569308176285,2.17337678622794,2.02130775164585
"edge_2194_14",-0.156129327053326,0.0716700755758106,0.404707876727019,0.632507279356155,0.641973280447771,1.23328305368304,1.51653252103387,2.15382112351465,1.9796866928773
"edge_2194_15",-0.270682941574912,-0.252067994482371,0.562297574938089,0.58091252203063,0.0777186559923839,0.836855123055066,0.848445777206112,1.83127984704903,1.34119413479824
"edge_2194_16",-0.477928014676615,-0.342116215519043,0.332253182352175,0.468064981509748,0.172769242996342,0.907147149225256,1.04971543662604,1.94626456477188,1.64296800190457
"edge_2194_17",-0.899757437860676,-0.66990840391188,-0.0225329380087871,0.207316095940008,-0.0190856451039352,0.800148832939553,1.03319430691714,1.93588850363483,1.76471441504125
"edge_2194_2",-1.67184986284135,-1.38555808059823,-0.423692964080599,-0.137401181837474,-0.306326645810133,0.625294636093018,0.908378847083393,2.0597283204639,1.88310854675254
"edge_2194_3",-2.02051917633199,-1.66242928883889,-0.663805448588312,-0.305715561095208,-0.458058976171788,0.531537992862801,0.916104424436232,2.02369673122368,1.95890393139703
"edge_2194_32",-0.935640606590362,-0.758553248788729,0.089096970829313,0.266184328630947,-0.0272527531244702,0.801342410749921,0.980874501899764,2.03167869885901,1.73534935424046
"edge_2194_4",-2.07702706395476,-1.69888465068401,-0.708929779614136,-0.33078736634339,-0.463000224539193,0.545652805557062,0.946639488290896,2.06383696415868,2.02208603887986
"edge_2194_9",-1.53028766561316,-1.26420676918277,-0.395132625615578,-0.12905172918519,-0.350244645149687,0.567963833373361,0.819447896163895,1.91476728513116,1.74611041151585
"edge_2254_2",-3.39300511113791,-2.72558970897268,-1.87395057566257,-1.20653517349734,-1.025249174146,0.180239065430934,0.914029677895468,1.9414274221347,2.255233514546
"edge_2254_3",-4.55623727098829,-3.74856585091089,-2.38913590799159,-1.58146448791419,-1.27434545295788,0.112579108111498,0.978679763829713,2.51407158911701,2.8929089955529
"edge_2254_5",-3.55874742620805,-2.8945495959695,-1.66705873317556,-1.002860902937,-0.899414812068811,0.371680086704714,1.11028055127975,2.38145075132787,2.65249462145961
"edge_2254_6",-2.70859318669264,-2.08504055030779,-1.80714433044052,-1.18359169405566,-0.730526882351446,0.260081014747179,0.846585223868194,1.86302917968003,2.12054369697212
"edge_2254_7",-3.32320309217879,-2.67292462375863,-1.61976595085108,-0.969487482430917,-0.778311432527971,0.446951939941341,1.10607101915196,2.55369770094453,2.77023533183752
"edge_2375_1",-0.203595076684846,-0.466386392230492,1.40864947561272,1.14585816006707,-1.62546210326807,0.276235350206675,0.114205764344504,1.21074667569265,0.493955144354253
"edge_2375_2",-0.0743009654932694,-0.323350207151797,1.42966304096085,1.18061379930233,-1.47761020857132,0.374425366704166,0.2022963062134,1.28109954385986,0.585512711580598
"edge_2375_3",-0.180732984768212,-0.435403888490928,1.40445590481367,1.14978500109095,-1.58451871030037,0.305369107262928,0.144803133041368,1.23617712300111,0.531430817877117
"edge_2381_10",-4.09754586313466,-3.67883480183545,-1.5182063286192,-1.09949526731999,-3.28811488120582,-0.724731850643909,-0.20231038898813,1.21696765474722,1.3264973912235
"edge_2381_14",-3.5276060574287,-3.14805711417076,-1.1902685378421,-0.810719594584159,-2.80005759644534,-0.481040085553444,0.00381143720375654,1.324011541695,1.40059543932216
"edge_2381_15",-1.91783369474785,-1.68090958461554,-0.284359562687035,-0.0474354525547263,-1.78138922522344,0.0929230492958375,0.396639814420382,1.45641976931034,1.40476039559311
"edge_2381_16",-3.21626493862107,-2.86098537018083,-1.01779028686725,-0.662510718427013,-2.56398051511201,-0.352252552699952,0.101074629568523,1.36832722043271,1.41988367256316
"edge_2381_17",-3.18109257234398,-2.92224396239204,-1.09504014262583,-0.836191532673881,-3.41602511715288,-0.750765485517169,-0.496043006013694,0.813825348993695,0.80304116940812
"edge_2381_18",-4.00084129581773,-3.77286443934816,-0.817847936851305,-0.589871080381729,-3.76877426400504,-0.671091699110271,-0.252413817023782,1.37974185902176,1.0933142382058
"edge_2381_19",-3.37500029512063,-3.14627587010519,-1.27309681836945,-1.04437239335402,-4.04264821638446,-1.05490687500152,-0.885058731096487,0.484754091163674,0.464901367699372
"edge_2381_20",-3.18404414693137,-2.94371404380507,-1.17109572451037,-0.930765621384069,-3.68437318920576,-0.880152608367027,-0.687208279964174,0.633474066972367,0.619770528921747
"edge_2381_21",-3.30163247312635,-2.95475636721651,-1.03145958838425,-0.684583482474405,-2.69733034557853,-0.4123467864799,0.0356214727007691,1.33102331799693,1.3723173299957
"edge_2381_22",-3.33072988331281,-2.97651387011243,-1.0595541392674,-0.705338126067014,-2.69511986312099,-0.415618007986782,0.0394527526562962,1.33586682508557,1.38517888235247
"edge_2381_23",-3.44447054144434,-3.0487925785392,-1.20920823344165,-0.813530270536515,-2.60745028882329,-0.404989175754229,0.0858337195052687,1.38120461478851,1.4715188446151
"edge_2381_25",-2.94138275750372,-2.69186542353336,-0.96725065650539,-0.717733322535027,-3.18452968029469,-0.624935744638687,-0.382564095049196,0.880459128298575,0.860926087600634
"edge_2381_26",-2.83445555826137,-2.59433187659245,-0.957880901946656,-0.717757220277731,-3.2101169814397,-0.630213016524743,-0.420840100706312,0.818767846096101,0.800183540715428
"edge_2381_27",-2.62629037454485,-2.38852812677067,-0.84440104526792,-0.606638797493748,-2.96962257802049,-0.499549621959258,-0.291213386153847,0.903242277722737,0.882298488694758
"edge_2381_28",-2.8493563803367,-2.65133249105287,-0.979947577816954,-0.78192368853312,-3.58255787081638,-0.805119851485771,-0.672073640618569,0.599488650592835,0.55053429063851
"edge_2381_29",-3.26718830311481,-3.03849850254579,-1.17259976796772,-0.943909967398691,-3.86391406175094,-0.95519890158079,-0.761152973100426,0.552816339662262,0.529240915280664
"edge_2381_3",-2.61258752639354,-2.39943022426646,-0.776646557808084,-0.563489255681001,-3.032613766234,-0.528230530864964,-0.334947766417709,0.878309064660101,0.826951484746623
"edge_2381_30",0.0551914437668799,-0.0905944181480889,1.15888183605387,1.0130959741389,-1.40553705423608,0.441053017248022,0.291964836340895,1.21373325266874,0.726345871933926
"edge_2381_31",-2.53993842737669,-2.2331641513432,-0.850817346039427,-0.544043070005932,-2.42610379923749,-0.239487799967058,0.0605572371171537,1.19301726972162,1.23707302422706
"edge_2381_32",-2.04452203909227,-1.80664425068404,-0.486561664591932,-0.248683876183698,-2.16641637110061,-0.0726355781203596,0.158242697756935,1.23617305155813,1.20549597255068
"edge_2381_36",-2.791215868767,-2.55257271139804,-0.930806789167667,-0.692163631798712,-3.16183744184177,-0.603972180806082,-0.39491100748521,0.836519015457059,0.816027335931755
"edge_2381_37",-1.89363929617512,-1.68863212767371,-0.440822624969729,-0.235815456468317,-3.2205588469827,-0.163838191307699,-0.170719838722865,0.970289859668629,0.964678129899256
"edge_2381_38",-3.13781635686844,-2.85161228071369,-0.724604903170366,-0.438400827015622,-3.63794782322657,-0.210645089876103,-0.0313231576665123,1.48860298550563,1.37038802191414
"edge_2381_4",-2.87330044722837,-2.53540035037314,-0.975767577811481,-0.63786748095625,-2.51312035524904,-0.307578756217445,0.0662148723801437,1.24983508550526,1.30920029851488
"edge_2381_40",-2.03190105814256,-1.91923360538027,-0.508724449220224,-0.396056996457932,-3.19456770184435,-0.550433238123847,-0.535046339093911,0.59971158987305,0.480781393482636
"edge_2381_41",-3.41613190474582,-3.27850497645302,-0.325283174801799,-0.187656246509001,-3.47902217962535,-0.441927211737921,-0.100158293436419,1.48492572637368,1.07335330955714
"edge_2381_42",-2.67906869006452,-2.55393805368051,0.00942650516721777,0.134557141551227,-2.76109899748778,-0.0625319930230885,0.247070129841094,1.68783130264654,1.27531275597619
"edge_2381_43",-2.58720587118631,-2.41816126836882,-0.852998524146535,-0.68395392132904,-3.51354661084414,-0.750492575900056,-0.666812244437004,0.556396795824869,0.488546774453247
"edge_2381_6",-2.9060245493826,-2.73759258213622,-0.954557720153986,-0.786125752907616,-3.79707184450544,-0.902085474718739,-0.798536795797079,0.51089975013551,0.429364406936899
"edge_2381_7",-3.15669518483482,-2.89179863825486,-1.12484985983884,-0.859953313258875,-3.40728919557116,-0.747383842150219,-0.499871930571183,0.798103711900503,0.798775231015755
"edge_2381_8",-4.07255382074758,-3.65283529337189,-1.50884438052237,-1.08912585314668,-3.2501784208374,-0.708193917761186,-0.184268665937003,1.22809433521366,1.33896818402218
"edge_2381_9",-2.47302567741881,-2.22595679282778,-0.761762446514402,-0.514693561923372,-3.77356668162743,-0.301005284213065,-0.345791272787912,0.996600895039589,0.995769797098759
"edge_2454_10",2.44496366424374,2.34489020141438,2.16647778523282,2.06640432240347,1.40048459437071,1.84494707115101,1.74703012952706,2.05109331580946,1.66734036246469
"edge_2454_12",2.82764226845244,2.63341837741151,2.4523207584682,2.25809686742727,1.53047942582753,1.92806197060446,1.69281997740812,2.17117493483534,1.62802207944353
