"phrog_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","fixed","cond",NA,"(Intercept)",1.11748342812194,0.504194947027723,2.21637173222305,0.0266660540064164,0.129279490760526,2.10568736548336
"1","fixed","cond",NA,"Dx.StatusCELIAC",0.234898084335974,0.556957656379339,0.42175214155955,0.673205941387545,-0.856718863081365,1.32651503175331
"1","fixed","cond",NA,"onset_timeline_combinedt0-6",-1.2999638563564,0.676235677679046,-1.9223532553297,0.0545613231594989,-2.62536142966836,0.0254337169555683
"1","fixed","cond",NA,"onset_timeline_combinedt0-12",0.421557256846783,0.598749991568543,0.7040622342932,0.481394017634337,-0.751971162371222,1.59508567606479
"1","fixed","cond",NA,"onset_timeline_combinedt0-18",0.435919237943943,0.709035114927276,0.614806275128778,0.538682664682467,-0.953764051087735,1.82560252697562
"1","fixed","cond",NA,"onset_timeline_combinedt0-24",1.47570765773629,0.855470572699477,1.72502445417804,0.0845230655954408,-0.200983854588534,3.15239917006112
"1","fixed","cond",NA,"onset_timeline_combinedt0-30",-0.384426933231212,0.670012531357252,-0.57376081079032,0.566129671379526,-1.69762736388194,0.928773497419517
"1","fixed","cond",NA,"onset_timeline_combinedt0-36",0.173886595486499,0.670785998583598,0.259228123207208,0.79545923337025,-1.14082980307109,1.48860299404409
"1","fixed","cond",NA,"onset_timeline_combinedt0-over42",0.101474021993207,0.607334019681736,0.167081076812365,0.867306255228398,-1.08887878316894,1.29182682715535
"1","fixed","cond",NA,"SexMale",-0.286954392616635,0.323827351986745,-0.88613389466984,0.375545380271995,-0.92164433971963,0.347735554486359
"1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.00403032781697592,0.0297467972912264,-0.135487789744835,0.892226217612401,-0.0623329791631934,0.0542723235292415
"1","fixed","cond",NA,"HLA.CategoryHigh Risk",0.415257107152599,0.324829703419247,1.27838403563925,0.201114050200089,-0.221397412657952,1.05191162696315
"1","fixed","cond",NA,"HLA.CategoryLow/No Risk",0.686954065834441,0.469150920201918,1.46424963962297,0.143125751640051,-0.232564841075142,1.60647297274402
"1","fixed","cond",NA,"feeding_first_yearFormula",-0.866921406989663,0.382302563110302,-2.26763168924802,0.0233516645515381,-1.61622066188321,-0.11762215209612
"1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-0.309090987253291,0.304444158468573,-1.01526332056457,0.309980323876432,-0.905790573155299,0.287608598648718
"1","fixed","cond",NA,"Delivery.ModeC-Section",-0.779485407513634,0.318355570914227,-2.44847421791669,0.0143462696927958,-1.40345086078321,-0.155519954244062
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.36368889995583,0.985424650403387,1.38385913057645,0.166401593051005,-0.567707924312781,3.29508572422444
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.482062224248455,0.884692408812103,-0.544892461432704,0.585827481353495,-2.21602748291616,1.25190303441925
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.46312764351753,1.0165549850232,-1.43930005270117,0.150065527926237,-3.45553880246765,0.5292835154326
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-2.59488372430031,1.09451846586011,-2.37079940196456,0.0177496615281578,-4.74010049780015,-0.449666950800472
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.721485171897848,0.959246919458258,-0.752137074680743,0.451968630308951,-2.60157458631703,1.15860424252133
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.08501804917419,0.943571400061746,-1.14990561297553,0.250182748807455,-2.93438401013724,0.764347911788871
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-1.41891445443457,0.858896215378822,-1.65202084841967,0.098530300853719,-3.10232010303482,0.264491194165679
"1","ran_pars","cond","patientID","sd__(Intercept)",0.000653326710024529,NA,NA,NA,NA,NA
"10","fixed","cond",NA,"(Intercept)",-0.0356533074803504,0.513565077605572,-0.069423154016973,0.944652799138881,-1.04222236330479,0.970915748344089
"10","fixed","cond",NA,"Dx.StatusCELIAC",-0.345729868411183,0.53690389279504,-0.643932504589165,0.519619202826331,-1.39804216144882,0.70658242462645
"10","fixed","cond",NA,"onset_timeline_combinedt0-6",0.0417506716495588,0.643377127194656,0.0648929995873586,0.948259194367436,-1.21924532612881,1.30274666942793
"10","fixed","cond",NA,"onset_timeline_combinedt0-12",-0.248077368677924,0.555889984561323,-0.446270621108048,0.655401775322304,-1.33760171778464,0.841446980428794
"10","fixed","cond",NA,"onset_timeline_combinedt0-18",-0.0961326890838103,0.656041198103531,-0.146534530699762,0.883499432553272,-1.38194980974124,1.18968443157362
"10","fixed","cond",NA,"onset_timeline_combinedt0-24",0.889213633467834,0.663886998624363,1.3394051025406,0.180438829205196,-0.411980973640309,2.19040824057598
"10","fixed","cond",NA,"onset_timeline_combinedt0-30",0.216075797806634,0.665457651243826,0.324702552300301,0.745406202788763,-1.08819723186788,1.52034882748115
"10","fixed","cond",NA,"onset_timeline_combinedt0-36",1.13033690409994,0.705096927955567,1.60309435381793,0.10891382438475,-0.251627680302808,2.51230148850268
"10","fixed","cond",NA,"onset_timeline_combinedt0-over42",0.570098145929598,0.615905194353507,0.925626461923266,0.354640136553206,-0.637053852894417,1.77725014475361
"10","fixed","cond",NA,"SexMale",0.180430170971037,0.341363828342424,0.528556794805005,0.597112938541053,-0.488630638204827,0.849490980146901
"10","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.011752734492893,0.0333762118535156,0.352129071581714,0.72474146691997,-0.0536634386803764,0.0771689076661625
"10","fixed","cond",NA,"HLA.CategoryHigh Risk",0.377136952502734,0.345477476958783,1.09163976714965,0.274991469577039,-0.299986459806247,1.05426036481171
"10","fixed","cond",NA,"HLA.CategoryLow/No Risk",-0.467026502716543,0.498337798968834,-0.937168530428396,0.3486718745965,-1.44375064083042,0.509697635397332
"10","fixed","cond",NA,"feeding_first_yearFormula",-0.152341548617703,0.406269090179873,-0.374976960590958,0.707677601371795,-0.948614333402108,0.643931236166703
"10","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",0.349067585370384,0.328030054573609,1.06413293691677,0.287268481946093,-0.293859507440598,0.991994678181365
"10","fixed","cond",NA,"Delivery.ModeC-Section",-0.165828440223611,0.348724449950993,-0.475528573482345,0.634410272044074,-0.849315802656099,0.517658922208876
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.57599278874295,0.946705858195024,-0.608417898502424,0.542910343491941,-2.43150217475828,1.27951659727238
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.725444227081137,0.839095229003292,-0.864555299572905,0.387282915965109,-2.37004065552698,0.919152201364704
