"phrog_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","fixed","cond",NA,"(Intercept)",-2.65294257218888,0.577175366954207,-4.59642376317727,4.29804131278163e-06,-3.78418550418281,-1.52169964019494
"1","fixed","cond",NA,"Dx.StatusCELIAC",0.637501671806243,0.586608965981056,1.08675746327892,0.277144011070203,-0.512230774524909,1.7872341181374
"1","fixed","cond",NA,"onset_timeline_combinedt0-6",0.534853417681863,0.688288636687649,0.777077216116505,0.437113215241301,-0.814167521194102,1.88387435655783
"1","fixed","cond",NA,"onset_timeline_combinedt0-12",0.285753330446607,0.622932708072315,0.458722630460167,0.646433360727956,-0.935172342167132,1.50667900306035
"1","fixed","cond",NA,"onset_timeline_combinedt0-18",-0.383263462514514,0.706533150945768,-0.542456446667047,0.587504103141445,-1.76804299225182,1.00151606722279
"1","fixed","cond",NA,"onset_timeline_combinedt0-24",1.21633085220815,0.673316123163522,1.80647813168846,0.0708436869874487,-0.103344499402485,2.53600620381879
"1","fixed","cond",NA,"onset_timeline_combinedt0-30",1.05155270727544,0.73529126916981,1.43011722206727,0.152683378093058,-0.389591698444129,2.49269711299502
"1","fixed","cond",NA,"onset_timeline_combinedt0-36",0.525716342376604,0.700686736368138,0.750287275454283,0.453081704608548,-0.847604425349858,1.89903711010307
"1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-0.121885356443194,0.652271541155244,-0.186862907167959,0.851768122670629,-1.40031408524791,1.15654337236152
"1","fixed","cond",NA,"SexMale",-0.0110616183558158,0.366705528097354,-0.0301648530176484,0.975935578996735,-0.72979124635837,0.707668009646738
"1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.0224667601627237,0.0333725913385704,-0.673209938502967,0.500813739292379,-0.087875837257095,0.0429423169316477
"1","fixed","cond",NA,"HLA.CategoryHigh Risk",-0.0471762173399679,0.363702838280983,-0.129710885851051,0.896795169670862,-0.76002068144569,0.665668246765755
"1","fixed","cond",NA,"HLA.CategoryLow/No Risk",0.0365629117004074,0.529696687317628,0.069026128680474,0.94496882141776,-1.00162351817232,1.07474934157313
"1","fixed","cond",NA,"feeding_first_yearFormula",0.3317206138095,0.460480195728667,0.720379762010357,0.471291207100676,-0.570803985412642,1.23424521303164
"1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",0.254993803779892,0.340328341500378,0.749258209456555,0.453701590811076,-0.412037488479097,0.922025096038881
"1","fixed","cond",NA,"Delivery.ModeC-Section",-0.592245178793763,0.365443381931103,-1.62062088979195,0.105098969300208,-1.30850104576724,0.124010688179714
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.889728126049652,1.00050980533019,-0.889274769032393,0.373855427994451,-2.85069131067601,1.07123505857671
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.30257442608391,0.880701781537289,-0.343560592730673,0.731176765019229,-2.02871819901726,1.42356934684944
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.349983007118783,1.05093250551928,0.333021393172963,0.739118134569903,-1.70980685388145,2.40977286811901
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-1.12399428166834,0.982769634560232,-1.1437006620288,0.252747798746966,-3.05018737050598,0.802198807169309
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-1.61774847391455,0.987207734274973,-1.63871130436661,0.101273398641936,-3.55264007835288,0.317143130523788
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-0.321184965117865,0.976546622908328,-0.328898751563258,0.742232217976065,-2.2351811752424,1.59281124500667
"1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.0896553578111978,0.90106019152632,-0.0994998543430591,0.920741403544414,-1.85570088110555,1.67639016548315
"1","ran_pars","cond","patientID","sd__(Intercept)",0.000145340272652965,NA,NA,NA,0.1876038292015,0.259932066847838
"10","fixed","cond",NA,"(Intercept)",-3.24655218553926,0.610415426229795,-5.31859459317969,1.04571849155634e-07,-4.44294443655732,-2.0501599345212
"10","fixed","cond",NA,"Dx.StatusCELIAC",-0.514553174637446,0.767255369633289,-0.670641347069852,0.502449035786709,-2.01834606606366,0.989239716788767
"10","fixed","cond",NA,"onset_timeline_combinedt0-6",1.01982174345272,0.89154492353942,1.14388149887506,0.252672784740213,-0.727574197284058,2.7672176841895
"10","fixed","cond",NA,"onset_timeline_combinedt0-12",-0.483397151739661,0.772410952648298,-0.625828971070749,0.531427127180106,-1.9972948001946,1.03050049671528
"10","fixed","cond",NA,"onset_timeline_combinedt0-18",-0.412137145804663,0.91334704194045,-0.45123827732453,0.651817824795908,-2.20226445339414,1.37799016178481
"10","fixed","cond",NA,"onset_timeline_combinedt0-24",1.32752187687955,0.850185945796145,1.56144886120931,0.118417880910618,-0.338811957043018,2.99385571080211
"10","fixed","cond",NA,"onset_timeline_combinedt0-30",0.371409606514067,0.894296621272938,0.415309191245075,0.677915573606824,-1.38137956267675,2.12419877570488
"10","fixed","cond",NA,"onset_timeline_combinedt0-36",0.593070320645084,0.847402707483942,0.69986833344679,0.484009535033572,-1.06780846642517,2.25394910771534
"10","fixed","cond",NA,"onset_timeline_combinedt0-over42",0.447947136246456,0.791547098066792,0.565913433755849,0.571452628943248,-1.10345666803165,1.99935094052456
"10","fixed","cond",NA,"SexMale",-0.451091492289429,0.467305840519019,-0.965302491807975,0.334393324090992,-1.36699410947192,0.464811124893066
"10","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",-0.00646612710969482,0.0371929564112862,-0.173853539315113,0.861980566731087,-0.0793629821543838,0.0664307279349942
"10","fixed","cond",NA,"HLA.CategoryHigh Risk",-0.366045050146384,0.484717047125294,-0.755172635906417,0.450145405171676,-1.31607300520456,0.583982904911797
"10","fixed","cond",NA,"HLA.CategoryLow/No Risk",-1.59722597421811,0.626937218617145,-2.54766494441207,0.0108446572431504,-2.82600034327542,-0.36845160516079
"10","fixed","cond",NA,"feeding_first_yearFormula",0.0992933035954054,0.547192799117576,0.181459448581066,0.856006960055431,-0.973184875274704,1.17177148246551
"10","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",0.911580742639728,0.444332638589672,2.05157277109581,0.0402112006751437,0.0407047738483188,1.78245671143114
"10","fixed","cond",NA,"Delivery.ModeC-Section",0.220127482566543,0.468813316613298,0.469541872566123,0.63868236223743,-0.698729733468294,1.13898469860138
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.79968310326076,1.31727932282812,-0.607071779995674,0.54380327712131,-3.38150313358318,1.78213692706166
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",1.39075173641221,1.17308641962409,1.18554925975349,0.235800350365817,-0.908455396804038,3.68995886962846
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",2.05910922254374,1.4118860861904,1.45841030851129,0.144727480956947,-0.708136656662661,4.82635510175013
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-1.49532418411388,1.29802853359949,-1.15199638945323,0.249322556997437,-4.03941336087423,1.04876499264647
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.902090238037561,1.31850724496277,-0.684175412371766,0.493864406397495,-3.48631695151971,1.68213647544459
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",0.195323751999646,1.24522730854886,0.156857909121243,0.875356832789056,-2.24527692532186,2.63592442932115
"10","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.726726729975698,1.15786671502062,0.627642819806558,0.530237951235262,-1.54265033036242,2.99610379031381
"10","ran_pars","cond","patientID","sd__(Intercept)",0.000108379642129123,NA,NA,NA,0.112868922203086,0.161053903762055
"100","fixed","cond",NA,"(Intercept)",-23.0840371351,NA,NA,NA,NA,NA
