"phrog_id","effect","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","fixed",NA,"(Intercept)",1.11748367629248,0.504187738410129,2.21640391298741,0.0266638519535391,0.129293867561928,2.10567348502304
"1","fixed",NA,"Dx.StatusCELIAC",0.23489826399401,0.556955485889685,0.421754107725111,0.673204506113176,-0.856714429341778,1.3265109573298
"1","fixed",NA,"onset_timeline_combinedt0-6",-1.29996432273064,0.676237227942895,-1.92234953802398,0.054561790587634,-2.62536493450392,0.0254362890426325
"1","fixed",NA,"onset_timeline_combinedt0-12",0.421556879542941,0.598747544610716,0.704064481495322,0.481392618236563,-0.751966743725851,1.59508050281173
"1","fixed",NA,"onset_timeline_combinedt0-18",0.435918650387358,0.709035186252793,0.614805384611674,0.538683252853544,-0.953764778439765,1.82560207921448
"1","fixed",NA,"onset_timeline_combinedt0-24",1.47570697134525,0.855460680190252,1.72504359991981,0.0845196154451965,-0.200965152017786,3.15237909470828
"1","fixed",NA,"onset_timeline_combinedt0-30",-0.384427157778995,0.670010456080041,-0.573762923086487,0.566128241796382,-1.69762352096113,0.928769205403141
"1","fixed",NA,"onset_timeline_combinedt0-36",0.173886052407072,0.670782829879353,0.259228538151979,0.795458913231527,-1.14082413560432,1.48859624041846
"1","fixed",NA,"onset_timeline_combinedt0-over42",0.101473609683077,0.607332195898468,0.167080899659798,0.867306394616472,-1.08887562092955,1.2918228402957
"1","fixed",NA,"SexMale",-0.286954411986764,0.323825631527065,-0.886138662444888,0.375542811392925,-0.921640987050749,0.34773216307722
"1","fixed",NA,"Age.at.Gluten.Introduction..months.",-0.00403031819534888,0.029745539811309,-0.135493193968414,0.892221945063409,-0.0623305049262168,0.054269868535519
"1","fixed",NA,"HLA.CategoryHigh Risk",0.415257187565066,0.324829509191976,1.27838504758398,0.201113693568116,-0.221396951567029,1.05191132669716
"1","fixed",NA,"HLA.CategoryLow/No Risk",0.686954375871329,0.469148761136423,1.46425703908354,0.143123730631179,-0.232560299347643,1.6064690510903
"1","fixed",NA,"feeding_first_yearFormula",-0.866921666939657,0.382302031599211,-2.26763552187581,0.0233514307591445,-1.6162198800906,-0.11762345378871
"1","fixed",NA,"feeding_first_yearBreastmilk_and_formula",-0.309091048010209,0.304444126642522,-1.01526362626514,0.30998017819318,-0.905790571534302,0.287608475513885
"1","fixed",NA,"Delivery.ModeC-Section",-0.779485413747635,0.318351928905725,-2.44850224852404,0.0143451534611991,-1.40344372881171,-0.155527098683558
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",1.36368895158038,0.98542549236114,1.38385800058094,0.166401939122475,-0.567709522895103,3.29508742605586
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.482062034216962,0.884687486940556,-0.54489527808745,0.585825544036733,-2.2160176461937,1.25189357775978
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.46312734425045,1.01655493593276,-1.43929982781298,0.150065591615744,-3.45553840698508,0.529283718484174
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-2.59488385400048,1.09450322619606,-2.37083253104605,0.017748070729858,-4.74007075830765,-0.449696949693304
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.721485739892062,0.959241891537652,-0.752141609177983,0.451965903679896,-2.60156529976794,1.15859381998381
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.08501801934786,0.94356506303102,-1.14991330418959,0.250179580677762,-2.93437155995892,0.764335521263205
"1","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-1.41891471672071,0.858893654103886,-1.65202608022656,0.0985292343618999,-3.10231534531433,0.264485911872905
"1","ran_pars","patientID","sd__(Intercept)",0,NA,NA,NA,NA,NA
"10","fixed",NA,"(Intercept)",-0.0341852328824789,0.513367652305578,-0.0665901576169634,0.946907981438266,-1.04036734222929,0.971996876464334
"10","fixed",NA,"Dx.StatusCELIAC",-0.347273985938673,0.536760674526929,-0.646981052113665,0.51764420667274,-1.39930557632888,0.704757604451534
"10","fixed",NA,"onset_timeline_combinedt0-6",0.0411416690965586,0.643194339705154,0.0639646006763963,0.948998413629386,-1.21949607178556,1.30177940997868
"10","fixed",NA,"onset_timeline_combinedt0-12",-0.248936914745422,0.555749976941358,-0.44792968974192,0.65420394044038,-1.33818685395945,0.840313024468605
"10","fixed",NA,"onset_timeline_combinedt0-18",-0.0974984740556534,0.655799865058284,-0.148671079776737,0.881813182578104,-1.38284259063612,1.18784564252481
"10","fixed",NA,"onset_timeline_combinedt0-24",0.888044843770054,0.663325657297433,1.33877656321661,0.180643422713673,-0.412049554554273,2.18813924209438
"10","fixed",NA,"onset_timeline_combinedt0-30",0.21467350905938,0.665035542269974,0.322800054154447,0.746846671990924,-1.08877220222883,1.51811922034759
"10","fixed",NA,"onset_timeline_combinedt0-36",1.12938302771984,0.704424352117355,1.60327084707555,0.108874869892499,-0.251263332263136,2.51002938770282
"10","fixed",NA,"onset_timeline_combinedt0-over42",0.568792852952927,0.615475650462191,0.924151674442022,0.355407352199904,-0.637517255314331,1.77510296122018
"10","fixed",NA,"SexMale",0.180135154910363,0.341180925193222,0.527975457034553,0.597516370576406,-0.488567170680407,0.848837480501133
"10","fixed",NA,"Age.at.Gluten.Introduction..months.",0.0117162908179293,0.0333570308295265,0.351239019977714,0.725409038905179,-0.0536622882391349,0.0770948698749935
"10","fixed",NA,"HLA.CategoryHigh Risk",0.377191406965718,0.345271077996925,1.0924500515768,0.27463533348413,-0.299527470811574,1.05391028474301
"10","fixed",NA,"HLA.CategoryLow/No Risk",-0.466824723350519,0.498048314453238,-0.937308108075827,0.348600093448957,-1.44298148223974,0.509332035538706
"10","fixed",NA,"feeding_first_yearFormula",-0.152827156210271,0.406074773865087,-0.376352253442481,0.706655037245111,-0.948719088016089,0.643064775595546
"10","fixed",NA,"feeding_first_yearBreastmilk_and_formula",0.349122654879862,0.327820078838482,1.06498252369671,0.286883838357804,-0.293392893052644,0.991638202812368
"10","fixed",NA,"Delivery.ModeC-Section",-0.165943558928744,0.348549537662939,-0.476097486863454,0.634004927346768,-0.849088099576191,0.517200981718703
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-0.574475219988694,0.9463768410075,-0.60702586442956,0.543833747612145,-2.42933974416618,1.28038930418879
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-0.724254298000139,0.83873213163558,-0.863510852490887,0.387856655185869,-2.36813906868238,0.919630472682106
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-0.349454358491394,0.973049740496302,-0.359133088420696,0.719495529522744,-2.25659680503019,1.5576880880474
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-1.64240444760619,0.956949395567176,-1.71629184909276,0.0861086394120894,-3.51799079794523,0.23318190273285
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.857112848010804,0.966005272592083,-0.887275538062967,0.374930572234473,-2.75044839116708,1.03622269514548
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.42056922786352,0.964228333898545,-1.47327057079925,0.140678092753296,-3.31042203517773,0.469283579450688
"10","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.647654549481573,0.860868470651277,-0.75232694837993,0.451854465710043,-2.33492574738415,1.03961664842101
"10","ran_pars","patientID","sd__(Intercept)",0.460065992439411,NA,NA,NA,NA,NA
"100","fixed",NA,"(Intercept)",-3.53893392744287,1.35548051799601,-2.61083348706107,0.00903218600751597,-6.19562692446075,-0.882240930424989
"100","fixed",NA,"Dx.StatusCELIAC",1.91366771084783,1.25061869160138,1.53017680264912,0.125972971668696,-0.537499883083477,4.36483530477914
"100","fixed",NA,"onset_timeline_combinedt0-6",-29.2221559601386,3339703.70087376,-8.74992471712186e-06,0.99999301857016,-6545728.19490365,6545669.75059173
"100","fixed",NA,"onset_timeline_combinedt0-12",-17.8855500179765,9605.12887738392,-0.00186208329386288,0.998514273347488,-18843.5922165561,18807.8211165201
"100","fixed",NA,"onset_timeline_combinedt0-18",0.879258977742596,1.58184246065941,0.55584484524209,0.578316925576447,-2.22109527436606,3.97961322985126
"100","fixed",NA,"onset_timeline_combinedt0-24",-18.2897515187047,13815.7108828232,-0.00132383716435786,0.998943731074068,-27096.5855026702,27060.0059996328
"100","fixed",NA,"onset_timeline_combinedt0-30",0.83687508669638,1.58771391313221,0.527094383802059,0.598128046633956,-2.27498700079591,3.94873717418867
"100","fixed",NA,"onset_timeline_combinedt0-36",1.52168221107302,1.38195402157646,1.10110914496068,0.270849157385779,-1.18689789950712,4.23026232165317
"100","fixed",NA,"onset_timeline_combinedt0-over42",0.520804733772793,1.63657084586866,0.318229262782914,0.750311037146881,-2.68681518227802,3.72842464982361
"100","fixed",NA,"SexMale",-1.61979849790094,1.17843370929423,-1.37453510123284,0.169275620796043,-3.92948612628558,0.689889130483701
"100","fixed",NA,"Age.at.Gluten.Introduction..months.",0.0161797414784572,0.0698040960831466,0.231787851807219,0.816702792986491,-0.120633772817883,0.152993255774798
"100","fixed",NA,"HLA.CategoryHigh Risk",0.442303312254248,0.720957993607861,0.613493873673343,0.539549832358278,-0.970748389583417,1.85535501409191
"100","fixed",NA,"HLA.CategoryLow/No Risk",-0.430052667665046,1.40566542436291,-0.305942410058182,0.759648494579042,-3.18510627372957,2.32500093839947
"100","fixed",NA,"feeding_first_yearFormula",-1.10771945386614,1.00935601072679,-1.09745168413722,0.272443990645133,-3.08602088246966,0.870581974737388
"100","fixed",NA,"feeding_first_yearBreastmilk_and_formula",-0.411083213834989,0.684721862224895,-0.600365252687038,0.548262839813625,-1.75311340322298,0.930946975553003
"100","fixed",NA,"Delivery.ModeC-Section",0.598381376447867,0.756616754945957,0.79086455928485,0.429023031620227,-0.884560213345776,2.08132296624151
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-1.51532349483158,4779061.43694822,-3.17075541886991e-07,0.999999747010321,-9366789.81164623,9366786.78099924
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",17.5666588686992,9605.12891605983,0.00182888319586504,0.998540763147987,-18808.1400834728,18843.2734012102
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-1.92684803678573,2.02342772328461,-0.952269267941972,0.340960439449746,-5.89269349974344,2.03899742617198
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",16.8989038436127,13815.7109390292,0.00122316570737403,0.99902405521014,-27061.3969574696,27095.1947651568
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-26.3603763132625,196345.971349369,-0.000134254734803588,0.999892880220207,-384857.39273061,384804.671977983
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-23.4752160285381,29946.0068284654,-0.000783918075054452,0.999374523935042,-58716.5700806112,58669.6196485542
"100","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-0.734451064210089,1.84165641198747,-0.398799178516413,0.690041182407336,-4.3440313036028,2.87512917518262
"100","ran_pars","patientID","sd__(Intercept)",0.683449742577001,NA,NA,NA,NA,NA
"10045","fixed",NA,"(Intercept)",-4.55395407572811,1.27951565145964,-3.55912338433145,0.000372094702833193,-7.06175867024432,-2.0461494812119
"10045","fixed",NA,"Dx.StatusCELIAC",2.14407917128118,1.13712999837325,1.88551808003345,0.0593599257971384,-0.0846546712704841,4.37281301383285
"10045","fixed",NA,"onset_timeline_combinedt0-6",-16.1558603407765,3307.02727801998,-0.00488531208924577,0.996102100414017,-6497.81022115147,6465.49850046991
"10045","fixed",NA,"onset_timeline_combinedt0-12",0.526924521488109,1.22472706406204,0.430238325705372,0.667022285474735,-1.87349641496497,2.92734545794119
"10045","fixed",NA,"onset_timeline_combinedt0-18",0.904099779112517,1.24552931099651,0.725875955812857,0.46791481770145,-1.53709281212962,3.34529237035466
"10045","fixed",NA,"onset_timeline_combinedt0-24",1.7575655368924,1.12204101370006,1.56640043940695,0.117254900159804,-0.441594439136535,3.95672551292133
"10045","fixed",NA,"onset_timeline_combinedt0-30",-0.213675009776621,1.48746380900198,-0.143650560426063,0.885776413220894,-3.12905050372727,2.70170048417403
"10045","fixed",NA,"onset_timeline_combinedt0-36",1.81451441483976,1.12943705707921,1.606565326918,0.108149753706353,-0.399141539840399,4.02817036951992
"10045","fixed",NA,"onset_timeline_combinedt0-over42",-0.186464976031863,1.48855316340676,-0.125265916337924,0.900313034424752,-3.10397556538228,2.73104561331855
"10045","fixed",NA,"SexMale",0.758041328882034,0.723248910615536,1.04810573200433,0.294589895687054,-0.659500487782245,2.17558314554631
"10045","fixed",NA,"Age.at.Gluten.Introduction..months.",0.178306080676466,0.0912278328217703,1.95451404644039,0.0506404553440879,-0.000497186041845232,0.357109347394776
"10045","fixed",NA,"HLA.CategoryHigh Risk",-1.21766594903278,0.833169045854966,-1.461487263708,0.143881768277791,-2.85064727194211,0.415315373876557
"10045","fixed",NA,"HLA.CategoryLow/No Risk",-0.255220194997997,1.15518516080703,-0.22093444727051,0.825143475050512,-2.51934150565489,2.0089011156589
"10045","fixed",NA,"feeding_first_yearFormula",-0.08022749021451,1.06140390364886,-0.0755862023294868,0.939748314004812,-2.1605409144165,2.00008593398748
"10045","fixed",NA,"feeding_first_yearBreastmilk_and_formula",0.360085630283535,0.754491244058087,0.477256208232169,0.633179690358628,-1.11869003472114,1.83886129528821
"10045","fixed",NA,"Delivery.ModeC-Section",-2.1044910359498,0.989740856766348,-2.12630510457609,0.0334778633001366,-4.04434746923966,-0.164634602659944
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",15.6637787990666,3307.0274848739,0.00473651303798097,0.99622082350565,-6465.99098743785,6497.31854503598
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-2.39997830017354,1.7567470687323,-1.36614902787651,0.171892192442139,-5.84313928483517,1.04318268448808
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-2.55060370170939,1.94022116907014,-1.31459430624179,0.188646284706452,-6.35336731512906,1.25215991171027
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-3.77598745845818,1.72316380402995,-2.19131080262208,0.0284293088608892,-7.15332645381992,-0.398648463096442
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-2.03161275683875,2.0490761318654,-0.991477439634834,0.321452503172543,-6.04772817687557,1.98450266319807
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-29.8714384971807,129112.101806667,-0.000231360485029594,0.999815401042662,-253084.940947833,253025.198070838
"10045","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-17.6177729697859,357.753182254396,-0.0492456079880739,0.960723565416229,-718.801125542995,683.565579603423
"10045","ran_pars","patientID","sd__(Intercept)",1.31160981329547,NA,NA,NA,NA,NA
"1005","fixed",NA,"(Intercept)",-3.40425786341552,1.32765095174016,-2.56412113361086,0.0103437437648294,-6.00640591286656,-0.802109813964478
"1005","fixed",NA,"Dx.StatusCELIAC",0.488202513433794,1.64913217001238,0.296036013553802,0.767202578517497,-2.74403714553685,3.72044217240443
"1005","fixed",NA,"onset_timeline_combinedt0-6",-22.922417223768,120118.712953105,-0.000190831358913387,0.99984773860593,-235451.273674614,235405.428840166
"1005","fixed",NA,"onset_timeline_combinedt0-12",0.176047569236818,1.60016402109843,0.110018452430877,0.912394740825212,-2.9602162814729,3.31231141994654
"1005","fixed",NA,"onset_timeline_combinedt0-18",0.450027186734484,1.62635243956539,0.276709510058439,0.782003168938899,-2.73756502098253,3.63761939445149
"1005","fixed",NA,"onset_timeline_combinedt0-24",1.47906521704608,1.4264288449877,1.03690080458155,0.299782088936321,-1.31668394563888,4.27481437973104
"1005","fixed",NA,"onset_timeline_combinedt0-30",2.43550418832687,1.37192728314638,1.7752429142901,0.075857786670486,-0.253423876047912,5.12443225270165
"1005","fixed",NA,"onset_timeline_combinedt0-36",-17.5462643562191,11033.2232597876,-0.00159031172877371,0.998731115359602,-21642.2664869295,21607.173958217
"1005","fixed",NA,"onset_timeline_combinedt0-over42",-18.0059715710129,14660.9357494539,-0.00122815977634194,0.999020070522608,-28752.9120201565,28716.9000770144
"1005","fixed",NA,"SexMale",0.100651898790178,0.862696142633506,0.116671321240551,0.907120517367267,-1.59020147037312,1.79150526795348
"1005","fixed",NA,"Age.at.Gluten.Introduction..months.",-0.00207330995394702,0.0655961142698937,-0.0316072068753408,0.974785296007412,-0.130639331448713,0.126492711540818
"1005","fixed",NA,"HLA.CategoryHigh Risk",-1.35012171761283,0.895892163227354,-1.50701364855025,0.131807158797425,-3.10603809157013,0.405794656344461
"1005","fixed",NA,"HLA.CategoryLow/No Risk",0.139491989801163,1.26853092157789,0.10996341313277,0.912438390991232,-2.3467829297669,2.62576690936923
"1005","fixed",NA,"feeding_first_yearFormula",1.66164031332551,0.978841514723443,1.69755807077204,0.0895912021494573,-0.256853802105072,3.58013442875609
"1005","fixed",NA,"feeding_first_yearBreastmilk_and_formula",-0.0591803975499643,0.826278040812622,-0.0716228613455126,0.942902046073459,-1.67865559875902,1.56029480365909
"1005","fixed",NA,"Delivery.ModeC-Section",-25.99646226091,135348.816866165,-0.000192070110864846,0.999846750224891,-265304.802870052,265252.80994553
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-14.4237532449283,17936094.3516747,-8.04174697240124e-07,0.999999358361425,-35154113.3763479,35154084.5288414
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",0.973026105710765,2.12394533207137,0.458122010495356,0.646864786520412,-3.18983025028109,5.13588246170262
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.527191285291015,2.30559494992373,0.228657373364066,0.819135228161293,-3.99169177949692,5.04607435007895
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-0.948295388919197,2.14132030669657,-0.44285545976171,0.657870285612326,-5.14520606940874,3.24861529157034
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-32.4448479825055,4389659.65589978,-7.39119898256783e-06,0.999994102676446,-8603607.27480003,8603542.38510407
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",17.9872455156708,11033.2233762476,0.00163028019122625,0.998699225181841,-21606.733205315,21642.7076963463
"1005","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",18.0293729111692,14660.93583909,0.0012297559384373,0.999018796970477,-28716.8768513577,28752.93559718
"1005","ran_pars","patientID","sd__(Intercept)",0.775632450864644,NA,NA,NA,NA,NA
"10089","fixed",NA,"(Intercept)",-0.251890351018642,0.731561492525594,-0.344318766900964,0.730606572241655,-1.68572452884517,1.18194382680789
"10089","fixed",NA,"Dx.StatusCELIAC",-1.12647835486837,0.73604459744071,-1.53044850649707,0.125905750183278,-2.56909925686744,0.316142547130702
"10089","fixed",NA,"onset_timeline_combinedt0-6",-1.56065405049583,0.930995991274238,-1.67632735814447,0.0936740889721493,-3.38537266314451,0.264064562152839
"10089","fixed",NA,"onset_timeline_combinedt0-12",-0.247132091438104,0.666418463631378,-0.370836201163241,0.71075953616976,-1.55328827878812,1.05902409591191
"10089","fixed",NA,"onset_timeline_combinedt0-18",-0.0939775862645874,0.78129221375715,-0.120284810996208,0.904257535817915,-1.62528218663017,1.437327014101
"10089","fixed",NA,"onset_timeline_combinedt0-24",-0.189474099309682,0.749583489563692,-0.252772508930218,0.800444012654874,-1.65863074226037,1.27968254364101
"10089","fixed",NA,"onset_timeline_combinedt0-30",0.349626379585283,0.75807588719891,0.461202348589601,0.644653436854447,-1.13617505687283,1.83542781604339
"10089","fixed",NA,"onset_timeline_combinedt0-36",1.12900194844909,0.723458432127904,1.56056229122711,0.118627061837103,-0.288950522833412,2.5469544197316
"10089","fixed",NA,"onset_timeline_combinedt0-over42",0.109062158216698,0.721702378026244,0.151117914444135,0.879882701104256,-1.30544851027165,1.52357282670505
"10089","fixed",NA,"SexMale",0.373711296916779,0.49286346785713,0.758245074526622,0.448304281790487,-0.59228334937871,1.33970594321227
"10089","fixed",NA,"Age.at.Gluten.Introduction..months.",-0.0558560140139179,0.0574022674271687,-0.97306285130265,0.33052206566287,-0.168362390802105,0.0566503627742693
"10089","fixed",NA,"HLA.CategoryHigh Risk",0.763689369614566,0.514249970078972,1.48505476723176,0.137529316871045,-0.244222050791019,1.77160079002015
"10089","fixed",NA,"HLA.CategoryLow/No Risk",0.638141832548831,0.725330413174293,0.879794671446499,0.378970551817523,-0.78347965416434,2.059763319262
"10089","fixed",NA,"feeding_first_yearFormula",-1.92846604092435,0.679997740497441,-2.83598889536546,0.00456840344069273,-3.26123712186795,-0.595694959980748
"10089","fixed",NA,"feeding_first_yearBreastmilk_and_formula",-0.583083800722388,0.471660705225643,-1.23623569710655,0.216370965285495,-1.50752179588741,0.341354194442635
"10089","fixed",NA,"Delivery.ModeC-Section",0.0988515482529019,0.529367519440947,0.18673519742446,0.851868257919786,-0.938689724436661,1.13639282094247
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",0.792018181646178,1.54385764595807,0.513012442384012,0.607942617154058,-2.23388720168842,3.81792356498077
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",0.367064737750727,1.05425059715589,0.34817598277011,0.727708023652318,-1.69922846335466,2.43335793885612
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-0.772092295429141,1.45537827764979,-0.530509701351288,0.59575858452196,-3.62458130350466,2.08039671264638
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-0.390263121445285,1.24039748725214,-0.314627468578511,0.753044520684979,-2.82139752297345,2.04087128008288
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.234140016737832,1.18427398102296,-0.197707642395036,0.843273809979004,-2.5552743673707,2.08699433389503
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-1.76513052401276,1.22692290789804,-1.43866457513355,0.150245580774039,-4.16985523530008,0.639594187274555
"10089","fixed",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.302124747776916,1.07267576366458,0.281655238247172,0.778207880092112,-1.80028111609467,2.4045306116485
"10089","ran_pars","patientID","sd__(Intercept)",0.929698638730686,NA,NA,NA,NA,NA
"1009","fixed",NA,"(Intercept)",-4.70878367094855,1.46571005374837,-3.21262971411462,0.00131525740708374,-7.58152258807363,-1.83604475382348
"1009","fixed",NA,"Dx.StatusCELIAC",0.17674302776224,1.49683529953794,0.118077805765804,0.906006008847192,-2.75700025012034,3.11048630564482
"1009","fixed",NA,"onset_timeline_combinedt0-6",-19.024404922073,17106.2752051736,-0.00111213017994235,0.999112648682739,-33546.7077166927,33508.6589068486
"1009","fixed",NA,"onset_timeline_combinedt0-12",-33.0540667889775,12100480.7189581,-2.7316325323498e-06,0.999997820472577,-23716539.4588461,23716473.3507125
"1009","fixed",NA,"onset_timeline_combinedt0-18",-19.0986994914704,17802.485141136,-0.00107281086545267,0.999144020937988,-34911.3284114274,34873.1310124445
