"phrog_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","coefficient"
"1083",-1.44973178273659,-0.738149811488494,-1.78975743873122,0.0743671550575542,0.233389460356878,-4.45938521739247,"Dx.StatusCELIAC"
"1084",-0.771908075567373,-0.667136906644095,-0.958420021961408,0.338520111731447,0.436306083681715,-5.52559395875541,"Dx.StatusCELIAC"
"1097",-1.31200662580204,-0.297155207219748,-1.45701630152135,0.146018651456153,0.272649952550901,-4.9091580699572,"Dx.StatusCELIAC"
"10972",-1.08070222248704,-0.603203309762092,-1.30468184885668,0.192868162769344,0.315112542406972,-5.15143434856397,"Dx.StatusCELIAC"
"10993",-0.678384138814902,0.915714612557916,-0.626949882636664,0.531105481175907,0.604932838738918,-5.65017394341503,"Dx.StatusCELIAC"
"11",-0.746840755667536,-0.589901008951655,-0.906921002966195,0.3650796385646,0.457275623951828,-5.54464619915625,"Dx.StatusCELIAC"
"1101",-1.36760941953032,0.0607814391463683,-1.3382726323509,0.181686210107109,0.305436913446482,-5.04587565255293,"Dx.StatusCELIAC"
"11023",-1.17851399315601,-0.699721311252765,-1.52126951612913,0.129105393621633,0.264317273019662,-4.88000968928105,"Dx.StatusCELIAC"
"111",-1.52209362568275,0.915176217419054,-1.46630311414245,0.143473811563575,0.270627172575776,-4.82226235492294,"Dx.StatusCELIAC"
"1110",-1.15168533058482,-0.575534239736381,-1.4422217607903,0.150144233512452,0.277093427628462,-5.00502372541197,"Dx.StatusCELIAC"
"11187",-1.38336672661736,-0.713925825348203,-1.73908153980509,0.0829096674505245,0.234383309255809,-4.55496815178738,"Dx.StatusCELIAC"
"112",-1.12565901330942,0.065257333890515,-1.2310011397535,0.219158421820131,0.336816756863207,-5.20106517008459,"Dx.StatusCELIAC"
"11226",-1.47598166755521,0.212118601183258,-1.52747634140745,0.127556069572044,0.263827920803351,-4.79161783216825,"Dx.StatusCELIAC"
"11233",-0.466698487207362,-0.816071261951827,-0.57816207779359,0.563530736138779,0.626709357207391,-5.77864347174026,"Dx.StatusCELIAC"
"11237",-0.758332862376698,-0.510572685717996,-0.912420421053173,0.362182633098279,0.4564447165561,-5.55878568882995,"Dx.StatusCELIAC"
"1129",-0.781931280689639,1.57802267020157,-0.74619338976363,0.456057194238425,0.536168828358614,-5.46262163149856,"Dx.StatusCELIAC"
"11299",-1.000769902521,1.05069126371472,-1.06180554779886,0.289064409776742,0.395505614854631,-5.32818421802211,"Dx.StatusCELIAC"
"113",-1.56730552683306,-0.225540967027321,-1.66855304093309,0.0961104498909144,0.242004657668625,-4.59827669506461,"Dx.StatusCELIAC"
"11324",-1.69915384037037,-0.803128997745058,-2.12080219826225,0.0346492295257598,0.215528030418639,-3.86392679315539,"Dx.StatusCELIAC"
"114",-0.52293839517624,0.652510756728503,-0.47928118916891,0.63204133150067,0.687082112815308,-5.65167062226145,"Dx.StatusCELIAC"
"115",-1.76219810451478,1.99362129400992,-1.50172122290823,0.134081011781438,0.267920870663989,-4.70766699044435,"Dx.StatusCELIAC"
"11501",-0.842480336966816,-0.178142038469229,-0.988994317552886,0.323356911646463,0.423144321365395,-5.47686524900172,"Dx.StatusCELIAC"
"11557",-2.00819467931127,-0.631224893413061,-2.43500939209501,0.0153960494006144,0.188440098377667,-3.17716417142295,"Dx.StatusCELIAC"
"11589",-3.05591811796648,1.63679951198067,-2.69910573805627,0.00729378511258072,0.168820734584941,-2.50352394319024,"Dx.StatusCELIAC"
"11591",-0.630665000167824,-0.577747672170062,-0.753070108708981,0.451919785263628,0.532431475533288,-5.68598921178844,"Dx.StatusCELIAC"
"116",-2.08927047429731,1.83095411459203,-1.94392115339931,0.0527151806487266,0.215528030418639,-4.04627824296709,"Dx.StatusCELIAC"
"11663",-1.1203017474203,-0.841179808453347,-1.46741519995615,0.14317137467411,0.270627172575776,-4.95874562400256,"Dx.StatusCELIAC"
"1167",-2.30915741575843,-0.582999066370613,-2.77632826308682,0.00579675506058149,0.157933214231303,-2.36854231840816,"Dx.StatusCELIAC"
"11693",-1.34113060520499,-0.637102649386356,-1.58604094695707,0.113643328162165,0.257238316605839,-4.76658664355597,"Dx.StatusCELIAC"
"117",-2.35961015703598,1.17420441567498,-2.26678578574594,0.0240199862664816,0.191875072508501,-3.45818306526846,"Dx.StatusCELIAC"
"11704",-1.17654511269971,-0.637892536172161,-1.42537406780732,0.154950419455055,0.280831836891625,-4.99270994698732,"Dx.StatusCELIAC"
"119",-2.56526851914133,0.996817703015659,-2.38826386562936,0.0174638182355478,0.188440098377667,-3.2022333585311,"Dx.StatusCELIAC"
"1190",-0.741757543081385,-0.00445066398633922,-0.802091260153882,0.423050623136626,0.508118099788964,-5.57933161116976,"Dx.StatusCELIAC"
"1192",-1.33375131541311,-0.463148607756859,-1.59079124504003,0.11256963251386,0.257238316605839,-4.76716689034915,"Dx.StatusCELIAC"
"1197",-2.02548620825908,-0.379099086423441,-2.38812851960122,0.0174701441340231,0.188440098377667,-3.29684695183534,"Dx.StatusCELIAC"
"1198",-0.56328441152475,-0.775055311841402,-0.662798829886186,0.507900612118304,0.584138281639168,-5.70794747945242,"Dx.StatusCELIAC"
"11996",-1.30015649092803,-0.860945497516753,-1.70248928961688,0.0895616739861135,0.239862641633153,-4.62157460431339,"Dx.StatusCELIAC"
"12",-3.22228769195352,3.68223656974039,-2.51924096441143,0.0122107180876322,0.174733975082344,-2.86862833384886,"Dx.StatusCELIAC"
"120",-0.957327027904574,-0.15589092095163,-1.0677402955114,0.286381957484111,0.393288448411431,-5.36734896646949,"Dx.StatusCELIAC"
"1204",-0.304975038798994,-0.0259280059200396,-0.334129377020086,0.738484327247739,0.778229214882557,-5.85104261115806,"Dx.StatusCELIAC"
"1206",-1.07830616769738,-0.820344934818872,-1.37264297060825,0.170752277142115,0.293662197995185,-5.08419671856638,"Dx.StatusCELIAC"
"121",-1.25095860636898,-0.833761271383896,-1.61948014038617,0.106254914760955,0.252605210517147,-4.75290568177394,"Dx.StatusCELIAC"
"12105",-0.92100978803856,-0.885854659448115,-1.16093361566054,0.24646908992014,0.357943998563759,-5.32793791718493,"Dx.StatusCELIAC"
"1213",-0.993498732067228,-0.848490384427098,-1.28702982364948,0.198944090156984,0.320328817629579,-5.18842625909699,"Dx.StatusCELIAC"
"12177",-1.40697406531891,-0.813119213338314,-1.86960695785576,0.0623826949120228,0.225131093033053,-4.3401042359006,"Dx.StatusCELIAC"
"1218",-1.56504314911327,0.135196753687294,-1.64474660336329,0.100930103698921,0.245377738122909,-4.63377385704978,"Dx.StatusCELIAC"
"12184",-1.63418154561194,-0.251784927739945,-2.0817220561153,0.0381023880895968,0.215528030418639,-3.94095713131438,"Dx.StatusCELIAC"
"1220",-1.45817082569121,0.432099252467101,-1.43104667684676,0.153319245675588,0.280160661094701,-4.89229121210147,"Dx.StatusCELIAC"
"12241",-1.35789078107559,-0.366792158498813,-1.50975998228107,0.132017169759254,0.26619449126118,-4.85315169040306,"Dx.StatusCELIAC"
"1225",-1.59320894398077,-0.484925338217016,-1.84564277403353,0.0657981277808572,0.227023975045132,-4.3567069301931,"Dx.StatusCELIAC"
"12284",-1.14347437938542,-0.666813211998105,-1.41462813103884,0.158076682145793,0.283375138277453,-5.00659893776318,"Dx.StatusCELIAC"
"123",-0.77276972675269,-0.0514966863992266,-0.891557007022819,0.373249896688602,0.462813208952051,-5.54292613675355,"Dx.StatusCELIAC"
"12300",-1.8558061355317,-0.749017222196615,-2.28456994127648,0.0229429103996756,0.191875072508501,-3.53156444984725,"Dx.StatusCELIAC"
"12312",-1.68125514977832,-0.679071708316556,-2.02290294936373,0.0438517026527463,0.215528030418639,-4.04416946809073,"Dx.StatusCELIAC"
"1236",-1.15196350329707,-0.732728921195362,-1.45429368691178,0.146771261332384,0.273110760950782,-4.96031719533336,"Dx.StatusCELIAC"
"1238",-0.752343277002921,0.520182845880351,-0.736814945309254,0.461734113261166,0.539985894561216,-5.55724716942414,"Dx.StatusCELIAC"
"124",-2.03184825811336,1.65668623889149,-1.94919350926988,0.0520799226263001,0.215528030418639,-4.07435252487834,"Dx.StatusCELIAC"
"12434",-1.13519251782642,-0.60306623226636,-1.37549388210762,0.169868067701384,0.292743005797494,-5.06906932512268,"Dx.StatusCELIAC"
"12438",-0.97657602939812,-0.22476987775628,-1.07801054420981,0.281779906717471,0.390345980502632,-5.34849795165453,"Dx.StatusCELIAC"
"1249",-1.05873205960241,-0.434350958832135,-1.23841282323924,0.216402448660774,0.335318159640335,-5.2233809206173,"Dx.StatusCELIAC"
"125",-1.72057158233833,0.188095281400767,-1.60807619406522,0.108730411068942,0.254493184945501,-4.61510995705537,"Dx.StatusCELIAC"
"1252",-2.54135878003753,0.647568687786262,-2.40902406434776,0.0165170787836438,0.188440098377667,-3.1824707788151,"Dx.StatusCELIAC"
"1259",-1.83647773554572,-0.606427510791374,-2.19613374961131,0.0287454133356965,0.200500052596277,-3.696446338384,"Dx.StatusCELIAC"
"12622",-1.84589562931932,0.599213733099823,-1.92830897167732,0.0546345296897118,0.220256185852746,-4.14680739458464,"Dx.StatusCELIAC"
"12688",-1.19974946726268,-0.314059890130328,-1.40181560878091,0.161866601302987,0.286816258449152,-5.00250053324331,"Dx.StatusCELIAC"
"1271",-0.346051070344196,0.0614754969077344,-0.346523767470571,0.729159729514591,0.773731097889886,-5.79529538168785,"Dx.StatusCELIAC"
"1272",-2.03613347534538,0.891989594454191,-1.82267928065187,0.0692147633887654,0.228369778146037,-4.27946708562653,"Dx.StatusCELIAC"
"1278",-1.60943075617921,-0.377670288759746,-1.7716313318155,0.0773357587120712,0.234114517518014,-4.46987766425491,"Dx.StatusCELIAC"
"1289",-1.32641587567512,-0.686520321459203,-1.67119605868485,0.0955869706431311,0.242004657668625,-4.64781946047453,"Dx.StatusCELIAC"
"129",-0.764932018300592,-0.514656378578315,-0.903743980352512,0.366759848716843,0.457916229138529,-5.5451241950084,"Dx.StatusCELIAC"
"1293",-1.11205059122184,-0.648930763892473,-1.34303413533402,0.180141076867657,0.304622125418519,-5.12084384689092,"Dx.StatusCELIAC"
"12931",-0.449452430798513,-0.584993632202369,-0.556392651116113,0.578302058371482,0.63739443139952,-5.78895083493113,"Dx.StatusCELIAC"
"1295",-1.52409621689948,-0.454190726867237,-1.7666910815247,0.078161454854077,0.234383309255809,-4.49148831309224,"Dx.StatusCELIAC"
"1299",-1.71985968793284,-0.821470428692898,-2.17135765774752,0.0305831295744655,0.203460221300786,-3.76037944285547,"Dx.StatusCELIAC"
"12998",-1.62713086785763,-0.734326710494513,-2.05688449172387,0.0404465021765282,0.215528030418639,-3.98387399554423,"Dx.StatusCELIAC"
"130",-1.99308484279982,1.98235163293689,-1.78716777998247,0.0747854616445082,0.233389460356878,-4.30641998953626,"Dx.StatusCELIAC"
"13015",-1.69876796331628,0.0303136818819432,-1.81402869136568,0.0705392281994948,0.229258375273892,-4.39945873844255,"Dx.StatusCELIAC"
"1309",-0.381897927813551,-0.782291115943092,-0.473112004115222,0.63643155328151,0.690503374702888,-5.84140786177355,"Dx.StatusCELIAC"
"1315",-1.67025824106007,-0.713158379103387,-2.0911488739521,0.0372435916715955,0.215528030418639,-3.91725542487086,"Dx.StatusCELIAC"
"1317",-1.59848596086571,-0.481390989304555,-1.88162457635443,0.0607261549990748,0.224680063453207,-4.29595320581156,"Dx.StatusCELIAC"
"132",-1.29179800322122,0.922161722739103,-1.22414540417641,0.221730123924656,0.33791792548737,-5.10770992443444,"Dx.StatusCELIAC"
"13211",-1.52005869509705,-0.626232521159753,-1.76008435693718,0.0792769304848935,0.234383309255809,-4.47106623915903,"Dx.StatusCELIAC"
"13246",-1.27452451631266,-0.101413625501346,-1.43944320191018,0.150928921113309,0.278079653991519,-4.93287180219466,"Dx.StatusCELIAC"
"13248",-0.760488751288872,-0.857721357998677,-0.990253906678715,0.322741908297414,0.422837570894371,-5.51525326620935,"Dx.StatusCELIAC"
"1328",-2.12218173982719,-0.560946161785626,-2.53755059976274,0.0116013865360432,0.174733975082344,-2.95319873354256,"Dx.StatusCELIAC"
"13289",-2.66763444797503,0.0668555654168817,-2.75763128090775,0.00613117562659042,0.157933214231303,-2.38672488260269,"Dx.StatusCELIAC"
"133",-0.986466861938727,-0.820966707277232,-1.22575049940804,0.221126087534813,0.33791792548737,-5.2581602987531,"Dx.StatusCELIAC"
"1330",-1.47109963952478,-0.69858370596089,-1.7517621738794,0.0807005116626196,0.234383309255809,-4.51407738711016,"Dx.StatusCELIAC"
"1337",-0.70255174879306,-0.718767134045588,-0.893098714014012,0.372424952774083,0.462813208952051,-5.58981146891175,"Dx.StatusCELIAC"
"134",-0.953251129994999,-0.396549102504883,-1.20429262337915,0.22929952903385,0.344281119865178,-5.29505375777686,"Dx.StatusCELIAC"
"1348",-0.786311763674197,-0.545897245303165,-0.968208949825317,0.333616203416235,0.432999535041399,-5.49617704705097,"Dx.StatusCELIAC"
"135",-1.82298040461697,2.74635198168351,-1.42638569154013,0.154658558606267,0.280831836891625,-4.72465347299799,"Dx.StatusCELIAC"
"1356",-0.853634743415545,-0.876455463545154,-1.12478456335148,0.261459883324138,0.372890796371139,-5.38326021026854,"Dx.StatusCELIAC"
"13564",-1.72254809506176,-0.349865457789417,-2.0739174646461,0.0388261408340675,0.215528030418639,-3.9487659254767,"Dx.StatusCELIAC"
"1357",-0.616821330368286,-0.244335433896112,-0.621049008473783,0.534976219860284,0.606488347208954,-5.66151184984369,"Dx.StatusCELIAC"
"1358",-0.461405333657843,-0.702291203947434,-0.579535340281509,0.562605087251911,0.62630686566821,-5.80587840051857,"Dx.StatusCELIAC"
"13589",-1.13025855735145,-0.721098294221381,-1.42994714836712,0.153634389018327,0.280275543841316,-4.99982688446575,"Dx.StatusCELIAC"
"1365",-3.18645580644914,0.812992037039367,-3.07971882234306,0.00223773006308207,0.146242241181422,-1.53266923761054,"Dx.StatusCELIAC"
"13669",-1.08142126409203,-0.807806478962283,-1.39701367291519,0.163304617149327,0.287909791308432,-5.05518733759139,"Dx.StatusCELIAC"
"1368",-1.91879951211464,-0.345190968540336,-2.29519566041162,0.022319688797163,0.191875072508501,-3.49155457319795,"Dx.StatusCELIAC"
"137",-1.57660991101003,-0.0867681597091406,-1.79125876577139,0.0741255268475142,0.233389460356878,-4.42549323297905,"Dx.StatusCELIAC"
"13704",-1.75395438386029,-0.334959156303596,-2.0438567046779,0.0417243934155696,0.215528030418639,-3.97901530374796,"Dx.StatusCELIAC"
"1373",-1.34413908619523,1.65386041359623,-1.21203126257259,0.226327288866392,0.342108323715049,-5.0359045515662,"Dx.StatusCELIAC"
"13742",-0.34440589182893,0.614705831686653,-0.329586585136436,0.741911761798314,0.780552999391977,-5.75008541648065,"Dx.StatusCELIAC"
"1379",-1.69561955988186,-0.544885733940229,-2.01400684165596,0.0447823041843838,0.215528030418639,-4.05302219090591,"Dx.StatusCELIAC"
"1382",-1.32499407362444,-0.602655306847093,-1.65869041176723,0.0980842267938064,0.243844058406851,-4.6625251808726,"Dx.StatusCELIAC"
"1383",-0.92776807694035,-0.449809635055064,-1.1353470213376,0.257015670601959,0.369356308671842,-5.34619251647179,"Dx.StatusCELIAC"
"1384",-0.526754436092519,-0.740450184060936,-0.668059054409171,0.504541207991501,0.582687403408064,-5.75734545483337,"Dx.StatusCELIAC"
"1389",-1.33725732276416,-0.556597320802744,-1.70162967937679,0.0897229832198162,0.239862641633153,-4.59611185313878,"Dx.StatusCELIAC"
"13892",-1.85750925045432,-0.754168644904976,-2.34801920305506,0.0194360403816925,0.191092397027083,-3.39069306642828,"Dx.StatusCELIAC"
"13893",-2.37727580328632,-0.656058854972243,-2.6682269646138,0.00798412057244786,0.174733975082344,-2.64473791925315,"Dx.StatusCELIAC"
"139",0.111840566442216,-0.591007422864856,0.128510790902295,0.897819411030963,0.912605092090942,-5.9105331446389,"Dx.StatusCELIAC"
"13900",-0.43750015702077,-0.520559371018459,-0.511640180798471,0.609229175333795,0.665539443260419,-5.84081474728885,"Dx.StatusCELIAC"
"1393",-1.81886398236215,-0.543926803513774,-2.06221025547012,0.0399337794750595,0.215528030418639,-3.95507679249613,"Dx.StatusCELIAC"
"13941",-1.01431487712004,-0.787939119758566,-1.31739698387059,0.188577153767662,0.311617509472967,-5.14574416090049,"Dx.StatusCELIAC"
"13977",-1.86338047462593,-0.00248950677570775,-2.00307528832968,0.04594868743637,0.215528030418639,-4.01761660957789,"Dx.StatusCELIAC"
"13983",-0.846746154834708,-0.614857113700764,-0.99757059982716,0.319184642300783,0.419165647276797,-5.48104093089139,"Dx.StatusCELIAC"
"13987",-1.02855959210743,-0.560641359178775,-1.2310118129398,0.219154434968688,0.336816756863207,-5.23882675106469,"Dx.StatusCELIAC"
"13989",-0.844351519169136,-0.547640435185784,-1.05464403315431,0.292323919369011,0.397517594148068,-5.42910402599605,"Dx.StatusCELIAC"
"14",-0.704255983427241,-0.518802029346461,-0.864411995985387,0.387960379056344,0.47417379662442,-5.58678113068602,"Dx.StatusCELIAC"
"140",-0.47012027129322,0.196138244780802,-0.51421836738115,0.607427541270216,0.664878816109566,-5.77853767129159,"Dx.StatusCELIAC"
"1405",-1.36825852989964,-0.826109907061725,-1.74088327410652,0.0825928105844892,0.234383309255809,-4.54268123201562,"Dx.StatusCELIAC"
"1407",-1.11389562385661,1.55497818378714,-0.986501544132172,0.324576285926644,0.42374177868919,-5.29039639308308,"Dx.StatusCELIAC"
"1408",-1.76648259464225,-0.799064645762003,-2.29820370003768,0.0221459675836277,0.191875072508501,-3.50299104468104,"Dx.StatusCELIAC"
"14098",-1.60368662508653,1.21830531551279,-1.29605233218919,0.195821161916647,0.318066243990343,-5.01490441583409,"Dx.StatusCELIAC"
"14123",-1.17662491611809,-0.806459595904798,-1.53501480147814,0.125693925948037,0.2618976687602,-4.87165421394583,"Dx.StatusCELIAC"
"1415",-1.27576275908363,-0.766512311482367,-1.61271034383581,0.107718987652436,0.253467330726738,-4.74793215324145,"Dx.StatusCELIAC"
"1419",-0.00356279693068662,-0.206927001012406,-0.00382167922770803,0.996952950649243,0.996952950649243,-5.89251315394016,"Dx.StatusCELIAC"
"1421",-1.73488376221909,-0.612514442621151,-2.02212025871413,0.043932914838818,0.215528030418639,-4.0367841855824,"Dx.StatusCELIAC"
"1423",-3.59595371120833,2.71181595297779,-3.19894249530673,0.00150676638181561,0.114548342493674,-1.20400845363855,"Dx.StatusCELIAC"
"1424",-1.75876376888386,-0.499410758907229,-2.01444046579149,0.0447365589734727,0.215528030418639,-4.0473815947058,"Dx.StatusCELIAC"
"1428",-1.7955321416748,-0.575649725934012,-2.10945186149497,0.0356233541101409,0.215528030418639,-3.87232711143207,"Dx.StatusCELIAC"
"1429",-1.71872999335805,-0.560366897359372,-2.00079932609697,0.0461947352991492,0.215528030418639,-4.07813439545079,"Dx.StatusCELIAC"
"1430",-1.40845843276807,-0.734841363912713,-1.7556197384518,0.0800380705837779,0.234383309255809,-4.51654361772513,"Dx.StatusCELIAC"
"1432",-1.48832786811149,-0.517650426851213,-1.73095985377061,0.0843502668488863,0.235129504882225,-4.54719429436329,"Dx.StatusCELIAC"
"1433",-2.17982870041971,-0.48066450484314,-2.4077584381299,0.016573472658102,0.188440098377667,-3.22971732858721,"Dx.StatusCELIAC"
"14333",-1.05361839830525,-0.83261032417334,-1.31919672300447,0.187975549431461,0.311322983479218,-5.15349078390175,"Dx.StatusCELIAC"
"1436",-1.14740900645822,-0.846715919104196,-1.47943615569127,0.139933500825773,0.269727888895121,-4.93861472880374,"Dx.StatusCELIAC"
"1437",-1.69146134010559,-0.602379999883848,-1.94672914500734,0.0523760451204165,0.215528030418639,-4.1746581997496,"Dx.StatusCELIAC"
"144",-2.10934246763024,0.219296388194413,-2.23899185537537,0.0257914899438721,0.191875072508501,-3.56773757854098,"Dx.StatusCELIAC"
"1440",-1.85133808997768,-0.473645038179937,-2.09223681535894,0.03714555212182,0.215528030418639,-3.89939510075553,"Dx.StatusCELIAC"
"1441",-1.38825536130846,-0.624433642569404,-1.71653034332244,0.0869598671625358,0.238549166463154,-4.57922548308506,"Dx.StatusCELIAC"
"14429",-0.952227550401534,-0.75131493555152,-1.2091641048195,0.227425264850989,0.34283510074552,-5.27386908177063,"Dx.StatusCELIAC"
"14467",-1.94498329328136,-0.553072750936471,-2.34802115122916,0.0194359403627447,0.191092397027083,-3.38136179866408,"Dx.StatusCELIAC"
"14469",-0.974904045315127,-0.783735719176538,-1.22918724398273,0.219836742636884,0.336816756863207,-5.27035330350848,"Dx.StatusCELIAC"
"14476",-2.50570539366647,0.318997453174302,-2.4182448814535,0.016111301279146,0.188440098377667,-3.16113510518183,"Dx.StatusCELIAC"
"1449",-1.70264394071846,-0.675902855745526,-2.06828637535037,0.0393555920356491,0.215528030418639,-3.950619624884,"Dx.StatusCELIAC"
"14578",-1.65472289072551,-0.713050586349026,-1.97391219556071,0.0491867300105713,0.215528030418639,-4.11825138817737,"Dx.StatusCELIAC"
"146",-0.915098875882245,-0.571532354650608,-1.10072512934846,0.271781359172608,0.381868167599124,-5.39799724064825,"Dx.StatusCELIAC"
"14632",-0.224017996457315,-0.738925940221777,-0.270578792663265,0.786876313722659,0.82163494788146,-5.90762765564981,"Dx.StatusCELIAC"
"14642",-1.34247063078698,-0.0778756888811199,-1.57252179760688,0.116743388841569,0.257238316605839,-4.76670427183148,"Dx.StatusCELIAC"
"14652",-1.89716720819928,-0.506467599693067,-2.24654371728796,0.0252992683897184,0.191875072508501,-3.59899412074056,"Dx.StatusCELIAC"
"1468",-0.883504157745533,-0.113550464260049,-0.999247255223262,0.318373121061431,0.419029946225288,-5.45795124851614,"Dx.StatusCELIAC"
"14726",-0.35557597295029,-0.619489204336693,-0.445455074666387,0.656269451175215,0.707192395980275,-5.84579107840784,"Dx.StatusCELIAC"
"14753",-0.990438306785808,-0.895446001872368,-1.2882588556878,0.198516551694378,0.320104338073229,-5.19283867152266,"Dx.StatusCELIAC"
"148",-0.163444148141075,0.755833964428549,-0.148379959843644,0.88212933694337,0.90153067633402,-5.78016244175586,"Dx.StatusCELIAC"
"1484",-1.76609977684168,-0.428248394028564,-2.00896630675047,0.0453169694969224,0.215528030418639,-4.05901711948694,"Dx.StatusCELIAC"
"1485",-0.968389605681937,-0.780234039431215,-1.21101606525101,0.226715622746907,0.342229696836704,-5.2657341793731,"Dx.StatusCELIAC"
"14876",-1.03445580914455,-0.557185759765933,-1.25691485631693,0.209632160947308,0.330356497606324,-5.23078411195006,"Dx.StatusCELIAC"
"149",-0.681775282542774,0.103816973828518,-0.743216209400142,0.457855044066046,0.537145674717399,-5.63862793756436,"Dx.StatusCELIAC"
"14917",-0.102595369837398,-0.618587183941568,-0.122841473660065,0.902303941097775,0.916325117513371,-5.94026268446308,"Dx.StatusCELIAC"
