"phrog_id","logFC","AveExpr","t","P.Value","adj.P.Val"
"1642",-5.42132569860492,4.37250674961756,-3.95136520487592,9.42091986205343e-05,0.0535340862050082
"28748",-3.95255136219312,0.478984767543906,-3.87409362057411,0.000127992836438828,0.0535340862050082
"6681",-4.2918661083154,1.83537287196805,-3.74335265222337,0.000212561549108785,0.0535340862050082
"16294",-3.15699374353828,-0.561335780986237,-3.70237996945208,0.000248458755017889,0.0535340862050082
"6547",-4.17487062321073,1.51738057788341,-3.64160125389438,0.000312366014917834,0.0535340862050082
"16383",-3.09007598049001,-0.391301472674018,-3.63107648634087,0.000324894209300663,0.0535340862050082
"15455",-3.59834955098646,0.379999504644388,-3.6210251649216,0.000337298472938846,0.0535340862050082
"15220",-3.71597137582044,0.145043770053245,-3.56063779431066,0.000421700788395786,0.0585636969884648
"894",-5.04553085889204,5.28220316934987,-3.4260768245005,0.0006860368341963,0.0846874358657877
"2118",-2.78949239938406,-0.54164795159942,-3.29928994679654,0.00107008962017444,0.114548342493674
"860",-2.77952803358384,-0.557939209260286,-3.26764861480801,0.00119312034611338,0.114548342493674
"538",-3.55872053468155,1.36054641960851,-3.19952621766661,0.0015038069204603,0.114548342493674
"1423",-3.59595371120833,2.71181595297779,-3.19894249530673,0.00150676638181561,0.114548342493674
"2699",-3.56933420020716,1.4306166831905,-3.19169650481672,0.00154395479764625,0.114548342493674
"8693",-2.91185758026267,-0.303236207357074,-3.19119548751908,0.00154655727939254,0.114548342493674
"881",-2.91000295431087,0.331045357614104,-3.12303399162674,0.00194093693262931,0.134773808259448
"1365",-3.18645580644914,0.812992037039367,-3.07971882234306,0.00223773006308207,0.146242241181422
"80",-3.24287561283539,1.6133638891604,-3.06130328688056,0.00237613213157423,0.146660155454387
"5668",-3.4719979511705,1.47369933752811,-2.99079404471961,0.00298195464408398,0.157933214231303
"514",-5.2416051732127,11.0606230245713,-2.93357128717198,0.00357432191683912,0.157933214231303
