"","T0-72","T0-66","T0-60","T0-54","T0-48","T0-42","T0-36","T0-30","T0-24","T0-18","T0-12","T0-6","T0"
"virus_comp_126_cycle_1_210",13.5441052254988,12.6625636200365,11.7810220145743,10.899480409112,10.0179388036497,9.13639719818743,8.02638626736018,7.03385077281958,5.85343195666638,5.06781924176737,4.22772260444098,3.68709501544014,2.82236177860104
"virus_comp_8731_cycle_1_5",0.11709052430885,0.174597775459092,0.232105026609334,0.289612277759577,0.3282753797133,1.96817169197217,0.988536933147139,1.17356763222174,1.14147425386341,1.44111087211888,0.696704325874652,1.79297167359186,1.28051742597185
"virus_comp_1260_cycle_2_4",-54.082319293282,-47.164023695645,-40.245728098008,-33.327432500371,-26.409136902729,-19.4908413050906,-14.3116285638094,-8.77343825525698,-5.37903771976952,-0.0677230701479274,8.87997962775657,17.9237568095747,26.1524030747229
"virus_comp_475_cycle_1_7",-300.780991576049,-242.295746008434,-183.810500440819,-125.325254873204,-84.4205895818028,-37.4789815101738,8.54213422074506,68.2162130816756,150.455419527611,316.844930161442,328.89355914899,414.700904562017,418.41375463822
"virus_comp_2375_cycle_1_4",-1323.39152083065,-1063.99059060285,-804.589660375052,-545.188730147253,-680.019540992782,-560.280813011709,-73.6056449935248,151.279368955656,1428.99729653406,1730.80344426962,1530.56479993908,1904.43545593481,1810.24001922065
"virus_comp_1260_cycle_2_20",-183.15048102555,-164.942345758395,-146.734210491239,-128.526075224084,-110.317939956929,-92.1098046897737,-74.8257090779351,-57.1621769103925,-40.3861224662774,-22.2078532925703,-3.52567237527965,15.9773410227201,34.4648519100065
"edge_263_1",-1.02192391223032,-0.873417943768649,-0.724911975306976,-0.576406006845303,-1.01327084639812,-0.987867526612506,-0.538413205055727,-0.440573256219566,-0.21897610837522,0.297268050546048,0.199957821409035,0.480729212755764,0.490475619097814
"virus_comp_2269_cycle_1_10",-3033.42023891721,-2412.84236010084,-1792.26448128446,-1171.68660246809,-1297.63183401736,-1004.30143278929,-428.201559151725,30.4871856853266,5454.10952997843,5994.84154458872,4913.32118832984,6688.66645226014,5254.74964753708
"virus_comp_593_cycle_1_28",-3.83178001827173,-3.00197759728904,-2.17217517630636,-1.34237275532368,-1.29313609742739,-0.608172697123878,4.15468890336398,5.70733066228695,5.5965460308894,7.44829021884202,6.50866541768014,4.23360023820873,7.15325405577439
"edge_1631_4",-5.4052676669746,-4.26439385380821,-3.12352004064182,-1.98264622747543,-1.79218498931857,-1.21479454540863,-0.498877989892484,0.236204484930489,1.32538547109457,0.83446522936452,3.08950974443943,18.960215522977,13.0598703911759
"virus_comp_152_cycle_1_8",249.181591079155,120.751488592341,-7.67861389447268,-136.108716381286,-21.8427131298152,-60.7407370050161,-152.603019426703,-202.963902135297,-315.506674863235,-304.662943134098,-971.157704365632,-1351.27140199448,-1170.60292425718
"virus_comp_2103_cycle_1_9",-4480.68183036621,-4013.85567129611,-3547.02951222601,-3080.20335315591,-2613.37719408581,-2146.55103501571,-1672.27948491005,-1203.14227821062,-729.623685761115,-271.62669973808,198.03106579421,652.601785398149,1121.76542009477
"virus_comp_317_cycle_1_4",-56.2015570762102,-45.4566214047122,-34.7116857332142,-23.9667500617162,-12.5674759946699,-6.40849773895706,14.8345977506663,27.7354085496985,34.1460104885887,43.3972539606649,51.7289342357388,49.5222290353569,71.3319883825556
"edge_1979_7",153.154668100172,139.990303215422,126.825938330672,113.661573445922,100.497208561172,87.3328436764225,71.8434216947618,59.2555908908042,47.0305098443155,42.2922745919688,24.086426708654,15.8880448623509,-0.87425506816568
"virus_comp_1727_cycle_1_2",-20.3847214152811,-14.6166713300725,-8.84862124486397,-3.0805711596554,2.68747892555315,8.45552901076171,15.4162005007836,21.4589533568791,28.0762120575374,32.0130247675142,38.5404180944687,42.2615981599052,48.6150150500629
"virus_comp_7998_cycle_1_4",-29.1940305042201,-26.3673998565005,-23.5407692087808,-20.7141385610611,-19.2782070998336,-16.943892976806,-15.1727347575518,-12.9071448678862,-10.1030263471856,-8.17950864258638,-4.25749740673671,-1.03655020519526,1.74141530337988
"edge_1627_22",-0.12161622223948,-0.19859765683218,-0.27557909142488,-0.35256052601758,-0.0626598906075154,-0.0572665767889799,-0.206953234654405,-0.296742584501402,-0.548814611950554,-0.712034620872264,-0.66758100852104,-0.901327697195294,-0.817569548220724
"edge_959_24",228.568674900326,221.861715518272,215.154756136219,208.447796754165,84.8217060257258,39.5278589832209,55.6116003423128,31.3542956862147,101.492897673932,95.6506627605769,72.7158264986088,66.2610315734993,39.6672358728282
"virus_comp_8731_cycle_1_4",0.397820790993482,0.377580183970729,0.357339576947976,0.337098969925223,0.356295227134678,1.77563513568358,0.58115709945087,0.65445177783741,0.571475122054871,0.711963644557352,0.106509041009808,1.11392783946199,0.489963959227085
"edge_1633_14",-18.7358041316079,-14.823365132698,-10.9109261337881,-6.99848713487827,-5.00505245339906,-2.77847998629021,-0.755546955412217,1.35628036323148,3.49221027264104,1.14845488797021,10.0359934794507,65.9058162933327,45.8107111734672
"edge_2254_6",-26.8843182651241,-19.8384753261319,-12.7926323871396,-5.74678944814743,1.29905349084477,8.34489642983699,18.4109270231861,26.3424342847639,35.9821616621373,39.2202936754275,47.5806433870513,49.6096841009705,57.71814952043
"virus_comp_18020_cycle_1_4",-0.16178601112122,-0.117277013841221,-0.072768016561221,-0.0282590192812215,0.0740568603221374,0.112249760264413,0.0506633300411197,0.0705383256739507,0.0387024584951785,0.0973001747611113,0.173747219680927,0.293075729370403,0.347248025408614
"virus_comp_2473_cycle_1_6",-488.960630718393,-388.052811929213,-287.144993140032,-186.237174350851,-169.343630413086,-103.753199056574,-14.246239787665,77.9035808211357,232.340334592268,790.635812414761,704.735357658271,947.959718443827,821.094183992746
"virus_comp_250_cycle_1_261",-76.0992088996734,-54.474926703038,-32.8506445064027,-11.2263623097674,-118.505704446807,-126.966472630892,-47.7056603248036,-40.2031112099706,228.914966544699,260.248978801896,177.701207733782,272.346179406694,185.82564827445
"virus_comp_1260_cycle_2_2",-9.40020520830022,-6.32268676955993,-3.24516833081965,-0.167649892079361,5.00025165013176,8.42240868777224,9.43421346359641,11.4567584651696,12.865360251443,14.6728940981073,19.1278165367211,23.0192757557381,27.1445327805549
"virus_comp_491_cycle_1_3",-4.57750933099753,-3.83148899207041,-3.08546865314329,-2.33944831421618,-3.88299461221679,-3.78252486500358,-3.9852722740986,-3.84763847447266,-2.69511740075117,-2.47519995655514,-0.881327357916132,0.38607078786868,0.724999788717596
"edge_330_45",6.00798531517519,4.83457886332835,3.66117241148151,2.48776595963466,2.13279131914829,1.19729512684211,0.148821085507343,-0.815687571009381,-1.79951507475556,-2.78778171212619,-6.03544880240943,-8.3226345266876,-8.0806913886149
"virus_comp_36_cycle_2_46",1.13799328283726,1.02755238365703,0.917111484476802,0.806670585296574,0.559014317680696,0.409485286309324,0.341297951480628,0.191127187740417,0.154897197233764,-0.0350422380593395,-0.133849991314953,-0.231996257930403,-0.333755525395249
"virus_comp_1260_cycle_2_21",-8.22090403779008,-7.33373329755951,-6.44656255732893,-5.55939181709836,-4.90011175000905,-4.05907963498229,-3.35990573881584,-2.71304589671421,-1.90109111969983,-0.490136776862538,0.113744763107938,1.47492133232407,2.24492759945887
"virus_comp_2089_cycle_1_4",382.649213269833,408.831055640794,435.012898011754,461.194740382715,487.376582753676,513.558425124637,492.495911358242,518.543253889148,536.162248736315,681.817432561109,643.502729588585,760.197008901126,739.447294127383
"virus_comp_18196_cycle_1_8",-3205.07718539628,-2936.41704954889,-2667.7569137015,-2399.09677785411,-1770.44470404821,-1386.77584627271,-1227.13565483736,-914.461994179704,-724.114268812457,-452.362132081287,-182.451743113393,95.9796909901321,369.85604751091
"edge_1990_1",27.9863732172258,25.5478983046036,23.1094233919815,20.6709484793593,18.2324735667372,15.793998654115,12.9190733843634,10.5816284948844,8.30268468501808,7.41451233657233,4.05270934793157,2.54011748514896,-0.557853299116929
"virus_comp_2475_cycle_5_12",24.2407112141067,16.0333669983489,7.8260227825911,-0.381321433166699,-6.73868682571631,-14.6235216419119,-15.6451874760047,-19.7817910113666,-21.2149749406057,-33.1502386935201,-41.8329109600651,-63.4282105773328,-69.671694964725
"edge_1989_50",7.24023844781546,6.65295788689381,6.06567732597215,5.4783967650505,4.89111620412885,4.3038356432072,3.60342654559147,3.04813030196238,2.51572721307839,2.35560164282189,1.51042925844668,1.16822429430812,0.397194628261383
"virus_comp_285_cycle_1_1",-3.67519534807074,-3.07776390183262,-2.4803324555945,-1.88290100935638,-1.15901315298719,-0.547692936443257,-0.766339496454901,-0.457541648171448,0.571978545646185,1.41427203726552,2.0097709734049,2.79431450427358,3.08213401011599
"virus_comp_593_cycle_1_27",-3.70528731383276,-2.92403404186423,-2.1427807698957,-1.36152749792717,-1.42596335682325,-0.887331795619121,4.59718511846932,6.24327676050422,5.816366645905,8.15104915124219,6.62646214592334,3.95563925175374,7.07289620586534
"virus_comp_126_cycle_1_138",8.9935142769907,8.30871633780843,7.62391839862616,6.93912045944389,6.28990391434866,5.61109346808766,4.81502767235582,4.07337094027023,3.22424878198266,2.49912003641886,1.89054166753581,1.32642015641566,0.687910702010386
"edge_263_33",52.7428990073957,42.3325435404205,31.9221880734453,21.5118326064701,17.4312026048608,9.9327486544521,1.05139721250504,-7.55641636676974,-17.1498952487754,-24.948146825087,-54.7844161555268,-74.413351312328,-72.2913122765028
"virus_comp_384_cycle_1_2",-853.238179239099,-676.899754287629,-500.561329336159,-324.222904384688,-281.090094131213,-171.338497372536,-45.3935480483252,107.990324680326,370.097477651609,1481.69436401433,1285.25186026454,1741.81738767628,1464.51023521005
"virus_comp_808_cycle_4_15",-615.278563998359,-538.431877575535,-461.585191152711,-384.738504729888,-381.080130039202,-334.296323514524,-393.72745396994,-373.524694269999,-263.02842692917,-306.432738835218,-109.240651812784,-10.4058937958439,60.7445257484272
"virus_comp_808_cycle_4_41",-234.772750525462,-203.57105735251,-172.369364179559,-141.167671006608,-136.163775727303,-115.999077483806,-111.445502380988,-101.734303134582,-50.3028488548959,-61.9857545015059,0.731542166412325,24.7560187548955,64.1072576548899
"edge_1627_28",-1.47518510803419,-1.4996450658142,-1.5241050235942,-1.54856498137421,0.215783773346997,0.585030129348581,-0.157757829676386,-0.562799495395856,-1.13861281592371,-1.86726187391626,-1.12773493687141,-1.9227695725861,-1.10799528251228
"virus_comp_250_cycle_1_124",-652.617544025145,-577.937115871639,-503.256687718133,-428.576259564627,-489.221839561496,-443.845826201945,-286.170673779747,-217.740166675336,-32.8120509509864,1.93415408409717,49.0122376515146,103.563905700678,162.664819759617
"virus_comp_808_cycle_4_23",-392.067079694329,-337.894145082506,-283.721210470683,-229.54827585886,-201.963856261393,-158.256763302814,-88.7654347305887,-42.7194973059419,17.4673612978917,33.8286006992908,108.256721429404,130.905620666041,208.260013138214
"virus_comp_1019_cycle_1_5",-123.432620868625,-100.880439834143,-78.3282587996622,-55.7760777651809,-42.6488342010517,69.2037509890435,23.2802019338761,50.2980460184799,64.5478604930895,89.7244801574675,70.5859493702468,136.567789399819,139.809268742553
"edge_263_34",6.52818538306414,5.21018471582025,3.89218404857636,2.57418338133247,1.66537351151225,0.636104071693683,-0.36833366241452,-1.49872900004003,-2.55504959951886,-3.53969748113109,-7.45441455861083,-9.90858862449269,-9.65041856684141
"virus_comp_250_cycle_1_145",-18.5089424328723,-17.120469623293,-15.7319968137136,-14.3435240041343,-12.955051194555,-11.5665783849757,-9.58360334048605,-7.9333293292207,-5.83018507151662,-4.80930428138684,-3.44216116910279,-2.96448398156971,-1.56006369127599
"virus_comp_3264_cycle_1_8",-2107.71889683252,-1909.40774285652,-1711.09658888052,-1512.78543490453,-1321.45412958863,-1124.05381782077,-955.853314509043,-770.309462921988,-608.268782893216,-369.156656104696,-183.760283913779,73.5040419360522,263.26689482871
"virus_comp_7609_cycle_1_2",-1.16320459454664,-0.906316375529692,-0.649428156512746,-0.3925399374958,0.414190394582031,0.717571654896501,0.600061452564588,0.522838309087829,0.987250222926035,0.944215967853593,1.39554640434255,1.4475208866262,1.94464391789281
"virus_comp_18178_cycle_1_10",-161.926864142074,-129.481065218407,-97.0352662947409,-64.5894673710745,-45.5667836440483,-21.1422228664109,3.53018936091205,35.5726188075489,82.5352027085902,211.334441631014,204.142887280375,263.918274185002,248.129650275505
"edge_1476_19",11.1993518607113,10.2565273176899,9.3137027746685,8.37087823164712,7.42805368862574,6.48522914560436,5.35071909747884,4.44407755070138,3.55221110119922,3.25451023490601,1.9323890459455,1.38902172525397,0.174641659794239
"virus_comp_2394_cycle_1_3",14.1669809316039,13.7900204897662,13.4130600479284,13.0360996060907,27.6110876078379,29.6739692824195,29.8264293077001,33.3615626677863,27.3568464406985,26.3082248090726,24.3211548437702,17.614839451587,23.2479196579294
"virus_comp_808_cycle_4_10",-171.126623139722,-143.47525373353,-115.823884327338,-88.1725149211459,-69.7386839954571,-46.7826637586575,-1.9044166815323,21.290531441889,45.9797241120089,48.4745416609771,88.8807421811075,93.0360861561482,141.480479198806
"virus_comp_808_cycle_4_45",-409.726807028417,-354.796767352652,-299.866727676886,-244.93668800112,-228.348380873769,-186.079303108878,-110.291833427159,-60.664311555429,0.436523513061246,19.7130930093201,92.5455873953856,116.623365628193,192.667903662676
"virus_comp_808_cycle_4_17",-209.61393923741,-181.985067364655,-154.356195491901,-126.727323619146,-118.711213183651,-99.3452551177854,-84.5970649208311,-74.591530772791,-29.6107948324623,-37.9861634042769,12.5511219929492,30.7143847515319,68.5453196992501
"virus_comp_809_cycle_1_4",-242.685142692099,-212.26381612339,-181.842489554681,-151.421162985971,-150.641287536578,-131.638023851403,-136.7328916355,-119.226035414955,-88.7203111549638,-98.6217715838677,-27.3736942535496,3.17385852908387,37.4420651855039
"virus_comp_1260_cycle_2_15",-66.0425052222703,-55.7993036455645,-45.5561020688588,-35.3129004921531,-20.5539478532044,-10.5497605499338,-4.51560555177403,0.866680756042982,16.6496006075683,16.3929900349673,29.4316357161783,36.2449365665784,51.9332805046233
"virus_comp_808_cycle_4_51",107.139562283497,118.735747604256,130.331932925015,141.928118245774,153.430216693644,165.053306296158,195.516127598338,210.274065277816,227.072256732144,222.557406007615,238.459020249673,228.069589728041,249.020059435012
"virus_comp_3464_cycle_1_6",-1001.39483213754,-862.892862111107,-724.390892084677,-585.888922058247,-604.219650484548,-528.688908176814,-611.371833532614,-558.153618772146,-390.230902980111,-461.664601517394,-106.086227021867,44.9090113906795,189.687425475779
"virus_comp_808_cycle_4_9",-96.6353485538963,-82.4920806779905,-68.3488128020847,-54.2055449261789,-40.7412480474223,-28.5789852489535,-15.8921919810996,-8.71510418295909,11.3079798480213,10.684283691726,32.9711552659877,37.8452013811169,60.0498625881085
"edge_1632_2",-56.5671294770791,-46.6271048034435,-36.6870801298078,-26.7470554561722,-21.9830220244043,-15.250528818599,-7.41681539540363,1.03666389729447,10.8826869396715,9.6281197057949,26.0504923247264,158.210963439439,108.629081877981
"virus_comp_1342_cycle_1_11",-8.20579853267012,-7.68056641288019,-7.15533429309026,-6.63010217330033,-6.64299884700512,-6.21624800515421,-5.63854601516567,-5.13941603587361,-4.5348447036781,-3.23538420861958,-3.18884784646635,-2.18034112649771,-1.98347086623511
"virus_comp_384_cycle_1_4",-1611.77868617391,-1280.9460258935,-950.113365613079,-619.280705332662,-611.086875762868,-429.832784150697,-194.587279910516,73.1777640265924,555.55045420892,3064.03665001944,2531.11584229137,3498.85770998509,2796.95234490272
"edge_263_27",15.4809793671688,12.4027404444172,9.32450152166566,6.24626259891408,4.98907326312629,2.75137863405106,0.114383078804164,-2.41505211897772,-5.01111192149756,-7.11776370812793,-16.099156950724,-21.8658827092276,-21.4172521700123
"virus_comp_357_cycle_1_8",-5.15125446582887,-4.62113569752989,-4.09101692923091,-3.56089816093193,-3.48794094737555,-3.08846659039576,-2.66537864017576,-2.25159752029803,-1.70595575249719,-1.27347826789369,-0.584889405721974,0.0354470004675681,0.525964562187686
"virus_comp_1420_cycle_1_1",-528.377273836281,-448.945237924477,-369.513202012673,-290.081166100869,-224.928897963862,-150.394732195072,-35.9444705409095,44.1184663965345,137.872607248553,178.98396077054,271.109159677024,305.899228032032,406.930269610943
"edge_1633_38",1.12688573147256,1.01585685313531,0.90482797479807,0.793799096460825,1.26648331299238,1.23663400118072,0.775514844780383,0.456768164079379,0.165990116461558,-0.282936248187788,-0.0344407971001859,-0.444652919542082,-0.201579322099524
"virus_comp_2477_cycle_1_3",144.048054807579,109.22528917375,74.4025235399216,39.5797579060929,4.75699227226442,-30.0657733615641,-48.5825764171573,-74.7938757764289,-86.6761472718375,-125.333361106379,-165.322903981564,-223.871771579349,-261.417985533832
"virus_comp_490_cycle_1_6",-14.1044828729518,-12.8357402395649,-11.566997606178,-10.2982549727912,-9.73392408105118,-8.66308467954058,-7.626274273511,-6.58774917377164,-5.40907677815521,-4.41937639340788,-2.80812640357551,-1.35578691504063,-0.0690636981455704
"virus_comp_6916_cycle_1_4",-158.344688647448,-140.632438330163,-122.920188012878,-105.207937695592,-91.6390526384045,-78.6730150671164,-113.844648363937,-113.316477316894,-88.2925230099084,-100.474001242684,-46.6515716025302,-16.9141068100078,-4.87065801348675
"edge_1847_24",-80.1977868485693,-69.5484584981499,-58.8991301477306,-48.2498017973112,-83.2545968296599,-82.0409233957244,-49.4956550180517,-43.7068675349969,-29.0814067855452,-10.6226996154726,-8.35779925697491,3.03545682230362,13.1723805930053
"virus_comp_8065_cycle_1_3",-537.525236161565,-485.216378060979,-432.907519960393,-380.598661859807,-379.091892750836,-332.349550608536,-244.286025968161,-193.319444404956,-110.294948698629,-64.027930103601,-32.1690709785988,15.6858448307879,66.1821427847624
"virus_comp_808_cycle_4_6",-247.90803979174,-213.316768568663,-178.725497345586,-144.13422612251,-145.68306834932,-125.712693891848,-133.175389990712,-120.167446527031,-87.9529144329844,-114.557660959028,-18.6940418688848,17.3749327363198,61.3227860865604
"virus_comp_490_cycle_1_4",-5.53726469632385,-4.29435706107377,-3.0514494258237,-1.80854179057362,-7.60510106470855,-8.44027688505871,-9.43592329190016,-9.87840990325192,-7.71835422636004,-7.75837909203821,-4.10450789530399,-1.27967215767208,-1.16618241866098
"virus_comp_250_cycle_1_257",224.054883395924,217.629838241852,211.20479308778,204.779747933709,82.218423801981,37.5531198018381,53.7719855191799,30.198037408658,90.7015426998561,82.7927292820156,64.4862011939956,57.9232193103521,35.3256614382649
"virus_comp_1364_cycle_1_5",-1.33925582450615,-1.0351004441451,-0.730945063784057,-0.426789683423013,-0.122634303061969,0.181521077299075,0.589279316492783,0.924265976322823,1.31845039682834,1.49395287691654,1.84175957787532,1.97421602419878,2.31382904547142
"virus_comp_733_cycle_1_49",-54.0062430403334,-42.4237616098399,-30.8412801793463,-19.2587987488528,-11.996897385492,0.0638342404680579,11.8915572537042,25.0610548325649,43.0543530089877,76.9507102725723,76.0969029985713,94.2691562164376,93.7644031318278
"virus_comp_2559_cycle_1_3",-123.367511911198,-105.409798995254,-87.4520860793097,-69.4943731633657,-55.6327772712766,-39.9938942968009,6.69689465995391,31.8337858155207,38.062986991257,48.8585275320474,62.7457625489376,42.369134206711,87.3020432424324
"edge_2254_2",-58.1558924583941,-47.1199777378676,-36.0840630173412,-25.0481482968147,-15.4386970480295,-5.27746584864843,14.155779662433,25.9166644513991,36.4367495748265,41.3753420698089,54.1315511344995,55.3625188047824,72.7193491922999
"virus_comp_811_cycle_1_1",-663.871299519669,-592.381242461139,-520.891185402609,-449.401128344079,-391.911715641575,-337.246245557334,-452.266750574906,-442.701905985025,-347.487646896828,-382.470472841432,-182.644618441793,-68.4256982572378,-15.1138244527154
"virus_comp_5225_cycle_1_4",89.8894289450501,83.4925522475843,77.0956755501184,70.6987988526525,64.3019221551866,57.9050454577207,49.8207493823732,44.1757795330026,39.238723367494,40.4133612146292,29.2897153541199,26.7894608927472,17.0446510051275
"virus_comp_17860_cycle_1_59",-0.182171315421115,-0.154162218466104,-0.126153121511092,-0.09814402455608,-0.052798090989746,-0.0217264292648328,-0.0243861010167031,0.00165510149742004,0.0127352638770037,0.0642053930451512,0.0889327451469053,0.14516199035736,0.162194439838959
"virus_comp_135_cycle_1_6",-95.9279812998651,-101.039589389258,-106.151197478651,-111.262805568045,-93.2566199252325,-88.7996375029963,-91.890677438278,-90.1103910211301,-89.726405401968,-98.619583175248,-109.672330581143,-117.647539446328,-122.667178592424
"edge_3278_3",-5.47381244996876,-5.24659340221336,-5.01937435445797,-4.79215530670257,-4.56493625894717,-4.33771721119177,-4.26268975786758,-4.13458902537427,-4.16521918209933,-3.98405686863221,-3.64859368317653,-3.21636921554772,-2.92232426564843
"virus_comp_1260_cycle_2_19",-9.20448435453034,-7.07767367248241,-4.95086299043448,-2.82405230838655,-0.69724162633862,1.42956905570931,2.88049691523813,4.47092492898707,5.22816476519911,6.73037176210829,9.64594283667896,12.598795270346,15.2348959533979
"virus_comp_392_cycle_1_1",-1756.07775072803,-1421.72217659914,-1087.36660247026,-753.011028341374,-460.778155347212,-144.256783641902,223.932038893429,611.537527522368,1112.60874036189,1760.85377786387,1898.86774445135,2263.39971072733,2426.04348250322
"virus_comp_18196_cycle_1_2",-255.350892289813,-228.31148853837,-201.272084786928,-174.232681035486,-147.193277284043,-120.153873532601,-94.7260011674869,-69.192779665295,-45.949179658129,-21.3914356180779,8.25639384027685,37.0659954280661,65.8217816693188
"virus_comp_1069_cycle_1_3",-43.8642312255294,-31.8614013682276,-19.8585715109258,-7.85574165362407,2.5492121638006,13.8182392078076,34.5061757059023,48.3667638512472,62.9996880593326,69.8343782175642,82.6296933732739,90.4995876047823,103.421159996643
"virus_comp_2477_cycle_1_6",56.5300630482922,-14.9552043005991,-86.44047164949,-157.925738998381,-229.411006347272,-300.896273696163,-313.649780265676,-364.310706125073,-376.9510914497,-506.756653354445,-564.21186997019,-730.096656629794,-788.873692947858
"edge_2254_7",-45.2840119224183,-34.8922055313951,-24.500399140372,-14.1085927493489,-3.71678635832578,6.67502003269736,21.481089890671,33.1615556077562,47.3309781744552,52.1320956693021,64.4637877512588,67.5180059892106,79.475772739369
"virus_comp_10080_cycle_1_1",-75.9904428776118,-55.2368177171717,-34.4831925567315,-13.7295673962914,1.82184142729136,20.1828885688809,63.241708254519,88.3500957184926,112.139974926804,124.537610219385,143.656913704236,164.209070434519,185.059591644266
"virus_comp_1342_cycle_1_10",-16.1354689605819,-14.9841445506004,-13.8328201406188,-12.6814957306373,-13.3656729668085,-12.5521048891735,-10.8839045465315,-9.84014949636842,-8.42361538411729,-5.45444648449814,-5.48310802172644,-3.29074865130757,-2.90372388571987
"edge_1476_4",-24.2987840785141,-21.5381099010311,-18.7774357235482,-16.0167615460652,-15.7677256952471,-11.7643686297533,-15.8806444922857,-14.2656701317211,-11.4476988342531,-11.4520722334248,-5.81633736738593,-0.162173884670156,1.02765989504223
"virus_comp_2475_cycle_5_2",66.7343286662116,45.6452451427513,24.556161619291,3.46707809583074,-17.6220054276295,-38.7110889510898,-48.3128348744533,-64.1707102233413,-71.0479157267508,-98.4864814875228,-120.540172117679,-159.076866210853,-180.238934711997
"virus_comp_9222_cycle_1_4",-0.247806995281662,-0.571232805167366,-0.89465861505307,-1.21808442493878,-1.54151023482448,-1.86493604471018,-2.29977394908002,-2.70373221655311,-3.23451999952882,-3.62647601188084,-3.84513104631827,-4.02547618302439,-4.28236902467627
"edge_1987_4",53.3773050037708,48.7305174290455,44.0837298543202,39.4369422795949,34.7901547048696,30.1433671301443,24.7922350149871,20.4004263074417,16.2256086300288,14.4821583137849,8.05090110452854,4.97895426835233,-0.935230282451476
"virus_comp_126_cycle_1_207",72.9149718522309,67.3268552527953,61.7387386533597,56.1506220539241,50.5625054544885,44.9743888550529,38.6517910820825,32.5864361035,25.7565205414694,19.9509778750437,14.8816976344088,10.283916641386,5.01585264252029
"edge_1468_72",-0.218761826204174,-0.245253976352434,-0.271746126500691,-0.298238276648948,-0.324730426797204,-0.35122257694546,-0.680860575936415,-0.787355395135001,-1.05345066730973,-0.658912402474336,-0.845827237362074,-0.360964719941799,-0.51376444751041
"virus_comp_1260_cycle_2_10",-1.51523855023074,-1.32900299213269,-1.14276743403464,-0.956531875936589,-0.564885372448636,-0.328685306258817,-0.253670553480299,-0.129551813951036,0.0475849502525673,0.150909223181903,0.376144812141768,0.587483671601276,0.82337631813098
"virus_comp_1260_cycle_2_17",-5.17563569489515,-4.84777765010293,-4.51991960531071,-4.1920615605185,-2.12427746078055,-1.24221164205788,-1.25313372778146,-1.13340760648913,-0.332719584153463,-0.318487108618863,-0.190113172677175,0.188462336828653,0.601110571893102
"virus_comp_9910_cycle_1_2",-0.0160882868160166,0.00535481692870389,0.0267979206734243,0.0482410244181448,0.981717505118138,1.16842364184028,0.672540994916851,0.637645660133265,0.729769575157927,0.489640967501716,0.692719709099357,0.619334144358471,0.733620379276184
"virus_comp_17845_cycle_1_5",2.30390561166559,2.09920966511243,1.89451371855927,1.68981777200611,1.48512182545295,1.28042587889978,1.04060314720625,0.832339606356614,0.613186024912564,0.482178222962784,0.240632267138474,0.100191630416185,-0.131738107654025
