,logFC,AveExpr,t,P.Value,adj.P.Val,B
virus_comp_7129_cycle_1_3,2.63385702931945,3.58330502009823,2.60587572596165,0.00958822117053383,0.9998244748413,-4.55525475127937
virus_comp_5117_cycle_1_2,2.86102699049772,3.68715573743286,2.61369641823703,0.00937603748333006,0.9998244748413,-4.55609002424609
virus_comp_5117_cycle_1_1,2.65692317334774,3.77423227046787,2.54112377848883,0.011516903904439,0.9998244748413,-4.55789822015692
virus_comp_18378_cycle_1_1,5.92096442585168,7.2063074238181,3.69008264496807,0.000263003926205368,0.608328081313016,-4.5584082472143
virus_comp_5552_cycle_1_1,2.42795806607986,2.5286697814348,2.377854754026,0.0181311995107242,0.9998244748413,-4.56021435396861
virus_comp_17783_cycle_1_5,2.06309019667333,2.27365245283978,2.34732650156525,0.0195291883653898,0.9998244748413,-4.56119058273089
virus_comp_4028_cycle_1_2,2.36811164830556,3.34821095085043,2.36062323028254,0.0188378855588424,0.9998244748413,-4.56291359838431
virus_comp_8200_cycle_1_1,2.41887618780485,3.70715320050393,2.35215037551976,0.0192649168686412,0.9998244748413,-4.56400633869917
virus_comp_103_cycle_1_4,2.40221960672005,3.77732771039153,2.31839074636772,0.0210519377689596,0.9998244748413,-4.56516312659083
virus_comp_5117_cycle_1_4,2.20044244976826,3.42532865721615,2.2550577935851,0.0247986637855052,0.9998244748413,-4.5665669305865
virus_comp_16559_cycle_1_2,2.16157740254087,3.54046520367887,2.16699375217044,0.0309656613404958,0.9998244748413,-4.56922019171651
virus_comp_8074_cycle_1_1,2.12431223916986,3.42573989218632,2.15646930981079,0.0317845281254732,0.9998244748413,-4.56941459385796
virus_comp_8200_cycle_1_2,2.0686546515956,3.22721628458273,2.09158531391393,0.0372560977362887,0.9998244748413,-4.57082701555195
edge_2104_4,1.3688118166935,1.31871008330765,1.92804208218332,0.0552724476547035,0.9998244748413,-4.57109085008491
edge_1847_24,-1.21049034652299,1.49633205836563,-1.89718074200258,0.0593954269152596,0.9998244748413,-4.57192941221476
virus_comp_733_cycle_1_42,1.73199780817464,1.70753656049594,1.91059900515705,0.0570770038905636,0.9998244748413,-4.57252888316741
virus_comp_17798_cycle_1_1,1.40740630625094,1.44293813770869,1.8733415990779,0.0623229024040444,0.9998244748413,-4.57293727742845
virus_comp_16559_cycle_1_1,1.8779847025919,3.20767201446485,1.97006493891183,0.0496846033875095,0.9998244748413,-4.57435089098559
virus_comp_733_cycle_1_32,1.28858209559611,1.4511749659434,1.80503130051369,0.0722086331477633,0.9998244748413,-4.57509006961756
virus_comp_5552_cycle_1_2,1.57430299144265,2.03586844082126,1.85808327994483,0.0640867242415952,0.9998244748413,-4.57531632667939
virus_comp_17810_cycle_1_1,1.19117677228175,1.3283694810832,1.78739423861786,0.0760829430801104,0.9998244748413,-4.57543420452344
virus_comp_17808_cycle_1_3,1.46734126145487,1.4878070664741,1.78596598957194,0.0753935004003766,0.9998244748413,-4.57643421077443
virus_comp_169_cycle_1_2,1.06114504193334,1.47595827356145,1.74829345191038,0.0814673840312644,0.9998244748413,-4.57684429163852
virus_comp_167_cycle_1_2,1.48226316834328,1.68433834961571,1.74867516081552,0.0812997721890378,0.9998244748413,-4.57728257516308
virus_comp_733_cycle_1_30,1.2328073950457,1.53578619070715,1.72564208181649,0.085547074077458,0.9998244748413,-4.577777829976
virus_comp_545_cycle_1_1,1.5347064454797,1.77547323670708,1.70260260928413,0.089604197891935,0.9998244748413,-4.57881070862103
virus_comp_167_cycle_1_1,1.43795921649251,1.73242050889559,1.68809684808123,0.0923605419022374,0.9998244748413,-4.57907441468003
virus_comp_5552_cycle_1_3,1.67483465396698,3.15402876939053,1.77357286373266,0.0770756866258038,0.9998244748413,-4.57919316061867
virus_comp_6059_cycle_1_5,1.4065426397135,1.77368195052387,1.6826113247432,0.0934223987234874,0.9998244748413,-4.57927894782238
virus_comp_733_cycle_1_29,1.26404789667129,1.59194714102773,1.67305669459335,0.0954653561425625,0.9998244748413,-4.57941014344482
virus_comp_2188_cycle_1_8,1.54233820269638,1.63483542488337,1.69480179775146,0.0935664732108576,0.9998244748413,-4.57956487918887
virus_comp_2080_cycle_1_8,1.38999915168207,1.44471982618841,1.65049268419647,0.099975109117204,0.9998244748413,-4.58007401823643
virus_comp_14463_cycle_1_1,1.63768735500899,3.12835656283032,1.74843580136907,0.081338301565147,0.9998244748413,-4.58012468203131
virus_comp_152_cycle_1_2,1.4686977176348,1.77163894886249,1.65326645204891,0.0992478811755317,0.9998244748413,-4.5801341553046
virus_comp_18132_cycle_1_3,1.46980068444574,1.51405829807416,1.65165604751755,0.100552477323525,0.9998244748413,-4.58033828858689
virus_comp_174_cycle_1_4,1.34702002497559,1.68793206760907,1.64354877391949,0.10124816801505,0.9998244748413,-4.58035513064183
