,orf_id,Intercept._logFC,Intercept._AveExpr,Intercept._t,Intercept._P.Value,Intercept._adj.P.Val,Intercept._B,Dx.Status(CONTROL vs CELIAC)_logFC,Dx.Status(CONTROL vs CELIAC)_AveExpr,Dx.Status(CONTROL vs CELIAC)_t,Dx.Status(CONTROL vs CELIAC)_P.Value,Dx.Status(CONTROL vs CELIAC)_adj.P.Val,Dx.Status(CONTROL vs CELIAC)_B,onset_timeline_numeric_logFC,onset_timeline_numeric_AveExpr,onset_timeline_numeric_t,onset_timeline_numeric_P.Value,onset_timeline_numeric_adj.P.Val,onset_timeline_numeric_B,Country(USA vs Italy)_logFC,Country(USA vs Italy)_AveExpr,Country(USA vs Italy)_t,Country(USA vs Italy)_P.Value,Country(USA vs Italy)_adj.P.Val,Country(USA vs Italy)_B,Sex(Male vs Female)_logFC,Sex(Male vs Female)_AveExpr,Sex(Male vs Female)_t,Sex(Male vs Female)_P.Value,Sex(Male vs Female)_adj.P.Val,Sex(Male vs Female)_B,Age.at.Gluten.Introduction..months._logFC,Age.at.Gluten.Introduction..months._AveExpr,Age.at.Gluten.Introduction..months._t,Age.at.Gluten.Introduction..months._P.Value,Age.at.Gluten.Introduction..months._adj.P.Val,Age.at.Gluten.Introduction..months._B,HLA.Category(High.Risk vs Standard Risk)_logFC,HLA.Category(High.Risk vs Standard Risk)_AveExpr,HLA.Category(High.Risk vs Standard Risk)_t,HLA.Category(High.Risk vs Standard Risk)_P.Value,HLA.Category(High.Risk vs Standard Risk)_adj.P.Val,HLA.Category(High.Risk vs Standard Risk)_B,HLA.Category(Low.No.Risk vs Standard Risk)_logFC,HLA.Category(Low.No.Risk vs Standard Risk)_AveExpr,HLA.Category(Low.No.Risk vs Standard Risk)_t,HLA.Category(Low.No.Risk vs Standard Risk)_P.Value,HLA.Category(Low.No.Risk vs Standard Risk)_adj.P.Val,HLA.Category(Low.No.Risk vs Standard Risk)_B,feeding_first_year(Formula vs Breast_fed)_logFC,feeding_first_year(Formula vs Breast_fed)_AveExpr,feeding_first_year(Formula vs Breast_fed)_t,feeding_first_year(Formula vs Breast_fed)_P.Value,feeding_first_year(Formula vs Breast_fed)_adj.P.Val,feeding_first_year(Formula vs Breast_fed)_B,feeding_first_yearBreastmilk_and_formula_logFC,feeding_first_yearBreastmilk_and_formula_AveExpr,feeding_first_yearBreastmilk_and_formula_t,feeding_first_yearBreastmilk_and_formula_P.Value,feeding_first_yearBreastmilk_and_formula_adj.P.Val,feeding_first_yearBreastmilk_and_formula_B,Delivery.Mode(C.Section vs Vaginal)_logFC,Delivery.Mode(C.Section vs Vaginal)_AveExpr,Delivery.Mode(C.Section vs Vaginal)_t,Delivery.Mode(C.Section vs Vaginal)_P.Value,Delivery.Mode(C.Section vs Vaginal)_adj.P.Val,Delivery.Mode(C.Section vs Vaginal)_B,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_logFC,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_AveExpr,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_t,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_P.Value,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_adj.P.Val,Dx.Status(CONTROL vs CELIAC).onset_timeline_numeric_B
edge_959_21,edge_959_21,3.16807765238784,1.29937257719322,2.81586592883597,0.00544301282013931,0.02022366627255,-2.27034435387941,2.58721543324762,1.29937257719322,3.64003534319842,0.000361964395340023,0.0009083844699285,-0.0255650915509076,-0.00378277115570994,1.29937257719322,-0.321318589527236,0.748365755303188,0.874395660343479,-6.6622203347434,2.25562575973734,1.29937257719322,2.704971622022,0.00753020742244197,0.00977954506912312,-2.64410874236377,-1.62058346897742,1.29937257719322,-2.29787642726342,0.0227936043013222,0.0402762465614654,-3.50103636970063,-0.0715459980505931,1.29937257719322,-0.864183670932186,0.388711122384482,0.73231375804903,-4.8113219588914,-0.710661721263203,1.29937257719322,-0.932083126146313,0.352622383877838,0.961012419931816,-4.59622807768803,0.733896631399782,1.29937257719322,0.666235228008041,0.506168613192464,0.873650604584424,-4.59727746654016,1.58106021146374,1.29937257719322,1.80712264477171,0.0725206538304063,0.323822919516853,-4.08839563676126,0.0199500530707117,1.29937257719322,0.0286323071750251,0.977191607187452,0.9998244748413,-4.60474861332431,0.48157217159925,1.29937257719322,0.531703670046856,0.595629022352393,0.706162896136589,-4.59922916732434,0.0704900028088467,1.29937257719322,4.13476646324828,5.58456970054935e-05,0.000213859432406799,1.49882791877305
edge_959_24,edge_959_24,3.28757795973349,1.4583342865601,3.07369769527174,0.00232118239242248,0.0150389212147709,-1.56371258450999,3.0260297200159,1.4583342865601,4.51222528439133,9.42580323042507e-06,0.000127356437297205,3.26126907617508,-0.00633125456923863,1.4583342865601,-0.587595695632271,0.557273723565655,0.804564955313809,-6.55412648425779,2.0476536581107,1.4583342865601,2.54421010990335,0.0114858921433663,0.0142297099772932,-2.98725619441953,-1.82905217453798,1.4583342865601,-2.77200571050861,0.00594191158352875,0.0318926200262244,-2.3900347791023,-0.0780322037707072,1.4583342865601,-1.00861731045136,0.314022514795993,0.73231375804903,-4.73022976499076,-0.973659995854986,1.4583342865601,-1.37925245708862,0.168909348116401,0.961012419931816,-4.58801621113578,1.03114282441829,1.4583342865601,0.952544534324431,0.341636308882638,0.873650604584424,-4.59544866489153,2.3005966641865,1.4583342865601,2.74353550784825,0.00646751869230677,0.13716929335296,-2.46577094572153,0.208875562666427,1.4583342865601,0.322218809145827,0.747525586179741,0.9998244748413,-4.60368096499985,0.295195508530623,1.4583342865601,0.338274693503982,0.735407802482918,0.810771328476163,-4.59980591378692,0.0840004835699216,1.4583342865601,5.28289898187889,2.54616930692674e-07,9.20201501081492e-06,6.54527832341566
edge_959_46,edge_959_46,3.60437185408113,1.50387671406076,2.61803673909777,0.00995350983233439,0.0259391302447794,-2.74005824352429,3.03617605668441,1.50387671406076,3.63168658053963,0.000411550188021284,0.0009976304933077,-0.118254770676516,-0.0133113141634581,1.50387671406076,-0.980689102867821,0.32866942082057,0.753873302947058,-6.23901081338779,1.73936924964454,1.50387671406076,1.66036261471554,0.099386555030912,0.103456841488074,-4.68035593103774,-1.98652034396334,1.50387671406076,-2.39312246411012,0.0182164579830436,0.0368955055295796,-3.29966673989622,-0.0775755185328248,1.50387671406076,-0.795450958401686,0.427882266679908,0.73231375804903,-4.83582231371015,-1.11509461277798,1.50387671406076,-1.26616107970181,0.207846096688493,0.961012419931816,-4.59042477446979,1.15887073829654,1.50387671406076,0.834476325906165,0.405629002502923,0.873650604584424,-4.59611017547268,2.85841829870397,1.50387671406076,2.67613549629806,0.00846173557999721,0.142789241861132,-2.65394918489835,0.1088477848869,1.50387671406076,0.134957332287513,0.892866015978768,0.9998244748413,-4.60453641684553,-0.196082379251326,1.50387671406076,-0.174658291253565,0.861635059059258,0.909085481676046,-4.59994072989731,0.0881661183904789,1.50387671406076,4.44282637792067,1.95348783374688e-05,0.000108877526733892,2.51043570525372
edge_959_48,edge_959_48,3.91475570082014,1.377696722921,3.18977458769347,0.00193461248175353,0.014308911712233,-1.37682090979794,2.75297493922712,1.377696722921,3.68081018233114,0.00038754130783969,0.000952585595146867,-0.0488959073866742,-0.0111579406249575,1.377696722921,-0.918994389288417,0.360448019636903,0.753873302947058,-6.30220052168524,1.69421017849815,1.377696722921,1.82282270242287,0.0715055311784058,0.0760424338462771,-4.43376743242822,-1.78635858004211,1.377696722921,-2.387731062762,0.0189508201554434,0.0372480720357859,-3.32300292859287,-0.0790286803333044,1.377696722921,-0.903152258116181,0.36875108724156,0.73231375804903,-4.78461546731311,-1.23348953092957,1.377696722921,-1.54947797722953,0.12462340781551,0.961012419931816,-4.5843551187475,0.99309070390617,1.377696722921,0.819390874715486,0.414633769376218,0.873650604584424,-4.59625728858856,2.38024147847034,1.377696722921,2.51173042820175,0.0137174778078617,0.14794400091087,-2.9725276997358,-0.0759043553349673,1.377696722921,-0.104011620340891,0.917381473092283,0.9998244748413,-4.60450753348104,-0.214876216833471,1.377696722921,-0.214956483562636,0.830266388295896,0.885796197476203,-4.59996436062903,0.0785304530029904,1.377696722921,4.43362757650496,2.50799165178724e-05,0.000125953118673429,2.2989262104275
edge_959_51,edge_959_51,3.33716441031949,1.3786031091596,2.85932744630736,0.00507160593205291,0.0197818288715656,-2.19202357812146,2.94026173628252,1.3786031091596,4.05982611428472,9.17003322240072e-05,0.000374079133040791,1.23869519431984,-0.0126044039217851,1.3786031091596,-1.06303650258065,0.290070397672815,0.753873302947058,-6.1586559550656,1.96971641795279,1.3786031091596,2.23037958020292,0.0277316025359471,0.0316443989470378,-3.69646136007905,-1.92263314167202,1.3786031091596,-2.67664672437065,0.00856234148432861,0.0319739334727395,-2.67582527020713,-0.0754661471523372,1.3786031091596,-0.889388499822546,0.375715916280252,0.73231375804903,-4.79322360289057,-0.974737501979425,1.3786031091596,-1.26646278992174,0.207996097907777,0.961012419931816,-4.59040331896561,1.08204991798238,1.3786031091596,0.924774155061904,0.35708755571599,0.873650604584424,-4.59563590874488,2.4740902258042,1.3786031091596,2.69408408549306,0.00815341185081035,0.142789241861132,-2.61740589817125,0.0996432855466671,1.3786031091596,0.14155615962657,0.887686945189521,0.9998244748413,-4.60458845147976,0.112381400663866,1.3786031091596,0.117794861191687,0.906442885602404,0.937238441841019,-4.60032925108018,0.083841897433717,1.3786031091596,4.84320267321071,4.16409024894359e-06,4.38237885321155e-05,3.97522241135858
edge_959_52,edge_959_52,3.50230726690109,1.47298406755583,2.53709365690364,0.0123870359244575,0.0289201075609075,-2.92166756101075,2.99395617405568,1.47298406755583,3.55085771048289,0.000539216900622908,0.00119578973263738,-0.363107893563362,-0.0143324213205055,1.47298406755583,-1.0387751946429,0.300881294180726,0.753873302947058,-6.17697330150674,1.80361052413186,1.47298406755583,1.72020724338753,0.08782843452482,0.0919217959528998,-4.59546236875073,-1.97565017493775,1.47298406755583,-2.35813077766342,0.01989269054474,0.0379296153629896,-3.37412362236114,-0.0764339570149285,1.47298406755583,-0.776125734064952,0.43911652100665,0.73231375804903,-4.84541760094752,-1.04440360795486,1.47298406755583,-1.17188805618937,0.243433893817726,0.961012419931816,-4.59223164626598,1.12842705592881,1.47298406755583,0.814553324024763,0.416851533913465,0.873650604584424,-4.59624877079803,2.73470604931933,1.47298406755583,2.54412838401225,0.012152403682914,0.145953718948358,-2.89831086126266,0.0981615737402388,1.47298406755583,0.120306757419387,0.904430110713542,0.9998244748413,-4.60457875999827,-0.107289654948932,1.47298406755583,-0.095193189908841,0.924311288990994,0.948505772598123,-4.60012681358024,0.0867109157771515,1.47298406755583,4.31179589582249,3.21863424274846e-05,0.000147419821851034,2.04007334437146
edge_959_53,edge_959_53,3.77477519110449,1.3477159840671,2.8749909723837,0.00547723284825505,0.0203026275288685,-2.22712188702124,2.72001211187222,1.3477159840671,3.36821584960218,0.00128381341744047,0.00219797219432998,-1.09135126550859,-0.0112706775176639,1.3477159840671,-0.856046683964332,0.395160381118517,0.753873302947058,-6.35568133481727,1.70881511520719,1.3477159840671,1.72240389082846,0.0898179246389518,0.0939614923970581,-4.61184310259974,-1.73778520174668,1.3477159840671,-2.15498486805664,0.0349250800924449,0.0512899747643334,-3.8093606649061,-0.0752718564006854,1.3477159840671,-0.795226406989719,0.429416313228865,0.73231375804903,-4.83723703528047,-1.13443766866998,1.3477159840671,-1.31944860470966,0.191712208405299,0.961012419931816,-4.5894267143317,1.00851983049135,1.3477159840671,0.774442306724425,0.441516215038314,0.873650604584424,-4.5965235474354,2.28957052259577,1.3477159840671,2.24191471400843,0.0284345815094184,0.179860788356833,-3.45411416960016,-0.0285215503092036,1.3477159840671,-0.0362190615503932,0.971220232343487,0.9998244748413,-4.60467892108617,-0.117924970466648,1.3477159840671,-0.110229025430887,0.91257209516262,0.9406324670727,-4.60026475680822,0.0798705460089119,1.3477159840671,4.16260986561551,9.56636108596979e-05,0.000316552120055052,1.09127263591003
edge_959_59,edge_959_59,3.83929771006937,1.37902708194391,2.92708224565862,0.00406022049275618,0.0185966138608813,-2.00869460390491,2.74897450026284,1.37902708194391,3.41369949127872,0.000862270569085563,0.00167097970846303,-0.783740871489194,-0.013236482418311,1.37902708194391,-1.00085576072776,0.318813137982139,0.753873302947058,-6.2165471082963,1.67235759440379,1.37902708194391,1.68687475845757,0.0940996439120248,0.0981994949136094,-4.65952240634323,-1.7384165212567,1.37902708194391,-2.16159711420714,0.032538067328238,0.0492220730740448,-3.77304230011901,-0.0762921481185051,1.37902708194391,-0.808445142947902,0.42035687654328,0.73231375804903,-4.831535456599,-1.13603590606984,1.37902708194391,-1.32643045142246,0.187094306951366,0.961012419931816,-4.58920884910238,1.06603733439349,1.37902708194391,0.822408472745571,0.412396774932028,0.873650604584424,-4.59626329748319,2.32225628854448,1.37902708194391,2.27994844938795,0.0242901064839999,0.167052368468122,-3.36211344402458,-0.0815309608366624,1.37902708194391,-0.103975981238176,0.917353588915666,0.9998244748413,-4.60459370041547,-0.171579008309717,1.37902708194391,-0.160592000628573,0.872671723170999,0.914585272176947,-4.60016733429557,0.0834539541481672,1.37902708194391,4.35513332708096,2.72541949545944e-05,0.000132157134025109,2.19240503828898
edge_959_6,edge_959_6,3.52544147673518,1.47755645657145,2.51070466550475,0.0133037954959118,0.0298754164874213,-2.97686024216541,3.0610741371039,1.47755645657145,3.57825113867983,0.000490414002308252,0.00112309662112771,-0.27664293420656,-0.0142921544806997,1.47755645657145,-1.02268358342661,0.308399933126957,0.753873302947058,-6.19075575797241,1.778292173789,1.47755645657145,1.67085893868502,0.0972100156241415,0.101282327089477,-4.66890517414884,-1.937416147613,1.47755645657145,-2.28485235121346,0.0239787179258996,0.0411808566612067,-3.52540279317848,-0.0757204937679062,1.47755645657145,-0.761012966494431,0.448058835542833,0.734802474751363,-4.85200598967306,-1.01766757126177,1.47755645657145,-1.12775564207975,0.261547422337748,0.961012419931816,-4.5930416277674,1.09092910888791,1.47755645657145,0.782255752379344,0.435519126008985,0.873650604584424,-4.59642977430923,2.62861458427775,1.47755645657145,2.43052565591007,0.0164726654464825,0.150983525758329,-3.10291662808656,0.115414955729568,1.47755645657145,0.139783452620873,0.889052340287398,0.9998244748413,-4.60449856958113,-0.137846963015677,1.47755645657145,-0.120768212622699,0.904065326703434,0.936454590535174,-4.60007432823496,0.0940552713849275,1.47755645657145,4.65494559262147,8.03165084072412e-06,6.34034416197778e-05,3.34134353791347
edge_959_7,edge_959_7,3.65752329596518,1.33401607284745,3.09262439269741,0.00246739995305798,0.0156788354159975,-1.59419302583553,2.71441881846301,1.33401607284745,3.69608299296007,0.000331197158332273,0.000852123500803723,0.0727686615102474,-0.0126074860501215,1.33401607284745,-1.04365712234215,0.298740096515954,0.753873302947058,-6.17827961777898,1.77081022615535,1.33401607284745,1.98339469010093,0.0496047788852951,0.0541973800480338,-4.17359669198028,-1.75443070055799,1.33401607284745,-2.39676323318145,0.0180827929953982,0.036773117476619,-3.29921793001232,-0.0737921870577785,1.33401607284745,-0.855008246544879,0.394248889845368,0.73231375804903,-4.81085632696042,-1.06430299806261,1.33401607284745,-1.35562589268554,0.177761814987958,0.961012419931816,-4.58858216931548,1.01371933407629,1.33401607284745,0.868448758045839,0.386880700272077,0.873650604584424,-4.59602497102586,2.24297623071138,1.33401607284745,2.41638423994481,0.0171805702805249,0.151212053787585,-3.12626639868565,-0.0270068577551736,1.33401607284745,-0.0375899908168547,0.970076995100441,0.9998244748413,-4.60472126200152,-0.0345416373329358,1.33401607284745,-0.0357592661150533,0.971533676529307,0.978300998612227,-4.60045499767565,0.0794195594851819,1.33401607284745,4.51624897845346,1.48128587316297e-05,9.21025329200527e-05,2.76929053949905
edge_959_95,edge_959_95,3.14809883683147,1.32939460836674,2.77434147934268,0.00650863539529804,0.0214334346562923,-2.40519459561763,2.950887104187,1.32939460836674,4.1369337538109,6.94467549201975e-05,0.000318079889367162,1.49006156902551,-0.0146203797283575,1.32939460836674,-1.2328261117788,0.220290360027066,0.753873302947058,-5.96248798360127,2.04055488689897,1.32939460836674,2.3869061746569,0.0187115820515277,0.0219583405810165,-3.38868142867568,-1.95255503101921,1.32939460836674,-2.76292527725898,0.00672495684573061,0.0318926200262244,-2.47702171347936,-0.072241472129725,1.32939460836674,-0.86086177331343,0.391202002956591,0.73231375804903,-4.8100442787069,-0.851778508243131,1.32939460836674,-1.11371316050874,0.267849738510788,0.961012419931816,-4.59326985075585,1.04484295683682,1.32939460836674,0.938930757398802,0.349840228324466,0.873650604584424,-4.59558539754548,2.35990593570934,1.32939460836674,2.62144891122536,0.0100053328539978,0.142789241861132,-2.75137738953976,0.129297080889448,1.32939460836674,0.184984824644777,0.853584359865591,0.9998244748413,-4.60449721585838,0.175250929713492,1.32939460836674,0.188647654829534,0.850719424844443,0.900967962300914,-4.60044228497644,0.0827555921852386,1.32939460836674,4.80517509955391,4.9664548771774e-06,4.87213826156735e-05,3.81051127186578
edge_965_7,edge_965_7,3.4323849668716,1.35257544375168,3.62919787722333,0.000354192698897015,0.00803421403919215,0.0344039456129011,2.62972386322616,1.35257544375168,4.42447620410561,1.52651869215813e-05,0.000152091156285985,2.83068152527305,-0.00287942877578245,1.35257544375168,-0.297868339436301,0.76608719529746,0.883770415323204,-6.68104352485906,1.91618327758686,1.35257544375168,2.69656254201035,0.00755290335166043,0.00980351596654914,-2.63841952879891,-1.7804547156592,1.35257544375168,-3.01109059304899,0.00291007276031007,0.0318926200262244,-1.78127147258903,-0.0720076157182945,1.35257544375168,-1.05128718571631,0.294290083233452,0.73231375804903,-4.70906863198034,-0.923922391996928,1.35257544375168,-1.44950836224704,0.148631998116532,0.961012419931816,-4.58656720289261,0.596173867089614,1.35257544375168,0.65189416339005,0.515155808822663,0.873650604584424,-4.59735514048168,2.02436678707435,1.35257544375168,2.73631279440335,0.00672514697454388,0.13716929335296,-2.48204742244888,0.237966373105988,1.35257544375168,0.406897934684638,0.684481971323288,0.9998244748413,-4.60300892107189,0.0410587753185812,1.35257544375168,0.0532131154859464,0.957610812645834,0.97054043373073,-4.60055169752358,0.0635524056914506,1.35257544375168,4.50120729527197,1.09949124114839e-05,7.66000976137416e-05,3.00268220629755
virus_comp_10080_cycle_1_1,virus_comp_10080_cycle_1_1,3.26484421741963,1.28538424228059,2.92368665879551,0.00403947241105317,0.0185966138608813,-2.01713503935537,2.53147686673646,1.28538424228059,3.57382084886512,0.000484103758817067,0.00111357713513574,-0.276624866722293,-0.00650786119015459,1.28538424228059,-0.553716022128137,0.58066214452408,0.809134645025603,-6.55838643370032,2.76200625382128,1.28538424228059,3.37897616594754,0.000944168425735997,0.00222389161784864,-0.839880228807037,-1.23719104344012,1.28538424228059,-1.76083013393829,0.0804645882758642,0.0932437839088547,-4.49605585811658,-0.127186467649277,1.28538424228059,-1.54620794321456,0.124326342280146,0.73231375804903,-4.33897692185846,-0.569873936778372,1.28538424228059,-0.756069445616612,0.450886009925752,0.961012419931816,-4.59864301742451,1.96483577145218,1.28538424228059,1.77544945575035,0.0780103686013584,0.873650604584424,-4.58715320779968,0.732183598068721,1.28538424228059,0.858778097873826,0.39194032980372,0.594170633837366,-5.08465752499751,0.096864610339314,1.28538424228059,0.137715391575203,0.89066449244433,0.9998244748413,-4.60431286201657,1.07472302453247,1.28538424228059,1.19919705365186,0.232490023577621,0.503191255327171,-4.59265570812339,0.0776933913108007,1.28538424228059,4.52691690029437,1.27386037269822e-05,8.47343902924932e-05,2.90313378601299
virus_comp_1019_cycle_1_2,virus_comp_1019_cycle_1_2,1.10484700151789,1.34117781587182,0.879138504644154,0.382022840840986,0.388356831722902,-5.49118347904313,3.06847370508748,1.34117781587182,3.82060813419002,0.000265674602472194,0.000732548342044459,0.301010973956936,-0.0215377769729254,1.34117781587182,-1.5779114934978,0.11862763427022,0.74359273188894,-5.47158897910861,3.51725046158213,1.34117781587182,3.76334944691883,0.000322728456474015,0.00132588085226358,0.150494168041676,-0.707965346248977,1.34117781587182,-0.875478068951204,0.38399817191382,0.390412207312821,-5.56646836715308,0.000190433316888865,1.34117781587182,0.00200480137007994,0.998405512557097,0.999808186417459,-5.02290157637848,-0.197992646862645,1.34117781587182,-0.228093844261239,0.820169354325157,0.961140049999704,-4.60273451838232,0.500148386338297,1.34117781587182,0.407200744192945,0.68497436582245,0.874602072496068,-4.59847628286747,1.09031497308018,1.34117781587182,1.10715013260913,0.271627047354726,0.521821728016181,-4.88450473887033,-0.326084918986711,1.34117781587182,-0.410884966350054,0.682281977908858,0.9998244748413,-4.60309473158805,1.78874455543144,1.34117781587182,1.76810634675583,0.0809480080720073,0.481146211322896,-4.58310461527943,0.0779661663724943,1.34117781587182,3.91883059486888,0.000189540799368149,0.000515167883594042,0.442382548100885
virus_comp_1019_cycle_1_4,virus_comp_1019_cycle_1_4,2.0272490998795,1.43800267085192,1.79668182221347,0.074357489947343,0.0875707099023443,-4.36303333387636,3.47302030595405,1.43800267085192,4.77770845542783,4.11917731293336e-06,0.00010029112762963,4.04578557949007,-0.0176282192015637,1.43800267085192,-1.47338060971279,0.142701367990254,0.753873302947058,-5.63359016040484,2.97727881372494,1.43800267085192,3.47611235635502,0.000662163476419841,0.00193712704529849,-0.519007566455623,-0.861979832740755,1.43800267085192,-1.15574148399928,0.249587257289191,0.259692004547862,-5.26788475893577,-0.00689126264544996,1.43800267085192,-0.081132488583287,0.935442547957146,0.959502711053162,-5.0145392159031,-0.21894218056368,1.43800267085192,-0.279427893100308,0.780293579418124,0.961012419931816,-4.6022292333971,-0.452780675242866,1.43800267085192,-0.422878391181314,0.672977328702598,0.873650604584424,-4.59852176801913,0.750522838974896,1.43800267085192,0.832456533515162,0.406447885311598,0.603410756563367,-5.07163863751614,-0.615903893193388,1.43800267085192,-0.868865192753381,0.386280825498319,0.9998244748413,-4.59747947527773,1.22086703060066,1.43800267085192,1.32429570328259,0.187378343052141,0.48209800609522,-4.59101390381331,0.0825329041382637,1.43800267085192,4.71883513326888,5.30802688483183e-06,5.1370151400067e-05,3.72324456457016
virus_comp_1019_cycle_1_5,virus_comp_1019_cycle_1_5,1.24452587085716,1.35443968053248,1.19400520021132,0.234046140787226,0.244180750401828,-5.1930809010822,3.61530945118876,1.35443968053248,5.36741177944366,2.43672647229056e-07,5.63614833040808e-05,6.63694167728008,-0.0197511368404441,1.35443968053248,-1.74236470304529,0.0831515934949476,0.687432219614134,-5.2017243442965,3.43201562988149,1.35443968053248,4.37381330701291,2.06221358137011e-05,0.000706077973045813,2.56816486853154,-0.423624413347194,1.35443968053248,-0.622546460233638,0.534369996968114,0.537624098733035,-5.73135008086013,-5.18019529145578e-05,1.35443968053248,-0.000653652735281345,0.999479184033327,0.99988697669306,-5.0194193452869,0.292695334544524,1.35443968053248,0.403833880000826,0.686813953827594,0.961012419931816,-4.60175701367347,-0.302358395735964,1.35443968053248,-0.302271070846242,0.76279420835516,0.897728517579962,-4.59891457241765,0.522281438607272,1.35443968053248,0.636472026283859,0.525276859702546,0.692682654784486,-5.2049158684115,-0.339639795766341,1.35443968053248,-0.516494887713348,0.606142390139014,0.9998244748413,-4.60218174219359,1.52607514205228,1.35443968053248,1.80998683657151,0.0719647952179907,0.481146211322896,-4.58210999798676,0.104017097026782,1.35443968053248,6.39656797262218,1.328974687433e-09,3.41546494670282e-07,11.5838663770621
virus_comp_103_cycle_1_1,virus_comp_103_cycle_1_1,2.3390578889688,2.09248931024235,1.66959848537106,0.0959673261416217,0.108597076989027,-4.52421973390526,2.77200812312818,2.09248931024235,2.95096737476699,0.0033993727461715,0.00478560508940638,-1.96936296801415,0.0259056880094566,2.09248931024235,1.65677424553555,0.0985358058112707,0.723534345528473,-5.25518830411089,3.62150337286679,2.09248931024235,3.53248332892769,0.00047162569144915,0.00164535478781581,-0.238153214995682,-1.72388385369838,2.09248931024235,-1.94870807383889,0.0521955820004218,0.0659357625160981,-4.13295839951452,-0.0213789159506034,2.09248931024235,-0.177857291849627,0.858946504280932,0.909157472418218,-4.91321568024151,1.10392032930972,2.09248931024235,1.15154405523276,0.25035986338796,0.961012419931816,-4.59286022175083,0.484775337758232,2.09248931024235,0.356699699387912,0.721549458339226,0.885381377792377,-4.59824341592817,0.906513167527117,2.09248931024235,0.840523902157535,0.40123626027785,0.599387018009694,-5.05763397036484,0.446554423340916,2.09248931024235,0.503302119206955,0.615094807018688,0.9998244748413,-4.60137195829835,1.39507869342438,2.09248931024235,1.25145994044457,0.211672008299387,0.492823580418881,-4.59217205378347,0.0664618269991691,2.09248931024235,3.03822901110214,0.00257376996288279,0.00418350662273218,-1.97994602989829
virus_comp_103_cycle_1_3,virus_comp_103_cycle_1_3,3.39353641977183,2.75750425489423,2.26027318097855,0.0244695682478412,0.0419255630113272,-3.44489720546783,1.46887468966742,2.75750425489423,1.44528348302966,0.149347429248944,0.152243545109214,-4.97333312316334,0.0417245727182529,2.75750425489423,2.42507392899249,0.0158530082721777,0.330342415617542,-3.63811188326001,3.94475613323704,2.75750425489423,3.63789754624461,0.000319843563029005,0.00132308898757707,0.114693623248974,-1.74509177676972,2.75750425489423,-1.90900104156281,0.05714764381246,0.0699008461862613,-4.17349227980559,-0.0252641495834207,2.75750425489423,-0.176066799614642,0.860351760817969,0.909157472418218,-4.8329324526842,0.491580258856959,2.75750425489423,0.494495543256609,0.621292295125524,0.961012419931816,-4.60004025895736,0.236952249221423,2.75750425489423,0.172917324203301,0.862824682395672,0.943153823431564,-4.59845086020458,1.92948413282315,2.75750425489423,1.71641322442499,0.0870448680097861,0.353218911766027,-4.18657527349169,1.29139028093592,2.75750425489423,1.41672204294174,0.157527622374778,0.9998244748413,-4.58750459522274,1.213985757347,2.75750425489423,1.0341500605461,0.30183940819203,0.520234389827247,-4.59481950245672,0.0598164899533001,2.75750425489423,2.60863262288385,0.00951293768825936,0.0126967252584789,-3.08875149565087
virus_comp_103_cycle_1_4,virus_comp_103_cycle_1_4,4.22095140903257,3.77732771039153,2.45878414822085,0.0144648318414499,0.0315039134173951,-3.01757692119221,1.15882861823056,3.77732771039153,0.953736114453463,0.3409301880602,0.343155580932656,-5.43717623811012,0.0688703186711088,3.77732771039153,3.39188479378495,0.000780364819506763,0.112811489219946,-0.89418922315814,3.71324707189702,3.77732771039153,2.8800166472143,0.00424205956916329,0.00607546983496885,-2.08314014164535,-2.72680409347886,3.77732771039153,-2.6664342597149,0.00805178200580163,0.031944720033309,-2.5963712636747,-0.0248734532194499,3.77732771039153,-0.150340710003741,0.880589623376842,0.921350027213455,-4.81169269030368,2.46520667693136,3.77732771039153,2.15531358176993,0.0318755774959336,0.961012419931816,-4.57453820122809,0.194213229038702,3.77732771039153,0.127718016317054,0.898451582904521,0.95545678678536,-4.5983384845799,2.6554025829226,3.77732771039153,2.03449824756333,0.0427176231144446,0.235813513755872,-3.74806958811413,2.40221960672005,3.77732771039153,2.31839074636772,0.0210519377689596,0.9998244748413,-4.56516312659083,1.14262112439931,3.77732771039153,0.840631661346203,0.401175959685537,0.566841780545294,-4.59632930276311,0.032348865673749,3.77732771039153,1.20744187847847,0.228145140031499,0.236001658717736,-5.58936268264525
