"","T-72","T-66","T-60","T-54","T-48","T-42","T-36","T-30","T-24","T-18","T-12","T-6","T0"
"virus_comp_475_cycle_1_7",3.57818838204517,2.78569815105889,1.99320792007261,1.20071768908633,1.87302800283969,1.57863152859196,0.660771234756712,0.148140852837351,-0.664405758543168,-1.26302938335151,-2.18769377039221,-2.9200341231215,-3.78554049009825
"virus_comp_2103_cycle_1_9",1.49953111552341,0.868075340774943,0.236619566026474,-0.394836208721994,1.34788399324116,1.55651467761833,0.661471521122923,0.461307177754384,-0.651723820544558,-0.936581365161629,-1.69891121754779,-1.93085691555014,-2.75398876690209
"virus_comp_593_cycle_1_63",1.58517728518958,0.972443280941536,0.359709276693493,-0.253024727554547,0.962658668723276,1.05928395925186,0.275769189971001,0.0359334815901544,-0.929075325898631,-1.16430485661851,-1.98795943743603,-2.28742100460449,-3.10440892738249
"virus_comp_315_cycle_1_1",2.25273928002447,1.45017450953318,0.647609739041891,-0.154955031449402,1.5954592309987,1.68056532352685,0.428448906561762,0.115129054840478,-1.16438120158661,-1.33846926071974,-2.47439488658573,-3.16303929297313,-4.11275067294969
"virus_comp_17813_cycle_1_1",2.65856169669719,1.99273908066838,1.32691646463956,0.661093848610743,1.60518327908714,1.53658578472976,0.777634207469263,0.440988740768149,-0.442728151527965,-0.840303559588843,-1.63999183031956,-1.91538347332002,-2.77110704689883
"virus_comp_17959_cycle_1_10",1.60568972315843,0.985445600617035,0.365201478075641,-0.255042644465751,0.711837908373363,0.725063987400247,0.0354739660917751,-0.243975222618038,-1.1955069542245,-1.54981160519527,-2.3047583355503,-2.4926059656967,-3.35255692278008
"virus_comp_392_cycle_1_1",1.39255832177383,0.816240031492669,0.23992174121151,-0.336396549069651,0.647506114173055,0.639275601088426,0.000953116162844658,-0.253015961800626,-1.067396871821,-1.38427982599168,-2.07534478742306,-2.28478850584425,-3.03379328849769
"virus_comp_17959_cycle_1_12",1.32421267532888,0.719055561515207,0.113898447701531,-0.491258666112141,0.660840848229322,0.741198111897798,-0.00670264084710137,-0.253188804951845,-1.23177844654724,-1.58271515105943,-2.3121358440455,-2.49711761913723,-3.33943930005574
"virus_comp_1019_cycle_1_5",2.38399238928881,1.75984186624945,1.13569134321009,0.511540820170726,0.938521475024354,0.628964458383472,0.0327564498171604,-0.360466040849817,-1.00761838032535,-1.4366656248858,-2.15363984532948,-2.78156202175519,-3.4380166492492
"virus_comp_2572_cycle_1_4",1.30461020150439,0.719367375277439,0.134124549050487,-0.451118277176464,0.682055534470267,0.761388516908442,0.0447331284778745,-0.190525839546126,-1.13617781831374,-1.47352002728699,-2.17745120206514,-2.35947146443258,-3.17484741911789
"virus_comp_2103_cycle_1_7",3.22936563427315,2.53704916647793,1.84473269868271,1.15241623088748,1.97419987407947,1.66444989535678,0.985358395446551,0.565029753779997,-0.308701521662763,-1.01282630932459,-1.58369671659582,-2.10799654183079,-2.89841615705065
"virus_comp_2103_cycle_1_8",3.06298989573561,2.42903677700078,1.79508365826595,1.16113053953112,1.64931536288352,1.31334365345094,0.722819372199559,0.31294155412291,-0.440074977082283,-1.01138082928005,-1.60708467634411,-2.10396326274529,-2.83317702538657
"virus_comp_2265_cycle_1_9",1.79579086987174,1.13692559443084,0.478060318989937,-0.180804956450968,1.15716087566866,1.28708161590386,0.423501532826099,0.161575798832367,-0.907800726626263,-1.30196820647514,-2.09288815616291,-2.18812636520811,-3.14271460617349
"virus_comp_1727_cycle_1_2",1.28358116423665,0.670525410512893,0.0574696567891317,-0.55558609693463,1.06813440517949,1.26888349465209,0.264488229545289,0.0891930739163413,-0.924557279561679,-1.01564909633972,-1.92108059309804,-2.31685465997474,-3.10503428655643
"virus_comp_2089_cycle_1_7",1.88696492334439,1.21026648825534,0.533568053166293,-0.143130381922759,1.41958128740375,1.51809119634597,0.543099331635995,0.271933355273849,-0.764678468740685,-1.13834529446333,-1.95412018370115,-2.38524026044313,-3.22549353255264
"virus_comp_169_cycle_1_2",0.544413689408217,-0.00194757703550952,-0.548308843479234,-1.09467010992296,-0.0434953554847786,0.153686481537406,-0.428652007061348,-0.656246012818033,-1.49234016031314,-1.88443635769047,-2.57334059198978,-2.61250978617088,-3.4746316182407
"virus_comp_593_cycle_1_28",0.317143018696887,-0.212104313558345,-0.741351645813573,-1.2705989780688,0.415115552425266,0.760689449085905,0.0361300370475339,-0.0580230175645546,-1.08786220474008,-1.1585193605074,-1.92223083184532,-1.95812519722747,-2.7444746657262
"virus_comp_8731_cycle_1_5",0.688345843821669,0.217913415327097,-0.252519013167475,-0.722951441662046,0.340591327909396,0.459775255058481,-0.109307837405607,-0.262980130190802,-1.02150304576752,-1.16528904782502,-1.81069716338944,-2.00574673237932,-2.64443991030017
"virus_comp_384_cycle_1_4",2.39851578412831,1.73864962084011,1.07878345755191,0.418917294263702,1.17068628381132,1.02253260758434,0.388495388781853,0.020199914239047,-0.776758727860356,-1.24772429242668,-1.98794592280763,-2.28238310815297,-3.08876936486843
"virus_comp_593_cycle_1_27",0.583691683828813,0.0318384824848259,-0.520014718859161,-1.07186792020315,0.428760759099501,0.69350345226827,-0.0742616143723991,-0.221545723361288,-1.19136251694175,-1.30938608801849,-2.11465509463466,-2.34088913306356,-3.11047409979666
"virus_comp_18178_cycle_1_10",1.77504256096807,1.15417963751689,0.533316714065716,-0.0875462093854633,1.02454621993428,0.995895963880433,0.263147884614369,-0.0289988518171516,-0.82265204464446,-1.16462744561539,-1.91795375791747,-2.31777632839909,-3.03571164788079
"virus_comp_2473_cycle_1_6",2.20200590699956,1.60576321214549,1.00952051729141,0.413277822437336,1.32172320459024,1.252933182546,0.570103698134727,0.275660999368026,-0.483948266727251,-0.862226572457121,-1.55214886035424,-1.77616103356963,-2.53773501664338
"virus_comp_285_cycle_1_1",1.0780259472281,0.524765853114123,-0.0284942409998488,-0.581754335113824,0.833190230502775,1.02715103815861,0.23398614680731,0.0594212250611186,-0.818879264424363,-0.971514510790763,-1.75814248528239,-2.05517154245455,-2.77905212732568
"virus_comp_384_cycle_1_2",2.28584293386682,1.63897948486886,0.992116035870905,0.345252586872951,1.03858355951017,0.843456790451734,0.217415763022527,-0.143974955688585,-0.904692682087452,-1.35202680523706,-2.07246393312091,-2.4082194959147,-3.17792473943116
"virus_comp_7609_cycle_1_2",-0.0823165430740014,-0.585307584823446,-1.08829862657289,-1.59128966832233,0.348085882169261,0.756731519509769,-0.10086079697551,-0.153614302674087,-1.09918663611971,-1.21376493345488,-1.9334984059735,-2.14922196343993,-2.85038505477121
"edge_1476_19",-0.153846648764321,-0.600446958902157,-1.04704726904,-1.49364757917783,0.0614244411201179,0.390086429140802,-0.303216559159602,-0.348531695877806,-1.18488994447197,-1.24793427792235,-1.91545333663484,-2.05988555554191,-2.71697474106022
"virus_comp_1898_cycle_1_15",-0.816008790183205,-1.23883761966009,-1.66166644913697,-2.08449527861385,-0.152910933836145,0.312460470523713,-0.486951780341168,-0.486125009348601,-1.35940555463748,-1.49184363764523,-2.07028439490445,-2.1178904003673,-2.75990775343928
"virus_comp_152_cycle_1_8",1.48924857278927,0.847438624582578,0.205628676375884,-0.436181271830804,0.31221593226407,0.31479844357142,-0.315002401869083,-0.675129809080522,-1.47679811059974,-2.05522273024151,-2.7897773803954,-2.90740574217998,-3.86037690589627
"virus_comp_2477_cycle_1_3",3.85953187133016,3.20003831304875,2.54054475476734,1.88105119648594,2.29940187160222,1.97245984435965,1.01605041640537,0.559294374674847,-0.037906060753568,-0.525417170294234,-1.32783245445157,-2.05944345814961,-2.77269643427815
"edge_1627_28",2.13060526836145,1.59405403072718,1.05750279309292,0.520951555458647,1.4807979914836,1.37266487861027,0.51219586566519,0.221292757581912,-0.406598494113272,-0.850589824060862,-1.41733628805976,-1.91823788424075,-2.52578381854173
"virus_comp_36_cycle_2_46",0.429241659366897,-0.0490936222383214,-0.52742890384354,-1.00576418544876,0.314015877763922,0.442814200977231,-0.107400597168769,-0.242020581062423,-0.993128313054208,-1.2558336350424,-1.81975050237769,-2.15800431578061,-2.7784548044599
"virus_comp_2269_cycle_1_10",1.27067497506648,0.677196762572312,0.0837185500781432,-0.509759662416025,0.705813432496171,0.916518986097863,0.161269950886068,-0.0477281247280743,-1.09553822730287,-1.44693679258742,-2.18770651005841,-2.09645221251834,-3.05759135197026
