"logFC","AveExpr","t","P.Value","adj.P.Val","B","metric","n_patients","celiac_mean_turnover","control_mean_turnover"
0.0387889230065323,0.761223058330234,0.862006094502901,0.39423674458359,0.39423674458359,-5.17221395000685,"mean_turnover",47,0.742539347922446,0.776313747505755
0.0197678631929312,0.794707785096075,0.340763092533824,0.735209330578487,0.735209330578487,-5.24017278897781,"median_turnover",47,0.781788344493746,0.805142717890264
