"orf_id","total_logFC","total_adj_p","us_logFC","us_adj_p"
"edge_1476_19",0.0744310043623812,1.53901090044939e-06,0.0793442617437724,2.16065417561636e-09
"virus_comp_1898_cycle_1_15",0.0704692800200379,1.53901090044939e-06,0.0636764000489267,0.000455920936468048
"virus_comp_152_cycle_1_8",0.106964319143561,1.53901090044939e-06,0.113406456748479,1.64699928549689e-07
"virus_comp_2477_cycle_1_3",0.109907807869383,1.53901090044939e-06,0.115960490796085,0.000550426002552036
"edge_1627_28",0.089418255830911,1.77982116374253e-06,0.111556712709331,2.85318641388922e-08
"virus_comp_36_cycle_2_46",0.079719205758554,2.32662648284078e-06,0.0940845654476481,1.5607413553565e-08
"virus_comp_2269_cycle_1_10",0.0989089989547268,2.32662648284078e-06,0.1064118098483,2.8387779401705e-06
"virus_comp_8731_cycle_1_4",0.0751605281402952,2.38673000841126e-06,0.0753654175460217,1.8202843858599e-05
"virus_comp_2343_cycle_1_7",0.103418439808825,2.58137439324263e-06,0.110199699822963,7.5009598820275e-06
"virus_comp_2475_cycle_5_12",0.104108803298254,2.77762550923084e-06,0.112014242485111,0.000476070488268189
"virus_comp_2477_cycle_1_2",0.107997003615512,2.95279885128229e-06,0.113463973369932,0.00104565983003086
"virus_comp_317_cycle_1_4",0.10841516044788,3.72884540342078e-06,0.103398325552243,0.000588110819132749
"virus_comp_733_cycle_1_49",0.0837299220547432,4.16530710938902e-06,0.0812370516580373,4.61182180092265e-05
"virus_comp_135_cycle_1_6",0.0961721900168077,4.16530710938902e-06,0.117675923350319,2.96204779528161e-07
"virus_comp_2431_cycle_1_10",0.118260984607462,4.27483234188959e-06,0.108423993014962,2.40331235756941e-05
"virus_comp_2109_cycle_1_2",0.106196334672499,4.3010742894908e-06,0.126210636795246,3.04135051754896e-08
"virus_comp_593_cycle_1_69",0.0854459768530926,4.3010742894908e-06,0.0877795509336008,0.000429711208839869
"virus_comp_2475_cycle_5_2",0.0989331452735558,4.3010742894908e-06,0.103204845643644,0.000537659782023061
"virus_comp_2475_cycle_5_4",0.102732781925968,4.59944688574012e-06,0.0979616415761273,0.00283992124041955
"virus_comp_593_cycle_1_23",0.082873099932488,4.68090354384352e-06,0.086568875423227,0.00051165567219832
"virus_comp_12035_cycle_1_1",0.115682074995953,4.59944688574012e-06,0.135530459584594,7.08212982050827e-08
"virus_comp_2475_cycle_5_1",0.108009971060965,4.68090354384352e-06,0.115730904402919,0.00149002541994352
"edge_1627_29",0.0900145062589351,5.18626730999037e-06,0.108027395932219,4.97582308552298e-12
"virus_comp_18196_cycle_1_8",0.111454160647801,5.35947698725868e-06,0.119119999642585,1.09304557747371e-07
"edge_1847_24",0.0861579987271212,5.60420447831301e-06,0.095069901549382,1.93540988032178e-10
"virus_comp_491_cycle_1_3",0.0900396358964052,5.54101973473644e-06,0.0963218604457033,1.07914912103833e-06
"virus_comp_3264_cycle_1_8",0.113067310227828,6.33741255764585e-06,0.143593099766966,3.69572216545813e-09
"virus_comp_1260_cycle_2_4",0.117108911779164,6.39748796781697e-06,0.117981525118027,2.86206844784135e-05
"edge_1631_4",0.0821635332879632,7.02158101500831e-06,0.0888247535749374,5.65191292116961e-10
"virus_comp_2332_cycle_1_10",0.0858628530381201,7.24123043006018e-06,0.0894323728208688,2.89690475456504e-08
"virus_comp_12035_cycle_1_2",0.106210440592653,7.08100774320543e-06,0.126600026954769,1.25299982051298e-07
"edge_1990_1",0.0661243881876215,7.24123043006018e-06,0.0692410571998756,6.6666390854961e-08
"edge_3278_3",0.0866926086598264,7.24123043006018e-06,0.0950017996327133,3.8846289489567e-06
"virus_comp_2106_cycle_1_2",0.0859233346201414,8.22537196365871e-06,0.103195609112015,1.08460989344206e-05
"virus_comp_1260_cycle_2_10",0.0896543448276283,8.28077113114743e-06,0.0931502192533701,8.96756231890344e-07
"edge_959_24",0.0840004835699216,9.20201501081492e-06,0.0863318869036335,2.53929863431805e-05
"virus_comp_2028_cycle_1_7",0.0898019915838022,9.3650978154579e-06,0.111040925592653,1.60726224506905e-08
"virus_comp_2109_cycle_1_9",0.10755492146725,9.56886796545425e-06,0.133656796074787,2.65124082892642e-08
"virus_comp_301_cycle_1_115",0.0848297206992455,9.70099495999741e-06,0.0874372817836763,0.000113205407819929
"virus_comp_14963_cycle_1_2",0.0785607953461947,9.70099495999741e-06,0.0821402656480971,0.000578146311780291
"edge_1979_7",0.0801300560372012,1.05787548951534e-05,0.0675218655852485,3.14247474868738e-06
"edge_1633_14",0.0918933106711896,1.07098403275375e-05,0.11552108184837,3.59907208019504e-10
"virus_comp_2477_cycle_1_6",0.112208752266785,1.07098403275375e-05,0.10310944710946,0.000586446008948333
"virus_comp_2476_cycle_1_2",0.107233999052679,1.07098403275375e-05,0.0999877545409381,0.00305421952852655
"virus_comp_2375_cycle_1_4",0.0872958346369191,1.07098403275375e-05,0.100804762979316,8.00199513632078e-10
"virus_comp_2343_cycle_1_4",0.0921536501964607,1.07098403275375e-05,0.096916065387865,3.17403834380336e-05
"virus_comp_1260_cycle_2_17",0.0909750210024086,1.07098403275375e-05,0.102483945020567,2.29260952207403e-06
"virus_comp_301_cycle_1_110",0.0842240067364883,1.07098403275375e-05,0.0807381552417256,0.000373507737208811
"virus_comp_18126_cycle_1_3",0.110815177110941,1.07098403275375e-05,0.142568239241494,7.72065818460342e-06
"virus_comp_811_cycle_1_1",0.093995329109129,1.07098403275375e-05,0.0971570497535033,3.90080752157196e-05
"virus_comp_126_cycle_1_210",0.0940711066699246,1.09740548269186e-05,0.106879537037388,2.40041019345388e-09
"edge_1627_22",0.0797293966261565,1.07098403275375e-05,0.0994572741358338,1.26959983071256e-10
"virus_comp_808_cycle_4_15",0.0936731312359245,1.09740548269186e-05,0.0854774842251668,0.000112996466498147
"virus_comp_384_cycle_1_5",0.105433470554016,1.09740548269186e-05,0.112116914837582,0.000108299596612908
"virus_comp_9910_cycle_1_2",0.0710913950539361,1.1128389637898e-05,0.0737532944952215,2.07841589243963e-06
"virus_comp_6916_cycle_1_4",0.0862421594375126,1.1128389637898e-05,0.0862980030974105,0.000103114023065677
"virus_comp_301_cycle_1_55",0.0852344393549849,1.1128389637898e-05,0.0895933347498959,0.000144202472336937
"virus_comp_1342_cycle_1_11",0.0842631582836569,1.36527272530097e-05,0.0871789134542288,0.00061380402873365
"virus_comp_2725_cycle_1_6",0.105551541848893,1.44919688677295e-05,0.114058592867074,7.22250837822206e-06
"virus_comp_17813_cycle_1_5",0.103298805107957,1.36527272530097e-05,0.109019957520446,2.08709053814692e-05
"virus_comp_18116_cycle_1_3",0.109021082576485,1.36527272530097e-05,0.109443061924361,0.00037140759936003
"edge_1633_38",0.0816263041776516,1.36527272530097e-05,0.102769535153228,6.10075623311687e-12
"virus_comp_317_cycle_1_3",0.0966836706887312,1.36527272530097e-05,0.095600153373085,3.85929201443187e-05
"virus_comp_2394_cycle_1_3",0.0914183845616988,1.36527272530097e-05,0.0944285301405397,2.44883387460025e-06
"virus_comp_2194_cycle_1_9",0.0908510528459578,1.44919688677295e-05,0.0923599131747388,0.00122979776363332
"edge_2254_7",0.0843918025258925,1.4188354761288e-05,0.0810685730868508,0.00046616892614805
"virus_comp_3136_cycle_1_6",0.0698461340110659,1.4253238430775e-05,0.0754641043855017,1.3475146171356e-07
"virus_comp_2109_cycle_1_5",0.112343908701705,1.52725792512263e-05,0.136496051473284,1.52835242184598e-07
"virus_comp_289_cycle_1_1",0.102887401823285,1.44919688677295e-05,0.107849766905092,1.88944681038058e-05
"virus_comp_18196_cycle_1_2",0.109506887888999,1.44919688677295e-05,0.117889286086106,3.16724383098681e-05
"virus_comp_888_cycle_1_4",0.0725563021592762,1.44919688677295e-05,0.0722105823646823,6.26734002425244e-06
"virus_comp_18020_cycle_1_4",0.0871110329051564,1.44919688677295e-05,0.102383041123057,2.41030065211619e-05
"edge_1847_11",0.07615285988777,1.5020052263618e-05,0.0825797241393817,0.00057263528991583
"virus_comp_2431_cycle_1_4",0.0817362011627702,1.4928992473708e-05,0.0942129409602864,0.00626757390504333
"virus_comp_126_cycle_1_217",0.0872756979864693,1.52282462509627e-05,0.101109544255827,3.5130816400282e-08
"virus_comp_2477_cycle_1_5",0.103561454310515,1.49886194298931e-05,0.104033859260931,0.00030345960563038
"virus_comp_7998_cycle_1_4",0.0943052427273048,1.49886194298931e-05,0.090728936532037,0.000188859372977882
"edge_3278_4",0.0901391271874127,1.49886194298931e-05,0.100585839126498,4.14329886563119e-06
"virus_comp_5225_cycle_1_4",0.0959074898986779,1.49886194298931e-05,0.0920718705892969,3.07544581111441e-05
"virus_comp_2476_cycle_1_3",0.100397190822993,1.51711660315203e-05,0.0973441564204674,0.00228469144423922
"virus_comp_384_cycle_1_3",0.109944922617867,1.52725792512263e-05,0.11763868764092,8.49464114756434e-05
"virus_comp_301_cycle_1_59",0.0849239253389837,1.53757912005313e-05,0.0883289291330611,0.000214494343307012
"virus_comp_1933_cycle_1_2",0.0749346343799569,1.53757912005313e-05,0.0705322611113681,3.46343936921671e-06
"virus_comp_2089_cycle_1_12",0.118028612330689,1.73683244018118e-05,0.143127387828339,1.79167903517619e-07
"virus_comp_2477_cycle_1_7",0.101656268334988,1.53757912005313e-05,0.0982338566054375,0.00290022022047102
"virus_comp_297_cycle_1_1",0.08397784740949,1.57237604828584e-05,0.0876034885864046,5.76793105628464e-08
"edge_1989_50",0.0793398278378225,1.61183985974544e-05,0.0835384258047674,4.7088554121541e-07
"virus_comp_301_cycle_1_93",0.0790064510572948,1.61183985974544e-05,0.0792860210192184,0.000566782821807503
"virus_comp_358_cycle_1_16",0.0949024980767209,1.87127751020172e-05,0.102600647373079,8.47639425306818e-06
"edge_1476_4",0.0924197448976032,1.88836497169896e-05,0.111826500977653,7.66522495769659e-07
"virus_comp_1260_cycle_2_21",0.0986289113612496,1.87127751020172e-05,0.102846568192267,9.94787949235174e-06
"virus_comp_1364_cycle_1_5",0.0758447671621325,1.87127751020172e-05,0.0814746893090891,5.39316164224861e-06
"virus_comp_1103_cycle_1_7",0.0820488270735412,1.88836497169896e-05,0.0806807386775557,1.49404602162944e-05
"virus_comp_384_cycle_1_1",0.0944982506600986,1.88836497169896e-05,0.0951953663845114,0.000262440153250128
"virus_comp_2239_cycle_1_8",0.0873973441813672,1.99629386873786e-05,0.0844763240626733,7.33346813306823e-06
"virus_comp_2089_cycle_1_4",0.0886060726112069,2.05883475499108e-05,0.0934253366816025,8.20619807473594e-08
"virus_comp_8065_cycle_1_3",0.125850302928917,2.07128071092556e-05,0.0850281962138862,1.41896127261295e-05
"virus_comp_301_cycle_1_63",0.0796479300157542,2.02677874004463e-05,0.0824456643716484,0.0016065897263298
"virus_comp_2957_cycle_1_5",0.0727200955709096,2.05883475499108e-05,0.0745596395015502,3.43219422740868e-05
"edge_1633_25",0.0760583718912477,2.05883475499108e-05,0.0910719659734122,1.02419008608226e-10
"virus_comp_2239_cycle_1_5",0.0793237480595955,2.26006237595671e-05,0.0817248620628472,3.43089521766134e-07
"virus_comp_18020_cycle_1_16",0.076517412396346,2.1177879915297e-05,0.080591973517785,4.89913618693096e-06
"edge_1633_13",0.0851644577582675,2.1309306144253e-05,0.10756031780187,8.28818795490186e-11
"virus_comp_1342_cycle_1_10",0.0859333816466459,2.2048539559843e-05,0.0876602889206489,0.00134034851676289
"virus_comp_3464_cycle_1_7",0.0850875776519425,2.23148900146071e-05,0.085558673778674,4.09147945328946e-05
"virus_comp_301_cycle_1_108",0.098706337095588,2.44646105078309e-05,0.0859888594997651,0.00461939610807814
"virus_comp_126_cycle_1_209",0.0972163185371627,2.56133410094629e-05,0.111056498045516,1.71609711374515e-08
"virus_comp_18116_cycle_1_4",0.101151473491706,2.56133410094629e-05,0.0997093212045895,0.000772439845939586
"virus_comp_6645_cycle_1_1",0.0705558846725761,2.69641728822369e-05,0.0765823934780433,0.000158589080172113
"edge_4_68",0.0660700672973178,2.54632829755699e-05,0.0685165188789961,1.88199013101471e-05
"virus_comp_1260_cycle_2_20",0.111645495906347,2.69641728822369e-05,0.115145300040401,1.96408619434646e-05
"virus_comp_808_cycle_4_17",0.0885184548344579,2.70206118336385e-05,0.0816917684660631,7.97503941072665e-05
"virus_comp_2475_cycle_5_5",0.0954658692180256,2.70206118336385e-05,0.0961739989396826,0.00239762828798995
"virus_comp_167_cycle_1_7",0.0912533424523242,2.85643935523138e-05,0.112191216339119,0.000240918842824255
"virus_comp_18153_cycle_1_10",0.0937420209524269,3.18464232835641e-05,0.109063361553559,6.79992305306733e-05
"virus_comp_2489_cycle_1_3",0.103821238858023,2.88790891349381e-05,0.0888559040306625,0.000371321076008989
"virus_comp_808_cycle_4_6",0.0886680413423637,2.912512302953e-05,0.0789201547033814,0.000450352776211593
"virus_comp_18019_cycle_1_1",0.0692832879815735,2.91971315613492e-05,0.0605665234298585,1.37904679273456e-06
"virus_comp_2216_cycle_1_8",0.071624570835952,2.91971315613492e-05,0.0785410221891458,8.75752692173426e-08
"virus_comp_1260_cycle_2_19",0.103767790394963,3.04616673064548e-05,0.113430638048132,5.87232332457911e-06
"virus_comp_317_cycle_1_1",0.0959152930454062,2.93091880042068e-05,0.100738207927446,3.16724383098681e-05
"virus_comp_5946_cycle_1_4",0.0715853285701084,3.03043345083349e-05,0.0748664812471277,4.04977930301522e-05
"edge_1987_4",0.0850899006501416,3.03043345083349e-05,0.0914531259885411,1.19883917553717e-05
"virus_comp_2109_cycle_1_3",0.102316330629422,3.21444358112069e-05,0.115569967360971,5.56342313012474e-06
"virus_comp_6999_cycle_1_2",0.071085229955988,3.10331622935359e-05,0.0666691930358855,0.000106614448795555
"virus_comp_169_cycle_1_9",0.101107583175108,3.31288133367728e-05,0.10782747362502,0.000356364771426438
"virus_comp_18196_cycle_1_7",0.091426733569984,3.22294513017599e-05,0.0984579325152447,1.37904679273456e-06
"virus_comp_2340_cycle_1_5",0.0890362299219555,3.19764669795313e-05,0.106362652020839,4.91062919043682e-07
"edge_1631_21",0.0652117422279333,3.18464232835641e-05,0.0674505077261073,1.18152370880239e-08
"virus_comp_301_cycle_1_81",0.0737748310227688,3.21444358112069e-05,0.0739627671196251,3.25628535775246e-05
"virus_comp_3811_cycle_1_8",0.0744131974025425,3.19205777394974e-05,0.0914486230747386,9.86002109977687e-07
"edge_1468_61",0.0778690374658915,3.27739544016874e-05,0.0869319091751766,3.35929311133406e-07
"edge_1632_2",0.0880298393107932,3.31288133367728e-05,0.104147124740547,7.31923577970863e-08
"virus_comp_163_cycle_1_23",0.0749957560040063,3.27465865663912e-05,0.0829535324340804,1.88944681038058e-05
"virus_comp_16495_cycle_1_2",0.112918134036941,3.44633974052285e-05,0.124560177351934,8.08902682925924e-07
"virus_comp_2273_cycle_1_7",0.070894389222921,3.31288133367728e-05,0.07625373443207,3.76424286923486e-08
"virus_comp_1102_cycle_1_5",0.0839738355506552,3.27739544016874e-05,0.0854806706517382,1.82917290890888e-06
"edge_1468_44",0.0743754291300439,3.27465865663912e-05,0.0805975692320717,9.02240691831834e-05
"virus_comp_1420_cycle_1_1",0.0991347938633442,3.31288133367728e-05,0.0929721717786433,0.000638078410862447
"virus_comp_18230_cycle_1_3",0.059306904553796,3.31288133367728e-05,0.0597280549743477,6.52758248259247e-06
"edge_4_42",0.084292734150562,3.31288133367728e-05,0.088727834915194,6.05137027549708e-05
"edge_311_9",0.0808707612886568,3.31288133367728e-05,0.0883444581135046,4.73963402757208e-06
"virus_comp_2475_cycle_5_6",0.103499153153851,3.31288133367728e-05,0.098154605827645,0.00321297339305558
"virus_comp_9222_cycle_1_4",0.0766456517334991,3.31288133367728e-05,0.0824347324935819,9.00042044502449e-05
"virus_comp_169_cycle_1_6",0.0977486969462396,3.33066015751478e-05,0.120344088946992,6.02099939160298e-09
"edge_4_40",0.0800953669578721,3.33066015751478e-05,0.090693623003019,3.76424286923486e-08
"virus_comp_2188_cycle_1_5",0.0720053142219892,3.599239742243e-05,0.0858971392391111,1.72614324178113e-07
"edge_4_39",0.0800849759931505,3.44633974052285e-05,0.079540587718436,1.74891301949147e-05
"edge_4_37",0.0819487547742181,3.44884330979685e-05,0.0747737098951514,0.00035617171696572
"edge_1627_34",0.0866322065654289,3.599239742243e-05,0.110882439431184,3.59907208019504e-10
"virus_comp_2204_cycle_1_6",0.0927405564575881,3.599239742243e-05,0.104709950845175,2.34898539823275e-05
"virus_comp_808_cycle_4_12",0.084905445682562,3.599239742243e-05,0.0849094144672579,0.00010085350268974
"edge_1847_13",0.0896000923246007,4.10091368742182e-05,0.0939528261234319,5.87232332457911e-06
"virus_comp_4360_cycle_1_6",0.0966021438408702,3.75110937852068e-05,0.0990331592744003,2.48850363636139e-06
"virus_comp_2028_cycle_1_8",0.0859342432222175,3.65180190755353e-05,0.100494303504307,3.24438419944546e-08
"virus_comp_1260_cycle_2_15",0.107170709965247,3.599239742243e-05,0.117903453926355,1.85479260592998e-05
"virus_comp_2283_cycle_1_10",0.0902660144642859,3.75110937852068e-05,0.086278193691623,0.000608073795016173
"edge_1633_26",0.0751041434789047,3.77753614952487e-05,0.0900718585772117,7.17645943303806e-11
"virus_comp_1898_cycle_1_7",0.0615923721277095,3.73662101135693e-05,0.0529217944338361,0.000108923475366161
"edge_1632_1",0.0734598567448904,3.8223164042446e-05,0.0710302197902786,0.000548082016753013
"edge_330_45",0.07698893495983,3.96853200808971e-05,0.0812473368372265,7.4369467858103e-08
"virus_comp_1545_cycle_1_6",0.0960742789372175,4.06349812819321e-05,0.11218991948083,3.36349674298822e-08
"virus_comp_752_cycle_1_10",0.076584363359349,4.06957044169696e-05,0.0868985054620521,0.00012160237287465
"virus_comp_4695_cycle_1_3",0.0927277811581862,4.06349812819321e-05,0.094165990757214,4.07872230384395e-08
"edge_2254_6",0.0821882469061489,4.10091368742182e-05,0.0808147813405,4.69643927936667e-07
"virus_comp_7998_cycle_1_5",0.0694890726699899,4.12501540543696e-05,0.0754220270212474,4.9600671194775e-06
"virus_comp_358_cycle_1_7",0.0944938113213518,4.23799764757435e-05,0.104259297782784,0.000356364771426438
"virus_comp_155_cycle_2_145",0.0731242606531088,4.30373754337911e-05,0.0806979298570595,1.75301331150268e-05
"virus_comp_7248_cycle_1_3",0.0796777375673284,4.3444266302875e-05,0.0704790727777743,0.00180094544608584
"virus_comp_155_cycle_2_150",0.0685974061520582,4.38237885321155e-05,0.076360587095791,6.91371304131586e-06
"virus_comp_73_cycle_1_19",0.0704223865443293,4.38237885321155e-05,0.0694056915923495,2.90618473516504e-09
"virus_comp_2265_cycle_1_2",0.0957250200304269,4.58238886430542e-05,0.0943188333450605,1.29801024778746e-05
"virus_comp_81_cycle_1_2",0.0740174219504736,4.38237885321155e-05,0.0815374923691405,3.18825434224301e-06
"virus_comp_126_cycle_1_207",0.0994716577415869,4.73792194985235e-05,0.113942720376142,5.00386313681603e-07
"virus_comp_155_cycle_2_128",0.0721658621952715,4.55106070778518e-05,0.0796204252782856,5.14481422996748e-05
"virus_comp_490_cycle_1_6",0.0853769327417168,4.55998313633679e-05,0.0920944986866568,0.000261145854895446
"virus_comp_7421_cycle_1_1",0.0874628855722216,4.5891690745136e-05,0.10459373292995,2.86206844784135e-05
"virus_comp_3109_cycle_1_6",0.0889310371925086,4.81217332432812e-05,0.0845962532931996,0.000137893534842266
"edge_1468_55",0.0675525936374224,4.72913879183444e-05,0.0746019592191203,6.83519724871892e-08
"virus_comp_808_cycle_4_38",0.096334277843958,4.85236220849613e-05,0.0909917638441856,0.000882843296396155
"virus_comp_1342_cycle_1_22",0.0720241981129678,4.81217332432812e-05,0.067609396859318,0.0086325680789834
"virus_comp_808_cycle_4_23",0.0920458092942792,4.87213826156735e-05,0.0854396862151283,8.43729357589006e-05
"virus_comp_2273_cycle_1_6",0.0809078243863646,5.1041552753191e-05,0.0821315886492907,2.45078836300009e-07
"virus_comp_301_cycle_1_118",0.0823797122813934,5.18321853935305e-05,0.0820661169929439,0.000133476244930208
"virus_comp_1019_cycle_1_4",0.0825329041382637,5.1370151400067e-05,0.0773267932424739,9.94787949235174e-06
"virus_comp_1260_cycle_2_2",0.106868114240877,5.18321853935305e-05,0.109690141751726,4.55122508156416e-05
"virus_comp_590_cycle_2_1",0.096918809263845,5.61967589474386e-05,0.0934025619743973,2.08709053814692e-05
"virus_comp_1898_cycle_1_1",0.0674391818736941,5.18321853935305e-05,0.0595330957636617,7.33346813306823e-06
"virus_comp_2496_cycle_1_6",0.110212010710306,5.32871174529175e-05,0.089091250447567,0.000225873136647806
"virus_comp_590_cycle_2_2",0.0933519179518059,5.536466219983e-05,0.0866939767053003,8.2571762628278e-05
"virus_comp_809_cycle_1_5",0.0820782102148772,5.32871174529175e-05,0.0774021076281579,0.000546816650502227
"edge_1468_68",0.0660079279374963,5.32871174529175e-05,0.0710008704841417,3.97765896815615e-07
"virus_comp_4826_cycle_1_1",0.0631950598601304,5.43370411656142e-05,0.0633566495977276,1.27115054262103e-06
"virus_comp_3464_cycle_1_6",0.0926903445880341,5.39227936125967e-05,0.0847645862640984,0.000205808661852401
"virus_comp_1045_cycle_1_6",0.0887858677977969,5.51532193694193e-05,0.112314967714384,1.37748021456853e-06
"virus_comp_808_cycle_4_16",0.0889360108635884,5.42838699489532e-05,0.0908381243626629,0.000187033212502384
"virus_comp_152_cycle_1_9",0.0862420442986942,5.43370411656142e-05,0.0977369315744901,1.63762260504876e-05
"edge_1468_57",0.0806378432473257,5.43983957861264e-05,0.0919064750377912,0.000194803037835892
"virus_comp_808_cycle_4_32",0.0907375032639402,5.59303429621851e-05,0.0841898387726307,0.00137410108167959
"virus_comp_2273_cycle_1_12",0.110026431390097,5.74679840440193e-05,0.132192462477869,5.03574597343952e-05
"virus_comp_998_cycle_1_1",0.079627767467838,5.58936876681465e-05,0.0862810209817641,2.68311160017536e-05
"virus_comp_301_cycle_1_52",0.082900903274257,5.89549805642174e-05,0.0816159309723735,0.000139654161857391
"edge_1476_20",0.0877497196992816,5.7331959215871e-05,0.0940418626122728,0.000100019811636858
"virus_comp_301_cycle_1_53",0.0809040639205067,5.78278768514828e-05,0.0795586786772414,0.000193830021662116
"virus_comp_808_cycle_4_9",0.0914827469514699,5.7331959215871e-05,0.0905431891852147,0.00052328380224828
"edge_1468_72",0.0853817077422049,5.7331959215871e-05,0.0896941652225919,0.000120210297034508
"edge_2254_3",0.0835850109792287,5.74679840440193e-05,0.0775539809566848,0.000979902009846081
"virus_comp_301_cycle_1_117",0.0749761003813084,5.74679840440193e-05,0.0778512816128233,0.000523518558350804
"virus_comp_809_cycle_1_4",0.088806314466217,5.74679840440193e-05,0.0835350162718312,0.000158772542024132
"virus_comp_2345_cycle_1_7",0.0991613498155422,6.00604138617631e-05,0.0911108593794394,2.574478247166e-05
"virus_comp_17870_cycle_1_1",0.0820513027755057,5.94863374528201e-05,0.0806402515264251,4.14339280531141e-05
"virus_comp_301_cycle_1_56",0.0804116393542864,6.00604138617631e-05,0.0804960529929555,0.000161791225544589
"virus_comp_18200_cycle_1_1",0.0903504299769768,6.00604138617631e-05,0.102951481000345,2.89332358397166e-05
"virus_comp_808_cycle_4_41",0.0897923609655924,5.89549805642174e-05,0.0829226199673145,7.10634167201279e-05
"edge_4_70",0.0871775919638936,5.8954839833812e-05,0.0902190374675998,0.000218434608531722
"virus_comp_2391_cycle_1_7",0.0860782540389149,6.25517858304902e-05,0.0860495661703813,4.305838621099e-06
"virus_comp_3264_cycle_1_7",0.100959678202194,6.00604138617631e-05,0.121519441779979,2.34641088355545e-06
"virus_comp_2269_cycle_1_2",0.10486995724454,6.00604138617631e-05,0.124008692153753,1.33151660842444e-05
"virus_comp_18116_cycle_1_2",0.100451359290018,6.1301612774718e-05,0.101558325263673,0.00100641615408405
"virus_comp_17787_cycle_1_1",0.0712400182664801,6.06150361668535e-05,0.0702564347146625,2.86206844784135e-05
"edge_2254_2",0.087636162122053,6.1301612774718e-05,0.0846899361693696,0.000120834943544835
"virus_comp_4826_cycle_1_3",0.0696078484873587,6.25517858304902e-05,0.0719837699182977,5.13670039470055e-07
"virus_comp_3236_cycle_1_5",0.0859038499684383,6.25517858304902e-05,0.0868942114475334,0.00039928436856093
"virus_comp_808_cycle_4_18",0.0824831028202793,6.25517858304902e-05,0.0763041249769039,0.00474146502424144
"virus_comp_155_cycle_2_74",0.0718425767399356,6.25517858304902e-05,0.0796914509569112,3.84829138897326e-05
"virus_comp_808_cycle_4_51",0.0888743445764774,6.3136811119087e-05,0.0869829266490212,0.00111041210776963
"virus_comp_6322_cycle_1_4",0.070470500669602,6.30323216052992e-05,0.0719725722393351,2.16065417561636e-09
"virus_comp_301_cycle_1_69",0.0971299536853124,6.52334177698112e-05,0.080580636245491,0.00561782626639729
"edge_4_17",0.077156983586382,6.3136811119087e-05,0.0899664334387346,3.03204589887928e-06
"virus_comp_2133_cycle_1_4",0.0870793579481359,6.3136811119087e-05,0.0714430414601265,0.00772952498719821
"edge_1468_16",0.0834829969167583,6.34034416197778e-05,0.0842973938323834,0.000203546639999884
"virus_comp_174_cycle_1_3",0.0916090062901777,6.34034416197778e-05,0.110194631573934,1.80865651383169e-07
"virus_comp_7271_cycle_1_1",0.0698245647269759,6.47086070827119e-05,0.0788441090498355,5.81448813437279e-06
"virus_comp_17937_cycle_1_3",0.0921823319317714,6.56665462586665e-05,0.115240729362461,7.33346813306823e-06
