"","T0-72","T0-66","T0-60","T0-54","T0-48","T0-42","T0-36","T0-30","T0-24","T0-18","T0-12","T0-6","T0"
"virus_comp_36_cycle_2_46",-1.30829737250315,-1.2024186313402,-1.09653989017725,-0.990661149014294,-0.489829318568132,-0.350805941928611,-0.318174298604545,-0.139340041151815,-0.209767541899318,0.0569061826677742,0.207398878772262,0.158443724029663,0.310545120541665
"virus_comp_593_cycle_1_118",1.20845302347772,0.543845038806175,-0.120762945865366,-0.78537093053691,-0.213799529716531,0.0174236258571404,-5.2810665081367,-6.70591713561561,-6.90976538850289,-7.67736213287356,-7.20765484035243,-4.66906923836672,-7.75088874713964
"virus_comp_152_cycle_1_8",427.352743574238,427.093107566226,426.833471558215,426.573835550204,227.189277440097,167.752571116371,107.60743621124,41.4505184019737,35.4513364177738,25.1881301358275,76.7881651197597,2747.33861185846,1319.00749523889
"virus_comp_169_cycle_1_2",302.500075021386,291.615556792586,280.731038563786,269.846520334986,121.492932166655,65.8284796129792,90.8214802670046,56.753957211287,58.2864950341876,41.1412903576465,37.199703383585,528.025174797739,250.847539235287
"virus_comp_501_cycle_1_8",0.352271654436538,0.821444175552735,1.29061669666893,1.75978921778513,-4.18004475695419,-6.76669894017925,-4.00816123581661,-4.32902787809849,-2.86654674861954,-2.85878937397493,-1.75372351364908,-2.36098280655482,-1.18984443561434
"edge_1990_1",-10.7899585909547,-7.33783321077719,-3.88570783059968,-0.433582450422156,-19.7050204333697,-27.9056412807221,-17.2677952628482,-16.9538950586187,-9.46689371455251,-9.02527896839631,-2.03378727564133,-2.70225249591936,3.37378233852583
"virus_comp_2269_cycle_1_10",2127.3040355814,1772.8867877825,1418.46953998361,1064.05229218471,417.319997035485,141.355310167284,47.3557102906286,-288.373539967746,-506.452235102582,-8333.59601150399,-5906.01375211525,-8042.17629891382,-5255.97645597693
"virus_comp_2477_cycle_1_2",280.124522383713,353.021975554538,425.919428725363,498.816881896189,21.5180778932686,-172.48651867677,-148.948349588524,-195.305010812732,72.0758736835387,-63.791847479781,174.827012613586,57.8851781923404,192.000506829092
"virus_comp_407_cycle_1_3",1.94923037197621,2.15321967068071,2.3572089693852,2.56119826808969,0.252396716973194,-0.0187788975939633,1.13303255571281,1.19016296888266,1.66733910470998,2.14826662506192,1.88141363163014,1.64050104893749,2.01219931920626
"virus_comp_2475_cycle_5_12",151.218533583854,187.300631316788,223.382729049722,259.464826782657,21.3179683788457,-81.275240467349,-64.8592517304629,-89.452444343216,50.5876616654024,-16.9360088288389,101.938256357358,35.3853120133025,107.414393407164
"virus_comp_2475_cycle_5_4",826.880678527426,820.059796693152,813.238914858878,806.418033024604,-13.5479001943083,-348.389323434394,-543.61830487832,-712.806833630153,-492.840202022137,-806.42077829791,-546.774868466183,-711.346216186258,-724.202989900183
"virus_comp_2477_cycle_1_3",115.9345008614,194.9636668679,273.9928328744,353.0219988809,15.2670953813245,-115.522150914042,-74.2343379357916,-90.1861187478388,138.012456000889,54.8953783268836,261.830756208037,187.319555789263,318.777412536044
"virus_comp_317_cycle_1_4",13.2632425422557,2.91173415132668,-7.43977423960236,-17.7912826305314,21.6907506921751,30.44888808946,-7.22900557617889,-11.4868388203633,-36.0561364251709,-44.8361242906374,-52.3642347971277,-62.8791640930562,-77.8979953422327
"virus_comp_18128_cycle_1_9",0.627285674173633,0.487161065950289,0.347036457726945,0.206911849503601,0.0737453195345916,-0.0784813066053915,-0.0573896709735677,-0.17347776665013,-0.315597007074217,-0.655540505874816,-0.795861222824082,-0.812305857043602,-1.09837798159742
"edge_263_1",1.01918950442605,0.872486690848625,0.725783877271204,0.579081063693783,0.907930423570253,0.950100926698217,0.570774405922737,0.461501763996048,0.232901245258099,-0.140219911567954,-0.267664711590512,-0.513979963902704,-0.529858281660707
"virus_comp_593_cycle_1_69",69.1874015738215,59.3224714212715,49.4575412687214,39.5926111161713,76.6697355880236,75.5984619309538,43.5017258424147,39.1095592488455,26.676447435175,6.8450734574571,7.40645856969106,-1.69420239518398,-11.571417647641
"virus_comp_491_cycle_1_3",4.69316230040007,3.94405972938877,3.19495715837747,2.44585458736618,4.05924386989892,3.80322095973361,3.84694937209712,3.70128032848996,2.78878786719474,2.53617033155507,0.999602182813792,-0.40766889815313,-0.715338451622477
"virus_comp_14288_cycle_1_2",2.32890254247685,2.11617417550746,1.90344580853807,1.69071744156868,1.64884785377144,1.48342486301462,0.748839104695392,0.423756561693222,0.485479973062317,-0.731144169521941,-0.558489412587754,-0.817101362244426,-0.870217695257989
"virus_comp_16335_cycle_1_1",0.044778267856162,0.0466118208390231,0.0484453738218843,0.0502789268047454,-0.110359193741808,-0.390006680971488,-0.257073702246332,-0.303562593147316,-0.251751870670754,-0.272661075790491,-0.150447247903659,-0.278141758200038,-0.21101994632011
"edge_1627_29",3.54569442866103,3.60262411299329,3.65955379732555,3.7164834816578,0.501783472434296,-0.759056746517442,-0.37084916094112,-0.431522278083268,0.538436305215245,0.487004069289516,0.73904201893836,0.0569219708251096,0.10310250317646
"virus_comp_2109_cycle_1_2",31.8614368199079,30.1333403793233,28.4052439387387,26.6771474981541,-4.48665537086093,-13.309189748467,-2.86832002330423,-8.28688034925514,-4.51757727939843,-3.41910856000524,-8.62783737495908,-9.82959116734443,-12.6372643752882
"edge_3278_3",5.64835767695241,5.1627586339225,4.6771595908926,4.19156054786269,4.52162323661743,4.64306024521344,4.59599478773815,4.26721428928457,4.59972406020462,3.28567381808635,2.95444337184933,4.15535522881133,3.21662140805189
"virus_comp_8731_cycle_1_4",0.689886116547031,0.770647435589986,0.85140875463294,0.932170073675894,-0.488535028214164,-2.45412353708556,-0.874896447029708,-1.06545779021155,-0.678895848631471,-0.760506136100168,-0.0169767109925054,-1.12906888082402,-0.339845503914444
"edge_1847_24",85.3236419216573,74.4216994910776,63.519757060498,52.6178146299184,84.2701627363078,80.3996739363825,48.3848405687367,42.7586537282403,26.8326953692111,8.94515692702813,8.87952264264198,-1.37255609801939,-12.4663615087383
"virus_comp_2332_cycle_1_10",935.946701422489,771.160438341354,606.374175260219,441.587912179084,309.460608369778,213.065272825849,130.139848314428,-4.03819036058115,-156.02203496813,-2747.87130992619,-2004.23013018395,-2691.38543253919,-1843.19543228908
"edge_1631_4",5.23379715952269,4.12801860893791,3.02224005835313,1.91646150776835,2.07493273015892,1.2549547579026,0.34488284179012,-0.32860735649532,-1.43895140620797,-0.833578582299125,-2.67738501193076,-21.2676298738864,-13.3463839796007
"edge_1633_14",18.1759683142404,14.4331880975368,10.6904078808332,6.94762766412963,6.05849308227218,2.85510184560111,0.101647957584002,-1.7875564939259,-3.86743895150818,-0.950978521825515,-8.33824280938838,-74.4031272984538,-46.781524452524
"virus_comp_733_cycle_1_49",100.231727489013,95.7584459263627,91.2851643637127,86.8118828010627,-5.49734348782066,-37.9872319316993,-21.8034250781775,-40.7650977451772,-30.576878764031,-87.7968027152036,-77.8086295567556,-104.098568738615,-87.4135589198029
"virus_comp_2431_cycle_1_10",1211.07422336324,1145.69714934534,1080.32007532744,1014.94300130955,502.664862732545,214.552564915581,289.919171188296,143.614866655713,208.822806322239,14.844651697545,43.7325526415955,-133.460664397441,-137.690034745689
"virus_comp_12035_cycle_1_1",252.40137232561,208.051684282399,163.701996239187,119.352308195975,308.719241830772,328.486126262708,169.713839616111,147.825727765807,76.6099514223478,20.2194476242345,3.33411664790937,-40.5684578563667,-88.7373744001325
"virus_comp_18196_cycle_1_8",2853.74740845596,2563.35470209657,2272.96199573718,1982.56928937779,1961.77052015334,1720.45413542937,1235.10496975974,972.333548647578,715.215171038019,498.612059775607,214.251152587081,-142.581767333235,-423.594254676078
"edge_959_24",-248.292228507977,-239.435741082974,-230.57925365797,-221.722766232966,-94.45095480873,-44.1779751413205,-57.2416471521898,-29.7345899188094,-38.6519309419973,-135.459751462659,-89.8038925881436,-73.0102511833659,-41.4643174765116
"virus_comp_2559_cycle_1_3",234.192156962318,243.377092168803,252.562027375288,261.746962581773,60.8770676836515,-26.4844710763281,-60.8328232743126,-97.3626304411585,-16.9181093009945,-101.12761454979,-18.9247991389486,-87.880014451338,-58.9344077419597
"virus_comp_2475_cycle_5_2",114.389439034537,166.052220051712,217.715001068887,269.377782086063,30.2009862782274,-60.5026555469478,-36.4188518693162,-50.474055449345,109.244840082645,45.4422588392717,186.762940140863,135.925737227709,221.081770437351
"virus_comp_1342_cycle_1_11",7.32249886440662,6.68330650399753,6.04411414358844,5.40492178317935,6.12026732415808,6.69660690443079,6.1204314072199,5.59668259237591,4.75811742431052,4.62911557740594,2.56278261913129,2.2864055769505,1.840744947776
"virus_comp_2476_cycle_1_2",845.888549303463,1139.06542452844,1432.24229975342,1725.4191749784,158.710341297459,-451.070406407328,-344.495391759224,-464.336144400758,489.157360813674,54.6750366718118,919.084072902359,566.586112314666,1065.48283448068
"virus_comp_6916_cycle_1_4",168.2817508298,151.525591902012,134.769432974223,118.013274046435,99.1855161787095,75.823181862075,105.500661155422,103.962635471577,88.2707082395539,109.606615575502,57.6748429492757,7.29828575581276,8.11210077230448
"virus_comp_811_cycle_1_1",707.501968852975,639.985105862704,572.468242872433,504.951379882162,422.914447160467,322.736508663811,417.059686229671,403.466718425967,347.237445260732,418.548424580147,228.626233238369,28.8456978881548,28.0719377814047
"virus_comp_2475_cycle_5_1",1411.90674796117,1917.04217098935,2422.17759401752,2927.31301704569,489.341520561769,-462.978022234583,-200.389192182937,-364.814205749175,1331.97800283105,654.903505602862,2074.95969967183,1515.23916184482,2378.8766063987
"edge_957_37",-11.2203976939078,-10.4713840031345,-9.72237031236131,-8.97335662158807,-6.67139832078691,-5.00415061052255,-4.99733030027813,-4.04190206270222,-2.79338017806074,-85.4927143101755,-53.4433447067908,-80.9200482925494,-39.9739198206225
"virus_comp_12035_cycle_1_2",31.8750478607911,19.4585599406519,7.04207202051268,-5.37441589962653,119.15943544607,143.02118355715,61.2565276384351,62.1420816798626,30.0253242602966,5.36943090876042,15.4535612982616,-3.3806052522723,-12.5428251195499
"virus_comp_808_cycle_4_15",632.934412875726,559.564378223082,486.194343570438,412.824308917793,416.754620566202,341.263264793339,361.788449594707,337.600523721597,258.502482603832,348.220026281833,153.368984843894,-35.2972958018874,-55.4947620111003
"edge_3278_4",9.94071265267032,9.0753616502661,8.21001064786187,7.34465964545764,6.78491213107277,6.44438325219142,6.59108828836039,5.75004922993175,7.36835570727578,4.72668730659532,4.29634533117274,6.08329650036595,4.61248760698677
"edge_1979_7",-59.0241298004758,-40.2377890240536,-21.4514482476315,-2.66510747120931,-108.274462294246,-153.536557973549,-95.8430799882832,-94.3049766826126,-53.3929829141161,-51.5604082044166,-12.8583241509422,-16.9362063355543,16.2516232378642
"edge_2254_7",21.3085496278353,8.67272014631277,-3.96310933520981,-16.5989388167324,4.17245385501905,5.90943529057093,-16.34238799414,-24.8891179646933,-50.6835524746192,-40.1877526810652,-65.0688360538517,-73.6666031407549,-90.7082395968588
"virus_comp_2343_cycle_1_4",332.705647896456,292.727874352086,252.750100807715,212.772327263345,-77.3633864473053,-164.810389618931,-112.56279088129,-182.257856377836,-157.68491744922,-450.556552015272,-398.575898317888,-398.693248989305,-406.64548072903
"virus_comp_9910_cycle_1_2",0.375667509133221,0.373114783913638,0.370562058694056,0.368009333474473,-1.10414726738744,-1.42694953840875,-0.747827358738133,-0.754355951763532,-0.692559506314282,-0.53573168784076,-0.713354605919719,-0.632583521957123,-0.708948212680559
"virus_comp_593_cycle_1_111",0.0347518160400509,0.0105913227681877,-0.0135691705036753,-0.0377296637755387,0.728223401663896,0.746117652921487,-0.145084315939106,-0.202724522437729,-0.565577078995602,-0.567986538697849,-0.121820788952908,-0.157242168187779,-0.22816212717416
"edge_1627_22",0.695790136474742,0.9408182453096,1.18584635414446,1.43087446297932,0.346665797625464,-0.155532370646251,-0.190346095624355,-0.229680907944142,0.652326354696068,0.355012413424859,1.08689666365244,0.608772994056136,1.05145120255232
"virus_comp_384_cycle_1_5",5953.19964780525,5142.86208197724,4332.52451614924,3522.18695032123,1345.88168222874,187.050294801446,-30.1022267880974,-1155.58952962708,-1079.58927441343,-8546.86954500036,-6957.28947021763,-8700.65551794255,-7259.77610056048
"virus_comp_18019_cycle_1_1",4.8511921639694,4.20303767771572,3.55488319146204,2.90672870520836,1.75581992647854,2.28122726881454,2.21621964911403,1.67659173889656,0.0450150311865991,-1.27275330681101,-2.15370767650645,-0.290087748487971,-1.81547201220353
"virus_comp_3003_cycle_1_3",-9.75730121988136,-11.3764632231033,-12.9956252263252,-14.6147872295472,1.25879800096911,2.86388285094378,-5.6816350788594,-5.10752762937662,-11.3317267170593,-12.7215008183269,-11.9407276852453,-16.6213407785614,-17.5822561136784
"edge_1989_50",-2.4329371370411,-1.5507143076413,-0.668491478241501,0.213731351158301,-5.29952352331032,-7.66213495028004,-4.83052837036302,-4.8299009651943,-2.83987416756225,-2.88071744814921,-0.959782724223031,-1.21242761705087,0.378507755828246
"virus_comp_2394_cycle_1_3",-18.7238517207959,-18.3818026734652,-18.0397536261346,-17.6977045788039,-29.7474165115677,-27.7201719434333,-28.0369802739997,-30.92597026714,-29.4182546200148,-22.3295185420754,-26.4585732933115,-18.9655998681232,-25.3472036145704
"virus_comp_3264_cycle_1_8",1903.79763319766,1733.4309228368,1563.06421247594,1392.69750211508,1394.09528339909,1281.13851417081,948.676912643576,754.796839557843,669.513786290393,388.74263570883,223.593985594405,-200.705703309272,-263.225720613735
"virus_comp_888_cycle_1_4",-3.03492427432864,-3.04927510536384,-3.06362593639905,-3.07797676743425,-0.35018957625313,0.363146683814704,-0.714972375612395,-0.381376784697842,-1.08926888911847,-1.23776983842651,-0.988531482328573,-1.3079812353079,-1.26233080291424
"edge_1847_11",27.4169623725326,23.573451412901,19.7299404532695,15.886429493638,31.1362105072428,30.7535987029174,17.8623327548475,16.2639360206974,11.3604014475974,3.14447373537122,3.73342596736324,-0.288370537859391,-3.80035801896425
"virus_comp_2477_cycle_1_6",1076.42210446052,1328.1426682822,1579.86323210388,1831.58379592556,306.661155472927,-301.598391999861,-204.847088105839,-346.679580187051,611.041074443032,156.156107847672,957.645535657335,591.628593466705,1042.08992369673
"virus_comp_7998_cycle_1_4",27.8206379524437,24.8904880973539,21.9603382422641,19.0301883871742,20.8258580937335,18.0383388260765,14.7244122523416,12.6193271517452,10.3824945901536,9.11692548700439,5.41588200994144,-0.130427120256676,-1.96938853943689
"virus_comp_8731_cycle_1_3",-1.92520983844884,-1.06216971872505,-0.199129599001263,0.663910520722525,-3.94636625312684,-12.6697855235375,-6.1626730029184,-6.66798968544941,-4.16952462274229,-4.98449857823738,-0.0512877906566176,-4.77564516329959,-0.711131558391141
"virus_comp_18118_cycle_1_8",-0.111450525028327,0.000195876985127352,0.111842278998582,0.223488681012037,-0.550128284333176,-0.725496518661779,-0.722300990554246,-0.784148771615132,-0.445443983988183,-0.58864657739837,-0.304760877322989,-0.280146004371523,-0.193687188070267
"virus_comp_18126_cycle_1_3",-688.981061634096,-627.174216092474,-565.367370550853,-503.560525009231,-476.747969411247,-416.960452097037,-312.894920032113,-253.04878665335,-194.99365830298,-167.545200513511,-83.9018202809057,102.634631891561,120.649437850973
"virus_comp_250_cycle_1_124",609.846093870803,531.875520425707,453.90494698061,375.934373535513,534.237294148067,491.48600961963,287.73076435618,236.553219491339,45.9664292481888,-109.234213287237,-55.4372597883194,-78.2366842242783,-166.248573511378
"virus_comp_2477_cycle_1_5",-29.1387905503608,275.88535555148,580.90950165332,885.933647755161,48.3137354863067,-237.259547798435,-46.966347206431,-18.244253039594,696.096529540637,537.609848961435,1200.78960199914,1063.89802469519,1525.08802459324
"virus_comp_2476_cycle_1_3",-47.7561503895602,78.7736598559857,205.303470101532,331.833280347077,-55.6672028111137,-179.874017085861,-116.626452988523,-108.092299611084,167.772820794224,92.9639779979523,376.782411660539,328.170005033416,509.710077312201
"edge_1476_4",26.6689257912499,24.1248970503795,21.5808683095091,19.0368395686387,17.0714120083704,10.6670835492569,14.3565547622356,12.3926029879793,11.4589344594872,12.4069325887497,7.44151231483037,-1.20973739952363,-0.424789161260738
"virus_comp_289_cycle_1_1",235.491202143727,210.128750051284,184.766297958841,159.403845866397,-159.313915559847,-255.314632265817,-159.330471247033,-221.989071859967,-177.597506100679,-347.834289858619,-329.300359155155,-332.698728989244,-338.261642546087
"virus_comp_18196_cycle_1_2",241.930320236083,213.114472471095,184.298624706106,155.482776941118,160.217974120661,139.394969714873,92.6742398311953,69.5443394168849,40.7471022607853,24.8356847586054,-5.73524192441328,-40.1675633667826,-68.9768633897786
"virus_comp_2475_cycle_5_6",-41.4593583956844,131.416341179393,304.29204075447,477.167740329547,-98.3130103424837,-287.84858986702,-219.353642917055,-217.485056627191,163.186413481775,48.0233912548183,447.237968217044,380.855072780939,621.020794153629
"virus_comp_17813_cycle_1_5",229.905023089505,199.267046000757,168.62906891201,137.991091823262,49.5050815165761,1.33051038240179,-9.37097185712928,-54.1141812551681,-48.2563850626916,-299.565512332111,-249.86969351951,-294.128227301252,-267.869340698655
"virus_comp_1102_cycle_1_8",-0.708456220256232,-0.907319287688081,-1.10618235511993,-1.30504542255178,-2.71879495828337,-2.76447496777289,-5.3987032171207,-5.94311792826131,-5.95737699368134,-6.56601408240721,-6.03263593052855,-4.24703397933786,-5.85002717739042
"virus_comp_126_cycle_1_217",-4.45675114330748,-4.22129474299257,-3.98583834267766,-3.75038194236275,-3.37985657570002,-2.7961362593099,-2.63173425823009,-2.32259044654141,-2.35596447070605,-1.85576419516009,-1.9124362108662,-1.75126012269762,-1.5834692814653
"virus_comp_2394_cycle_1_5",1775.68914582686,1235.14316464199,694.597183457127,154.051202272262,838.677137740318,938.819738759349,-1572.33433559484,-2306.52642105182,-2843.13889108584,-2901.55540029257,-3202.51932686617,-2053.43183673867,-3863.65891415099
"virus_comp_2477_cycle_1_7",-188.28329896866,-101.516906739605,-14.7505145105495,72.0158777185057,-58.4550322983179,-76.7850764508496,-123.02541109535,-114.492338959358,127.228858418222,139.84445164473,272.728585353967,662.514976832247,520.63084698575
"edge_4_68",-2.93945315210385,-2.74495986111171,-2.55046657011956,-2.35597327912742,-1.99066744229397,-1.63456818560709,-1.30714184921145,-1.02741348367182,-0.945020382928873,-0.540784416868166,-0.503030706400109,-0.182029769644871,-0.0549887292050311
"virus_comp_2475_cycle_5_9",-63.8334867543404,-49.5498830252212,-35.266279296102,-20.9826755669829,-18.6663257673512,-9.05332307098905,-62.2931764988833,-65.9627007845792,-51.9933588489571,-52.6288997758033,-6.8648507066254,267.695118182228,134.842765838373
"edge_1631_43",263.763558027143,252.025254238105,240.286950449066,228.548646660028,103.210798903185,31.2785849034655,54.7909770786858,22.8853894324283,43.792979446654,-1.37283121766002,16.2619993208622,-26.8320701786226,-23.2427777289589
"virus_comp_358_cycle_1_16",28.739449944211,23.2699168006987,17.8003836571864,12.3308505136741,4.99453321067404,-0.414953748850613,0.487521875080217,-3.4897805238409,-10.3188185762657,-17.2053487203228,-23.2688191482939,-17.5971856050893,-31.9003181036534
"virus_comp_2383_cycle_1_3",53.1107022762123,37.4307210060239,21.7507397358354,6.07075846564686,14.0934293297182,14.0448296517114,-28.2487378824447,-46.5763167161194,-65.3290952684451,-63.3941331399046,-101.331398320908,-105.877539557161,-124.65745674394
"virus_comp_2216_cycle_1_8",-75.8725116981538,-74.4551296050527,-73.0377475119516,-71.6203654188506,-24.7862462319709,-8.24329973370732,-15.1954445487282,-6.98882438537326,-15.1300313622347,-10.4338526227934,-9.64450698874609,-2.19719563183048,-3.583448168471
"virus_comp_5946_cycle_1_4",0.0210263768282128,-0.199705943342219,-0.42043826351265,-0.641170583683081,0.722813618722265,0.912614892027024,0.271838124568462,0.320347421850286,-0.198095673440357,-0.71355816941423,-0.682983342441275,-0.691017647496598,-1.03165215200354
"virus_comp_2239_cycle_1_5",637.871151204345,557.658275106931,477.445399009518,397.232522912104,557.677868504607,534.155325404618,1606.66388353051,1740.45699605416,1661.87021400554,2148.12837437735,1213.44635721677,257.001864331886,773.423824487783
"virus_comp_297_cycle_1_1",31.6016327426365,27.8736086420234,24.1455845414102,20.4175604407971,-5.66461788808008,-14.0358835440736,-9.83517861315518,-16.3212340473037,-14.2093421034188,-35.7174947286441,-32.9078352636751,-32.3543978573191,-34.8707484901331
"virus_comp_1364_cycle_1_5",1.42161978175556,1.22577287119644,1.02992596063731,0.83407905007818,-0.0310602315765168,-0.478373213058545,-0.612990448108529,-0.910172150130995,-0.891838115604715,-2.15490399723242,-1.78762700887013,-2.4566359089126,-2.24226516628118
"virus_comp_593_cycle_1_114",-6.00258594858835,-8.08085061165658,-10.1591152747248,-12.237379937793,-9.64922753770986,-7.33853431727945,-17.7294361418232,-21.006886245791,-23.917231218016,-23.7797205509598,-26.9209361036533,-22.2623868842441,-29.0488640627812
"virus_comp_7998_cycle_1_6",16.4844044269917,14.5726554680812,12.6609065091707,10.7491575502602,13.0515989047857,11.7290064081667,8.26282286703753,7.12437950838295,4.36555621308014,2.39507574148399,1.38489984967143,-0.253278969932045,-2.35266198615238
"virus_comp_1933_cycle_1_2",-12.9234581486407,-9.79185695075268,-6.66025575286468,-3.52865455497668,-20.0336524201653,-27.4025047814263,-18.6630475075546,-18.1680844215216,-11.9142374430125,-11.9300635785036,-5.02602126467324,-6.37967357310026,-0.690515063490039
"edge_1627_13",-0.403324382085717,-0.381828701787815,-0.360333021489913,-0.338837341192011,-0.314722515126367,-0.368343875585535,-0.528948291392167,-0.409648254333846,-0.437462688522971,-0.411184726626476,-0.298722043795119,-0.47931890714209,-0.466978230689098
"virus_comp_18116_cycle_1_3",-28425.2782482667,-21868.7025684617,-15312.1268886568,-8755.55120885187,-12552.2539628511,-14020.246655319,-6590.7618278253,-1182.88723754937,6922.55213717772,10837.9977628614,22143.6860415125,19985.0139531975,29916.7783703127
"virus_comp_317_cycle_1_3",-7.7248890996879,-12.4946711659175,-17.264453232147,-22.0342352983766,56.4025020490574,78.1691689850618,28.532274144819,31.2288698789389,23.8551433180481,3.98108687779494,11.4672051621613,-2.92042529260086,-3.15722784384381
"virus_comp_3464_cycle_1_7",20.4149535768069,17.6204814687018,14.8260093605967,12.0315372524916,11.6529294177221,9.05975235523627,5.72087448832672,4.18780803090331,0.710477468714608,2.9908931604846,-2.12232239551219,-6.48601045831386,-9.33022735296444
