,02_GEMM_006_12M,02_GEMM_006_18M,02_GEMM_006_24M,02_GEMM_006_36M,02_GEMM_006_48M,02_GEMM_010_12M,02_GEMM_010_18M,02_GEMM_010_24M,02_GEMM_010_30M,02_GEMM_013_12M,02_GEMM_013_18M,02_GEMM_013_24M,02_GEMM_019_12M,02_GEMM_019_18M,02_GEMM_019_24M,02_GEMM_019_30M,02_GEMM_019_36M,02_GEMM_019_48M,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_027_12M,02_GEMM_027_18M,02_GEMM_030_12M,02_GEMM_030_18M,02_GEMM_030_24M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_034_12M,02_GEMM_034_18M,02_GEMM_035_12M,02_GEMM_038_12M,02_GEMM_038_18M,02_GEMM_038_24M,02_GEMM_038_30M,02_GEMM_038_36M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_047_12M,02_GEMM_047_18M,02_GEMM_047_24M,02_GEMM_047_30M,02_GEMM_050_12M,02_GEMM_050_18M,02_GEMM_050_24M,02_GEMM_050_30M,02_GEMM_050_36M,02_GEMM_050_48M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_070_12M,02_GEMM_070_18M,02_GEMM_070_24M,02_GEMM_070_30M,02_GEMM_077_18M,02_GEMM_090_12M,02_GEMM_090_18M,02_GEMM_090_24M,02_GEMM_090_30M,02_GEMM_101_12M,02_GEMM_101_18M,02_GEMM_115_12M,02_GEMM_115_18M,02_GEMM_115_24M,02_GEMM_115_30M,02_GEMM_115_36M,02_GEMM_115_48M,02_GEMM_120_12M,02_GEMM_120_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_174_12M,02_GEMM_174_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_327,0,84,580,0,0,0,392,0,0,0,704,419,509,360,147,0,650,0,0,21543,44,0,8116,15,0,0,0,0,0,0,0,0,21472,5095,3778,1570,1000,17468,0,0,0,0,0,0,865,0,0,0,3499,11031,821,4970,32,59,0,0,0,0,3272,0,2805,123,0,0,0,1595,0,0,0,0,0,27,0,0,0,0,0,0,443,0,0,0,0,0,116,97,869,1935,0,0,0,0,0,0,0,8,1785,3157,878,54,1352,1540,0,0,0,0,936,0,607
contig_32705,0,1159,0,0,0,0,173,0,0,14664,20971,0,0,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,139,0,920,11836,963,0,0,0,0,0,0,0,0,2129,0,0,71917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0,0,0,349,104,0,0,0,0,0,0,0,1273,0,75902,0,0,465,0,0,1098,0,0,95
contig_32717,0,30051,0,0,0,0,0,6584,0,5476,154,1353,9554,14804,0,0,0,0,2565,9854,3349,0,0,0,0,0,0,0,6907,0,0,0,990,1997,0,1218,0,908,0,2280,7125,2817,334,0,315,0,0,1734,1971,1104,6557,0,3443,9989,0,0,1643,259,807,0,252,2428,0,1156,9547,3996,0,0,0,0,0,0,0,0,0,0,2678,0,557,0,0,0,0,0,1883,1499,9619,23307,5524,4519,1436,2181,4349,0,0,714,871,2888,5705,346,6258,1133,78,2788,0,1073,135,76391,2968
contig_32725,0,0,0,0,0,0,0,0,0,0,0,0,3731,134,0,0,0,0,163,1039,427,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4153,21617,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,32,0,0,0,0,0,633,960,0,3943,0,36,3170,0,7212,54,0,0,0,0,0,0,2361
contig_32770,0,0,0,0,0,0,63,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,195,0,0,427,0,0,0,0,0,0,377,95,543,0,0,0,0,0,0,60,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,160,0,77,434,0,0,0,221,0,0,150,0,185,0,0,156,55,0,11752,0,0,0,0,0
contig_32772,1774,31998,826,0,0,0,0,0,0,4549,59,634,3274,7392,0,0,0,0,1528,3856,1455,0,133,0,0,0,0,0,6627,0,1882,1090,490,1363,5321,0,0,107,0,4369,0,556,0,0,0,0,3075,371,118,49,0,188,1239,2909,0,0,2022,0,747,1137,0,0,0,0,7494,1846,0,0,0,0,0,0,0,741,0,4534,689,0,0,0,0,0,0,0,0,0,0,8809,1546,3194,912,676,457,572,0,1367,88,0,3117,0,1498,0,0,450,0,2099,0,33166,1099
contig_32775,0,127,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,313,0,0,0,0,0,0,0,0,0,0,309,0,44,44,0,0,0,0,0,0,227,0,0,120,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,20,0,113,97,0,314,900,0,0,0,0,0,0,126
contig_32797,0,0,15293,0,0,0,0,12458,0,1525,0,55,2064,0,0,0,0,0,472,236,0,0,0,0,0,0,0,0,97,0,75,0,347,60,5240,0,0,0,0,2933,0,1398,0,0,62,0,1637,0,0,50,0,0,419,0,0,0,642,2316,882,0,0,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,234,1475,0,21414,507,524,0,0,142,491,960,0,57,0,0,0,0,0,0,2062,45
contig_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1651,155,0,0,3637,0,0,0,0,0,0,389,106,0,0,0,0,0,0,0,0,0,0,0,608,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,3698,3602,0,0,0,0,0,0,0
contig_32807,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,1439,107,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,467,0,0,0,0,0,0,0
contig_32820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,122,0,117,0,0,0,0,5831,1631,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5951,0,0,0,0,0,0,0,0,0,296
contig_32829,0,699,0,0,0,0,202,0,0,0,1010,0,145,130,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,854,393,471,0,0,242,0,48,0,0,0,0,0,0,0,27,298,357,0,0,0,0,0,0,129,0,453,0,0,2041,0,0,327,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,58,0,340,0,123,0,0,0,0,0,0,0,59,741,0,350,227,0,0,0,0,0,3943,1162
contig_32834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,189,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0
contig_32835,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_32857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009,178,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,29,0,0,0,0,0,0,0
contig_32880,0,858,0,0,0,0,245,0,0,0,12068,0,69,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,287,66,390,116,0,97,0,0,0,0,0,0,0,0,603,1127,0,0,0,0,0,0,0,0,0,450,399,0,38539,2166,0,0,177,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,87,0,0,202,122,0,0,0,0,0,28,0,1550,0,0,0,103,0,0,0,0,43,1644,143
contig_32883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,1029,0,330,0,0,0,0,0,0,0,0
contig_329,63,0,2446,0,0,0,1175,0,0,4042,75,0,5652,905,0,0,0,0,96,141,0,0,1403,0,0,0,0,0,0,0,46,0,248,401,3710,188,0,0,0,0,0,58,0,0,105,0,6954,263,0,0,0,0,0,0,0,0,2927,1858,1606,0,0,0,0,30,3382,0,0,0,0,0,0,0,0,0,0,0,399,0,112,0,0,0,0,1882,0,0,0,0,81,997,0,861,100,179,0,0,0,563,1398,0,0,148,112,1337,1179,0,0,1258,0
contig_32906,0,0,0,0,0,0,0,0,0,0,0,0,4229,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1215,0,0,0,0,1128,0,1607,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,4890,1496,13914,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,1531,0
contig_32914,0,0,0,0,0,0,0,0,0,0,0,173,0,171,65,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,1379,0,0,0,0,0
contig_32942,0,0,0,0,0,0,0,5862,0,0,0,0,0,0,0,0,0,0,487,0,2155,0,0,0,0,0,0,0,0,0,3327,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,1446,0,0,0,0,0
contig_32948,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,134,0,0,0,0,69,0,0,0
contig_32953,1285,0,0,0,0,0,0,0,0,0,0,0,14092,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,5600,0,161,0,0,0,0,0,0,0,0,0,7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,184,0,0,955,0,0,0,0,0,0,0,0,0,1628,0,0,0
contig_32991,0,0,226,0,0,0,2387,0,0,0,0,0,8116,215,0,0,0,0,0,2789,0,0,968,0,0,0,0,0,0,0,0,0,58,42,0,324,0,0,0,0,0,0,0,0,0,0,486,0,322,0,0,0,1329,0,0,0,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15645,0,10757,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,292,0
contig_33006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,2384,0,644,0,0,0,0,612
contig_33037,2816,0,0,0,0,0,0,0,0,0,0,2411,0,8082,200,0,3027,8760,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0,4091,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11318,6568,6984,619,4213,0,0,0,0,14490,0,0,18000,0,0,19166,14611,0,0,0,0,0,0,0,0,0,0,1250,3179,2378,0,0,0,1861,0,0,0,26321,0,0,0,0,0,30539,0,0,1178,0,8641,23240,0,0,26964,0,10835,0,0,0,0,0
contig_33049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3903,0,1158,0,0,1418,0,0,0,0,0,0,0,0,0,0,12515,7559,0,0,0,0,0,1430,0,0,0,0,0,600,2858,0,0,0,0,0,0,0,0,0,793,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,0,10908,0,0,0,2441,3809,0,471,0,9881,2289,0,0,0,0,4111,0,0
contig_33051,0,0,0,0,0,0,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,308,0,0,0,0,0,0,0,0,0,0,0,0,0,2963,0,0,12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,992,0,0,0,0,0,212,0,0,0,4825,5447,0,0
contig_33053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,250,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0
contig_33058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,120,252,745,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
contig_33063,6147,0,0,0,0,0,0,0,0,0,432,0,5772,5932,0,0,0,0,8911,7741,11380,0,0,2431,0,0,0,0,22807,0,6003,0,709,1283,41642,6094,398,0,0,4269,0,14643,0,0,262,0,0,11571,7192,3125,0,0,5432,0,0,0,0,9388,5623,16925,0,592,0,7117,0,0,0,0,0,0,0,0,0,11783,0,0,206,0,156,0,0,0,0,27623,0,0,0,0,10496,5823,22716,118489,19510,17758,18945,29274,0,1780,3993,0,24094,4033,0,556,0,0,0,0,7590
contig_33082,0,0,0,0,0,0,0,0,0,0,0,221,0,153,140,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,407
contig_33084,1401,0,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,1300,0,0,0,0,0,0,0,502,3290,273,0,0,0,0,0,0,0,1176,638,4654,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,749,2194,0,0,516,0,0,0,0,0,0,0,0,0,0
contig_33096,10134,0,171687,0,0,2961,9466,0,79,18741,121,0,3412,133,0,0,0,0,3458,290,0,0,0,0,0,0,0,0,4214,0,168,0,1940,3136,3643,2209,0,0,0,0,0,512,161,0,0,0,122110,1653,556,0,0,0,2272,0,0,0,831,3164,1964,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,13068,0,0,0,218,526,1338,0,150,557,900,0,1210,2553,458,1589,1363,0,338,817,1149,637,588,327,956,0
contig_331,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0
contig_3310,0,0,0,0,0,0,0,0,0,1540,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,285,1385
contig_3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,293,0,55,0,0,0,0,283,0,247,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,183
contig_3313,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,364,0,0,0,52,126,0,0,0,0,0,0,14,0,0,0,0,0,0,115,0,0,0,0,0,0,0,15557,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,55,0,0,0,0,77,0,56,1064,0,189,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0,0,0,0
contig_33130,1634,0,1368,0,0,0,0,0,0,341,0,625,0,15533,0,0,0,0,3156,1707,2138,0,0,0,0,0,0,0,0,0,1042,0,1690,8695,245501,0,0,0,0,6442,0,0,0,0,0,0,0,467,0,221,1630,4974,0,0,0,0,0,0,8279,2251,0,0,0,314,0,6514,0,0,0,0,0,0,0,0,0,0,2280,0,151,0,0,0,0,0,0,1616,4328,23289,0,0,0,0,0,0,0,1334,0,15286,3933,0,0,3261,0,3405,0,0,0,0,0
contig_3314,0,26,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,49,0,0,211,0,0,0,0,0,0,0,0,19,0,0,45,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_33171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,37,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21381,339,0,12,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,700,0,0,1222,0,0,1904,0,0,0,0,2172
contig_33196,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,360,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18279,0,0,0,0,0,0,0,0,113,0,0,295,0,0,206,0,528,0,0,0,0,0,1674,0,352
contig_332,0,0,0,0,0,0,1218,0,0,0,0,0,7196,4704,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,5830,0,0,0,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,2691,919,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,236,1546,2831,0,0,0,0,0,0,0,0,0,0,0,0,2225,2559,0,0,0,0,0,0,0
contig_3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,4011,0,4096,254,0,0,0,0,0,1674,0,0,0,0,0,2629,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,6968,1124,0,21680,2420,0,0,0,0,0,0,0
contig_3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,90,0,0,0,0,0,0,0,0,0,0,0,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,932,0,230,0,0,278,92,0,0,0,0,0,0,0
contig_33215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,552,411,704,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,130,0,0,0,0,0,713,0,115,0,0,0,0,0
contig_33217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,3320,0,0,240,0,0,0,0,0,172,0,0,0,0,0,0,360,0,0,0,0,0,0,0,1066,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,4547,0,0,0,483,0,0,0,0,0,0,0,0,0,73,1470,0,1433,46,0,0,0,0,0,0,210
contig_33219,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,25,0,0,0,0,0,209,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,35,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,203,0,0,0,0,193,0,252,54,0,0,0,27,0,15,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11544,0,0,0,0,0,0,0,35693,0,0,0,0,0,144,0,13,698,29,0,0,0,0,242,2794,0
contig_33224,0,0,0,0,0,0,1177,1210,0,1344,739,0,2882,0,0,0,0,0,397,740,419,0,405,0,0,0,0,0,182,0,0,0,0,215,710,0,0,0,0,4504,0,1218,0,0,0,0,0,2587,16750,1849,0,0,0,0,0,0,0,54,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,61,0,0,0,0,0,0,0,6235,484,8534,730,6041,105,921,1541,844,140,534,18,15818,620,0,1433,0,695,348,3796,0
contig_33230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,708,0,0,0,0,0
contig_33260,94,0,89,0,0,0,0,0,0,0,1341,1250,845,3330,0,0,0,0,3051,3484,1066,0,250,2100,0,0,0,0,0,99,0,0,289,1532,8613,1705,478,1959,0,279,31389,3094,278,1655,210,233,0,209,801,384,509,825,0,124,0,0,0,0,1187,0,922,683,0,277,666,3483,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,1365,934,9852,6227,0,1333,769,5487,1512,551,371,2125,1888,558,424,126,7480,3753,0,797,0,2899,2123,3901,1754
contig_33275,0,0,0,0,0,143,133,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,46,0,56,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,447,0,0
