"orf_id","mean_abundance","prevalence","max_abundance","cv","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","direction","celiac_direction","abundance_class","prevalence_class"
"virus_comp_18139_cycle_1_2",233.696078431373,0.0359477124183007,27665,8.78096525179115,0.0453345639293676,1.67029291594788,2.13615925975247,0.0380871805795139,0.0449779533817286,-4.25674653123188,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18139_cycle_1_3",180.983660130719,0.0392156862745098,36287,12.0455601483401,0.0505309366781814,1.66363386608135,2.90912990989267,0.0041490876093153,0.00712690168298656,-2.3816078386751,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18139_cycle_1_4",934.464052287582,0.0359477124183007,128474,10.4645301830876,0.0399802439217301,1.71599455124503,1.8065984482368,0.0774497338041288,0.0853353619201189,-4.84969861973043,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18139_cycle_1_5",46.1535947712418,0.0359477124183007,6543,9.97661124652288,0.0532255184325838,1.55916920821043,2.69892476553127,0.00973318666164548,0.0139420350945306,-3.06488050947649,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18139_cycle_1_6",115.709150326797,0.0326797385620915,20293,11.2334858533006,0.0603511743103126,1.58308660902968,3.11222822224221,0.00320705936827914,0.00582965929525079,-2.06016210781199,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18139_cycle_1_7",321.813725490196,0.0359477124183007,46291,10.686178449574,0.0440952519154121,1.66072089040374,2.13764703080326,0.0379594073593668,0.0448762697322043,-4.25434120364687,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18153_cycle_1_1",2015.62745098039,0.0751633986928105,198315,6.63346644638091,0.0638313785331726,2.32312421620469,3.14326282755937,0.00213678574405455,0.00420716315602697,-1.7243463394809,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18153_cycle_1_10",1639.97058823529,0.0392156862745098,138599,8.35874846621857,0.0826606013489039,1.78052923719964,4.57135737076564,2.2085532573789e-05,0.000226686436984962,2.518733934768,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18153_cycle_1_11",1957.84967320261,0.0588235294117647,269941,8.72338247819999,0.0760384140468102,2.03587018417348,3.74695864589603,0.000308031800391369,0.0010160803951654,0.0364846926398545,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18153_cycle_1_2",5590.43137254902,0.0784313725490196,369626,6.25484336832483,0.0568351582811921,2.40987100394749,2.69825108095689,0.0078784390768334,0.0118155867471375,-2.89075139177568,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18153_cycle_1_5",277.392156862745,0.0392156862745098,29120,8.39256963594815,0.0692691112682417,1.68315942451184,4.09162454191667,0.000142662003216704,0.000613361187482594,0.800738935048426,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18162_cycle_1_10",26.2222222222222,0.0718954248366013,6917,15.141534268913,0.0435209921600816,1.62112870765233,2.53798376280918,0.0117067894857031,0.0161333490417176,-3.29933102370329,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18162_cycle_1_3",8.00326797385621,0.0359477124183007,1830,13.2363105669971,0.0620147758468166,1.49039599876765,3.70095308422372,0.00026005606556978,0.000900580008420106,0.103375934455137,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18162_cycle_1_5",28.3169934640523,0.0294117647058824,6898,13.9834323052891,0.0614163661557682,1.52968388991616,3.13168271794839,0.00192458456806681,0.00390353593184172,-1.71499662511971,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18162_cycle_1_6",0.823529411764706,0.0392156862745098,78,7.2792320890294,0.0581967814207035,1.44157958156766,3.74009037701369,0.000223329069303214,0.00081672464393739,0.240772523668323,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18162_cycle_1_7",18.702614379085,0.0457516339869281,3623,11.7761987652628,0.0636896190498122,1.5775829051894,3.5316413614678,0.0004816465661333,0.00136329395985694,-0.456938524310885,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18162_cycle_1_9",74.4248366013072,0.0457516339869281,20885,16.0558435029482,0.0573730570839328,1.60430893069803,3.31377240192074,0.00105214056300764,0.00245006570023617,-1.16389599433852,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18166_cycle_1_1",60.4967320261438,0.0326797385620915,7713,10.1907785147567,0.0671104629949462,1.5562661308626,4.16979012543317,5.5683433215412e-05,0.000377176462723262,1.56857736306869,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18166_cycle_1_2",191.457516339869,0.0490196078431373,15694,7.4680357669043,0.071795787852508,1.77212879846601,3.63646576033618,0.000326192376019729,0.00105816020775075,-0.0932378706223282,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18166_cycle_1_4",92.6078431372549,0.0326797385620915,15108,10.4925150902171,0.0716079553646632,1.58890293111127,4.88405852496667,2.5731426625081e-06,8.37706485651239e-05,4.43189985935933,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18166_cycle_1_7",125.032679738562,0.042483660130719,13173,7.93497547571014,0.06731840477782,1.72237771287957,3.54969793393767,0.000454938441835709,0.00131535221975049,-0.397768752257149,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18166_cycle_1_8",97.7483660130719,0.0392156862745098,10185,8.68524658317121,0.0572872853593786,1.65462047177533,3.19348613793525,0.00159424425916393,0.00337119099349141,-1.53496748205465,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18166_cycle_1_9",74.7222222222222,0.0359477124183007,7440,7.60050898656785,0.0826620912261565,1.6396073914079,4.28225612342941,2.57550701147812e-05,0.000246561871232172,2.24675100284051,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18170_cycle_1_3",1.15359477124183,0.0294117647058824,92,7.82767493797791,0.0594610297712371,1.41656164011832,3.84674239211787,0.000221235124631133,0.000813350002711686,0.313916247675746,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18178_cycle_1_10",70.6078431372549,0.0359477124183007,17733,14.4431443599939,0.0953744858378253,1.57761989532381,5.41776853215303,1.53335915551136e-07,2.7523796841429e-05,7.05922529507652,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_1",2.54901960784314,0.0392156862745098,277,8.33784586588107,0.0681441348612871,1.48335343621383,3.70074507684292,0.000291856260535286,0.000976177616759327,0.0181868580397291,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18196_cycle_1_10",76.202614379085,0.0522875816993464,11757,10.2821910925166,0.0734792918323684,1.69060182405066,3.39363274590593,0.000859903068163582,0.00208349967246834,-0.954222813292281,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_11",189.885620915033,0.0490196078431373,29872,10.4813204597746,0.0757286482105251,1.71147956838178,3.42414306865618,0.000774536606721521,0.00194446602666452,-0.860538926464749,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18196_cycle_1_12",109.862745098039,0.0392156862745098,19474,11.2036738759287,0.0855965426293332,1.64034838383322,4.01245872337156,9.19620611959749e-05,0.000477316336906337,1.09302642118625,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18196_cycle_1_2",21.1993464052288,0.0490196078431373,2783,8.78775000456002,0.100255543858107,1.6041897268039,4.87528738480217,1.88015022724603e-06,7.64121431978858e-05,4.69229815270834,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_3",93.4346405228758,0.0457516339869281,11595,8.67960649984779,0.10717569603979,1.68279294870336,4.37362264745901,2.17619680915199e-05,0.000226686436984962,2.43154546369985,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_4",123.633986928105,0.0359477124183007,23589,11.4427799564176,0.0914385304994709,1.61489117981195,4.11219273419472,6.8922832242876e-05,0.000427932803823198,1.37268908758901,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18196_cycle_1_6",95.718954248366,0.0522875816993464,15415,10.7669668029384,0.0911467633349486,1.67879231000765,4.42109561839406,1.80896783576988e-05,0.000211279738404322,2.60673125461209,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_7",81.1601307189542,0.042483660130719,13392,10.7238764035466,0.0869057462350516,1.63226248033107,3.95785035256622,0.000138193848724575,0.000601352626571181,0.747808504714442,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18196_cycle_1_8",303.921568627451,0.042483660130719,56910,11.3404073084881,0.0996326763399998,1.70204558032064,4.89388446491894,2.425558766328e-06,8.16352122292266e-05,4.48894631990021,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18196_cycle_1_9",297.826797385621,0.0522875816993464,62809,12.4395791320469,0.0780317907167975,1.76410021336974,3.78766915204728,0.000191310397733128,0.000739825128756117,0.404143369383529,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18206_cycle_1_5",30.5522875816993,0.0294117647058824,5155,11.8046763711024,0.0646974582764999,1.50888602825335,2.96004000397599,0.00430047424281804,0.00731692063114538,-2.35571210983352,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18206_cycle_1_6",73.3692810457516,0.0359477124183007,12038,11.635037156298,0.0639130645030321,1.57380895592576,2.80109250257441,0.0063601839214369,0.010010034994474,-2.71942693859918,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18206_cycle_1_7",16.6633986928105,0.0457516339869281,2623,10.8001417181666,0.0669530733129061,1.5561374966655,3.11967734220682,0.00240802210812847,0.00461055966302998,-1.85877858850728,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18206_cycle_1_8",76.9477124183007,0.0457516339869281,15040,12.4467691446974,0.0689607225421573,1.60188933197942,3.2079064166058,0.00171320424086212,0.00357235424474056,-1.5639047414637,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18206_cycle_1_9",51.8725490196078,0.0294117647058824,9094,11.9159472605634,0.063813929099223,1.52178031517908,2.81561366334555,0.00612058545170967,0.00971535818937555,-2.69008100814317,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18230_cycle_1_3",0.983660130718954,0.0359477124183007,263,15.3050549029605,0.0557299855136098,1.37891815884353,4.39635726822284,1.69935691754848e-05,0.000206662910038587,2.63446524098584,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18243_cycle_1_4",0.343137254901961,0.0294117647058824,39,9.15358416383962,0.0536638455755378,1.36656750762631,3.73040804737374,0.000240992738265573,0.000858013815246355,0.175010190000559,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18259_cycle_1_7",316.967320261438,0.0392156862745098,66113,13.1051813872026,0.0508196969615348,1.54283481508039,2.7941570062623,0.00565970369884404,0.00911136156002247,-2.66736529390233,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_18289_cycle_1_2",0.549019607843137,0.0392156862745098,48,7.72750136527223,0.0666852398573353,1.40749055695405,4.20544198452395,3.46795235255631e-05,0.000288801964539083,1.95836619160913,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18299_cycle_1_4",0.594771241830065,0.0522875816993464,41,6.38288018053437,0.0330726850091734,1.45550180558395,2.01080186439682,0.045686221930766,0.05299306517979,-4.46453281995554,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18362_cycle_1_3",0.810457516339869,0.0686274509803922,174,12.3684095226036,0.0465336477141112,1.45924268081553,3.45365003316032,0.000639780522617604,0.00170555352192861,-0.721374032330224,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18362_cycle_1_4",1.04901960784314,0.0294117647058824,197,11.2549618061312,0.0572470729492694,1.40441083065181,3.42443712731397,0.000719245358954169,0.00185096117465625,-0.822646365566928,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18364_cycle_1_1",1.5359477124183,0.0522875816993464,175,8.01109165120946,0.0620674136063918,1.50154668836265,3.91881737109282,0.000112055773703526,0.000531073282389959,0.882359877904394,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18364_cycle_1_2",3.60457516339869,0.0359477124183007,301,7.47898648086317,0.0561798504698145,1.49736835256242,3.02429380826982,0.0027567823002625,0.00516357310849168,-2.02716288520732,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18364_cycle_1_7",3.7875816993464,0.0457516339869281,451,8.15280527929656,0.0564054827971829,1.53041639824796,3.14252388251936,0.00188173143882505,0.003838304468967,-1.68446252127918,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_18378_cycle_1_1",4395.61764705882,0.513071895424837,149491,3.63183606610531,0.0205426832682303,7.40371807130024,0.575579312424384,0.565296114122541,0.573550555732432,-5.82788538755515,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Common"
"virus_comp_18480_cycle_1_1",8.44444444444444,0.0522875816993464,1989,13.644222285646,0.0387404781417281,1.52525049785437,2.24727054918449,0.0254767301314444,0.0313357757756368,-3.96520564459115,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_18547_cycle_1_1",3.16339869281046,0.0294117647058824,428,8.94637432276308,0.0732963933719861,1.46309033403994,3.94526530365858,0.000129533830957381,0.000574618912145052,0.776232402123533,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1888_cycle_1_1",58.9771241830065,0.042483660130719,8606,10.0316710487418,0.0534269528929639,1.65436120359688,2.45180927159099,0.0148174564196561,0.0195568634362373,-3.50845376072862,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1898_cycle_1_1",0.490196078431373,0.042483660130719,59,7.71518783171797,0.0612849145462082,1.42776767444868,4.14424102694898,4.38139543825528e-05,0.000330496471745809,1.74240409155014,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_10",2.5359477124183,0.065359477124183,214,6.38726257640994,0.0468530572736017,1.61060502032188,2.48836571715793,0.0133360160617106,0.0178976813688005,-3.41289249911292,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_11",5.14705882352941,0.0457516339869281,448,6.83169781742316,0.0457483379105163,1.58494289993315,2.34680535425901,0.0195418038780243,0.024760615031332,-3.74452361746664,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1898_cycle_1_12",0.898692810457516,0.042483660130719,105,7.82778636054453,0.0575038172492098,1.45138652914931,3.50469483591278,0.000528236527865541,0.00146356921997985,-0.542843529984519,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_13",13.7712418300654,0.0522875816993464,3777,15.688926694895,0.0499259147353262,1.55362651519376,3.10780381786208,0.00223459894132162,0.0043520127663714,-1.81441406470026,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1898_cycle_1_14",3.74183006535948,0.0588235294117647,217,5.65142862943366,0.05501665158253,1.629819071884,2.86661142129911,0.00442263340319359,0.00747751361890032,-2.44954622433942,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_16",0.816993464052288,0.0457516339869281,118,8.83021521524481,0.0483341262721016,1.45582783450143,2.90526995642315,0.00400570505309682,0.00694150336634799,-2.36633064752936,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_17",0.901960784313726,0.0490196078431373,136,9.17357641942526,0.0595462168586908,1.46291422326676,3.81188139010148,0.000169212211901083,0.000687798631608693,0.500149987608962,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_4",1.6078431372549,0.0490196078431373,273,10.0527210512587,0.0479754076104918,1.49303190368227,3.32176668357587,0.00100094279635332,0.00235889582422871,-1.12196162794356,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1898_cycle_1_9",1.2156862745098,0.0522875816993464,68,5.91744003946513,0.0472359182236931,1.51632982686289,3.16954116154474,0.00167854074428207,0.00352395396021792,-1.58931971181457,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1925_cycle_1_4",1.33333333333333,0.065359477124183,128,6.73372354547505,0.0560844125389897,1.53896465885789,3.62296659895538,0.000338529048987215,0.00107846175908338,-0.133677800374052,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1933_cycle_1_1",12.6535947712418,0.0326797385620915,3669,16.5923238031405,0.0586534016135523,1.39374389160304,3.22154237704393,0.00217272743142131,0.00426239846088082,-1.73177994450514,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1933_cycle_1_2",5.6797385620915,0.0522875816993464,1170,12.0325064697591,0.0719197305625645,1.55918626458396,4.78117455326732,3.18535306425139e-06,9.02796118473355e-05,4.20706111166894,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1933_cycle_1_3",5.99346405228758,0.0359477124183007,1423,13.6913935461033,0.0858454657307618,1.48384728245764,4.92779027449129,2.32362563380288e-06,7.96854320325001e-05,4.5348416479442,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1933_cycle_1_4",7.80718954248366,0.042483660130719,1933,14.2916164707317,0.0589931757215058,1.48874353780579,3.77396619623313,0.00021997567890551,0.000813350002711686,0.27707716200505,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1933_cycle_1_5",37.4509803921569,0.0522875816993464,8073,12.7040828853608,0.064819632547963,1.60976598975807,3.03031569487103,0.0031138815799891,0.00567934032455251,-2.09773081605879,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_1935_cycle_1_1",3.66013071895425,0.0359477124183007,708,11.8306461451157,0.0683628998898481,1.46445408118018,4.03673626177761,8.75916048225795e-05,0.000467148873305177,1.13688120129871,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1935_cycle_1_2",1.02941176470588,0.0490196078431373,71,6.4318898538978,0.0807007246867372,1.48626105224213,4.83109539146944,3.53133608060992e-06,9.50812239704222e-05,4.14068555100677,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1935_cycle_1_3",40.202614379085,0.0392156862745098,10981,15.6899629649602,0.0685511408118106,1.48639170305737,3.30588331682453,0.00157227631790698,0.00334322131171928,-1.44815836181693,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_195_cycle_1_15",3.34313725490196,0.0294117647058824,495,9.20850437884754,0.0492634183691409,1.46384795292156,2.53948403525362,0.0125059285403504,0.0169957712574508,-3.34658978057941,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_195_cycle_1_21",19.3823529411765,0.0294117647058824,3787,11.5987836887795,0.0458777258605196,1.51371922890942,2.30082943220208,0.0232960581296353,0.0288887214802731,-3.88109023068409,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_195_cycle_1_28",260.803921568627,0.0294117647058824,30765,9.82983105958922,0.0385292409679184,1.59641044120014,1.76787112292742,0.079869278567742,0.0878195130346688,-4.9014631780026,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_195_cycle_1_29",23.4019607843137,0.0294117647058824,6410,15.691485894341,0.0479979371794369,1.46835701658323,2.68024427440153,0.00850489189858575,0.0125992777453745,-3.00819317626656,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_195_cycle_1_4",67.562091503268,0.0294117647058824,16379,14.0262118523887,0.0439942778881842,1.5313933292757,2.29355305073095,0.0237439256851865,0.0293764594634645,-3.89620573792623,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_195_cycle_1_51",3.58823529411765,0.0294117647058824,630,11.1847832611903,0.0490708208929932,1.4275790295677,2.88953543761962,0.00432316746511996,0.00734392958980157,-2.43058169951077,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_195_cycle_1_6",20.2058823529412,0.0294117647058824,3164,9.77477563298696,0.0441596358483788,1.52134142877536,2.13467912575585,0.0350187906922285,0.0415824008550497,-4.22563504925657,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_195_cycle_1_96",2.81372549019608,0.0294117647058824,624,12.8107020280324,0.0519987891434504,1.4381202023985,2.89522474206498,0.00459030824355789,0.00766161608867661,-2.46202554048039,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_1968_cycle_1_1",2977.1339869281,0.042483660130719,328499,8.92688454671654,0.0370110777805982,1.79541435580615,1.39438430782261,0.165975254854182,0.176635720828018,-5.47144533735899,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_1968_cycle_1_7",619.392156862745,0.0294117647058824,79167,9.16487132575283,0.0265937590901291,1.62149910394938,1.09705272390351,0.278398179574999,0.289695497007028,-5.8358018344212,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_197_cycle_1_103",24.7941176470588,0.0294117647058824,4348,10.7661325968185,0.0429917854786281,1.52462610122056,2.14508175920962,0.034157598164624,0.040671899638806,-4.20477333418658,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_197_cycle_1_60",3,0.0294117647058824,780,14.9103453040367,0.0571624032336873,1.41586131854969,4.10084872078061,6.19285174827611e-05,0.000401789236921287,1.4468198548814,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_197_cycle_1_65",10.937908496732,0.0294117647058824,1567,9.67669294270166,0.0450173345509557,1.50303499588493,2.23798853790577,0.027246498648417,0.03328925586426,-4.01501202483062,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_197_cycle_1_83",323.758169934641,0.0294117647058824,80434,14.338677941615,0.0391702519516582,1.58567872433125,1.81528112746527,0.0722191828604534,0.0800206377990826,-4.82027850023596,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_197_cycle_1_84",98.3366013071895,0.0326797385620915,11548,9.98182225155502,0.0414273652540128,1.55836505356484,2.0705659576952,0.0403416573110843,0.0474063992624525,-4.34713782194898,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_197_cycle_1_90",18.421568627451,0.0294117647058824,3541,11.4640630015908,0.0462206205374706,1.51019353813046,2.3172411559823,0.0223512173371336,0.0278452991001653,-3.8460456101474,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_2008_cycle_1_5",0.464052287581699,0.0326797385620915,39,8.31045288237386,0.063918466901521,1.38357819833233,3.89651462566755,0.000124830504338736,0.00056907706090574,0.776528946716867,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_201_cycle_1_2",2.91503267973856,0.0294117647058824,739,14.5610267209691,0.0558694423052741,1.41517543068365,3.97230318139239,0.000102752234770989,0.000506244975163935,0.978378568779651,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_2028_cycle_1_8",178.781045751634,0.0294117647058824,52229,16.702900482041,0.0799459946823231,1.52755343451576,4.31589409459805,2.26283796197794e-05,0.000229912875948136,2.37923831150913,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2033_cycle_1_1",5295.7091503268,0.0359477124183007,1309921,14.499263710379,0.0516934683611591,1.69380108790964,2.39819674889032,0.0207391715403958,0.0260327363042031,-3.70803801325629,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2050_cycle_1_1",3986.01307189542,0.0326797385620915,771613,12.0228882425679,0.0588959566887232,1.67905254388899,2.04878334833036,0.0456012591122832,0.052951542926069,-4.39426970078392,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2050_cycle_1_3",790.225490196078,0.0294117647058824,124277,10.6227423042922,0.0601893748997012,1.62426995337898,2.12579610463381,0.0392435070407637,0.0462167928735949,-4.26384739552228,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2050_cycle_1_9",4285.16666666667,0.0326797385620915,805750,11.9569630732467,0.056820862361466,1.69575873491265,1.91978748531148,0.0604386174183298,0.0680882750622816,-4.62527640183315,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2080_cycle_1_8",13.781045751634,0.0392156862745098,1135,7.63834991557836,0.0662082313525865,1.56936433064691,3.41468050031145,0.000732908998600615,0.00187048102249493,-0.837512505734643,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_2088_cycle_1_2",358.101307189542,0.0359477124183007,46541,8.96837979159906,0.0495697864162981,1.68034360862872,2.26526470089941,0.0265736791400432,0.0325410488161757,-3.95160704334343,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"virus_comp_2109_cycle_1_3",20.6601307189542,0.0359477124183007,3856,11.3534257979033,0.100720293135067,1.52466384299677,4.60335663793824,1.18576060185238e-05,0.000172576238945272,3.04221644503037,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"virus_comp_2119_cycle_1_3",3.48366013071895,0.0294117647058824,666,11.4755206311852,0.0638397418116123,1.44381962292238,3.63050858606127,0.000436634121688448,0.00127831179378037,-0.328064207156788,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"virus_comp_2133_cycle_1_13",70.7418300653595,0.0326797385620915,9129,9.76302197754297,0.0657913109564987,1.58991034810564,3.10197844885251,0.0021169040888861,0.00418052375101217,-1.78958840140156,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
