"orf_id","mean_abundance","prevalence","max_abundance","cv","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","direction","celiac_direction","abundance_class","prevalence_class"
"edge_1468_12",2.22222222222222,0.0326797385620915,315,9.97592347506377,0.074383469660216,1.44255962703473,3.84991336679536,0.000162009707693136,0.000665971202998119,0.553831762511651,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_14",2.29738562091503,0.042483660130719,289,8.77894773160849,0.074518232724947,1.48995291363483,3.93034599601587,0.000117110996535284,0.000545632220963682,0.853682227576755,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_16",3.02287581699346,0.0490196078431373,333,8.73287211217986,0.0780825329893445,1.5240692114739,4.13565196556379,4.92676388804649e-05,0.000351570590793236,1.64782984747628,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_32",9.68300653594771,0.0294117647058824,1412,10.5027777342843,0.0853202214256563,1.49001233322949,4.36903849966312,1.87183769620172e-05,0.000212207284085184,2.54565002410297,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_40",4.07516339869281,0.0392156862745098,793,11.8023731847026,0.0691781066141346,1.45563757733312,3.61087938067315,0.00043072383081953,0.00127267370587828,-0.326328519841666,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_41",15.5849673202614,0.0392156862745098,3652,13.5822652083519,0.076807647806209,1.51879701378321,3.68443626529137,0.00034472644272013,0.00108717534058442,-0.108772389576187,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_42",11.6503267973856,0.0294117647058824,1976,10.4691395174989,0.080727339228606,1.49818870833262,3.9990199068247,8.97017674969912e-05,0.000471349905693976,1.09983003568052,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_43",3.34640522875817,0.0392156862745098,569,10.6216519042833,0.0725650492771593,1.45479510730307,4.02473279898919,7.49023348587322e-05,0.000444461788665866,1.25304497634983,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_44",0.797385620915033,0.0457516339869281,93,9.10408007511605,0.0678057283975341,1.42160193421429,4.37523556957811,1.71874302235659e-05,0.000206825277662352,2.61536871965676,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_45",3.28104575163399,0.0294117647058824,464,10.254918260966,0.0709116618899768,1.44696233998082,3.43929932901498,0.000728662393335557,0.00186487948139189,-0.819985568401665,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_49",1.83986928104575,0.0392156862745098,222,9.42946778887767,0.0723326695620766,1.4418133098055,4.09552057364144,6.39336573339409e-05,0.000411083874320324,1.41611848824608,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_50",6.5718954248366,0.0392156862745098,1435,12.8799703004854,0.0665489026013261,1.46088828017251,3.51260063400562,0.000583147838627318,0.00158799044804456,-0.61163609794361,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_54",0.957516339869281,0.0392156862745098,162,10.0390644277003,0.0609269629667694,1.44044765411778,4.1191906561124,4.91218652678797e-05,0.000351570590793236,1.63792391894653,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_55",0.689542483660131,0.042483660130719,121,10.3649187106064,0.0625931715751349,1.42375032677268,4.32793294651699,2.04219668837274e-05,0.000222166245795701,2.4523699146874,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_57",11.5555555555556,0.042483660130719,3036,15.0608485480498,0.0736564322787584,1.50269590149901,4.17488368592817,4.29326152861469e-05,0.00032794336304717,1.77718891331735,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_58",5.19934640522876,0.0457516339869281,1206,13.509656381576,0.0681654247213127,1.48066083696942,3.46721926215363,0.000667447782679679,0.00176186583810298,-0.738238733399292,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1468_62",3.66993464052288,0.0359477124183007,776,12.26750186497,0.0722440772687487,1.47602080274885,4.20390444112264,3.98229197361633e-05,0.00031652608528301,1.85344272707921,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_66",2.2156862745098,0.0294117647058824,535,13.8675157787356,0.0701872848630614,1.42352240292005,4.42431799360206,1.49792640131499e-05,0.000193298511857153,2.7527386587926,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_68",0.444444444444444,0.0359477124183007,49,8.58231597769415,0.0606343066423762,1.39241082081337,4.26806697902512,3.11315707565161e-05,0.00027370368738586,2.0795102670225,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_71",1.93464052287582,0.0457516339869281,338,10.3194630675076,0.0707206127718602,1.49428171575711,4.1973365666087,3.49941099093318e-05,0.000288801964539083,1.95337705911539,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_72",4.17320261437909,0.042483660130719,482,9.24855488311069,0.0828123753634042,1.51285917807822,4.69103526630047,4.63933534338091e-06,0.000110287617939033,3.85089664750652,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_73",188.346405228758,0.042483660130719,57012,17.3038530773912,0.0686248251780346,1.50641048782086,3.65529039457347,0.00044538059894708,0.00129641866234055,-0.31796686596049,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_1468_74",575.323529411765,0.0294117647058824,174530,17.3418053662498,0.0666081698576861,1.49243332805138,3.38765703688133,0.00112931410529568,0.00259609667321974,-1.15793037623353,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_1468_77",1.42156862745098,0.0359477124183007,280,11.8420286497324,0.0660641777213576,1.41430814929588,3.3348292651872,0.0010847926963362,0.00251251985796578,-1.176419480355,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1468_83",33.3725490196078,0.0294117647058824,4630,10.4629009067787,0.0854809345961849,1.54544564593733,3.95184007123772,0.000107774896606092,0.000516071447318107,0.935085595653781,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1476_20",12.2549019607843,0.0555555555555556,3055,14.3007316974697,0.0755003296932696,1.59741876235305,3.83575774321818,0.00017229889966978,0.000693704354932161,0.510747165613706,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1476_22",41.7679738562092,0.0588235294117647,10279,14.2091718103852,0.0709497326646819,1.63276891873946,3.1661518344886,0.00220031107867424,0.00430078953127434,-1.76851950750737,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1476_23",120.738562091503,0.065359477124183,35099,16.6229576485373,0.0688287892517268,1.67527007479241,3.42607212623049,0.00101239371369816,0.00237685179423907,-1.04348868393122,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_1476_4",2.87581699346405,0.0294117647058824,504,11.0094203713158,0.0762621488756082,1.42861542479662,4.43275779381654,1.86980033689639e-05,0.000212207284085184,2.57748405140099,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1476_8",3.01307189542484,0.0326797385620915,407,9.67370157061336,0.076388936234669,1.45858975262032,3.83697079220152,0.000186101027416467,0.000730166872595757,0.441250254048308,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1509_6",62.5751633986928,0.0457516339869281,15491,14.3375388079648,0.0419952386799328,1.55693337919406,2.05925183647191,0.0417393055598429,0.0488356676675185,-4.3590388283871,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1512_14",1.23529411764706,0.0359477124183007,157,8.29230851938396,0.052756083532537,1.45656605674312,3.25563236666567,0.00126972971979449,0.00281668158232475,-1.34009913596325,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_16_12",3.51633986928105,0.0490196078431373,477,9.18379626918091,0.0363886710631297,1.53820130572388,2.15346749966384,0.0321659716793922,0.0384966235436469,-4.16615221815597,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_16_14",6.0718954248366,0.0359477124183007,726,9.69626464272786,0.0604215008420686,1.48852050896037,3.39059068114573,0.00079070986427475,0.00195994136668333,-0.909359870664916,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_16_18",120.647058823529,0.0326797385620915,32741,15.5547342407028,0.0382507780796048,1.55929356466789,1.81812787498826,0.070957549223179,0.0787442354594166,-4.8004402326896,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_16_19",11.6437908496732,0.0457516339869281,2436,12.1492729215514,0.0399112703247292,1.5920636482025,2.16900026259403,0.0321698803985907,0.0384966235436469,-4.14216618775855,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_16_2",3.28104575163399,0.0555555555555556,591,11.028396480034,0.0407872405596192,1.52242866653999,2.42344364195095,0.0161594006562407,0.0210231415081014,-3.57776391669945,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_16_3",8.65032679738562,0.0326797385620915,1280,10.7885998358668,0.0389818316045321,1.4888271129098,2.20311072157617,0.0287039586053876,0.0349312580994378,-4.06714645560972,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_16_4",5.14052287581699,0.0522875816993464,826,10.4808757291507,0.0480283693797251,1.53803966882643,2.88881839195915,0.00425081256670042,0.0072611025128253,-2.406871923764,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_16_5",1.76143790849673,0.0359477124183007,360,11.8789484027062,0.0677201661689912,1.44480941928519,4.34885913630028,1.93321424036597e-05,0.000216882472591057,2.50843421606518,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_16_9",2.9640522875817,0.0457516339869281,661,12.9189743274621,0.0405691652561963,1.46689411104179,2.46587500940379,0.0142538815014458,0.0189758101076108,-3.47709491029444,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1627_13",0.454248366013072,0.0294117647058824,52,8.55484309249656,0.0669061785366884,1.37559630586243,4.5801274612105,7.72016763337412e-06,0.000138893465259504,3.37017488439136,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1627_22",0.356209150326797,0.0457516339869281,46,8.62988576313295,0.0686280573269174,1.39672728427046,4.59392964887357,6.77017638328877e-06,0.000135027406755593,3.48554183111697,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1627_29",1.52287581699346,0.0359477124183007,188,9.27689673825722,0.0810902427703806,1.44453429794611,4.98011076419356,1.14829632207677e-06,6.12351509241089e-05,5.15003544229834,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1631_14",32.6830065359477,0.0294117647058824,9914,17.3403289420733,0.0727146572541533,1.40902689995823,4.17496000377711,6.84644562889878e-05,0.00042745634448255,1.40612709438065,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1631_2",7.02941176470588,0.0294117647058824,2105,17.1187178238026,0.0735237846099973,1.38165508489926,4.46570616307588,2.2100349009676e-05,0.000226686436984962,2.4570412829763,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1631_4",2.82679738562092,0.0392156862745098,785,15.8835285453075,0.075268995767158,1.42001072119874,5.42690200073594,1.9316239625777e-07,2.90827112151986e-05,6.86273607638025,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1631_43",19.5098039215686,0.0294117647058824,4921,14.6025474994916,0.0687473339258616,1.4480295815287,4.5851646251975,7.65270178594366e-06,0.000138893465259504,3.39255902907159,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1631_46",0.300653594771242,0.0294117647058824,27,7.67577315777897,0.061397953710214,1.37479142809305,4.21045043663161,3.48875278733804e-05,0.000288801964539083,1.95653493931273,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1632_1",26.6437908496732,0.0359477124183007,7664,16.4511831291818,0.0697618792685929,1.49161446565547,4.5904791950466,7.27088022954463e-06,0.000136871170276495,3.43054769083005,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1632_2",22.297385620915,0.0359477124183007,6452,16.5452139237645,0.0808428907232518,1.4809882211766,4.73909286784508,6.941621878719e-06,0.000135929577516007,3.53895092444385,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1633_13",3.63398692810458,0.0392156862745098,441,7.90064081061637,0.0764291002119198,1.53091366341602,4.51284779248123,9.57735943333148e-06,0.000153952479249224,3.16286942302129,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1633_14",11.0686274509804,0.0490196078431373,2836,14.7006429717377,0.0823663220793888,1.53971169535863,4.74629176532084,4.12926462502651e-06,0.000107161879545869,3.97348555623423,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1633_25",1.50653594771242,0.042483660130719,150,8.43293640549356,0.0704592999693365,1.46097271810875,4.66853600664472,5.18465563159977e-06,0.000113956614596591,3.74341286990812,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1633_26",2.16993464052288,0.0359477124183007,296,10.0375433348706,0.0679274298770109,1.44806196500551,4.36184873690194,2.24763295003246e-05,0.000229450302102839,2.39100116390039,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1709_34",11.9183006535948,0.0359477124183007,3160,15.2103459644501,0.0348993172623018,1.47236395135963,1.90590048940902,0.0585703863630111,0.0662260431632157,-4.66222337208139,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1709_36",23.5032679738562,0.0326797385620915,5751,14.1175827063463,0.0301124264051062,1.51179354780552,1.58300260872731,0.11539011413554,0.12452420132663,-5.19715309319929,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1709_37",29.5261437908497,0.0392156862745098,7777,15.1218743896302,0.038511185328951,1.52093877120817,2.00399053897448,0.0468309093754886,0.0542040724313823,-4.47554140673415,FALSE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1709_38",22.6470588235294,0.0326797385620915,6602,16.668930042414,0.0447199532420615,1.45346728843915,2.47371590907837,0.0145812006980081,0.0193254780856715,-3.48765191970746,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1709_51",87.7941176470588,0.0326797385620915,24396,15.8982785542135,0.0532855037009099,1.54839978812459,2.74964465396958,0.0066642690898022,0.0103645022522989,-2.80335279124956,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1709_54",10.9150326797386,0.0359477124183007,1807,10.4236089617404,0.0535312169830135,1.50118282419154,3.14561232671553,0.00183433337808705,0.00375228309249716,-1.67163794171851,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1732_37",146.565359477124,0.0392156862745098,21225,10.3062900454003,0.0578053635235601,1.59052958151945,3.16312626164812,0.00189329664051577,0.00385095463991593,-1.66214151279515,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_1782_18",27.1470588235294,0.0392156862745098,7925,16.694545823429,0.0431624668965568,1.46311751911802,2.21786430712516,0.028592467120409,0.0348349401455662,-4.04803548860966,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1845_43",14.4346405228758,0.0457516339869281,2058,9.87116930355545,0.0745611626527094,1.53631192379069,3.77919238524643,0.000305096639050034,0.00100949026192592,0.0435906150946108,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_1",34.8039215686275,0.0457516339869281,5061,9.85590627444476,0.0711350445197942,1.62322094892782,3.67841349745779,0.000428324677023954,0.00126905652043731,-0.275408081255683,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_10",7.99673202614379,0.0359477124183007,1300,10.1196373713849,0.056133353611403,1.51129363103607,2.72613712296582,0.00889443813959213,0.0130153666798108,-2.99461835497119,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_11",4.33986928104575,0.0359477124183007,753,10.8602020743551,0.0684404783700923,1.4607409728873,4.77847653984061,5.47612633623184e-06,0.000117955761282434,3.75076695794734,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1847_18",6.84640522875817,0.0326797385620915,1118,10.2081229868623,0.0630174025411226,1.49644642217322,3.37514970021434,0.00146053770531059,0.00315230282288477,-1.35454389959061,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_19",1.58169934640523,0.0457516339869281,226,9.0428663478076,0.0562347351526569,1.46674327279637,3.07767619840389,0.00321704992230059,0.00582965929525079,-2.08867991525982,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1847_2",100.59477124183,0.042483660130719,15213,9.73515944482555,0.072987299999946,1.68284426429691,3.52899771407819,0.000701138044260956,0.00182644631423092,-0.727553213398402,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_24",11.0947712418301,0.0522875816993464,2123,11.3713644907503,0.0773424533197775,1.5901017802712,4.87713814799718,2.85879366145119e-06,8.47104459606585e-05,4.33933110729182,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_3",5.32352941176471,0.0326797385620915,721,8.91934965752935,0.0739385605771737,1.48678045137369,3.84589806205285,0.000332570319953349,0.00106585681923945,0.00989947375009592,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_30",24.8169934640523,0.0326797385620915,4563,11.0360230044155,0.0699581830629197,1.55456270868425,3.32265144013616,0.00158345249247058,0.00336035139781442,-1.44600660409329,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_31",14.8823529411765,0.0392156862745098,2740,10.9526251012752,0.0682256623728747,1.55775081907414,3.58906225402632,0.000600137094603092,0.00162285734537274,-0.58185864483132,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_32",11.1045751633987,0.042483660130719,1470,8.87571113182761,0.0721925131764001,1.56200377671707,3.89823099438584,0.000202963553642197,0.000764306808645617,0.412467265469592,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_33",42.359477124183,0.042483660130719,5629,8.76483068934138,0.0716789683017334,1.65478024773387,3.54849075017794,0.000657938841488605,0.00174317375715431,-0.671356555080867,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_34",5.39542483660131,0.0326797385620915,673,8.14309649987675,0.0640398777332646,1.50989691243347,3.49722026659558,0.000807207722355383,0.00198484638579166,-0.856898197522503,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_35",4.04901960784314,0.0326797385620915,618,9.42392703657246,0.0611886286456897,1.48406422815596,3.18964987249967,0.00249869561898757,0.00475458512658943,-1.84765771149087,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1847_37",4.47385620915033,0.0392156862745098,681,9.41813691626002,0.0612537484399757,1.51020060400054,3.57380594723618,0.000609453762231945,0.00163890562278104,-0.604482327392094,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1847_38",5.80065359477124,0.0392156862745098,956,9.90966067395161,0.0647671661694795,1.5321671554061,3.3932334560938,0.00112289987230921,0.00258410932153209,-1.1586681128539,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_39",33.7614379084967,0.0392156862745098,5147,9.58574138646756,0.0701856766780303,1.62174456283932,3.74861070266854,0.000338372764079666,0.00107846175908338,-0.0593402763086743,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_4",8.30392156862745,0.0359477124183007,1460,10.7231005763366,0.0762997615135753,1.49035594032482,4.27247500163557,8.36039542145998e-05,0.000457358230549927,1.30037087366222,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_40",11.9803921568627,0.0392156862745098,1629,9.09725669131384,0.058559151104166,1.56138442622638,3.34651185495026,0.00130756765062691,0.00287728826867588,-1.29501079828848,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_41",14.6830065359477,0.042483660130719,1812,8.50643151424441,0.0721687992999277,1.59673667782088,3.75135313283019,0.000335252902460315,0.00107141654584498,-0.0516857176508658,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_42",6.91830065359477,0.042483660130719,946,9.14270096973182,0.0709774700603009,1.54082528957273,3.82804539717662,0.000258330475749363,0.000900220423201857,0.18788275035106,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_43",63.5718954248366,0.0457516339869281,10586,10.3741301775271,0.0704504292206683,1.66996766635873,3.36884170545291,0.00117263504174034,0.00267047938517742,-1.19899726376027,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_44",10.9281045751634,0.0326797385620915,1594,9.43535511180491,0.0650017862582621,1.5248543420975,3.56556211244069,0.000652443778792912,0.00173074371862061,-0.658339378913257,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1847_8",19.6209150326797,0.0359477124183007,3064,10.0032002780761,0.0795695398957795,1.54132629600694,4.07543502645368,0.00015940804487934,0.000661589457938531,0.699105964947523,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_1",44.5032679738562,0.0882352941176471,7205,10.375771483532,0.078583772556551,1.83881671018982,3.9607162860047,9.26671078945211e-05,0.000479819592319227,1.0741676562012,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_10",16.6830065359477,0.0555555555555556,4304,14.7918708419077,0.0515899223471206,1.57288509180256,2.87250157117841,0.00438002422897042,0.00741586196730791,-2.44068241201248,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_11",13.5228758169935,0.0555555555555556,3373,14.3285849604236,0.0468978258667366,1.56458171708755,2.59453568521203,0.00996457125122752,0.0141487715722769,-3.16198108682956,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_2",62.0359477124183,0.0718954248366013,12366,11.9642694665472,0.0608299210662807,1.77016706599536,2.95287716134952,0.00340188228456502,0.00610637870079422,-2.20664255238579,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_3",140.127450980392,0.0718954248366013,30040,12.5225202798014,0.077147026718779,1.8734924564946,3.43781982334219,0.000665909644891842,0.00175996242343194,-0.724835794271004,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_187_4",210.781045751634,0.0718954248366013,40826,11.5210176108737,0.0779024512931544,1.93498132975866,3.28115831610082,0.00114885274424829,0.00262978619671714,-1.21752031176905,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","High","Rare"
"edge_187_5",52.4281045751634,0.0816993464052288,10776,12.0401638772254,0.0839536777843374,1.81972948887255,3.98079196131674,8.51835671676377e-05,0.000461018602208773,1.15169224581008,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_6",35.1111111111111,0.065359477124183,7457,12.4488159697647,0.0656765777801338,1.69964327746451,3.28277384351321,0.0011432560476458,0.00261975907088197,-1.23304241606524,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_7",61.937908496732,0.0588235294117647,13678,12.8386703417971,0.0539240864811396,1.72433467976362,2.72687073131964,0.00678681530972066,0.0105095615939168,-2.81376130430735,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_8",24.0490196078431,0.0686274509803922,5370,12.9685632303511,0.0712614997937128,1.68431122456798,3.52970953784937,0.000486588869260998,0.00137367290221257,-0.457529316485367,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_187_9",8.7156862745098,0.0686274509803922,2029,13.4336873481729,0.066400421581568,1.58286424133676,3.77223749761554,0.000197106896772498,0.000751448240084886,0.363092288057396,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1896_42",5.88562091503268,0.0294117647058824,1137,11.7475453332468,0.0707793262379052,1.45841501678094,3.65545594434993,0.000320366716992999,0.00104556046727715,-0.0762900002272806,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1896_46",0.686274509803922,0.0294117647058824,144,12.4069510730102,0.0661343385938272,1.36940485223722,3.98144833182466,9.82513016576324e-05,0.000495312658874058,1.01376950033112,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1979_7",22.5653594771242,0.0588235294117647,6631,16.8002459769607,0.0742532802306573,1.51870208493751,4.57242473718232,7.06351841834608e-06,0.000136871170276495,3.45117424989303,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1980_1",18.1732026143791,0.0359477124183007,2370,10.2678200597767,0.0415777526890031,1.5500613363034,2.38201009866603,0.0178034555356729,0.0228947123724415,-3.66353959109171,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1980_2",8.67320261437908,0.065359477124183,2222,14.6801004122298,0.0640719894918774,1.57825376136378,3.79963540608032,0.00017348337267056,0.000697170120769376,0.477736560833539,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1980_3",39.1862745098039,0.0816993464052288,7154,11.6084237584313,0.0471290947710015,1.77071239499556,2.67747468554352,0.00780614897350334,0.0117352634342065,-2.93445069566792,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
"edge_1980_4",3.95424836601307,0.0751633986928105,936,13.6112221069652,0.0541823910747488,1.56071822343497,3.58168964552953,0.000395042105673266,0.00119679422731394,-0.268976002116426,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1986_3",4.15032679738562,0.0392156862745098,956,13.281237986317,0.0603854164820372,1.48265184879325,4.29788102305188,2.31707021248269e-05,0.000234317804586277,2.3354311624094,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Low","Rare"
"edge_1986_4",4.83006535947712,0.0359477124183007,1143,13.5848474174669,0.0696564437948797,1.48790444968233,4.11399435807659,4.94549159750931e-05,0.000351570590793236,1.63030519687934,TRUE,"Higher_in_CONTROL","Decreased_in_CELIAC","Medium","Rare"
