"","T0.72","T0.66","T0.60","T0.54","T0.48","T0.42","T0.36","T0.30","T0.24","T0.18","T0.12","T0.6","T0"
"edge_1980_4",-3.63514148974819,-3.23206158716557,-2.67072099801856,-1.73935113709807,-4.14453214641243,-4.55965440131737,-3.90167546407539,-3.84179190179679,-3.00136732367008,-2.8120182673856,-0.273863367046451,-1.01785442410599,2.54098220796795
"virus_comp_1105_cycle_1_1",-4.34512739481345,-4.00113248346486,-3.5485499163621,-2.88543243998801,-4.54768973341524,-4.94632268714464,-4.10841209707351,-4.05219720230533,-3.19259657825971,-2.81184125956438,2.12299924454316,3.13077367680913,4.08953278006623
"virus_comp_4092_cycle_1_5",-1.15060230660783,-0.49474448668378,0.487407369320438,1.1459497807246,0.90253656878773,1.45678643343261,2.37270614973415,2.58086165979799,2.97553083968862,2.84827859760171,3.13423360013092,3.69880359727235,3.66694313821613
"edge_2044_9",-1.43446199219672,-1.23282881199315,-0.998364479662665,-0.71825787662111,-1.65348261695945,-1.72871897466246,-1.50004485110391,-1.45222651518269,-1.11497337821439,-0.963903930061967,-0.701484937438667,-0.42286723991369,-0.0784431610990256
"virus_comp_155_cycle_2_158",-8.10927166087815,-7.84443460307629,-7.51979829990176,-7.1002357920568,-8.11529004389275,-8.33527135660299,-8.13813628165974,-8.11036504992304,-6.75407816668734,-6.66064379509625,-5.59768300751947,-6.74539376006012,-4.48907810122864
"virus_comp_155_cycle_2_82",-8.75642797162136,-8.53846847971734,-8.28161738059215,-7.96891483802797,-8.76656846060911,-8.9513590998378,-8.80087498002906,-8.7835809549924,-7.75618931639373,-7.58987307811295,-7.07296747777919,-7.78881802576272,-6.76105492378832
"virus_comp_155_cycle_1_28",5.19545406398545,5.14956435680066,5.10216688429258,5.05315919150867,4.7127611128243,4.85595404120324,4.9145464093052,4.72435738865331,5.16649687716416,4.94875176111182,4.67514352999493,3.95214180782785,4.05997664834385
"virus_comp_9222_cycle_1_1",4.50745449733989,4.70026078425451,4.87031115800025,5.02241454144419,4.97653735286155,5.2588350845793,5.76967879566176,5.89263206858435,6.08430297166614,5.96224401835296,6.12936827087691,6.67517759744931,6.58477413147908
"virus_comp_3629_cycle_1_4",1.43998651310481,3.0676235903234,3.81297468769458,4.30198043509652,-3.2849768794484,-2.75340342205188,3.94845166679678,4.21387393105506,4.69694971729938,4.93918837276091,5.04947197075917,5.59910788613853,5.57715925109594
"virus_comp_17935_cycle_1_14",-1.7736606454136,-0.275133964257478,1.58447740481487,2.38075419482574,-2.1020054216474,-0.980234238955094,2.88038355101872,3.22243087056819,3.50707513629727,3.93046760420104,3.90544836191037,4.32535745807281,4.3027018019561
"virus_comp_301_cycle_1_51",7.47347188845646,7.41474411976987,7.35352390169019,7.28959025847795,7.56138311812784,7.49522417052934,7.0787132151744,7.03196959915086,7.20799555747405,7.18052484912384,7.05715307258128,6.54464226693501,6.61617999774607
"virus_comp_18162_cycle_1_7",2.67343131412944,3.39875072530399,3.87915740683136,4.23893094972383,-3.0364744839727,-2.91930511962893,3.27943057430608,3.44179862103781,4.16734933639593,4.23533333250535,4.45224847730179,5.09118282606141,5.06583636486465
"edge_187_8",0.679791079342829,2.58903542045261,3.38294631708117,3.89210660390289,3.76720937154365,4.17257427207805,4.96842720570725,5.17039332326287,5.56545145862423,5.45492710523298,5.71435647665189,6.23851324043545,6.20912902013382
"virus_comp_155_cycle_2_77",3.94747526066931,3.81002852995873,3.65809484719239,3.48825660440261,3.51461732012619,3.73783655255364,3.65296287962953,3.45567721730368,3.48363784799943,3.33622648478826,2.66719011782524,1.70894935247044,1.02395919782177
"virus_comp_407_cycle_1_12",3.95788336520879,4.4040321073728,4.74430992398198,5.0194490853055,-3.61961349389173,-3.75471682648236,3.37357930734903,3.48433511938648,4.3686989823317,4.48263436123335,4.68456236079648,5.41303584453312,5.34888635868799
"edge_3513_16",1.31890279813131,1.92969485437917,2.35747575956369,2.68699621527829,2.44873331637842,3.01657477802684,3.91992734880413,4.04548715655157,4.40493492231985,4.10690164787895,4.39915823209114,5.11434920866775,5.0004188523945
"virus_comp_4092_cycle_1_6",-1.30380058888774,-0.533968813736055,0.6534913441894,1.37509354175697,1.41228888332116,2.0189800352407,2.89723340971058,3.1000861185414,3.47426092969515,3.32479233954753,3.60167971410208,4.19057856234449,4.14033161123499
"virus_comp_1898_cycle_1_12",-2.87303482071493,-2.84660425120044,-2.81968041556652,-2.79224455173958,-1.76720522526159,-1.00022193751849,-1.28751009220819,-0.835089010701674,-1.31430938836668,-1.1443024403632,-1.04309441863521,-0.202696722892617,-0.347450064653075
"virus_comp_155_cycle_1_204",-4.38140869139512,-4.10596875803388,-3.76523003679449,-3.31828598154038,-4.42519472279192,-4.64799030654399,-4.44510692856546,-4.43084022784721,-2.90371774254713,-2.88090966898908,-1.74948052338843,-3.12847624029945,-0.896448221671712
"virus_comp_1795_cycle_1_5",-2.5768564391975,-2.56937546391506,-2.56185549436743,-2.55429612191173,-1.89633816583284,-1.38431566097931,-1.44695943478928,-1.17955622613522,-1.48517775115738,-1.20660715161215,-1.40424831497933,-1.05072961285322,-1.2635768661895
"virus_comp_10749_cycle_1_2",-1.74063298197973,-1.59209088194984,-1.4264804789774,-1.2393638489782,-1.53856039066877,-1.64766136818307,-1.56906552787634,-1.50519651953356,-0.912582854721886,-0.728996808234994,-0.385111884709797,-0.695649893508054,-0.0654405960705237
"virus_comp_155_cycle_1_35",-6.72025597505674,-6.47300231320802,-6.17442632555575,-5.79748817755119,-6.538462968995,-6.68587300943448,-6.44450382405066,-6.3542208938249,-5.08954721270473,-4.83453117086304,-3.15507321690379,-4.18172460669151,3.36055700470309
"virus_comp_17832_cycle_1_4",2.57080339072276,2.48829966644305,2.40079006416261,2.30762766210472,2.53343637050797,2.41246513184313,2.11333195829012,2.01985699939782,2.07885746821085,1.99772862617956,1.90593649323662,1.56800027309704,1.57067894160121
"virus_comp_2139_cycle_1_3",-3.15160886792134,-3.03881172367985,-2.91644179528479,-2.78272229671761,-3.18871910059797,-3.11361253504622,-2.69850844086742,-2.60188732039042,-2.11469527624742,-2.16119927610589,-1.90110219733659,0.2648859783811,-0.0958635052096348
"virus_comp_720_cycle_1_5",-1.29797744347843,-1.09589287849709,-0.860817624914852,-0.579837829573314,-1.58599290993672,-1.81831763297388,-1.42954708582034,-1.39101338956247,-0.97924378618081,-0.89231119016768,-0.384898933089087,-0.366485405100076,0.31120797009435
"virus_comp_18362_cycle_1_3",-1.34956177546111,-0.993696386431404,-0.520260036481481,0.167168983134803,-2.05149891209243,-2.44800278359798,-1.90930214858827,-1.90007119166999,-1.25848540201006,-1.24415946568882,-0.291947937411385,-0.417738552403763,0.777861552102033
"edge_187_3",0.469570011125626,4.80787123439802,5.77176274849276,6.34448542439076,6.16486806144483,6.566180514583,7.36780911866697,7.58450998845487,8.02687452796064,7.91593726904596,8.19231680262762,8.7120045993437,8.69396949915482
"virus_comp_407_cycle_1_13",2.75509817450765,3.67036088135955,4.22593430290962,4.62604966394036,-2.43904804430476,-0.624632595128768,4.39413069983756,4.67364192061101,5.00404814598631,5.389682059416,5.36566192357031,5.77936351333017,5.74024068958514
"edge_1468_58",4.2658119003031,4.23180596353017,4.19697907918898,4.16129062715014,3.88382445262249,3.49600093290717,3.26716106575003,3.08544327379106,3.52232412213386,3.3802113986172,3.3975566204758,2.681917673489,2.93127179943679
"virus_comp_64_cycle_1_2",-1.85527188290953,-0.245863143399633,1.6989275584676,2.50563503342978,-1.8314781476276,0.202131079620632,3.16048567079547,3.51550545633562,3.75375639411213,4.21700566245038,4.15994746338327,4.51390638815727,4.49337579421613
"edge_48879_1",-4.65437935076868,-4.4281275903798,-4.15967270642897,-3.82957551620645,-4.70309880618476,-4.8922267743993,-4.54014346768167,-4.4809919067128,-3.64376418784775,-3.56006210685137,-2.70776257240765,-3.07573459991802,-1.0284035486463
"virus_comp_155_cycle_2_46",-7.32813617202506,-7.09897621650387,-6.82641361087715,-6.49007417621637,-7.33912074044883,-7.55614789632815,-7.40729887193609,-7.38750683674494,-6.30524601028983,-6.20636136476558,-5.5652865030932,-6.34139357973478,-5.19238152571451
"virus_comp_17169_cycle_1_1",-4.27421798523811,-4.01040110199946,-3.68729849469043,-3.2703013473574,-3.87029656331121,-4.10768121063419,-3.73956851684687,-3.57951242432882,-2.1101031947482,-1.52774729473538,2.03526839585805,0.76555427168649,2.99351411550024
"virus_comp_2438_cycle_1_15",-5.91469813653731,-6.0093583914258,-6.09818824708891,-6.18186444474094,-4.31503039526941,-2.16210868282556,-4.80487474511822,-4.49059433260056,-5.65024493895182,-4.64434655331935,-5.45387168300593,-5.83820737461225,-5.8891304675737
"virus_comp_155_cycle_1_214",6.41379295443165,6.35929039738289,6.30264771181221,6.24368993304983,5.94829262943032,6.10612092800678,6.15400934793432,5.97032555451816,6.35727595618329,6.1426735236173,5.84998892718689,5.16156774942876,5.22444414461111
"virus_comp_6955_cycle_1_4",5.9479494535813,5.84008274947631,5.72349465477734,5.5966498139741,5.08199574746498,5.10651901176242,5.28289605249584,5.16925641463307,4.7676193471637,4.9097587088346,4.19713924219843,4.52067003651382,3.58643732124015
"virus_comp_62_cycle_1_57",-2.07179006262428,-0.00458498350533502,2.06960373045241,2.88725430675785,-2.1171036956433,0.214076593973988,3.51153957512291,3.87187171670195,4.11983968396309,4.58696361121832,4.5305076558934,4.88770028150866,4.86756926596581
"virus_comp_155_cycle_2_35",-6.6950403465816,-6.44761223307336,-6.14878153260494,-5.77143647269326,-6.5187257494173,-6.66898529828023,-6.42962798312978,-6.34118588958176,-5.08384262397316,-4.83604418791424,-3.20306761310177,-4.2047927255344,3.26377361363653
"virus_comp_15364_cycle_1_3",1.79200413266151,1.75144471686315,1.70971196169935,1.66673595276409,0.336159512495374,0.388709225916567,0.403728443713723,0.152551233634138,-0.254217413625603,-0.131123246338709,-0.759017629847014,-0.313005426797992,-0.858857603765372
"virus_comp_7248_cycle_1_1",5.50842220039899,5.44981875737517,5.38873363131022,5.32494730827694,4.8607259395577,4.40425813610217,3.91047548189887,3.27124468178332,4.13473716033953,2.35206032448148,3.14090419530164,2.3190655669107,2.42755553729401
"virus_comp_733_cycle_1_29",-7.67228020569855,-7.62840086690253,-7.58314496773472,-7.53642333359807,-5.92471169754438,-4.0886774558588,-5.94471930680522,-5.33041376149249,-5.99701264412265,-6.01659478033542,-5.73248989216911,-5.88981648699072,-5.66786999311078
"virus_comp_454_cycle_1_3",-6.96832062506793,-6.83905747234774,-6.69706244117547,-6.5395506697346,-6.45471974912328,-6.46846961675612,-6.57110399603753,-6.47086737527408,-5.91141084653052,-5.79517106763992,-5.42890605046861,-5.9079244817374,-5.34431955345704
"virus_comp_17787_cycle_1_5",1.28623540375214,1.08402916803416,0.848789163676883,0.567573735516347,-0.658481296497808,-1.62170589344069,-1.62033639110331,-1.81272036238063,-1.82996393532891,-1.7603684441302,-1.79533744362015,-2.24746508935686,-2.12334628357674
"virus_comp_8889_cycle_1_2",2.81373169015203,3.52854504120963,4.00437292525029,4.36158253202576,-3.61839348848319,-3.68790888797849,2.64966441843425,2.73562203792532,3.91215222767556,3.75924661009629,4.19781171699256,5.03124734919367,5.0017602707323
"virus_comp_60_cycle_1_27",-0.716097321137668,-0.327975576071415,0.17916798820764,0.603798139164482,-0.330427018701089,0.103017203617447,0.543583977176118,0.739725262736323,1.162041878281,1.11426331618742,1.42038796881574,2.11931565111786,2.08200470790052
"virus_comp_36_cycle_2_2",-3.23389004430157,-2.99130591643919,-2.69951977000967,-2.33336028029734,-3.19219494851795,-3.36381204502655,-2.94321789687225,-2.8521451340363,-1.89766431084965,-1.71997944736627,-0.304678613150943,-0.668463199044502,1.42623979937779
"edge_16_14",3.72844873353505,3.60917581386607,3.47914618869768,3.33622559007523,3.47923119371232,3.66263880184548,3.52950915707127,3.4963881002868,3.16609082517553,3.30487937475693,2.77822381426318,2.78657604667887,2.3175936907802
"virus_comp_17777_cycle_1_1",1.1781178508188,1.55418891922405,1.85222175508547,2.09910324133971,2.52968388841814,2.94278299191419,3.43990017908452,3.58609811900505,3.81224719180805,3.68608520096198,3.85262047507563,4.41144221111394,4.31760009352865
"virus_comp_36_cycle_2_95",-3.66792334739448,-3.39303993566322,-3.05315383970311,-2.60768048630172,-3.54964220112171,-3.78600837105427,-3.36603025400616,-3.27509093180746,-2.03996781688862,-1.95766060682637,0.761962880972989,-0.59708475720979,2.17346680023227
"virus_comp_2945_cycle_1_5",1.15949711956158,1.04888112198057,0.92907427922613,0.798409758677875,1.17507149096252,1.18359244897352,0.796813621888258,0.70430538898825,0.640920607473244,0.791503152973226,0.400844854287224,-0.237844199706701,-0.328392846772253
"edge_4_66",2.42700501513631,2.12410396981507,1.74023098177236,1.21564781837292,2.33822275169845,2.43813391049703,1.71617522774988,1.53320995477309,0.574169925599735,0.262891848915801,-1.21214608194983,-1.54786846888232,-2.05849960315259
"virus_comp_733_cycle_1_31",-7.6784206328113,-7.65082427628087,-7.62268973606207,-7.59399560263606,-5.43479966302136,2.3432662051477,-5.7549627589266,-4.99192725109927,-5.9613856904797,-6.12325722993702,-5.79375473867826,-6.08875121569444,-5.88169405885123
"virus_comp_62_cycle_1_6",-1.2549143886917,-0.314523718482092,0.925488917271458,1.60514185685982,-1.20569023352841,-0.011107239003274,2.20871667628857,2.53214306575085,2.75743607014141,3.19004953621641,3.13749333361131,3.47928436217163,3.4595860535273
"virus_comp_155_cycle_2_98",-4.5014554984668,-4.18656806975603,-3.78318919266971,-3.22126504222316,-4.45759501805571,-4.57911779614304,-4.25650492492101,-4.22651249803247,-1.00841278889028,-0.554148968693309,2.0757001728847,-1.92953766430322,2.63505450885005
"virus_comp_62_cycle_1_55",-2.03500809896227,0.132967761335681,2.10142971151509,2.90422238548618,-2.20225306266521,-0.331955330211984,3.47992868820313,3.84950934670531,4.10361261265091,4.58322041820382,4.52240036505022,4.87790506024031,4.85691494850712
"virus_comp_14666_cycle_1_2",3.17253415050558,4.04213975234426,4.58088007986968,4.97223902540076,4.58376850320571,4.7515963471644,5.58650276150578,5.79529243261364,6.21457439900583,6.15697356799801,6.41537464145957,6.87442961392349,6.874270721963
"virus_comp_17935_cycle_1_22",2.97137543273484,3.41841632256958,3.75921113456789,4.03468766017859,-2.8551449347079,-2.93425993021247,2.62520852180819,2.63369073296544,3.54906656115937,3.43596248387634,3.75636193407351,4.55899354083221,4.50308802116354
"edge_1468_77",2.54573902635376,2.51968205868068,2.49314579801118,2.46611228114096,2.10681917588765,1.70943517681573,1.59159077559297,1.42554018767958,1.81943937922822,1.70255870613487,1.72871899283212,1.18805633989841,1.38313476658302
"edge_72_10",1.69336813897302,1.64726584766895,1.59964155628482,1.5503913305868,0.426892323088926,0.486347746405881,0.452750025014319,0.238332695407689,-0.119761848007177,-0.015913585791644,-0.645921928935583,-0.29163035597598,-0.795475601534615
"edge_187_4",5.64471801705413,6.40551702080918,6.90103885692162,7.26918690150967,7.22420523050017,7.51931786001208,8.09334678720957,8.27572394800611,8.65300464086687,8.55935358038971,8.78917477878809,9.25446787280125,9.23520439716414
"edge_187_6",1.11482680295522,3.13927464311128,3.95008853804042,4.46604298127105,4.45738196793227,4.83569991567177,5.52132438404438,5.72170938136217,6.13386348948243,6.02735573525854,6.28294558229524,6.76721685684771,6.75257509130748
"virus_comp_301_cycle_1_87",6.41946808855428,6.37133791919424,6.32154648387352,6.26997498923722,6.58623969409614,6.51796435792364,6.07517252888808,6.04152876139143,6.26704222462405,6.24461805499108,6.15213267722107,5.63521222703617,5.74916356548372
"virus_comp_155_cycle_2_33",6.58994629746007,6.54515352450119,6.49892534061767,6.45116669423888,5.96492564505365,6.04347023809566,6.0972914935724,5.83284503999824,6.47286204185954,6.20914249478742,5.90348885277452,4.74657855715152,5.01390584612888
"virus_comp_17785_cycle_1_2",3.16709663597222,3.14074778808312,3.11390874802799,3.08656093049771,2.97930687818464,2.71828440659567,2.49245172724931,2.39109726437269,2.71800298346869,2.6395173797117,2.65110040561925,2.16674535531443,2.34068182330153
"edge_284_16",6.47014546405863,6.41532552392058,6.35833995909165,6.29901060407061,6.00874742667488,5.63570504321614,5.4159945709619,5.17934598020796,5.50815432401449,5.20990429039656,5.2237887177268,4.36326006230721,4.51571194014339
"virus_comp_155_cycle_1_33",6.59616087014184,6.55127975505014,6.5049574699196,6.45709838104039,5.96756702208544,6.04599462870107,6.09971455385878,5.83327471491786,6.47744302068508,6.21358848843003,5.9056862633057,4.7366731241697,5.00804944448589
"virus_comp_18118_cycle_1_5",0.260394994161402,0.378574586023674,0.487802088819758,0.589338761306454,-0.29072375897096,-0.436641912620584,-0.328854241785025,-0.381571358039253,-0.0873009161507607,-0.105582074096884,0.0456317885648691,0.12488903824935,0.245849536043334
"virus_comp_17776_cycle_1_1",-2.79495175155957,-2.62001822242959,-2.42090795333632,-2.18984996022585,-2.39311715732393,-2.48431712338551,-2.26272145690785,-2.12429725517488,-1.33211606923177,-1.04756980148507,0.00930535100425067,-0.591558266884153,0.928801189200253
"virus_comp_1660_cycle_1_12",-1.08351530369716,-0.912510389905402,-0.718475664380621,-0.494228294956592,-0.540633895771186,0.45392913887928,1.11826152847127,1.32136748375671,1.28283731221674,1.58269496455862,1.48170964123622,1.95343818369545,1.8683584985809
"virus_comp_18139_cycle_1_1",5.64192006650322,5.57735207614415,5.50975839373068,5.4388414465032,5.67901891200787,5.59094883366835,5.15755051541801,5.08951002247561,5.27311218524441,5.22237959658392,5.09321601899119,4.52751793543501,4.59549939722943
"virus_comp_17935_cycle_1_3",1.32545010175001,2.28753528187561,2.85963480176656,3.26819754633911,-3.05745519678255,-3.05554936097158,1.63059738157523,1.7255002005959,2.86006439432956,2.67226819350774,3.17460386866131,4.11081059975287,4.07365094871753
"virus_comp_3755_cycle_1_3",4.02170454782167,3.83709663881821,3.6253512640883,3.37709193913668,4.00519847223193,4.09934327148806,3.59891814902741,3.46105910513681,3.19582897235401,3.47710860289306,2.60862127142688,0.94689700954264,-0.816565218805827
"virus_comp_732_cycle_1_5",-2.07627102788684,-1.67189091169129,-1.10800986323837,-0.16946661051925,-3.27922396869476,-3.58560901181137,-2.9519103291876,-2.99171278289746,-2.52772195312177,-2.45909212550439,-1.95020740622032,-1.53580356033063,-0.652822193618745
"virus_comp_62_cycle_1_47",-2.09133060075743,-0.535688088148828,1.74938085145845,2.62618638908208,-2.10667268785618,-0.385929385507324,3.2500283445932,3.62082241958199,3.88582383933106,4.3553643770733,4.30580640875861,4.66730854531138,4.65147266693557
"virus_comp_155_cycle_1_92",7.23364160977854,7.16739655600735,7.0979626800321,7.02501738872968,6.86620745032099,7.05726597039049,7.09260624188136,6.94827494323943,7.1791548620344,6.98658203779622,6.69644462025208,6.21696048961043,6.1808299515565
"virus_comp_62_cycle_1_19",-2.09238751772207,-0.250241394469351,1.95818196403341,2.79926270093709,-2.08498189647307,0.391221391782354,3.49212600165914,3.84796277118115,4.08396361014067,4.54867365058744,4.48741104810701,4.85006487570099,4.82516103369677
"virus_comp_36_cycle_2_79",-1.44576890303471,-1.19802957932726,-0.898744299855845,-0.520672571417239,-1.66436119386809,-1.95354617065333,-1.65310727575843,-1.64085298256186,-0.789562271724205,-0.787512085857705,-0.0360295684587157,-0.511545841552085,0.507712945239839
"virus_comp_952_cycle_1_7",2.87572248241067,2.66234394185646,2.41183509680666,2.10849377196806,2.880317213744,3.03768584884283,2.57447067369758,2.45568016080736,1.91811832335452,2.18238750126568,1.1450297246898,0.0822170742163498,-1.07022699712327
"virus_comp_155_cycle_1_57",7.27579697405289,7.20918437243402,7.13934659685629,7.06595538064027,6.7382026072399,6.83838518590385,6.85381337125246,6.63158036099804,7.05775677144343,6.80099084060887,6.47112076924037,5.54630924603587,5.61530990118123
"virus_comp_1898_cycle_1_9",-2.65985540103091,-2.63923608367624,-2.6183177923009,-2.59709172911285,-1.57432272638347,-0.756184767697484,-1.10633212722505,-0.691049194728937,-1.20839720626425,-1.1402099820357,-1.06219000465727,-0.421938334418191,-0.590790377431468
"edge_72_9",-1.49954122142265,-1.26505982455164,-0.984928843282703,-0.636969897746761,-2.09403291182302,-2.08851347555334,-1.85337290594835,-1.82331130535782,-1.51980675419766,-1.29943598168159,-1.29937733762905,-0.784213621256755,-0.802642992200987
"virus_comp_733_cycle_1_30",-7.62068712624969,-7.58735641160292,-7.55323740659156,-7.51829191909595,-5.52594949031919,-1.38510998670626,-5.74719264090904,-5.02094633326209,-5.89834161773375,-6.02235750368677,-5.68648853624417,-5.94887053819888,-5.72285616455979
"virus_comp_155_cycle_1_113",6.52971135194214,6.45715785848428,6.38076152148491,6.30009238448126,6.18430085174738,6.3765008144902,6.40103880430294,6.2630362887697,6.45373490796009,6.26311404582124,5.9666289454804,5.51246151152614,5.44751061810572
"virus_comp_1299_cycle_2_10",-0.635031239856684,-0.479653502506247,-0.305499065263541,-0.107397858369886,-0.614154046536503,-0.655813191662436,-0.365790588559578,-0.311047258993523,0.113249031701101,0.0484676469641694,0.359143567950429,0.468981195927933,0.64142344588922
"virus_comp_155_cycle_1_165",5.48703368966481,5.40182056724179,5.31125661037526,5.21462453099538,5.18858258579844,5.38757442180637,5.39452292756317,5.27322456315467,5.35815419406281,5.17976266053865,4.87072050817468,4.51748675337323,4.38093569977105
"edge_72_15",-2.33659556273176,-1.96600682505471,-1.46603313381316,-0.694543343633812,-2.98023933010561,-3.18673628281227,-3.00016215301823,-3.00386058362117,-2.54083567126456,-2.50384859425579,-2.09836518601012,-1.74659214176224,-1.23741122688941
"virus_comp_1260_cycle_2_18",3.18502120993215,3.17019056145572,3.15520587166222,3.140063906978,-0.953122927607788,-2.38021706920428,-0.809850837852579,-1.64776300281729,0.628973604082824,-1.56939538374396,-0.880876183360761,-1.3143692138433,-1.3528478720784
"virus_comp_6408_cycle_1_2",-4.86957081232633,-4.93795054466579,-5.0032354031867,-5.06569344784479,-4.31613040720715,-3.70766573849345,-4.04521617292653,-3.99857888439254,-4.41117727957621,-3.984166918197,-4.49849116094294,-4.54277096316059,-4.70291286554739
"virus_comp_155_cycle_1_210",-3.39560109880712,-3.16720726325362,-2.89572871392693,-2.56104100458712,-3.42392026558568,-3.6513271383493,-3.49622935238155,-3.47422767716894,-2.45375209516642,-2.40269252725289,-1.75379209481721,-2.42558513412377,-1.32653500037068
"virus_comp_2166_cycle_1_6",-7.20042017089797,-7.0899816075456,-6.97038289904263,-6.83996593500949,-7.1472340793236,-7.08191651226137,-6.73592226590164,-6.65733932213375,-6.15199411927224,-6.26337202196436,-5.93250270548149,-4.0479397489459,-4.10759245090837
"virus_comp_733_cycle_1_46",-4.52906758647477,-4.22128238419315,-3.82951256973832,-3.28998904560934,-4.95127234469303,-5.01289998654776,-4.40963942064986,-4.31397053275995,-3.59798688538181,-3.15038140657002,-2.46283762483797,1.41615675714425,2.41839834651353
"virus_comp_18162_cycle_1_5",0.271276855076702,3.10653509990005,4.00174411701635,4.5500137323167,-2.69420721192828,1.48450104507243,4.82698340250095,5.12039529423108,5.39653219527885,5.78445614269629,5.75438276347186,6.15894633518212,6.12888024345839
"virus_comp_54_cycle_1_2",4.34722761450716,5.54482154166233,6.19006037254461,6.63431722043555,6.57793254184931,6.92269890538222,7.65281321084142,7.84727058580175,8.23098229086823,8.12059146266951,8.37368841444117,8.88818944125518,8.85792366069788
"virus_comp_4442_cycle_1_4",5.76512725569362,5.9618899062894,6.13500935917335,6.28956293079596,1.33335158607395,-2.00128743459255,5.03734211302543,5.04064897243153,5.56064401732484,5.67466860485395,5.74418997850985,6.29179609078494,6.20702607209046
"virus_comp_155_cycle_1_48",8.07839184260161,7.98167856504584,7.87801312555442,7.76631807100409,7.80019787388806,8.01068368800248,8.00352285156537,7.88648712565125,7.91422328323702,7.73523122426526,7.40103307298072,7.07906829735715,6.8888059921146
"virus_comp_36_cycle_2_81",-2.31457959690288,-2.12260554302092,-1.90110733520984,-1.63932389789722,-2.14208565194813,-2.30530984597991,-2.09215471706319,-2.02078434615908,-1.19937365663652,-1.11274156340429,-0.327926708387869,-0.749175512010637,0.529029137417676
"edge_1476_22",-7.455588916421,-7.22439132927074,-6.94893870354773,-6.60818052711556,-7.4715668181257,-7.62877160725032,-7.25917395725098,-7.11068033113561,-6.57516113286918,-6.12966377761784,-5.31292690542017,-4.89270296762447,2.4189864522594
"virus_comp_2399_cycle_1_9",-12.5146292785546,-12.3008070593614,-12.0496860451371,-11.7454455862552,-12.6048175106118,-12.7804113782756,-12.4833056124434,-12.3513797912655,-11.8909752954922,-11.448687197245,-10.9577027194728,-10.8276652896647,-9.65996806461899
"edge_1990_4",-3.17488577351027,-2.59225179365796,-1.59921489132721,0.978799131586952,-4.22211727990473,-4.69823705870456,-4.0483053903344,-4.04242475949228,-3.26303333883696,-3.15890569704839,-1.61991500472359,-2.02561402339853,1.90158766559035
"virus_comp_36_cycle_2_19",-3.16313864509722,-2.7783627268167,-2.25208320365398,-1.41503996502064,-3.17904702299108,-3.59909970523565,-3.24453245509429,-3.20185783829772,-1.39735161821447,-1.42755108749218,1.54528342347048,-0.385400428221547,2.33157004290146
"virus_comp_156_cycle_1_2",5.88707706834008,5.79576593196316,5.69828268093304,5.59373203432634,5.5689041075174,5.8262188090095,5.82919462448421,5.68665148249247,5.84561348844345,5.69068636049779,5.30056784535432,4.76960895643527,4.64667694484803
"virus_comp_155_cycle_1_114",8.27496653408468,8.1921698933293,8.10433066872849,8.01079457780007,7.98247623333778,8.19211429319512,8.20671289764504,8.08708747144385,8.18587315735438,8.0076006431432,7.70326292991427,7.34709245347238,7.22413992174679
"virus_comp_36_cycle_2_73",-1.92605771840734,-1.77593022915628,-1.60834630912589,-1.41870562169422,-1.66168875645719,-1.76416038504052,-1.69177428822118,-1.60978055996242,-0.986869686550041,-0.757645157068223,-0.374431988031287,-0.752904856734816,-0.033829277852544
"virus_comp_722_cycle_1_62",-1.16276460167129,-0.976627246761643,-0.76286637621746,-0.511830034980974,-1.34259137034507,-1.27781728438562,-0.785798497008865,-0.679109091589417,0.0659410885763531,0.458959517279624,0.442170073209233,0.64555476327438,0.73989314918416
"virus_comp_155_cycle_1_38",9.18000872452114,9.11089339496795,9.03829960928987,8.96185859648882,8.63055066825609,8.71624200167804,8.72374321469814,8.49263790639347,8.93390276181832,8.66436870657992,8.32824921744912,7.31921063146775,7.39773498474019
"virus_comp_733_cycle_1_27",-1.76666534685006,-1.4630015099049,-1.07789982360909,-0.551007520250962,-3.0657522596454,-3.32524063450942,-2.85178625779876,-2.91288224979367,-2.6138105518787,-2.25529779891317,-2.21342567043108,-2.12098402619539,-1.82779756850285
"virus_comp_155_cycle_2_105",-8.34453450963117,-8.12892173613609,-7.87532562975335,-7.56744020947001,-8.23781461793008,-8.4303655255268,-8.280200639899,-8.23060157072814,-7.23461061213302,-7.09875307942554,-6.36562990796917,-7.0478028365079,-5.6969174610296
"virus_comp_17787_cycle_1_3",-1.30558079229477,-1.18371043643146,-1.05058731940404,-0.903920057283244,-1.44608364516173,-1.64594037750291,-1.22651999417795,-1.18457835208857,-0.746834574238322,-0.613625821904365,-0.188504426719674,0.286481730343706,0.615139633066853
"virus_comp_155_cycle_1_52",8.07343210428357,7.97549596784319,7.87042418268917,7.757094647688,7.79494320467978,7.99618513361216,7.98586794017836,7.86762338420908,7.90398837965842,7.72045624357328,7.38662131014,7.02545905716962,6.83631487521348
"virus_comp_62_cycle_1_17",-2.18371352857881,-0.910263830700367,1.47738540363259,2.44579613611611,-1.99394750971947,-0.0764510461964448,3.21209740710116,3.58407578330028,3.84151627883082,4.30532188609159,4.26110600258144,4.62186968920644,4.60835626356357
