"","T0.72","T0.66","T0.60","T0.54","T0.48","T0.42","T0.36","T0.30","T0.24","T0.18","T0.12","T0.6","T0"
"virus_comp_821_cycle_5_15",-6.33692966322058,-5.39958032714589,-1.84307559042003,5.21087550784901,5.65605800631593,6.90136623775993,8.08162165846373,8.30810932184056,8.70538184038332,8.49056349588417,8.8030113367717,9.5133566275734,9.42787457936521
"virus_comp_8146_cycle_1_2",-7.56883001643283,-7.43342070862543,-7.28397309096589,-7.11723608189476,-6.56260967367472,-6.11534788063441,-5.89347396233226,-5.31135036240311,-4.71244627752041,-2.8236379998971,3.42328581522017,4.39856474966419,5.32020569561249
"virus_comp_821_cycle_5_26",-8.78719379906393,-7.92399338741949,-5.45750345911975,7.29443332246694,8.1960008502444,9.37453179503792,10.4837610096419,10.7133568104786,11.0991045030265,10.905126032797,11.2014224932338,11.8858510792788,11.8058423079451
"virus_comp_3216_cycle_1_8",-6.65319639079573,-6.51388129564622,-6.35966096573285,-6.18695961814903,-5.57911450828501,-5.10612721072418,-4.91248310116895,-4.27848815931147,-3.48085390016438,0.320712520697364,3.30489999288852,3.81939387801016,4.64255445910254
"virus_comp_11_cycle_1_8",-5.94812562892455,-5.81201002207997,-5.66170146025979,-5.4938918282784,-4.91899439828758,-4.46005657862591,-4.25797053277183,-3.66197728895959,-3.00515051382293,-0.798220827250209,2.42169939555918,3.0726658934421,3.87437315675368
"edge_1980_3",-9.0417087270287,-8.88268228704684,-8.70392974634428,-8.49985502505733,-8.24893031646709,-8.03208467288858,-7.67306544825205,-7.24373639803933,-6.54517596656392,-5.37045931030709,4.53597440179447,5.58544048258167,6.87978568239677
"virus_comp_155_cycle_2_38",-5.93133314922495,-5.72669691636986,-5.48815965959428,-5.20221458320405,-5.00370774323721,-4.11278204472263,-3.57208527347133,-3.25023112871044,4.88015949391896,4.88131044620797,4.84445356252273,3.35756550482203,4.72823542860105
"virus_comp_1044_cycle_1_3",-9.31704128885264,-9.19295265987816,-9.05717793882216,-8.90728501696096,-8.48117110366815,-8.12842923819347,-7.91037080802088,-7.47610468728891,-7.08800160577776,-6.41247886617313,-4.94000626426982,5.05665199507768,6.39647598125974
"edge_3739_6",-5.87774425380359,-5.74255475662283,-5.59337488668143,-5.42697116307248,-4.86498585251114,-4.42110170052727,-4.21718240383886,-3.64023991982574,-3.01179912132929,-1.02039312919384,2.25420492193896,2.93237228576477,3.76206131974448
"edge_2658_5",-9.96492289682615,-9.84923216920124,-9.72344891613016,-9.58564248890955,-9.08944585730333,-8.68948751252648,-8.5127701940514,-8.06114618518414,-7.73866869060067,-7.07428830358422,-5.86811591917983,5.39679675788528,6.82549039105001
"virus_comp_34_cycle_1_5",-5.14375963020291,-4.98669248523979,-4.81041231978404,-4.60955496434585,-4.02881886153583,-3.56514856747818,-3.38045589286963,-2.67348043432688,-1.02026271732005,2.08537174319881,2.87187608209138,3.05246742292195,3.66311651249901
"virus_comp_2310_cycle_1_9",-9.9540850541815,-9.90569964667319,-9.85563499765718,-9.80377034553069,-6.1332021977659,8.19474396353857,6.54585283041894,7.90831913934632,6.32784402378409,7.01917192146004,7.06328971545712,7.99751497174173,7.7673378209401
"virus_comp_156_cycle_1_1",-6.23018725592098,-6.13203605170916,-6.02671666324436,-5.91309900225581,-4.36274630438124,2.1766757998224,1.99324380370158,3.57069857597383,4.37197243900875,4.56667722084022,4.57987248180533,4.57738437160238,4.91743157360965
"virus_comp_150_cycle_1_122",-5.89132170607092,-5.81468436851949,-5.73374646436715,-5.64799648839722,-4.21728457437188,-1.90107527403553,-2.27370114578009,2.06647935096651,0.917766339382218,2.58785689249369,3.02111800994495,3.9032251620562,4.07645425059889
"virus_comp_155_cycle_2_113",-8.24221651622467,-8.08738023000878,-7.91390589542617,-7.71668452061092,-7.33953564814625,-6.85756948895172,-6.66376693558187,-6.32330659687193,3.99916520373491,4.76448218295602,5.44881560434834,3.89093096947634,6.03596653109082
"virus_comp_34_cycle_1_2",-5.51172256038453,-5.36746419867045,-5.20716200992124,-5.02679555037512,-4.42007731272597,-3.94228747189299,-3.76616894899325,-3.1077670143585,-2.09691807799263,1.51601322228542,2.72811887679358,3.05813883101191,3.74728803920169
"virus_comp_18095_cycle_1_2",-3.67273290824709,3.9771436368446,5.40087065663831,6.10330823787882,-5.1255706287165,-3.5212294521283,6.34496780898935,6.68146750547598,7.01670270936544,7.40885793445947,7.41548192028747,7.87399951170829,7.84997493400895
"virus_comp_821_cycle_5_25",-7.8087269821052,-6.96356385522561,-4.6668923721468,6.24798410241845,7.16421757403948,8.3586548668539,9.47334852408205,9.70378649840383,10.0909298272045,9.89700779129376,10.1939161424231,10.8786968040365,10.7989913757359
"virus_comp_18162_cycle_1_10",-3.4191631285078,-1.04690516837695,3.09845788297687,4.104013528385,-3.73591354942936,-2.38519741365555,4.59021837906908,4.97830618649185,5.33497356506374,5.754324173717,5.76085364761133,6.18866003332378,6.17789921412882
"virus_comp_12_cycle_1_9",-4.93813830357501,-4.75968556509273,-4.55600166075006,-4.31875817440969,-3.31804463391915,-2.48196030603648,-2.50327213836058,-0.681581512269923,2.45392667562658,3.26088632132206,3.66271683670575,3.63647000274837,4.10723626298414
"virus_comp_155_cycle_2_39",-8.92193122603219,-8.73376754465123,-8.5173287466191,-8.26258835195204,-8.36997214108334,-8.28945737516072,-8.06324306147065,-7.87172146863946,-6.41653901651715,-5.65478636523503,2.35657628778252,-5.0666152868281,5.91313863334949
"virus_comp_1045_cycle_1_9",-8.98372226422287,-8.8755098898088,-8.75851783122889,-8.6311946292176,-7.84951076745601,-7.24019436439063,-7.13049622486399,-6.41027781888034,-6.27791328424439,-5.19498208953927,2.42454337567049,5.99435365329414,6.57558362786374
"edge_16_9",-5.58572642612619,-5.45050343815484,-5.3012827794735,-5.13482829205606,-4.62189667852988,-4.19848806599767,-3.98101081703445,-3.44225851500518,-2.86384924693455,-1.22682084876271,1.79742142771161,2.60903669982636,3.43070981541758
"virus_comp_155_cycle_1_5",-7.5585118041093,-7.3690890951419,-7.15098200028027,-6.89392574696804,-6.9184004871586,-6.76644064240633,-6.52568734633103,-6.30086373881044,-3.94055397011171,-2.81247668871128,4.03667519273106,2.07835270688409,5.33105725982587
"virus_comp_155_cycle_2_5",-7.53778354497141,-7.34591335217563,-7.12455346404005,-6.86296336432305,-6.91525441541336,-6.7768462900886,-6.53492576577934,-6.3184149214208,-3.99056059303651,-2.95488063168928,3.97836545166764,1.66958306401591,5.29574918730841
"edge_48879_2",-8.57046359228877,-8.4582929349508,-8.33666006021199,-8.20382028546753,-7.56787359078039,-7.0757153104404,-6.92114043640178,-6.35067431234953,-6.11552729693757,-5.25277267508725,-3.09002331110286,5.15048774456853,5.92424445469861
"virus_comp_155_cycle_1_8",-8.41654008041472,-8.26604868479727,-8.09801108085752,-7.90778903430965,-7.57150039053157,-7.25713248467502,-7.0971102851219,-6.77777832970329,-4.78111071266077,-3.56648464258404,4.32949965757847,3.0752878959129,5.88325433543053
"virus_comp_2438_cycle_1_3",-8.92109672955589,-8.61355237367083,-8.22217360903205,-7.68339551728447,-8.95478495670777,-9.02039937477234,-8.29285141688366,-8.01343280368478,-7.12573903677719,6.2175810046143,6.55958745900366,7.2258980561218,7.96931962091414
"virus_comp_821_cycle_5_14",-8.50625149538013,-7.64672997898539,-5.21671534739688,7.00028582516656,7.7398095892613,8.99941348471047,10.1595478502817,10.3907352699527,10.7859678771394,10.585168774269,10.8879843162147,11.5839019953525,11.5019920185713
"virus_comp_17798_cycle_1_1",-6.70333451287822,-6.59080206360275,-6.46874363036505,-6.3353960428077,-3.45071050697861,4.90776430248712,3.82419143159659,4.94824323286099,4.40706973594879,4.77398027612791,4.95124929226503,5.56939943414292,5.49174146540451
"edge_1980_1",-7.57555310261075,-7.39995586407661,-7.19998498614017,-6.96776660419955,-6.92132537584387,-6.82948078924656,-6.41072113774517,-6.05872939283407,-5.31450309147171,-4.433753878398,3.04735208681379,3.96008549863522,5.51175565147002
"virus_comp_155_cycle_1_11",-9.75236325591618,-9.46735508444933,-9.11182577333131,-8.63898638200549,-9.6037073605012,-9.73299504825935,-9.44438073963337,-9.37596441022358,-7.19522206592838,-6.88050748406465,5.34081791040295,-6.79583112271506,7.27499700544686
"virus_comp_155_cycle_2_11",-9.74429210927843,-9.45907746678833,-9.10322622701372,-8.62981501747414,-9.59587677097003,-9.72562196523469,-9.43730300051313,-9.36920297078503,-7.18002135836663,-6.86946014945956,5.34853478952162,-6.79531559390004,7.26630892422194
"virus_comp_150_cycle_1_49",-8.62431907355211,-8.54020963780375,-8.45089136054454,-8.35567623990942,-7.2998489188823,-6.38047208894169,-6.45640080194345,-5.469707194964,-5.7180181944198,-4.50441107491372,0.522157834191939,5.47962660867054,5.94327505941285
"virus_comp_155_cycle_2_3",-7.80303572591629,-7.64304834373657,-7.4630804388551,-7.2574194713621,-6.90270932909729,-6.44599039279892,-6.23461510932238,-5.88656569416973,3.7405393037006,4.3987855707288,5.14328994168697,3.87541056202858,5.72914701072201
"virus_comp_160_cycle_1_1",-8.05358474871286,-7.94652218356301,-7.83087302567809,-7.70513891480372,-6.44177504198254,-2.64208982950676,-1.78882475668937,4.57500757928641,6.00968121007228,6.32279632264317,6.24230704679474,6.11119053361175,6.56397427136909
"virus_comp_155_cycle_1_3",-7.73672877853966,-7.57761043507052,-7.39874173749493,-7.19451554583909,-6.80932720663555,-6.31264852497061,-6.09692939313378,-5.7274862209419,4.08275612756997,4.58439171396888,5.20197923107906,4.0156296897873,5.72442367866643
"virus_comp_155_cycle_2_8",-8.3921228181378,-8.2403258634181,-8.07065849396965,-7.8783445895743,-7.5526984040041,-7.24271869208383,-7.08104049187904,-6.76688428155815,-4.69818759286435,-3.45756514309421,4.36545916362037,2.98106627436706,5.86889160867944
"virus_comp_135_cycle_1_7",-8.04016687660994,-7.84988412822487,-7.63063547448191,-7.37199086600232,-6.90487356440785,-6.66867707807345,-6.18294224468793,-5.3049047682118,1.32915968665079,5.32757405462878,6.33074017143051,6.82033551721952,7.26556441158063
"edge_2658_6",-9.64766738832449,-9.53356082377614,-9.40964812708323,-9.27408403301406,-8.725335008465,-8.26868191418564,-8.11475861064124,-7.61922049018809,-7.32209499288707,-6.6189873278732,-5.31278597104781,5.33676327596285,6.55020528653503
"virus_comp_155_cycle_2_163",-9.52913882205227,-9.254882610832,-8.91595642721665,-8.47213600601688,-9.36910818831334,-9.50848699856812,-9.23907479297326,-9.16617507524654,-7.27975438353525,-7.02715831710523,3.04684622204043,-6.78264490103805,6.76654464029984
"virus_comp_155_cycle_2_6",-7.37976895420926,-7.14084847979353,-6.85435199792061,-6.49649947836143,-7.05397609727475,-7.05157364097949,-6.83843882532798,-6.7983394217423,1.95202975585459,0.879397718862241,4.22915581374197,-5.22106845171416,4.08919976819624
"virus_comp_8201_cycle_1_2",-7.03882522144717,-6.90283243219038,-6.75267364622265,-6.58505071852098,-6.05985029207764,-5.62748882482206,-5.39771956866883,-4.83691834448663,-4.25279312668674,-2.48232384471243,2.83647486268,3.8431236874836,4.77241197584309
"virus_comp_17808_cycle_1_4",-6.5064615648306,-6.07967736279128,-5.47093057138718,-4.39713047312354,-6.30726404403933,-5.54141803159467,4.57441640410103,5.55702503714113,6.00241155330603,6.88242796618086,6.73636617701881,7.27033097316142,7.2464226950482
"virus_comp_12_cycle_1_4",-5.72463350566738,-5.57300465346404,-5.40354731709675,-5.21150330015097,-4.89886816681748,-4.56252184789404,-4.25307527533306,-3.76969729818329,-2.94287866247845,-0.720632669346144,2.18282136982779,2.91700800412845,3.70360139787622
"virus_comp_3127_cycle_1_2",-8.03789242240596,-7.89900269850887,-7.74530354966477,-7.57325567118633,-7.00787812716722,-6.55222956915164,-6.3330765387748,-5.72401524847609,-5.0181434129604,-2.3837979009361,4.2483321420541,5.00942931803203,5.89302462391995
"virus_comp_407_cycle_1_1",-2.83697292314886,2.35476388639503,3.94255231393628,4.68008242982781,-3.92936603608907,-2.92873679589814,4.75427021374837,5.1190213371584,5.53817892130432,5.92137806885118,5.95783261956949,6.40966222547682,6.40163119981692
"virus_comp_2554_cycle_1_1",-5.64928254368874,-5.3706445143748,-5.02498991734796,-4.56951997044217,-4.68555960156086,-4.33249556034683,-3.4689240237408,-2.15240790920089,3.83549051705045,4.37694248806665,4.82464492099413,4.92767790902001,5.33863931765052
"virus_comp_12_cycle_1_3",-6.17809598170035,-6.03394412379405,-5.87377346091065,-5.69357354106823,-5.02947009446554,-4.49212824133201,-4.3263124772102,-3.58527768686875,-2.43807399971121,2.1283044906583,3.39345712318275,3.7528056738877,4.42054257027283
"edge_16_3",-6.21511528287396,-6.06272570445923,-5.89231745116205,-5.6990508114582,-5.00884147836088,-4.45649345992449,-4.29335349507202,-3.45943756414824,-1.54417624403362,2.94024582619638,3.82755701947863,4.05420244824162,4.67291141631096
"edge_3739_5",-7.80234860212137,-7.66407931008643,-7.51113972530398,-7.34004325418094,-6.75646637251793,-6.29150251238694,-6.08113763271009,-5.45963909613858,-4.73975845414677,-1.86704430073702,4.10296882353373,4.80850046755374,5.67813511588162
"virus_comp_1133_cycle_1_10",-7.15375548795157,-6.66816577571965,-5.93082004487663,-4.34395535688125,3.94598835585239,6.2886995497076,7.72344558594423,8.02133377193567,8.43631814095717,8.29640729600362,8.63075138440445,9.29739656033379,9.25289368247744
"virus_comp_155_cycle_1_12",-8.68862394370465,-8.51046618241872,-8.30716662267882,-8.07044471138047,-7.45057129295424,-6.40151672427384,-5.7338303963624,-3.95675193965532,6.85145454574115,7.00468158288466,7.27666873901112,7.03507000300449,7.665034615741
"virus_comp_155_cycle_1_4",-9.22023444353727,-8.99922855182896,-8.7381330515109,-8.41910843778615,-8.75046278098419,-8.71814891062095,-8.46728709499338,-8.32375702538846,-5.62481429143808,-5.012986125561,5.64370081322555,-4.85679251353969,6.85570049354524
"virus_comp_155_cycle_2_4",-9.25877706027233,-9.03846277612922,-8.77833274250579,-8.46075027222727,-8.78562543581277,-8.75230090933908,-8.50099137880555,-8.35483877654491,-5.70945241744901,-5.09430495726439,5.65905374537342,-4.80396144856838,6.90155190400527
"edge_16_19",-7.50649436978228,-7.37161009704255,-7.22280186597718,-7.05686051884699,-6.60830232977365,-6.20346448205463,-5.94736327324926,-5.43621450026107,-4.91820567573509,-3.44533479115539,2.18389479372149,4.01452428266944,5.03287200291354
"virus_comp_11_cycle_1_9",-7.73712431453903,-7.59908319170917,-7.44642276055464,-7.27567566557403,-6.74717961309586,-6.31215715588927,-6.07881249567556,-5.50435303197045,-4.85836676855255,-2.81107906229062,3.66601026832695,4.58637544242671,5.51074731086967
"virus_comp_150_cycle_1_41",-7.88608250378518,-7.80140259212794,-7.71144069863309,-7.61549379199815,-6.57066859107408,-5.6864031278679,-5.75658596144616,-4.80136395368872,-5.05266681776426,-3.94521516712635,-0.397897058166078,4.76267375386962,5.2215423389533
"virus_comp_155_cycle_2_12",-8.7990685357419,-8.62893542706026,-8.43602273854981,-8.21327342588729,-7.56342733749089,-6.55033704966028,-5.98472348465336,-4.47154727241885,6.75127892555201,6.9434106438104,7.2454750256362,7.03475058859955,7.67359717950554
"virus_comp_158_cycle_1_9",-7.47536543632445,-7.36480879162252,-7.24507157729178,-7.11448988204211,-5.8340458213001,-3.17516931084712,-2.71103625328739,3.9042145490785,4.97596831195582,5.3777389878965,5.54859612755663,5.76985198022204,6.1135175647347
"virus_comp_4094_cycle_1_3",-5.05543092164542,-4.77038881602918,-4.41480660304004,-3.9418732703285,-4.19479474540202,-3.89334691360945,-2.99752336562803,-1.88157586537608,3.29227073695045,3.83684377739784,4.26830959887683,4.38756922821066,4.78691729742924
"virus_comp_34_cycle_1_3",-5.30826278131081,-5.16725597236409,-5.01095950087636,-4.83564974681867,-4.27377859104406,-3.82741686083156,-3.63303643877196,-3.03434569973352,-2.22331554651313,0.690640644704012,2.28349034012535,2.70902491980922,3.4316513283047
"virus_comp_5629_cycle_1_2",-13.9319387997775,-13.8818232407406,-13.8299039495893,-13.7760462252543,-12.4248323256439,-11.157482326998,-11.6315103286818,-10.4895843185393,-11.3831210182091,-10.6545704025929,-10.0421921333133,9.26241036838712,9.70114729050318
"edge_2199_3",-4.11300530580791,-3.80234679380021,-3.40589848587468,-2.85741087269258,-4.05505160681542,-3.92058050488656,-2.90671298315993,-2.50305589674211,1.78650891307915,2.80937531187625,3.01692024325844,3.37298882720045,3.64739917081948
"edge_3739_24",-5.19376447276108,-5.05436672664318,-4.90004508992863,-4.72721665971024,-4.18070221613306,-3.74414025576533,-3.5396022400299,-2.95904616739625,-2.22029216512003,0.270781826797241,2.07801225202534,2.56314089179181,3.2841628563619
"virus_comp_2551_cycle_1_5",-4.0199280975471,-3.75581577762341,-3.43226930003236,-3.01453045533155,-3.0215963449065,-2.49812689099304,-1.44822646903174,0.545553730000138,2.67142630457123,3.11491805206515,3.39911144801002,3.54966766719286,3.84356685831569
"virus_comp_2572_cycle_1_4",6.69144845113162,6.47485165768818,6.21989221451549,5.90999244712628,4.36699073143898,1.98890017175141,2.43015811703626,-3.53514523428612,-4.86293755915274,-5.72278544947012,-5.93670064785645,-5.50840566759359,-6.15876727713382
"virus_comp_17813_cycle_1_1",8.23190040742632,8.0919610664557,7.93697526723314,7.76331319080544,5.4082790449897,-5.06441430751117,-5.17740915717338,-6.65018433694269,-6.43934854862918,-7.76722247463845,-7.55749269692132,-7.37010865838163,-7.61794417900031
"virus_comp_17959_cycle_1_12",8.60514560534261,8.326019105227,7.97961122841196,7.52282778203002,5.8576302189183,3.56999602605044,0.567051440799362,-5.91170328917386,-7.34155927260422,-7.99830892500563,-8.27961405669922,-7.75829883714985,-8.44656945321967
"virus_comp_18178_cycle_1_10",8.36806252834115,8.22230525135519,8.06014968673171,7.87743279511019,5.54672524610347,-5.29199795812985,-5.46053156509095,-6.84730094698564,-6.65073138509574,-7.9236014691748,-7.728929370416,-7.61064443094604,-7.82922504367014
"virus_comp_391_cycle_1_1",7.8578364309723,7.71427136578926,7.55482496806054,7.3755415058457,4.86599049640708,-5.08127821521084,-5.1491781242833,-6.42575852554658,-6.19071087811874,-7.44895506448836,-7.24507680379367,-7.14346087055355,-7.34544878685003
"virus_comp_358_cycle_1_6",8.71959315363991,8.5668238387604,8.39594048790596,8.20206231026687,6.07907720641165,-5.21618872476028,-5.63863100894214,-7.12430088361059,-7.01489422616368,-8.25792696850723,-8.08770779705836,-7.95633448763233,-8.1961011714163
"virus_comp_2343_cycle_1_4",8.88380016393859,8.74447501125398,8.59024235432648,8.41752554439948,-5.42630457989772,-7.44343732782384,-7.22924528903364,-7.92605024281464,-8.00208750163774,-8.71135558557577,-8.63180061085976,-8.15536931680367,-8.56858176490606
"virus_comp_2475_cycle_5_4",9.66554780928251,9.67559055118948,9.68556386758288,9.69546871175405,-5.2807637515649,-8.60268500849419,-9.00481861254468,-9.3836934680252,-9.04714442194788,-9.46905025760745,-9.23945033916408,-9.46965521710345,-9.38998295733021
"virus_comp_733_cycle_1_49",7.06108749070995,7.00299228670362,6.94245915961212,6.87927450148069,-3.25303264044872,-5.58723571356409,-4.89163061297772,-5.77378926912665,-5.56714729038405,-6.30425039378542,-6.20620968957409,-6.34621490049165,-6.42917678884883
"virus_comp_18196_cycle_1_8",11.442003497368,11.2817335958892,11.101408022077,10.8952796518387,10.9459503628843,10.781819072467,10.2851160149429,9.95969671348966,9.55251047701576,9.03590352768552,7.53474941561482,-7.37399075160932,-8.74226320017113
"virus_comp_250_cycle_1_124",9.56807576972095,9.39917034754016,9.20783509933424,8.98718726982891,8.91948824666899,8.63188366234174,8.07028246671292,7.5977133308633,5.14824093525467,-4.33028142333327,-6.36654716317005,-6.02649212430677,-7.30574825954394
"virus_comp_250_cycle_1_163",7.12830179545672,6.97718471950811,6.80836647528837,6.61714312448123,-1.71330794188272,-4.97617597061797,-4.91634613850425,-5.79210160338324,-6.2262336906627,-6.91673591486317,-6.86553601617356,-5.90712849399808,-6.62765796201362
"virus_comp_808_cycle_4_32",6.3263254263267,6.30095334372902,6.27512705289114,6.24882999454842,-4.09869330815017,-6.50836460657075,-7.02361098883089,-7.28355780122883,-5.94092141582276,-4.9986261230214,-5.84703043454343,-7.46855978877072,-7.06884721473828
"edge_1631_43",8.04651145217658,7.98094373639968,7.91225362410503,7.84012879755138,6.7039239653673,5.0230714685074,5.80916659604909,4.59928992969424,5.46993210356176,0.139354971568843,3.97429206061715,-4.74764212500157,-4.55155733336639
"virus_comp_2431_cycle_1_10",10.2313757570694,10.1520350474464,10.0680757842408,9.97892684301674,8.95563055950633,7.70492838045985,8.15391722408972,7.1232656586005,7.6779228368889,3.24331658953662,5.48660400535593,-6.97621943542299,-7.05358226838109
"virus_comp_2530_cycle_1_9",9.22567824484188,9.15447071792739,9.07956527105433,9.00055668694308,7.7594496265865,5.68082644274096,6.6628688469535,4.6311118679502,6.23407361684261,-4.91366973622294,0.245708354368453,-6.59962360143626,-6.50175006263243
"virus_comp_169_cycle_1_9",9.87544550464353,9.78182674025221,9.68170872069543,9.57412128685737,6.95824189373256,-7.42956980421129,-0.69235560715532,-7.30433856307795,-3.88078133433701,-8.18869582944099,-7.75469358050813,-7.80696972837516,-8.15022022307936
"virus_comp_155_cycle_2_165",7.28729297661419,7.06080774098244,6.79202381828572,6.46142825598103,-5.53353022878726,-7.29049626935755,-7.68256496211782,-8.00033712308673,-7.26521839934555,-7.67635986290857,-7.7769956199956,-8.52596444470214,-8.43808429889253
"virus_comp_590_cycle_2_1",9.42067891406257,9.21907607676623,8.98465279554301,8.70460483482326,8.68727332406079,8.24906733165324,7.56406820181918,6.89387175975346,-0.584955191145624,-4.49383471442906,-6.8997324333119,-7.92805211761493,-8.2538029035185
"virus_comp_808_cycle_4_5",7.36011528157959,7.14374018777346,6.88908809793137,6.57964286081492,6.26147231431867,1.68413320748676,-6.57589014835496,-7.0718776932857,-6.41433509842181,-4.61845760747197,-6.55729666715619,-7.97313193027824,-7.75514382456547
"virus_comp_2269_cycle_1_5",9.89886559064081,9.44365142166859,8.77481473502618,7.48924744820303,10.8908686270977,11.3286154194217,10.6707043893385,10.6971113494685,9.76222000003741,9.35524566791672,7.97361699386447,7.88585651532493,-8.07041356662791
"virus_comp_163_cycle_1_23",7.36550015905375,7.13894967360972,6.87007377082848,6.539338841563,-5.58059002673084,-7.35395988032049,-7.74862720179311,-8.0676268911993,-7.33296439972906,-7.74536263164609,-7.84699710822979,-8.59622632569733,-8.50904603926188
"virus_comp_808_cycle_4_38",9.70500097837297,9.5356042219326,9.34363803205376,9.12215029814381,8.93467544070568,8.45696602866787,7.45856127998725,6.21174126365277,6.34764723843599,6.60745405621366,-6.07634749643266,-8.34196117497387,-8.48019661763679
"virus_comp_808_cycle_4_23",8.44419984465652,8.21589381677613,7.94453942614643,7.61004069175741,7.72586176609174,7.42344562868202,6.28002196149952,4.93306554744886,-0.687462020968965,4.59435403568801,-6.28175315909374,-7.58405436384763,-7.79398147952071
"virus_comp_2273_cycle_1_6",9.00470419901385,8.91025496717079,8.80918653706919,8.70050074202292,6.47906921669774,-2.90952051838348,3.87969675289548,-5.61728337215039,-6.59043830629733,-7.78316163287936,-7.64241627802946,-5.29136016614394,-7.21989317736795
"virus_comp_301_cycle_1_69",8.53372162123245,8.44319755754029,8.34661089714038,8.24309092703474,7.59295233121258,6.9483530094019,5.68689311586806,3.30296040198629,4.3428343674802,-4.75825504767323,-5.30361884332683,-6.53973372773534,-6.73441521101392
"virus_comp_808_cycle_4_31",5.74406616079052,5.56959096747356,5.37107447601571,5.14081614709795,-4.09277298430673,-5.885835296965,-6.43370040630911,-6.7109331945892,-5.90330863678859,-5.3094031744167,-6.03903588370313,-7.11933686723998,-6.92234557679294
"virus_comp_808_cycle_4_37",7.25107374194245,6.99244540069368,6.67710127431544,6.27297072176983,6.49407584771182,6.21154968856822,4.6860744337307,1.17019564013616,-3.8400618450583,1.71533742413329,-5.68956350793723,-6.77066715349817,-6.95140260817545
"virus_comp_10080_cycle_1_1",6.83129748371464,6.64212629367684,6.42435274909486,6.16776002781987,3.89030418545753,-5.46869524976792,-6.42317502084311,-6.79239352090254,-6.88957567812896,-6.96945662152931,-7.03672937478496,-7.49992276573797,-7.45164525024868
"virus_comp_809_cycle_1_2",7.3067298952403,7.08462948181654,6.82200378779174,6.50068854359918,6.17702113306304,-0.181819559775603,-6.58417524298521,-7.07091791632108,-6.43186123680837,-4.71498890973507,-6.57613202049882,-7.96304350853194,-7.75062459966432
"virus_comp_7421_cycle_1_1",9.72622888586129,9.6590265998514,9.58854036658067,9.51443267161785,8.21666182234274,5.85369681582529,6.86872131249097,2.28049603340505,6.70305386059699,-5.55734022843644,-2.92574534126374,-7.30289501262927,-7.16845152218353
"virus_comp_2506_cycle_1_3",8.4324828389691,8.40757193985892,8.38222333740528,8.35642137453375,5.77710397318503,-6.28968047276141,-3.23656352584845,-5.93646542179414,4.02670105729471,-5.7366804402997,-3.98274994216396,-6.41445402820724,-5.83213082739684
"virus_comp_808_cycle_4_43",10.5695648601317,10.3723538268574,10.1438508988943,9.87221806916688,10.0104215501308,9.73884699991098,8.91375807692928,8.27398684394963,7.43173627736903,7.9684850050332,-6.60588933988897,-9.03642396821833,-9.28708369063744
"virus_comp_250_cycle_1_165",7.87668903755682,7.73421291505131,7.57610883284412,7.39852113370539,6.14227706981453,4.95292274347593,4.13548611221433,-4.07357254760552,-5.64298815505528,-6.55359766059749,-6.62765726033586,-5.74286662445158,-6.58246023012941
"virus_comp_808_cycle_4_11",9.35760837199459,9.14660432007256,8.89936409699494,8.60080772783723,8.28662068858516,7.21734503572357,-6.3664063852413,-7.64834224706741,-6.90730047112341,-4.5163725123835,-7.9103081131522,-9.25904926681223,-9.22643728903518
"virus_comp_808_cycle_4_10",7.4487306504649,7.26611122103475,7.05697886635186,6.8123061564282,6.2920415271217,4.96530031112845,-4.65163184463713,-5.7977557098723,-4.63796894429236,-2.22072099966599,-5.78729249269708,-7.24551379675461,-7.18431133052747
"virus_comp_36_cycle_2_76",9.24608279150853,9.18946527099524,9.13053475621201,9.06909418251465,7.8903076556099,6.19143580457763,7.08031312761722,5.97843176906008,6.87797437299774,3.82884020591611,5.74592042582751,-5.16459910883713,-4.72485906200234
"virus_comp_2527_cycle_1_12",5.506354749172,5.8624211395242,6.1477737280774,6.38589893883277,-5.75429883006572,-6.88986468713786,-6.26996187547093,-6.53483006472194,-4.59228857755499,-5.6439009402237,-3.3678391388236,-5.59656980950912,-3.25341773805219
"virus_comp_2273_cycle_1_5",10.1348439423275,9.94252044652021,9.72055668988917,9.45812220074493,9.90123413394053,10.0153512149319,9.4538834930418,9.29057728254991,8.43088018653685,7.13772182752517,1.90653293457742,5.82331789849869,-7.6816944035845
"virus_comp_2340_cycle_1_2",6.94897122594032,7.08939063371892,7.21734692532925,7.33487323234079,-5.471419856132,-7.06812679391338,-6.01030093616003,-6.5783063286069,2.62698624907685,-5.70105656908921,2.0953620480093,-5.78606362242132,1.71182228989237
"virus_comp_808_cycle_4_24",10.3905876606542,10.2176037887786,10.0210163234954,9.79335057124262,9.60647939601461,9.08555918241437,7.98549783340656,6.49871364089334,6.64914258532846,7.22779057776797,-6.99006902447062,-9.1475429080457,-9.26179656728558
"virus_comp_808_cycle_4_33",8.09647185062709,7.86957906432731,7.60022046925682,7.26875380471198,5.24916698366465,-6.55111087265827,-7.73112958694453,-8.1339817422322,-7.50919474606755,-6.75906100772161,-7.8216614643665,-8.89179709317694,-8.7818249844728
"virus_comp_808_cycle_4_45",8.48997892721974,8.26008568521429,7.98648417908418,7.64855887732263,7.87240900450984,7.65209623782885,6.67657890110598,5.7932968329643,4.05026154382348,5.37118524894289,-6.00304086020325,-7.45462849199292,-7.70610032861781
