"logFC","AveExpr","t","P.Value","adj.P.Val","B","metric"
1.95146727714222,105.349673202614,3.29476451044724,0.00110946138497208,0.00776622969480457,-4.36845388086451,"richness"
0.0337213410487137,3.81846658980901,2.27847185920551,0.0234379967473574,0.0820329886157508,-7.13261736297863,"viral_load_cv"
0.00628229417610191,2.0136043433686,0.761858584040942,0.446774023473947,0.822499982236593,-9.4229920107495,"shannon"
10100.1313144628,844683.558823529,0.631126565812204,0.528463284153424,0.822499982236593,-9.51420538272349,"total_abundance"
-0.000933208268561982,0.475920578971397,-0.458248652109881,0.64712281191245,0.822499982236593,-9.60859598425135,"dominance"
0.000833641565040019,0.631281435622231,0.378959432900532,0.704999984774223,0.822499982236593,-9.64188133099181,"simpson"
-4.64014618172158e-05,0.448721127046262,-0.027620969627034,0.97798377569423,0.97798377569423,-9.71353475224849,"evenness"
