"logFC","AveExpr","t","P.Value","adj.P.Val","B","metric"
-0.349846044740147,1.05871838160133,-1.99768404550867,0.0548680835590334,0.287632210039046,-3.90956536651245,"stability_total_abundance"
-0.959432514485168,1.80750006094918,-1.6680705980667,0.105684665113915,0.287632210039046,-4.24122146013782,"stability_richness"
-1.44782420785068,2.75569978790186,-1.50087841440684,0.143816105019523,0.287632210039046,-4.3921115741967,"stability_shannon"
-3.89292705592925,6.39778329070925,-1.12605221418677,0.269051120241476,0.403576680362214,-4.68193991718377,"stability_simpson"
-0.670006102891604,2.38270017522046,-0.827582476552867,0.414427321731639,0.497312786077966,-4.85963218431886,"stability_dominance"
-1.01558048522813,3.71524064287055,-0.618517449912332,0.540891996745534,0.540891996745534,-4.95361679014651,"stability_evenness"
