"significant","celiac_direction","count","mean_logFC","median_logFC"
FALSE,"Decreased_in_CELIAC",306,0.0282545009227688,0.0297062367389081
FALSE,"Increased_in_CELIAC",3,-0.00797344884846483,-0.00237765267113903
TRUE,"Decreased_in_CELIAC",1845,0.0620370120595074,0.0604215008420686
