"metric","value"
"total_orfs",100
"higher_in_control",100
"higher_in_celiac",0
"mean_logfc",0.0867230311050724
"median_logfc",0.0858675747624056
"max_logfc",0.130534985187107
"min_logfc",0.059515765233974
