"","T-69","T-63","T-57","T-51","T-45","T-39","T-33","T-27","T-21","T-15","T-9","T-3"
"virus_comp_811_cycle_1_1",0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829
"virus_comp_3003_cycle_1_3",0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538
"virus_comp_2239_cycle_1_5",0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927
"virus_comp_384_cycle_1_3",0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938
"edge_1847_24",0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775
"edge_2254_7",0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617
"edge_3278_3",0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731
"virus_comp_1102_cycle_1_8",0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648
"virus_comp_2476_cycle_1_2",0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556
"virus_comp_1933_cycle_1_2",0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645
"virus_comp_250_cycle_1_124",0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616
"virus_comp_384_cycle_1_5",0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715
"virus_comp_2477_cycle_1_5",0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861
"virus_comp_1935_cycle_1_2",0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372
"virus_comp_297_cycle_1_1",0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057
"edge_1633_14",0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888
"virus_comp_3464_cycle_1_7",0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901
"virus_comp_6916_cycle_1_4",0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803
"virus_comp_2394_cycle_1_7",0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923
"virus_comp_18116_cycle_1_3",0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313
"virus_comp_250_cycle_1_189",0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501
"virus_comp_2477_cycle_1_6",0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529
"virus_comp_2475_cycle_5_1",0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982
"edge_1468_72",0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042
"virus_comp_250_cycle_1_163",0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834
"virus_comp_1342_cycle_1_11",0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644
"virus_comp_888_cycle_1_4",0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599
"virus_comp_2383_cycle_1_3",0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809
"edge_959_21",0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411
"virus_comp_2475_cycle_5_2",0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995
"virus_comp_317_cycle_1_1",0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514
"edge_1633_25",0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365
"virus_comp_384_cycle_1_1",0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416
"edge_1847_11",0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923
