"orf_id","slope","mean_value","variance","range_val","early_late_diff","peak_time","peak_value","monotonicity","pattern_type","cluster"
"virus_comp_593_cycle_1_95",2.24354942654013,-0.910449605275913,0.43483034069111,2.19496081296736,-1.07825460318436,0,-1.89968701397346,0.75,"increasing",7
"virus_comp_169_cycle_1_2",-3.787296153383,6.59207332100942,1.06842403486818,3.35443069752256,1.54261509170078,0,7.75256039312672,0.833333333333333,"decreasing",7
"virus_comp_2473_cycle_1_6",31.5444776404347,-1.70449117384219,84.9456737565393,19.9073183871899,-13.9008057227279,0.72,10.1767019812125,0.75,"increasing",2
"virus_comp_593_cycle_1_69",7.66238368700295,4.33104717416501,8.46575242333804,9.94289880305977,-3.84867474293675,0.72,6.68420289506022,1,"increasing",12
"virus_comp_12035_cycle_1_1",9.05001402598882,5.13188153556392,26.2102988653361,14.9184584630575,-6.12519131774759,0.72,8.45429422434777,0.916666666666667,"increasing",12
"virus_comp_289_cycle_1_1",25.0819819880879,-2.99913516001534,59.0159200827994,16.7170195225287,-9.62094307700314,0.18,-8.48704754344081,0.666666666666667,"biphasic",3
"virus_comp_358_cycle_1_6",26.7883888065747,-1.34835294393124,60.2965642517751,16.9775201221471,-11.9312600552479,0.72,8.71959315363991,0.75,"increasing",5
"virus_comp_36_cycle_2_46",-1.73555700933275,-0.383912210725595,0.218690307166532,1.31437587736775,0.783395968813419,0.72,-1.0507060469791,0.916666666666667,"decreasing",11
"virus_comp_2375_cycle_1_4",35.3656606730911,-1.90579228371918,103.961208650319,22.136439619231,-15.6163737729722,0.72,11.2826532638789,0.916666666666667,"increasing",2
"virus_comp_2477_cycle_1_2",7.66221958928411,2.54067384247404,35.0169419903627,14.4466327853622,-1.06271711503302,0.54,7.92125288134584,0.583333333333333,"biphasic",6
"edge_959_24",-0.788114442877272,-6.3329280276505,0.605869290004884,2.72157473188605,0.801281841817319,0.72,-6.99923811740428,0.75,"decreasing",8
"virus_comp_2475_cycle_5_11",7.60680165851019,2.58741085193291,35.1018711829815,14.466893820094,-1.01562354281656,0.54,7.94155890129993,0.583333333333333,"biphasic",6
"virus_comp_12035_cycle_1_2",6.193323099165,4.5331434901005,11.0316427845274,10.5454986233644,-3.76874914905575,0.72,6.68831239582592,0.916666666666667,"increasing",12
"virus_comp_593_cycle_1_118",1.31197971017938,-1.61059133468711,0.199291605779058,1.44584653613856,-0.701904249625881,0,-2.38204743885872,0.75,"increasing",7
"virus_comp_2394_cycle_1_5",11.4430485773043,-7.79398772409527,41.4651914213497,19.1072434770497,-6.23638190640404,0,-12.0090397592446,0.75,"increasing",3
"virus_comp_2475_cycle_5_12",6.86420520329238,2.92403080339802,33.8934937539851,14.4219638931557,-0.702936199548573,0.54,7.99759392852474,0.583333333333333,"biphasic",6
"virus_comp_317_cycle_1_3",4.21825224322272,3.8497172970438,6.19418808878994,7.90561627339403,-2.56755962766632,0.72,5.45163434421392,0.833333333333333,"increasing",12
"virus_comp_2475_cycle_5_10",1.87755020590751,3.51154427087333,27.5021214745309,13.2703012590944,1.74375844194077,0.54,7.44054587181483,0.583333333333333,"biphasic",6
"edge_1627_29",2.49048337562716,0.742996336680105,1.09430123866225,2.84073615863559,-1.07856144473354,0.54,2.15997214286662,0.5,"increasing",9
"virus_comp_2343_cycle_1_4",26.610840145567,-2.72755301118726,63.1345169173279,17.5951557495144,-10.4092631052658,0.72,8.88380016393859,0.75,"increasing",5
"virus_comp_2477_cycle_1_3",2.15090825700797,3.54139148527435,27.8473930120562,13.3502582377639,1.61455862311557,0.54,7.49943287435764,0.583333333333333,"biphasic",6
"virus_comp_2475_cycle_5_4",29.396558718783,-3.0896210072287,79.709809855636,19.1651239288575,-11.5951490007495,0.54,9.69546871175405,0.5,"biphasic",5
"virus_comp_250_cycle_1_257",-1.3535393615816,-6.2683186193511,0.872576097156911,3.24856176498628,1.08264620801005,0.72,-7.17366551014062,0.666666666666667,"decreasing",8
"edge_263_1",2.01696477711796,0.449369065570308,0.385273106987024,1.89707143342421,-1.01945773070531,0.72,1.24755113999829,1,"increasing",11
"virus_comp_2394_cycle_1_3",-0.822851590638623,-4.68307785673797,0.111874744814,0.85944240782693,0.289063270962784,0.54,-5.08602979101408,0.666666666666667,"decreasing",8
"edge_1990_1",-1.15932099120903,-1.26144548654426,1.03710916986869,3.56791934816254,0.647931021274829,0.42,-2.74796572370675,0.75,"decreasing",8
"edge_1989_50",-0.663289149498347,-1.52743307633937,1.27840798497102,3.71612135588006,0.376472734669993,0.42,-3.12878613947438,0.666666666666667,"decreasing",9
"virus_comp_5225_cycle_1_2",0.0203000322715722,-6.96903300574576,0.0160471168478235,0.496696786374053,-0.0555385637424708,0,-7.15917371503647,0.833333333333333,"stable",7
"virus_comp_648_cycle_1_7",3.38586561505401,2.70654707388975,1.15558884934101,3.41020853052778,-1.73371316722632,0.72,3.93940207714151,0.916666666666667,"increasing",11
"virus_comp_6559_cycle_1_2",0.0529971241733859,-6.93852943752291,0.0157529086697909,0.487166321984946,-0.0676251474265284,0,-7.13126544077087,0.833333333333333,"stable",7
"virus_comp_733_cycle_1_49",20.2964962373593,-1.72868260466883,37.1250969618734,13.4902642795588,-8.12645250368023,0.72,7.06108749070995,0.75,"increasing",5
"virus_comp_18196_cycle_1_2",10.2923946627375,3.54198868477821,19.2808880955015,11.9933757609765,-6.04125013777115,0.72,6.88463239406591,0.916666666666667,"increasing",12
"virus_comp_18126_cycle_1_3",-8.33756829682529,-6.03612608371507,33.0628476877393,16.4236088670215,6.29742584023392,0.72,-9.4044289343221,1,"decreasing",4
"virus_comp_18128_cycle_1_9",2.0732932610146,-0.152452201923795,0.369486081097965,1.79207951288936,-1.01746702269723,0,-1.03106760506935,0.916666666666667,"increasing",7
"virus_comp_491_cycle_1_3",3.03237656654357,1.83283196924318,1.01258090228713,3.18514025233654,-1.58724623007806,0.72,2.98370761762689,1,"increasing",11
"virus_comp_3264_cycle_1_8",9.46966952590095,7.17644466674415,44.343512587785,19.0902304106276,-7.142383544609,0.72,10.9064404238291,1,"increasing",12
"virus_comp_2239_cycle_1_8",0.27503933433569,9.11808280106911,0.056077083309735,0.835045656036593,-0.262909898449633,0.48,9.47948371772379,0.75,"increasing",8
"virus_comp_2475_cycle_5_7",4.55981712431699,5.0052023200114,47.0294013803857,17.0643675204849,1.09352186038171,0.54,9.79948377221246,0.583333333333333,"biphasic",6
"virus_comp_5225_cycle_1_4",-1.47144467784742,-5.25541808907109,0.701589642347567,2.9267326124779,0.609727061707853,0.42,-6.43478570258509,0.583333333333333,"decreasing",9
"virus_comp_1933_cycle_1_3",-3.0897515257387,-3.21899922781208,2.76546558891723,6.42254639548212,1.15251642121503,0.42,-5.03952902081463,0.75,"decreasing",8
"virus_comp_2475_cycle_5_8",-5.39985161921884,4.2116298911737,39.605256085905,16.5335595804634,4.75003480397276,0,9.59084945856239,0.666666666666667,"biphasic",6
"virus_comp_18196_cycle_1_8",10.4461690001463,7.43845510765326,48.5301111496797,20.1842666975392,-7.63413376263394,0.72,11.442003497368,0.916666666666667,"increasing",5
"virus_comp_4046_cycle_1_2",0.0540965930533616,0.391405495966183,0.115295105784006,0.983255836955287,0.063071060965894,0.54,0.841394232053157,0.583333333333333,"stable",9
"virus_comp_2915_cycle_1_9",10.3884786884408,3.57475391847916,19.6666129972511,12.104835883307,-6.09941257694459,0.72,6.94817216499216,0.916666666666667,"increasing",12
"virus_comp_18166_cycle_1_4",3.70326154771521,-6.44810478029152,1.81587581229584,4.68141738155438,-1.90584827614675,0,-8.22858833479152,0.75,"increasing",7
"virus_comp_811_cycle_1_1",2.9881031797328,8.39097021604889,1.26849101454423,3.40842707317615,-1.69890469171944,0.72,9.64863390130627,0.833333333333333,"increasing",11
"virus_comp_3003_cycle_1_3",0.599861595603679,-2.80584596729111,3.80409286596644,6.06178235231224,-1.49986007868954,0.6,-4.169287442574,0.666666666666667,"biphasic",8
"virus_comp_2239_cycle_1_5",0.0340751510448015,10.1520840312411,0.0399319698712938,0.715760923892992,-0.146681392691322,0.48,10.4741529794084,0.666666666666667,"stable",9
"virus_comp_384_cycle_1_3",43.5764344151696,-2.52803993417376,165.908339941791,27.1786570843672,-19.1293632978474,0.72,13.819696690339,0.75,"increasing",2
"edge_1847_24",7.57687485300358,4.19527069969517,10.284753904745,10.3166601214202,-4.24453189722999,0.72,6.7359974767964,1,"increasing",12
"edge_2254_7",11.1971295868568,-2.66471109529238,14.9042964951942,10.7238781867301,-5.56462065216547,0,-6.48797250211013,0.75,"increasing",3
"edge_3278_3",0.997919923197735,2.38403179086833,0.0691470510459546,0.860453169899762,-0.368178966770607,0.72,2.76755552042431,0.75,"increasing",8
"virus_comp_1102_cycle_1_8",0.580129714559496,-2.45654190868019,0.0538936480423722,0.775025981046695,-0.304705347807258,0,-2.90898530681687,0.75,"increasing",7
"virus_comp_2476_cycle_1_2",4.8164758198433,5.21076358853267,62.617847012761,19.4291924554046,1.57040600363998,0.54,10.7182509299096,0.583333333333333,"biphasic",6
"virus_comp_1933_cycle_1_2",-1.77984390655833,-3.30712938286141,1.3954237401259,4.43856807662191,0.756980128680658,0.42,-4.82265274605627,0.75,"decreasing",8
"virus_comp_250_cycle_1_124",19.9182448037912,3.96160062753168,49.48526735357,16.8738240292649,-10.8496509548224,0.72,9.56807576972095,0.916666666666667,"increasing",5
"virus_comp_1935_cycle_1_2",0.936422971989619,-0.223358589911026,0.0921169805543629,0.807397545023254,-0.440391060001282,0.6,-0.594466219162945,0.5,"increasing",9
"virus_comp_384_cycle_1_5",42.0159254674224,-2.39593689534719,153.778322599917,26.2282184917146,-18.4827548519238,0.72,13.354309338941,0.75,"increasing",2
"virus_comp_2477_cycle_1_5",-1.97513466158889,4.74716754132254,35.2606602186263,16.5280866870051,3.76137337644973,0,9.60148763200743,0.666666666666667,"biphasic",6
"virus_comp_297_cycle_1_1",15.8167948235725,-1.36452726817927,20.9937603363088,10.4886930978232,-6.38055509720846,0.72,5.34952305381745,0.75,"increasing",12
"edge_1633_14",15.2445340922095,-0.126111870059858,20.3087832400383,10.5769963631372,-7.99485781966983,0,-5.3637492959833,0.916666666666667,"increasing",3
"virus_comp_3464_cycle_1_7",7.33148311740695,1.8500107742529,7.61590130585689,7.79625236062844,-4.23533840064409,0.72,4.48998612516146,0.916666666666667,"increasing",12
"virus_comp_6916_cycle_1_4",2.79720365559513,6.38953077768465,1.08420731355899,3.16847568260833,-1.58194806511534,0.72,7.58170671569952,0.833333333333333,"increasing",11
"virus_comp_18116_cycle_1_3",-41.5202295272397,-2.85316648192648,192.227169089661,29.6026363798849,23.6123117685734,0,14.8278201950226,0.75,"decreasing",1
"virus_comp_2394_cycle_1_7",23.9889181938844,0.165743766767821,87.8387440719135,20.5791340095192,-13.826421536396,0,-10.820326332475,0.75,"increasing",3
"virus_comp_250_cycle_1_189",14.8810560381131,-1.42778172202875,18.4817273608336,9.97206551783592,-5.78641359402307,0.18,-5.0389508121596,0.75,"increasing",3
"virus_comp_2477_cycle_1_6",4.51038392576074,5.04782563580174,47.2539135405565,17.0898921838902,1.12400079080562,0.54,9.83261972030579,0.583333333333333,"biphasic",6
"virus_comp_2475_cycle_5_1",3.99412059481041,6.24028057199905,67.4106441347006,20.2154652914246,2.07772537097407,0.54,11.4901409236055,0.583333333333333,"biphasic",6
"edge_1468_72",3.46830071700864,0.86489809240984,3.72592199470052,5.55092096775939,-1.07958723568741,0.54,3.23795197809606,0.583333333333333,"biphasic",9
"virus_comp_250_cycle_1_163",21.4315079143894,-1.72386366287422,37.4151273780443,14.0450377103199,-8.66425600357232,0.72,7.12830179545672,0.75,"increasing",5
"virus_comp_1342_cycle_1_11",1.58366626063846,2.53894420666574,0.276370623662248,1.74782408233567,-0.792612100252665,0.72,3.14609679096654,0.833333333333333,"increasing",11
"virus_comp_888_cycle_1_4",-1.47940476338048,-1.1356750343807,0.562274508323836,2.47524437006482,0.279160807106035,0.54,-2.02886162736122,0.583333333333333,"decreasing",9
"virus_comp_2383_cycle_1_3",15.5171697856451,-2.08267353125496,22.196936235829,12.4894226394382,-7.44764952343972,0,-7.02817736549405,0.75,"increasing",3
"edge_959_21",6.62648286505192,5.01852367785949,5.70775539835407,8.5771390763515,-3.0347019365851,0.72,6.78093325681752,0.833333333333333,"increasing",12
"virus_comp_2475_cycle_5_2",2.65352985164894,4.10195304722787,30.5133116071425,13.9011266522091,1.43647122833433,0.54,8.05239860782577,0.583333333333333,"biphasic",6
"virus_comp_317_cycle_1_1",-10.4215761764496,3.28026143360034,9.01726893374903,8.84787844491428,3.93584816281004,0.18,5.70238414108511,0.833333333333333,"decreasing",7
"edge_1847_11",6.2518490469986,3.49963304343011,4.38757483072573,7.30002768869957,-2.96087961654286,0.72,5.42452723961835,1,"increasing",12
"edge_1633_25",1.83920577321395,-0.0657015577078685,0.688968522297322,2.30882199434709,-0.726928346576963,0.54,1.23057213337938,0.666666666666667,"increasing",8
"virus_comp_384_cycle_1_1",36.7757124533187,-2.09109571790039,116.874496459375,23.060112792615,-16.162394760414,0.72,11.7451488180372,0.75,"increasing",2
"virus_comp_1260_cycle_2_20",9.0956262734557,4.40710920703184,18.2312706070069,12.4491036387213,-5.70893242528105,0.72,8.01716352816574,0.75,"increasing",12
"virus_comp_808_cycle_4_32",19.0096980886291,-2.3913058357063,37.1305849397854,13.7948852150974,-7.50895716501283,0.6,-7.46855978877072,0.75,"increasing",5
"virus_comp_809_cycle_1_4",5.87857211802865,4.56913891652673,14.2012787308363,10.9283832977166,-4.30273119765574,0.72,7.0309682433454,0.833333333333333,"increasing",12
"virus_comp_593_cycle_1_111",0.511335632612891,-0.0784845104673544,0.0516782707206897,0.69092666745967,-0.341998429871177,0.6,-0.447758230005596,0.75,"increasing",8
"virus_comp_7998_cycle_1_6",5.19145278701965,2.55856789097512,3.36902127667255,5.94317698773924,-2.72571565104952,0.72,4.33666668114108,1,"increasing",11
"edge_3278_4",1.47509145773151,2.90214035979119,0.140340711393337,1.22878431089741,-0.530409451120591,0.72,3.47646218477062,0.666666666666667,"increasing",8
"virus_comp_853_cycle_1_61",1.70977404061116,-1.0439163432904,0.837254814664166,2.8380416802566,-0.600562866505593,0.42,-2.0348461120782,0.666666666666667,"increasing",9
"edge_1632_2",19.0971514147472,0.222906010538565,32.7877317930282,13.2013104564482,-10.7121252666091,0,-6.66045018331965,0.916666666666667,"increasing",3
"edge_2254_1",11.01600251981,3.44291673940017,23.6200977421106,13.1546506490772,-6.71452277416566,0.72,7.24120947312054,0.833333333333333,"increasing",12
"edge_1627_22",0.185703994045524,0.289487851659626,0.0568066781891045,0.762331565799834,-0.0657142472914389,0.54,0.650882389743498,0.5,"increasing",9
"edge_1979_7",-5.3887451579464,-4.48691135690152,9.95499001593945,11.5010499356559,1.60156903947066,0.42,-7.27468888633447,0.75,"decreasing",6
"virus_comp_808_cycle_4_6",11.5586667568139,0.252108298574376,22.096203334695,11.1468997055819,-5.23336025776708,0.72,5.57594390649614,0.75,"increasing",12
"edge_1632_1",19.7016899207314,0.0516740470520963,34.321016849691,13.496421638917,-10.7833800660902,0,-6.83371164626225,0.916666666666667,"increasing",3
"virus_comp_301_cycle_1_93",1.8066434151742,3.48853748695842,0.436943286836654,2.04434240620221,-1.02346474587631,0.72,4.21045789606069,0.833333333333333,"increasing",11
"virus_comp_808_cycle_4_7",5.89541485595542,4.55873391346451,14.2666826763755,10.9501432033086,-4.31547082389407,0.72,7.02951305002862,0.833333333333333,"increasing",12
"virus_comp_1545_cycle_1_6",-31.7169145777179,0.53902281844162,86.9103016500598,20.2341898786209,15.9679804865666,0.72,-10.16983516717,1,"decreasing",1
"virus_comp_2477_cycle_1_7",-15.8858212150124,0.760493975264454,56.8905436485617,17.0522249059559,9.32189258651782,0,9.11688158329534,0.75,"decreasing",10
"edge_1631_43",10.0663701056225,4.16920532671004,20.0507265783699,12.7941535771781,-6.2311978712243,0.72,8.04651145217658,0.666666666666667,"biphasic",5
"virus_comp_358_cycle_1_16",13.8914733850484,-0.277849730156124,16.4336394506404,9.70390631363064,-7.0828342385703,0,-4.95008540207189,1,"increasing",3
"edge_1627_13",-0.31789548491086,-0.522715325049589,0.0235760002070069,0.484077628237347,0.0271158356664222,0.72,-0.72900261959641,0.666666666666667,"decreasing",8
"virus_comp_301_cycle_1_108",6.66589260148204,4.19694469616391,11.1885539468121,10.0006508923116,-4.5082769396443,0.72,6.92985867002873,0.75,"increasing",12
"virus_comp_7998_cycle_1_4",4.66245327096964,3.3500581350857,3.40881640139526,6.09822074748947,-2.53452575196822,0.72,4.95412968036735,1,"increasing",11
"virus_comp_2431_cycle_1_10",11.6415834036397,5.74970746018516,36.1425696123047,17.2849580254505,-7.73714728259358,0.72,10.2313757570694,0.75,"increasing",5
"virus_comp_809_cycle_1_3",0.880668651725013,-4.83437691915754,0.516320726237358,2.18245490586688,-0.411722634096355,0.3,-5.82637376581194,0.5,"increasing",9
"virus_comp_8731_cycle_1_4",2.45599210456493,-0.226950482564175,1.08036366604092,2.90784738345865,-0.873123670908689,0.42,-1.6136357702778,0.583333333333333,"increasing",9
"virus_comp_6999_cycle_1_2",-2.4345605154019,1.147302314903,0.707119321529756,2.44680144360538,1.38521584027832,0.6,2.16953042494202,0.75,"decreasing",8
"virus_comp_7248_cycle_1_2",25.9312500971151,3.50200398811687,80.2841768523928,20.7202998905431,-14.2472307644037,0.72,11.0832347827544,1,"increasing",2
"virus_comp_2476_cycle_1_3",-6.79075826370604,2.30738895139143,52.6916959503659,16.4588275630968,5.96712639364073,0,8.98904398690651,0.666666666666667,"biphasic",6
"virus_comp_2530_cycle_1_9",16.0438778965798,3.81994355968594,37.4906877728875,15.8253018462781,-9.23117957024282,0.72,9.22567824484188,0.666666666666667,"biphasic",5
"edge_4_42",-1.9764986393969,-0.575451229746331,0.586967947872181,2.16533174685083,0.74110318989644,0.54,-1.68467564922231,0.583333333333333,"decreasing",9
"virus_comp_250_cycle_1_190",10.4003635018599,0.66321481191447,8.17716113810768,6.88399741079881,-5.2036504963668,0.72,4.07754663170773,0.916666666666667,"increasing",12
"virus_comp_2475_cycle_5_5",2.16353724123421,4.32727821871757,38.9541837265188,15.5895262293573,2.11601930442993,0,8.72079126627832,0.583333333333333,"biphasic",6
"virus_comp_169_cycle_1_6",-30.9693356780623,0.806554065401751,82.9331338862319,19.9150442925469,15.5965853083693,0,10.1358221172009,1,"decreasing",1
"edge_1633_13",1.13599894643117,2.05046249602618,1.21322490863765,3.42174688424099,-0.241903785715105,0.54,3.29568834349386,0.583333333333333,"increasing",9
"virus_comp_7248_cycle_1_3",32.1497457508824,-1.04634088254179,84.6043899233667,20.2162583318004,-15.1145383098919,0.72,10.4680871028329,0.75,"increasing",2
"virus_comp_808_cycle_4_17",8.56290932789499,4.43239735775463,22.7330851909679,13.7750334087593,-5.94141530650065,0.72,7.84019678712118,0.833333333333333,"increasing",12
"virus_comp_126_cycle_1_211",-1.77738778215651,-2.4934327642224,0.285591472783749,1.46769876058024,0.881281019022023,0.72,-3.23328918085322,0.75,"decreasing",8
"virus_comp_1706_cycle_1_1",3.41216002872833,-0.901414281130971,0.974357919231937,2.73388306861802,-1.4426779025527,0,-1.95591883602993,0.916666666666667,"increasing",7
"virus_comp_16495_cycle_1_2",10.4928287491114,-4.4368367288455,11.387612458882,10.9136614542141,-3.52920111458704,0,-7.0051698762922,0.666666666666667,"biphasic",7
"virus_comp_1102_cycle_1_5",14.298954992023,-0.420177928701675,16.6587304504138,10.1340206730295,-7.48184055383883,0,-5.20949351273844,0.833333333333333,"increasing",3
"virus_comp_808_cycle_4_15",2.94073680350276,7.99861450572522,1.45978343221702,3.75551804082492,-1.77987027812227,0.72,9.28194713226798,0.833333333333333,"increasing",11
"virus_comp_169_cycle_1_9",27.3947889661178,-0.410483117231086,66.9575904131396,18.0641413340845,-12.5737239814433,0.72,9.87544550464353,0.75,"increasing",5
"virus_comp_2589_cycle_1_4",-0.572849446609493,-4.55470497877371,0.351641755049342,1.89864552162063,0.548481731777644,0.42,-5.55724867911274,0.833333333333333,"decreasing",8
"virus_comp_2109_cycle_1_3",0.0484197909424658,-5.26285421665222,0.0803614157180142,0.915514094409544,0.161280500723669,0.48,-5.82442777385429,0.75,"stable",8
"virus_comp_88_cycle_1_4",8.12156446307091,-1.14458450081446,6.47916645114993,6.18255122418544,-2.89605707808335,0.18,-3.63767505402704,0.583333333333333,"biphasic",9
"virus_comp_17910_cycle_1_47",5.24639089198848,-1.10057235264582,2.20450181405562,4.06288266268238,-2.41816814375063,0,-2.80101171187229,1,"increasing",7
"virus_comp_1260_cycle_2_15",15.7515427047074,0.733290170671959,22.2994382027506,11.726720948355,-8.57532937481463,0.72,5.96813922744141,0.916666666666667,"increasing",12
"virus_comp_18116_cycle_1_4",-23.3553522999506,-7.25765037054008,138.717631459019,29.1955053517894,14.116130779568,0.42,-15.0738419085972,0.75,"decreasing",1
"edge_2254_6",7.14581764950615,-3.46990123474988,6.22290635326676,8.8975787256824,-3.32338978804319,0,-6.0346303904558,0.75,"increasing",7
"virus_comp_811_cycle_1_3",7.95670737083482,-4.70571587512783,6.9267433271958,9.85733146632102,-2.93308219346393,0,-6.82876494282521,0.916666666666667,"increasing",7
"virus_comp_1260_cycle_2_21",4.76371938667049,1.55534171844871,2.75336136056335,5.08525846064171,-2.46876313800303,0.72,3.29444953700167,0.916666666666667,"increasing",11
"virus_comp_4360_cycle_1_6",38.0503403255196,-3.68366951108296,125.756018078094,24.7457882928707,-15.2351757164503,0.72,12.4843255572732,0.916666666666667,"increasing",2
"virus_comp_155_cycle_2_165",22.8373949588343,-3.12215372441003,48.916892049593,15.8132574213163,-8.96072586266958,0.6,-8.52596444470214,0.833333333333333,"increasing",5
"edge_1987_4",-3.04608106925307,-2.60139350753391,3.81466613732526,7.0750967528979,1.20978502779068,0.42,-4.80651436400101,0.75,"decreasing",8
"edge_4_40",5.04470244869398,2.03393441703005,3.58974968929363,5.73233334305183,-2.83444165934298,0.72,3.78330167535003,0.916666666666667,"increasing",11
"edge_965_7",8.11249498293112,1.99748025336865,6.20738041190451,6.72847758667582,-4.1732229280831,0.72,4.49005794444787,0.916666666666667,"increasing",12
"virus_comp_3811_cycle_1_8",-0.283309171327864,0.701689501411172,0.0173016317923417,0.373701770771574,0.132142690605675,0,0.896130348963242,0.5,"decreasing",9
"virus_comp_2216_cycle_1_8",-4.83272247173012,-4.20919915535574,2.6184311519179,4.47996691977774,2.35534798721187,0.72,-6.27650068849763,0.75,"decreasing",8
"virus_comp_1364_cycle_1_5",4.47414963628192,-0.368713208222341,1.50271835953488,3.07461780478998,-1.91686688030374,0,-1.58192384722555,0.916666666666667,"increasing",7
"virus_comp_1103_cycle_1_7",-1.49632669164884,-1.23557107547552,0.570006915233153,2.48069594639095,0.964870160823566,0.42,-1.99706022146963,0.666666666666667,"decreasing",9
"virus_comp_155_cycle_2_145",-2.49515421266398,-5.87392772915323,0.711835738053424,2.76856694607521,1.1378969276169,0.42,-6.74767663086644,0.75,"decreasing",8
"virus_comp_2957_cycle_1_5",31.3942030021305,-0.72305880811961,80.8701716532871,19.7045361271521,-15.3540496001229,0.72,10.132461984368,0.833333333333333,"increasing",2
"virus_comp_4695_cycle_1_3",1.79251641313698,-2.10329830842067,0.866541707101075,2.90826305145271,-0.57780859234009,0.42,-3.37757543059346,0.75,"increasing",8
"virus_comp_2204_cycle_1_6",-11.2341179791007,-8.37582383411339,48.5338026613139,20.6692565406701,7.72578957535425,0.72,-12.8526021139197,0.833333333333333,"decreasing",4
"virus_comp_2273_cycle_1_12",27.0252964553345,4.43186244154484,97.0026416564635,22.298460941457,-14.7127638197863,0.72,11.7691364732945,0.75,"increasing",2
"virus_comp_155_cycle_2_128",-1.63805295134786,-4.21643749276465,0.388750794095635,1.96652574052982,0.774782945612228,0.42,-4.97850479415069,0.75,"decreasing",8
"virus_comp_18019_cycle_1_1",6.28059103111937,0.887887711154472,2.56842231466016,4.40931347334547,-2.64126795688102,0.72,2.65460175320593,0.833333333333333,"increasing",11
"edge_1468_66",-1.97082753706029,-2.07431066780125,1.77442184432577,4.90581203298872,0.886845597470613,0.42,-3.79302324879458,0.75,"decreasing",8
