"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae",49433687.5130516,-22.5500222060931,4.04925759880398,-5.56892755174521,2.56312023783942e-08,1.7941841664876e-07
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family",2338.37392263094,-8.91556481507787,2.75887462015128,-3.23159477779711,0.0012310149198874,0.0043085522196059
