"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae",570313.162118007,-10.9340444082194,2.86412324884136,-3.81758865043348,0.000134762370650619,0.000471668297277167
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae",8644212.84647842,16.7970293093282,2.37059698179674,7.08556934742966,1.38473805648263e-12,9.69316639537843e-12
