"","term","estimate","std.error","statistic","p.value"
"1","get(i)",1.89298383819457,1.02343839463193,1.84963144642953,0.0643666872367136
"2","CountryUSA",0.422193173053792,0.189446219745013,2.22856478013679,0.0258428766312591
"3","SexMale",0.726103569390767,0.213499249189161,3.40096544670954,0.000671483148591979
"4","Delivery.ModeVaginal",-1.1950432013941,0.202299984205728,-5.90728272217169,3.47796586343527e-09
"5","HLA.CategoryLow/No Risk",-0.360687176082892,0.234535112141078,-1.53788135512064,0.124077626875008
"6","HLA.CategoryStandard Risk",-0.503524386157518,0.171795169386379,-2.93095776764861,0.00337918717372169
"7","feeding_first_yearBreastmilk_and_formula",-0.177751986359553,0.168271721540333,-1.0563390255501,0.29081335244385
"8","feeding_first_yearFormula",-0.0647050082156377,0.268199307271064,-0.241257178752671,0.809355797131443
"9","Age.at.Gluten.Introduction..months.11",18.6663025785448,0.328525148113879,56.8184891954585,0
"10","Age.at.Gluten.Introduction..months.15",-0.414731748114882,1764.55939721912,-0.000235034167038233,0.999812469868586
"11","Age.at.Gluten.Introduction..months.36",18.5441105591005,0.357736163068685,51.837394352385,0
"12","Age.at.Gluten.Introduction..months.4",18.7617302468846,0.456585598230764,41.0913754607788,0
"13","Age.at.Gluten.Introduction..months.5",18.9698051847127,0.315365366356953,60.1518340579012,0
"14","Age.at.Gluten.Introduction..months.6",18.3148103953866,0.199997699911823,91.5751051310159,0
"15","Age.at.Gluten.Introduction..months.7",17.4681291960425,0.217835818371803,80.1894258097989,0
"16","Age.at.Gluten.Introduction..months.8",17.6344469434744,0.302289758613073,58.3362368092869,0
"17","Age.at.Gluten.Introduction..months.9",19.1253086450879,0.207043594019653,92.3733416416277,0
"18","Age.at.Solid.Introduction..months.4",0.318279980542455,0.209725305340005,1.51760408705312,0.129114235927945
"19","Age.at.Solid.Introduction..months.5",0.317505232667089,0.193365317333197,1.6419968019393,0.100590666853944
"20","Age.at.Solid.Introduction..months.6",0.558494379670213,0.17204772304437,3.24615966888549,0.00116973214001717
"21","Age.at.Solid.Introduction..months.7",0.0606395183499582,0.274077021400547,0.221249917414044,0.824897843706053
"22","Age.at.Solid.Introduction..months.8",19.9618613692832,0.458054045630274,43.5797075906535,0
