	family	subfamily	genus	species	sample-1_1093_6313	sample-1_10_102032	sample-1_11_101626	sample-1_12_101623	sample-1_13_99291	sample-1_15_98423	sample-1_16_98401	sample-1_17_96846	sample-1_18_96565	sample-1_1971_3823	sample-1_19_96211	sample-1_1_194036	sample-1_2023_3705	sample-1_2087_3578	sample-1_20_95736	sample-1_21_95604	sample-1_22_93708	sample-1_2370_3154	sample-1_23_92914	sample-1_241_22966	sample-1_2468_3000	sample-1_2475_2996	sample-1_2496_2968	sample-1_24_92306	sample-1_2557_2904	sample-1_273_20403	sample-1_2809_2618	sample-1_2895_2535	sample-1_2_180874	sample-1_309_18290	sample-1_30_80291	sample-1_3125_2250	sample-1_3157_2206	sample-1_3406_1938	sample-1_3423_1921	sample-1_347_16656	sample-1_352_16508	sample-1_3596_1751	sample-1_3635_1721	sample-1_3643_1714	sample-1_3684_1680	sample-1_3983_1483	sample-1_3_171347	sample-1_4061_1441	sample-1_41_65330	sample-1_4226_1355	sample-1_4390_1275	sample-1_4409_1266	sample-1_4411_1265	sample-1_4677_1147	sample-1_4798_1110	sample-1_4954_1063	sample-1_4981_1057	sample-1_4_157545	sample-1_516_11797	sample-1_5191_1012	sample-1_5_155540	sample-1_6_155389	sample-1_7_152939	sample-1_9_104613
SRR4295175_ms_5	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus secundus	0.167	0.086	0.078	0.048	0.087	0.044	0.066	0.708	0.061	0.0	0.13	0.613	0.25	0.167	0.067	0.075	0.07	0.167	0.099	0.963	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.686	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
SRS011084_NODE_220_length_95221_cov_30.7473	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.053	0.066	0.135	0.071	0.0	0.73	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.027	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
SRS011302_NODE_90_length_100096_cov_55.6308	Suoliviridae	Loutivirinae	Buchavirus	Buchavirus hiberniae	0.167	0.586	0.305	0.657	0.548	0.062	0.349	0.124	0.602	0.0	0.078	0.129	0.5	0.667	0.352	0.355	0.37	0.167	0.088	0.148	0.5	0.0	0.8	0.015	0.5	0.455	0.333	0.8	0.027	0.28	0.143	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.574
SRS011586_NODE_119_length_103914_cov_1098.85	Suoliviridae	Oafivirinae	Burzaovirus	Burzaovirus intestinihominis	0.167	0.259	0.227	0.238	0.25	0.071	0.236	0.079	0.265	0.0	0.078	0.106	0.75	0.5	0.238	0.252	0.25	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.318	0.333	0.4	0.031	0.24	0.105	0.0	1.0	1.0	0.5	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.231
SRS014683_NODE_81_length_94199_cov_303.827	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.086	0.055	0.048	0.067	0.053	0.057	0.303	0.061	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
SRS019030_NODE_87_length_93563_cov_510.146	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.086	0.055	0.048	0.067	0.053	0.057	0.303	0.061	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
SRS045739_NODE_78_length_98134_cov_152.188	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
SRS048164_NODE_142_length_95873_cov_10.9415	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.722	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
SRS050299_NODE_72_length_100548_cov_36.2955	Suoliviridae	Boorivirinae	Culoivirus	Culoivirus americanus	0.167	0.362	0.273	0.295	0.298	0.071	0.33	0.079	0.306	0.0	0.07	0.066	0.5	0.667	0.333	0.346	0.35	0.167	0.121	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.2	0.036	0.88	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.032	0.105	1.0	0.027	0.021	0.03	0.306
SRS050752_NODE_138_length_97080_cov_254.851	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus coli	0.167	0.379	0.305	0.333	0.288	0.053	0.368	0.09	0.337	0.0	0.087	0.066	0.5	0.5	0.371	0.383	0.39	0.167	0.077	0.111	0.5	0.0	0.6	0.023	0.5	0.909	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.343
SRS053398_NODE_95_length_96600_cov_69.939	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
SRS065504_NODE_131_length_90103_cov_73.092	Intestiviridae	Crudevirinae	Endlipuvirus	Endlipuvirus intestinihominis	0.0	0.086	0.055	0.057	0.077	0.053	0.085	0.315	0.071	0.0	0.122	0.255	0.25	0.167	0.086	0.093	0.08	0.0	0.077	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.15	1.0	0.167	0.0	0.333	0.5	0.0	0.039	1.0	0.034	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.065
SRS105153_NODE_241_length_90160_cov_456.992	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.252	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
SRS143417_NODE_148_length_97094_cov_7.69295	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus intestinalis	0.167	0.129	0.078	0.057	0.087	0.044	0.066	0.899	0.071	0.0	0.13	0.699	0.25	0.167	0.067	0.075	0.07	0.167	0.11	0.704	0.5	0.0	0.2	0.023	0.5	0.273	0.0	0.0	0.018	0.08	0.667	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
SRS143417_NODE_177_length_89824_cov_37.2496	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.055	0.038	0.067	0.053	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.033	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.0	0.022	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
SRS143876_NODE_156_length_99405_cov_8.65265	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.266	0.314	0.308	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.5	0.305	0.318	0.32	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.036	0.56	0.076	0.0	1.0	1.0	0.75	0.2	0.1	0.0	1.0	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.105	1.0	0.023	0.021	0.02	0.315
SRS145497_NODE_97_length_94933_cov_72.765	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus gastrointestinalis	0.167	0.086	0.078	0.048	0.077	0.044	0.057	0.629	0.061	0.0	0.122	0.589	0.25	0.167	0.057	0.075	0.06	0.167	0.066	0.889	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.657	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
SRS147652_NODE_155_length_104176_cov_11.0954	Suoliviridae	Oafivirinae	Burzaovirus	Burzaovirus intestinihominis	0.167	0.259	0.227	0.229	0.25	0.071	0.226	0.079	0.265	0.0	0.07	0.106	0.75	0.5	0.229	0.243	0.24	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.318	0.333	0.2	0.027	0.24	0.105	0.0	1.0	1.0	0.5	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.016	0.015	0.231
Sib1_ms_4	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.739	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
Sib1_ms_5	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.077	0.062	0.057	0.169	0.071	0.0	0.243	0.126	0.25	0.167	0.057	0.065	0.06	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.162	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
Sib2_ms_1	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.388	0.391	0.371	0.49	0.062	0.896	0.067	0.337	0.0	0.07	0.07	0.5	0.667	0.857	0.916	0.9	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.6	0.027	0.28	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.361
Sib2_ms_2	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus secundus	0.167	0.086	0.078	0.048	0.087	0.044	0.066	0.708	0.061	0.0	0.13	0.642	0.25	0.167	0.067	0.075	0.07	0.167	0.099	0.926	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.714	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
UMIU01010253	Intestiviridae	Crudevirinae	Delmidovirus	Delmidovirus copri	0.0	0.086	0.078	0.048	0.077	0.062	0.057	0.348	0.061	0.0	0.13	0.305	0.25	0.167	0.057	0.075	0.06	0.0	0.077	0.222	0.0	0.0	0.2	0.015	0.0	0.182	0.0	0.2	0.031	0.08	0.362	0.0	1.0	0.0	0.25	0.05	0.65	0.167	0.0	0.333	0.5	0.0	0.044	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
Zuo_N1_NODE_2_length_100997_cov_2297.472945	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.405	0.406	0.362	0.51	0.062	0.925	0.067	0.357	0.0	0.07	0.07	0.5	0.667	0.905	0.925	0.91	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.4	0.027	0.28	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.034	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.389
phage_1	Zeta	Zeta	Zeta_1	Zeta_1_4	1.0	0.078	0.07	0.105	0.077	0.168	0.057	0.045	0.061	0.143	0.061	0.036	0.0	0.167	0.057	0.075	0.06	0.167	0.121	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.2	0.344	0.0	0.038	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.197	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.023	0.105	0.0	0.018	0.021	0.02	0.065
phage_15	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.07	0.076	0.096	0.133	0.028	0.045	0.061	0.286	0.061	0.033	0.0	0.167	0.029	0.037	0.03	0.0	0.077	0.0	0.0	0.0	0.0	0.008	0.0	0.045	0.0	0.2	0.219	0.04	0.048	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.053	0.0	0.014	0.021	0.02	0.065
phage_16	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.087	0.124	0.028	0.045	0.061	0.286	0.061	0.033	0.0	0.167	0.029	0.037	0.03	0.0	0.088	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.205	0.08	0.048	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.053	0.0	0.041	0.031	0.03	0.065
phage_2	Zeta	Zeta	Zeta_10	Zeta_10_1	1.0	0.121	0.086	0.095	0.087	0.124	0.057	0.079	0.071	0.143	0.061	0.033	0.0	0.167	0.057	0.065	0.06	0.167	0.11	0.037	0.5	0.0	0.0	0.008	0.5	0.182	0.0	0.2	0.29	0.0	0.038	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.211	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.014	0.105	0.0	0.014	0.01	0.015	0.065
sample-1_1093_6313					0.0	0.017	0.008	0.01	0.01	0.009	0.009	0.011	0.01	0.0	0.017	0.01	0.0	0.0	0.01	0.009	0.01	0.167	0.011	0.037	0.5	0.0	0.0	0.0	0.5	0.045	0.0	0.0	0.027	0.0	0.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.022	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.005	0.053	0.0	0.005	0.0	0.005	0.009
sample-1_10_102032					0.167	0.0	0.297	0.505	0.577	0.08	0.377	0.079	0.837	0.0	0.078	0.066	0.5	0.833	0.381	0.383	0.39	0.167	0.088	0.111	0.5	0.0	1.0	0.03	0.5	0.409	0.0	0.6	0.027	0.28	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	1.0	1.0	0.028	0.105	1.0	0.027	0.031	0.03	0.861
sample-1_11_101626					0.167	0.371	0.0	0.41	0.385	0.08	0.491	0.09	0.378	0.0	0.07	0.073	0.5	0.667	0.495	0.523	0.52	0.167	0.132	0.111	0.5	0.0	0.6	0.03	0.5	0.364	0.0	0.2	0.027	0.32	0.086	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	1.0	1.0	0.0	0.031	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.016	0.015	0.38
sample-1_12_101623					0.167	0.552	0.328	0.0	0.538	0.053	0.33	0.067	0.592	0.0	0.07	0.063	0.5	0.833	0.333	0.364	0.35	0.167	0.099	0.111	0.5	0.0	0.8	0.023	0.5	0.455	0.0	0.8	0.031	0.28	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.026	0.02	0.565
sample-1_13_99291					0.167	0.578	0.328	0.533	0.0	0.097	0.472	0.101	0.663	0.0	0.078	0.079	0.5	0.667	0.495	0.505	0.48	0.167	0.132	0.111	0.5	0.0	0.6	0.023	0.5	0.318	0.0	0.4	0.031	0.32	0.086	0.0	1.0	1.0	0.75	0.15	0.1	0.0	1.0	1.0	1.0	0.0	0.039	1.0	0.034	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.158	1.0	0.009	0.01	0.01	0.602
sample-1_15_98423					0.167	0.121	0.078	0.057	0.096	0.0	0.066	0.067	0.092	0.0	0.061	0.053	0.25	0.167	0.067	0.084	0.06	0.667	0.462	0.111	0.5	0.0	0.2	0.015	0.5	0.227	1.0	0.2	0.049	0.12	0.057	0.0	1.0	1.0	0.25	0.9	0.1	0.0	0.5	0.333	1.0	0.0	0.061	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.842	1.0	0.005	0.005	0.005	0.074
sample-1_16_98401					0.167	0.397	0.414	0.314	0.462	0.053	0.0	0.079	0.347	0.0	0.078	0.073	0.5	0.5	0.971	0.944	0.99	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.027	0.24	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.37
sample-1_17_96846					0.167	0.129	0.078	0.057	0.087	0.044	0.066	0.0	0.071	0.0	0.13	0.669	0.25	0.167	0.067	0.075	0.07	0.167	0.11	0.704	0.5	0.0	0.2	0.023	0.5	0.273	0.0	0.0	0.018	0.08	0.638	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
sample-1_18_96565					0.167	0.793	0.289	0.543	0.606	0.08	0.321	0.079	0.0	0.0	0.078	0.066	0.5	0.667	0.324	0.336	0.33	0.167	0.088	0.111	0.5	0.0	0.8	0.023	0.5	0.409	0.0	0.2	0.027	0.28	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.105	1.0	0.023	0.026	0.025	0.778
sample-1_1971_3823					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sample-1_19_96211					0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.146	0.071	0.0	0.0	0.175	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.21	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.01	0.005	0.065
sample-1_1_194036					0.167	0.086	0.078	0.048	0.087	0.044	0.066	0.708	0.061	0.0	0.139	0.0	0.25	0.167	0.067	0.075	0.07	0.167	0.099	0.926	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.914	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
sample-1_2023_3705					0.0	0.017	0.016	0.019	0.019	0.009	0.019	0.011	0.02	0.0	0.009	0.007	0.0	0.333	0.019	0.028	0.02	0.0	0.011	0.037	0.0	0.0	0.4	0.0	0.0	0.136	0.0	0.0	0.0	0.08	0.01	0.0	0.0	0.0	0.5	0.05	0.05	0.0	0.0	0.667	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.019
sample-1_2087_3578					0.0	0.043	0.031	0.067	0.048	0.009	0.028	0.011	0.041	0.0	0.009	0.007	0.5	0.0	0.029	0.047	0.03	0.0	0.022	0.037	0.0	0.0	1.0	0.0	0.0	0.182	0.0	0.0	0.0	0.12	0.01	0.0	0.0	0.0	0.75	0.05	0.05	0.0	0.0	0.667	0.0	0.0	0.004	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.053	1.0	0.0	0.0	0.0	0.046
sample-1_20_95736					0.167	0.397	0.414	0.314	0.462	0.053	0.943	0.079	0.347	0.0	0.078	0.073	0.5	0.5	0.0	0.897	0.98	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.022	0.24	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.37
sample-1_21_95604					0.167	0.397	0.414	0.352	0.481	0.053	0.934	0.067	0.347	0.0	0.078	0.066	0.5	0.667	0.914	0.0	0.92	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.027	0.24	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.022	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.389
sample-1_22_93708					0.167	0.397	0.414	0.314	0.462	0.053	0.953	0.079	0.347	0.0	0.078	0.073	0.5	0.5	0.971	0.897	0.0	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.0	0.2	0.027	0.24	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.37
sample-1_2370_3154					0.167	0.017	0.008	0.01	0.01	0.035	0.009	0.011	0.01	0.0	0.017	0.01	0.0	0.0	0.01	0.009	0.01	0.0	0.044	0.037	0.5	0.0	0.0	0.0	0.5	0.045	0.0	0.0	0.004	0.0	0.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.004	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.005	0.211	0.0	0.005	0.0	0.005	0.009
sample-1_23_92914					0.167	0.147	0.094	0.105	0.115	0.363	0.075	0.112	0.092	0.0	0.043	0.066	0.25	0.333	0.076	0.093	0.07	0.667	0.0	0.111	0.5	0.0	0.2	0.015	0.5	0.318	0.667	0.2	0.04	0.12	0.076	0.0	1.0	1.0	0.5	0.6	0.1	0.0	0.5	0.333	1.0	0.0	0.044	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.474	1.0	0.005	0.005	0.005	0.083
sample-1_241_22966					0.167	0.052	0.023	0.029	0.029	0.027	0.028	0.202	0.031	0.0	0.043	0.185	0.25	0.167	0.029	0.047	0.03	0.167	0.033	0.0	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.0	0.004	0.08	0.21	0.0	1.0	1.0	0.25	0.05	0.3	0.0	0.5	0.333	1.0	0.0	0.004	1.0	0.0	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.028
