"","orf","total_PA"
"262","edge_4_56",17
"263","edge_4_59",17
"264","virus_comp_1103_cycle_1_11",16
"265","virus_comp_12_cycle_1_12",16
"266","virus_comp_17783_cycle_1_4",16
"267","virus_comp_17848_cycle_1_3",16
"268","virus_comp_18116_cycle_1_2",16
"269","virus_comp_18120_cycle_1_6",16
"270","virus_comp_18162_cycle_1_10",16
"271","virus_comp_18196_cycle_1_10",16
"272","virus_comp_18196_cycle_1_6",16
"273","virus_comp_18299_cycle_1_4",16
"274","virus_comp_1898_cycle_1_14",16
"275","virus_comp_2223_cycle_1_10",16
"276","virus_comp_2273_cycle_1_12",16
"277","virus_comp_2334_cycle_1_3",16
"278","virus_comp_2334_cycle_1_6",16
"279","virus_comp_2551_cycle_1_2",16
"280","virus_comp_2551_cycle_1_4",16
"281","virus_comp_2551_cycle_1_5",16
"282","virus_comp_2590_cycle_1_5",16
"283","virus_comp_285_cycle_1_126",16
"284","virus_comp_34_cycle_1_3",16
"285","virus_comp_36_cycle_2_105",16
"286","virus_comp_36_cycle_2_36",16
"287","virus_comp_36_cycle_2_81",16
"288","virus_comp_67_cycle_1_23",16
"289","virus_comp_67_cycle_1_4",16
"290","virus_comp_733_cycle_1_22",16
"291","virus_comp_733_cycle_1_29",16
"292","edge_1476_22",16
"293","edge_187_1",16
"294","edge_2194_32",16
"295","edge_329_18",16
"296","edge_329_23",16
"297","edge_329_24",16
"298","edge_4_62",16
"299","edge_4_65",16
"300","edge_48806_1",16
"301","virus_comp_1045_cycle_1_9",15
"302","virus_comp_11_cycle_1_3",15
"303","virus_comp_11_cycle_1_5",15
"304","virus_comp_12_cycle_1_3",15
"305","virus_comp_12035_cycle_1_1",15
"306","virus_comp_1545_cycle_1_6",15
"307","virus_comp_169_cycle_1_6",15
"308","virus_comp_17169_cycle_1_1",15
"309","virus_comp_17772_cycle_1_5",15
"310","virus_comp_17782_cycle_1_3",15
"311","virus_comp_18196_cycle_1_11",15
"312","virus_comp_18196_cycle_1_9",15
"313","virus_comp_1898_cycle_1_10",15
"314","virus_comp_1933_cycle_1_2",15
"315","virus_comp_2170_cycle_1_10",15
"316","virus_comp_2216_cycle_1_8",15
"317","virus_comp_2239_cycle_1_1",15
"318","virus_comp_2239_cycle_1_8",15
"319","virus_comp_2273_cycle_1_11",15
"320","virus_comp_2340_cycle_1_2",15
"321","virus_comp_2552_cycle_1_2",15
"322","virus_comp_2589_cycle_1_2",15
"323","virus_comp_2590_cycle_1_3",15
"324","virus_comp_2591_cycle_1_5",15
"325","virus_comp_2640_cycle_1_3",15
"326","virus_comp_2650_cycle_1_1",15
"327","virus_comp_2915_cycle_1_9",15
"328","virus_comp_432_cycle_1_5",15
"329","virus_comp_4695_cycle_1_2",15
"330","virus_comp_490_cycle_1_4",15
"331","virus_comp_5225_cycle_1_3",15
"332","virus_comp_590_cycle_2_2",15
"333","virus_comp_6559_cycle_1_3",15
"334","virus_comp_722_cycle_1_57",15
"335","virus_comp_7248_cycle_1_3",15
"336","virus_comp_733_cycle_1_25",15
"337","virus_comp_733_cycle_1_42",15
"338","edge_187_5",15
"339","edge_2654_4",15
"340","edge_2654_5",15
"341","edge_329_7",15
"342","edge_3739_22",15
"343","edge_3739_24",15
"344","edge_3739_8",15
"345","edge_4_17",15
"346","edge_4_45",15
"347","edge_4_57",15
"348","edge_4_64",15
"349","edge_72_1",15
"350","edge_72_24",15
"351","virus_comp_11_cycle_1_2",14
"352","virus_comp_1102_cycle_1_5",14
"353","virus_comp_1103_cycle_1_6",14
"354","virus_comp_1105_cycle_1_1",14
"355","virus_comp_1260_cycle_2_21",14
"356","virus_comp_12691_cycle_1_2",14
"357","virus_comp_138_cycle_1_2",14
"358","virus_comp_14666_cycle_1_2",14
"359","virus_comp_152_cycle_1_2",14
"360","virus_comp_152_cycle_1_6",14
"361","virus_comp_152_cycle_1_7",14
"362","virus_comp_152_cycle_1_8",14
"363","virus_comp_15234_cycle_1_1",14
"364","virus_comp_155_cycle_2_65",14
"365","virus_comp_16339_cycle_1_2",14
"366","virus_comp_167_cycle_1_1",14
"367","virus_comp_169_cycle_1_4",14
"368","virus_comp_174_cycle_1_2",14
"369","virus_comp_174_cycle_1_3",14
"370","virus_comp_17782_cycle_1_2",14
"371","virus_comp_17794_cycle_1_1",14
"372","virus_comp_17985_cycle_1_1",14
"373","virus_comp_18040_cycle_1_7",14
"374","virus_comp_18120_cycle_1_3",14
"375","virus_comp_18196_cycle_1_2",14
"376","virus_comp_18196_cycle_1_3",14
"377","virus_comp_1925_cycle_1_4",14
"378","virus_comp_1933_cycle_1_5",14
"379","virus_comp_1935_cycle_1_2",14
"380","virus_comp_2204_cycle_1_3",14
"381","virus_comp_230_cycle_1_119",14
"382","virus_comp_230_cycle_1_34",14
"383","virus_comp_2332_cycle_1_5",14
"384","virus_comp_2334_cycle_1_4",14
"385","virus_comp_2375_cycle_1_2",14
"386","virus_comp_2590_cycle_1_4",14
"387","virus_comp_2590_cycle_1_8",14
"388","virus_comp_2640_cycle_1_4",14
"389","virus_comp_2885_cycle_1_5",14
"390","virus_comp_2915_cycle_1_1",14
"391","virus_comp_2915_cycle_1_5",14
"392","virus_comp_317_cycle_1_1",14
"393","virus_comp_317_cycle_1_3",14
"394","virus_comp_34_cycle_1_2",14
"395","virus_comp_36_cycle_2_34",14
"396","virus_comp_36_cycle_2_38",14
"397","virus_comp_36_cycle_2_56",14
"398","virus_comp_590_cycle_2_1",14
"399","virus_comp_590_cycle_2_59",14
"400","virus_comp_6059_cycle_1_2",14
"401","virus_comp_6059_cycle_1_4",14
"402","virus_comp_6059_cycle_1_5",14
"403","virus_comp_62_cycle_1_55",14
"404","virus_comp_6645_cycle_1_3",14
"405","virus_comp_722_cycle_1_6",14
"406","virus_comp_733_cycle_1_16",14
"407","virus_comp_733_cycle_1_23",14
"408","virus_comp_733_cycle_1_27",14
"409","virus_comp_733_cycle_1_45",14
"410","edge_1468_16",14
"411","edge_1468_58",14
"412","edge_187_9",14
"413","edge_1980_4",14
"414","edge_284_17",14
"415","edge_329_12",14
"416","edge_329_15",14
"417","edge_4_11",14
"418","edge_4_12",14
"419","edge_4_28",14
"420","edge_4_66",14
"421","edge_4_69",14
"422","edge_4_7",14
"423","edge_4_71",14
"424","edge_48755_8",14
"425","edge_48806_4",14
"426","edge_72_14",14
"427","virus_comp_11_cycle_1_7",13
"428","virus_comp_12_cycle_1_4",13
"429","virus_comp_1260_cycle_2_15",13
"430","virus_comp_1260_cycle_2_17",13
"431","virus_comp_1260_cycle_2_20",13
"432","virus_comp_150_cycle_1_2",13
"433","virus_comp_150_cycle_1_41",13
"434","virus_comp_150_cycle_1_43",13
"435","virus_comp_155_cycle_1_201",13
"436","virus_comp_155_cycle_1_66",13
"437","virus_comp_15854_cycle_1_4",13
"438","virus_comp_164_cycle_1_5",13
"439","virus_comp_16812_cycle_1_1",13
"440","virus_comp_169_cycle_1_3",13
"441","virus_comp_169_cycle_1_5",13
"442","virus_comp_174_cycle_1_1",13
"443","virus_comp_174_cycle_1_4",13
"444","virus_comp_17849_cycle_1_10",13
"445","virus_comp_18120_cycle_1_4",13
"446","virus_comp_18196_cycle_1_7",13
"447","virus_comp_18196_cycle_1_8",13
"448","virus_comp_1898_cycle_1_13",13
"449","virus_comp_2176_cycle_1_11",13
"450","virus_comp_2216_cycle_1_9",13
"451","virus_comp_2239_cycle_1_5",13
"452","virus_comp_2273_cycle_1_9",13
"453","virus_comp_2283_cycle_1_1",13
"454","virus_comp_2283_cycle_1_2",13
"455","virus_comp_2285_cycle_1_2",13
"456","virus_comp_230_cycle_1_165",13
"457","virus_comp_230_cycle_1_33",13
"458","virus_comp_2340_cycle_1_5",13
"459","virus_comp_2375_cycle_1_1",13
"460","virus_comp_2431_cycle_1_10",13
"461","virus_comp_2489_cycle_1_6",13
"462","virus_comp_2591_cycle_1_3",13
"463","virus_comp_2591_cycle_1_4",13
"464","virus_comp_2849_cycle_1_4",13
"465","virus_comp_2915_cycle_1_2",13
"466","virus_comp_2915_cycle_1_4",13
"467","virus_comp_2915_cycle_1_8",13
"468","virus_comp_301_cycle_1_54",13
"469","virus_comp_36_cycle_2_104",13
"470","virus_comp_36_cycle_2_32",13
"471","virus_comp_36_cycle_2_43",13
"472","virus_comp_36_cycle_2_65",13
"473","virus_comp_3976_cycle_1_1",13
"474","virus_comp_490_cycle_1_5",13
"475","virus_comp_545_cycle_1_1",13
"476","virus_comp_6059_cycle_1_1",13
"477","virus_comp_62_cycle_1_53",13
"478","virus_comp_67_cycle_1_1",13
"479","virus_comp_67_cycle_1_3",13
"480","virus_comp_722_cycle_1_7",13
"481","virus_comp_733_cycle_1_11",13
"482","virus_comp_733_cycle_1_30",13
"483","virus_comp_733_cycle_1_32",13
"484","virus_comp_733_cycle_1_38",13
"485","virus_comp_752_cycle_1_1",13
"486","virus_comp_7998_cycle_1_1",13
"487","virus_comp_872_cycle_1_42",13
"488","edge_1468_14",13
"489","edge_1468_71",13
"490","edge_16_12",13
"491","edge_1845_43",13
"492","edge_187_3",13
"493","edge_187_4",13
"494","edge_2194_14",13
"495","edge_284_11",13
"496","edge_329_14",13
"497","edge_329_16",13
"498","edge_329_19",13
"499","edge_329_21",13
"500","edge_329_27",13
"501","edge_3739_10",13
"502","edge_4_39",13
"503","edge_4_42",13
"504","edge_48662_20",13
"505","edge_48806_10",13
"506","edge_48806_2",13
"507","edge_48806_3",13
"508","edge_48806_7",13
"509","edge_48806_8",13
"510","edge_72_21",13
"511","virus_comp_1045_cycle_1_1",12
"512","virus_comp_1045_cycle_1_6",12
"513","virus_comp_11_cycle_1_4",12
"514","virus_comp_11007_cycle_1_4",12
"515","virus_comp_12_cycle_1_6",12
"516","virus_comp_1260_cycle_2_14",12
"517","virus_comp_1260_cycle_2_4",12
"518","virus_comp_135_cycle_1_5",12
"519","virus_comp_138_cycle_1_1",12
"520","virus_comp_14963_cycle_1_1",12
"521","virus_comp_150_cycle_1_151",12
"522","virus_comp_150_cycle_1_42",12
"523","virus_comp_150_cycle_1_47",12
"524","virus_comp_1505_cycle_1_4",12
"525","virus_comp_1518_cycle_1_23",12
"526","virus_comp_152_cycle_1_5",12
"527","virus_comp_155_cycle_1_200",12
"528","virus_comp_155_cycle_1_72",12
"529","virus_comp_155_cycle_2_13",12
"530","virus_comp_155_cycle_2_163",12
"531","virus_comp_158_cycle_1_9",12
"532","virus_comp_164_cycle_1_23",12
"533","virus_comp_164_cycle_1_4",12
"534","virus_comp_167_cycle_1_2",12
"535","virus_comp_167_cycle_1_4",12
"536","virus_comp_169_cycle_1_11",12
"537","virus_comp_169_cycle_1_7",12
"538","virus_comp_169_cycle_1_8",12
"539","virus_comp_169_cycle_1_9",12
"540","virus_comp_16955_cycle_1_1",12
"541","virus_comp_17296_cycle_1_2",12
"542","virus_comp_17732_cycle_1_1",12
"543","virus_comp_17772_cycle_1_4",12
"544","virus_comp_17778_cycle_1_2",12
"545","virus_comp_17782_cycle_1_1",12
"546","virus_comp_17810_cycle_1_1",12
"547","virus_comp_17832_cycle_1_4",12
"548","virus_comp_17845_cycle_1_5",12
"549","virus_comp_17849_cycle_1_13",12
"550","virus_comp_18040_cycle_1_9",12
"551","virus_comp_18153_cycle_1_5",12
"552","virus_comp_18196_cycle_1_1",12
"553","virus_comp_18196_cycle_1_12",12
"554","virus_comp_18196_cycle_1_5",12
"555","virus_comp_1898_cycle_1_11",12
"556","virus_comp_1898_cycle_1_9",12
"557","virus_comp_1933_cycle_1_4",12
"558","virus_comp_1935_cycle_1_3",12
"559","virus_comp_1968_cycle_1_1",12
"560","virus_comp_2103_cycle_1_8",12
"561","virus_comp_2109_cycle_1_9",12
"562","virus_comp_2139_cycle_1_3",12
"563","virus_comp_2171_cycle_1_9",12
"564","virus_comp_2266_cycle_1_9",12
"565","virus_comp_2269_cycle_1_10",12
"566","virus_comp_2273_cycle_1_2",12
"567","virus_comp_2273_cycle_1_6",12
"568","virus_comp_230_cycle_1_124",12
"569","virus_comp_230_cycle_1_126",12
"570","virus_comp_230_cycle_1_133",12
"571","virus_comp_230_cycle_1_134",12
"572","virus_comp_230_cycle_1_137",12
"573","virus_comp_230_cycle_1_138",12
"574","virus_comp_230_cycle_1_139",12
"575","virus_comp_230_cycle_1_142",12
"576","virus_comp_230_cycle_1_149",12
"577","virus_comp_230_cycle_1_155",12
"578","virus_comp_230_cycle_1_162",12
"579","virus_comp_230_cycle_1_43",12
"580","virus_comp_230_cycle_1_44",12
"581","virus_comp_230_cycle_1_56",12
"582","virus_comp_230_cycle_1_58",12
"583","virus_comp_230_cycle_1_6",12
"584","virus_comp_230_cycle_1_81",12
"585","virus_comp_230_cycle_1_90",12
"586","virus_comp_2305_cycle_1_6",12
"587","virus_comp_2332_cycle_1_9",12
"588","virus_comp_2382_cycle_1_7",12
"589","virus_comp_2440_cycle_1_7",12
"590","virus_comp_2489_cycle_1_3",12
"591","virus_comp_2527_cycle_1_3",12
"592","virus_comp_2554_cycle_1_2",12
"593","virus_comp_2640_cycle_1_1",12
"594","virus_comp_2640_cycle_1_2",12
"595","virus_comp_2915_cycle_1_3",12
"596","virus_comp_2915_cycle_1_7",12
"597","virus_comp_301_cycle_1_23",12
"598","virus_comp_3264_cycle_1_7",12
"599","virus_comp_330_cycle_1_36",12
"600","virus_comp_34_cycle_1_10",12
"601","virus_comp_34_cycle_1_4",12
"602","virus_comp_357_cycle_1_8",12
"603","virus_comp_36_cycle_2_42",12
"604","virus_comp_36_cycle_2_47",12
"605","virus_comp_36_cycle_2_49",12
"606","virus_comp_3984_cycle_1_2",12
"607","virus_comp_4360_cycle_1_6",12
"608","virus_comp_4826_cycle_1_1",12
"609","virus_comp_545_cycle_1_3",12
"610","virus_comp_5629_cycle_1_1",12
"611","virus_comp_590_cycle_2_58",12
"612","virus_comp_62_cycle_1_54",12
"613","virus_comp_67_cycle_1_16",12
"614","virus_comp_67_cycle_1_41",12
"615","virus_comp_722_cycle_1_38",12
"616","virus_comp_722_cycle_1_49",12
"617","virus_comp_808_cycle_4_31",12
"618","virus_comp_808_cycle_4_32",12
"619","edge_1468_40",12
"620","edge_1468_41",12
"621","edge_1468_44",12
"622","edge_1468_49",12
"623","edge_1468_50",12
"624","edge_1468_55",12
"625","edge_1468_57",12
"626","edge_1468_72",12
"627","edge_1468_73",12
"628","edge_16_4",12
"629","edge_1633_14",12
"630","edge_1782_36",12
"631","edge_187_2",12
"632","edge_187_8",12
"633","edge_1980_2",12
"634","edge_2063_22",12
"635","edge_294_37",12
"636","edge_294_49",12
"637","edge_329_13",12
"638","edge_329_20",12
"639","edge_329_8",12
"640","edge_3739_11",12
"641","edge_3739_14",12
"642","edge_3739_21",12
"643","edge_4_10",12
"644","edge_4_13",12
"645","edge_4_15",12
"646","edge_4_16",12
"647","edge_4_29",12
"648","edge_4_30",12
"649","edge_4_38",12
"650","edge_4_44",12
"651","edge_4_5",12
"652","edge_4_6",12
"653","edge_4_70",12
"654","edge_61_15",12
"655","edge_72_8",12
"656","virus_comp_1069_cycle_1_2",11
"657","virus_comp_10841_cycle_1_2",11
"658","virus_comp_1093_cycle_1_22",11
"659","virus_comp_11_cycle_1_10",11
"660","virus_comp_11_cycle_1_9",11
"661","virus_comp_1102_cycle_1_2",11
"662","virus_comp_12_cycle_1_2",11
"663","virus_comp_12_cycle_1_9",11
"664","virus_comp_126_cycle_1_138",11
"665","virus_comp_126_cycle_1_195",11
"666","virus_comp_126_cycle_1_207",11
"667","virus_comp_126_cycle_1_210",11
"668","virus_comp_126_cycle_1_217",11
"669","virus_comp_1260_cycle_2_10",11
"670","virus_comp_1260_cycle_2_2",11
"671","virus_comp_1342_cycle_1_18",11
"672","virus_comp_1390_cycle_1_19",11
"673","virus_comp_1414_cycle_1_2",11
"674","virus_comp_14666_cycle_1_3",11
"675","virus_comp_150_cycle_1_122",11
"676","virus_comp_150_cycle_1_143",11
"677","virus_comp_150_cycle_1_147",11
"678","virus_comp_150_cycle_1_156",11
"679","virus_comp_150_cycle_1_18",11
"680","virus_comp_150_cycle_1_78",11
"681","virus_comp_15198_cycle_1_2",11
"682","virus_comp_152_cycle_1_9",11
"683","virus_comp_15234_cycle_1_2",11
"684","virus_comp_155_cycle_1_100",11
"685","virus_comp_155_cycle_1_105",11
"686","virus_comp_155_cycle_1_107",11
"687","virus_comp_155_cycle_1_11",11
"688","virus_comp_155_cycle_1_111",11
"689","virus_comp_155_cycle_1_112",11
"690","virus_comp_155_cycle_1_113",11
"691","virus_comp_155_cycle_1_115",11
"692","virus_comp_155_cycle_1_12",11
"693","virus_comp_155_cycle_1_120",11
"694","virus_comp_155_cycle_1_13",11
"695","virus_comp_155_cycle_1_163",11
"696","virus_comp_155_cycle_1_191",11
"697","virus_comp_155_cycle_1_197",11
"698","virus_comp_155_cycle_1_199",11
"699","virus_comp_155_cycle_1_2",11
"700","virus_comp_155_cycle_1_202",11
"701","virus_comp_155_cycle_1_206",11
"702","virus_comp_155_cycle_1_207",11
"703","virus_comp_155_cycle_1_211",11
"704","virus_comp_155_cycle_1_25",11
"705","virus_comp_155_cycle_1_26",11
"706","virus_comp_155_cycle_1_27",11
"707","virus_comp_155_cycle_1_3",11
