"contig_id","effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high","p.adj"
"virus_comp_103_cycle_1","fixed","cond",NA,"(Intercept)",-18.6799036007044,4.9545419699605,-3.77025842428243,0.000163078592885636,-28.3906274217191,-8.96917977968972,0.000265002713439158
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC",3.20874479941054,3.62229924201521,0.885830955706853,0.375708626156912,-3.890831256166,10.3083208549871,0.851166642770787
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-6",-2.20866936284425,2.79512916351496,-0.790185080415666,0.429419687867714,-7.68702185547114,3.26968312978265,0.93040932371338
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-12",-3.44484530777463,2.12021870054639,-1.62475942075545,0.10421383064355,-7.60039760019387,0.710706984644601,0.338694949591536
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-18",-1.67916053457397,2.3164591404628,-0.724882431657519,0.468524159597342,-6.21933702153967,2.86101595239174,0.746119071393838
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-24",-1.87619646116525,2.71177195792063,-0.691871031295677,0.489018324283352,-7.19117183297535,3.43877891064486,0.994836741479855
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-30",-3.10488622099838,2.78371894559576,-1.11537345604187,0.264690419418985,-8.56087509744788,2.35110265545112,0.721410570658124
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-36",-27.5222967035557,2606.65265149305,-0.0105584826147785,0.991575706262015,-5136.46761383577,5081.42302042866,0.99999748493375
"virus_comp_103_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-5.90803536905577,2.53861393453998,-2.32726815553636,0.0199509975336308,-10.8836272514057,-0.93244348670588,0.1296814839686
"virus_comp_103_cycle_1","fixed","cond",NA,"CountryUSA",1.11617768539146,2.9990101601945,0.372182028659441,0.709757325596283,-4.76177421785945,6.99412958864237,0.864230098678408
"virus_comp_103_cycle_1","fixed","cond",NA,"SexMale",0.0619544810963953,2.82347822854749,0.0219426098172067,0.982493735228326,-5.47196115798963,5.59587012018242,0.982493735228326
"virus_comp_103_cycle_1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.299265171306329,0.27194628069475,1.10045693782532,0.271133082125694,-0.233739744585001,0.832270087197658,0.567216173070841
"virus_comp_103_cycle_1","fixed","cond",NA,"HLA.CategoryHigh Risk",4.23936315705945,3.12117774484052,1.35825752444485,0.174381983141322,-1.87803281217592,10.3567591262948,0.479162436515061
"virus_comp_103_cycle_1","fixed","cond",NA,"HLA.CategoryLow/No Risk",-2.8809765164655,5.28357798405624,-0.545269990366217,0.585567840567714,-13.2365990747245,7.47464604179347,0.999860236857033
"virus_comp_103_cycle_1","fixed","cond",NA,"feeding_first_yearFormula",0.967452336398573,3.62388097826651,0.266965814330182,0.789495482305031,-6.13522386526356,8.07012853806071,0.945205760501774
"virus_comp_103_cycle_1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",3.2418242817738,3.28402030219453,0.987151108538355,0.323568565831045,-3.19473723502583,9.67838579857342,0.631701424123959
"virus_comp_103_cycle_1","fixed","cond",NA,"Delivery.ModeC-Section",3.10985261019292,3.58564048143142,0.867307424237758,0.385773589917036,-3.91787359492152,10.1375788153074,0.642059367522889
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",-2.0760396177677,3.72773701223773,-0.556916866976481,0.577584229928197,-9.3822699055906,5.23019067005519,0.999988545527813
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",3.84521627570561,2.58327277851702,1.48850570783045,0.136617578002399,-1.21790533243046,8.90833788384168,0.278395159970465
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",0.3756917208063,2.97229611625717,0.12639781034986,0.899417035340217,-5.44990161844604,6.20128506005864,0.999986080473642
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",-1.79685652070704,3.56110661825278,-0.504578130712819,0.613855173227051,-8.77649723758971,5.18278419617564,0.99999002810088
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-0.672128871867082,3.74505627735488,-0.179470967080314,0.857567912107433,-8.01230429555828,6.66804655182412,0.999998285985936
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",22.5884240316669,2606.65361405232,0.00866567921026944,0.993085874884245,-5086.35877968204,5131.53562774538,0.99999758284016
"virus_comp_103_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",0.288945865161511,3.37515814199445,0.0856095782791284,0.931776784051098,-6.32624253527473,6.90413426559775,0.999999580890402
"virus_comp_1105_cycle_1","fixed","cond",NA,"(Intercept)",-24.802794040128,6.29618225539939,-3.93933863951572,8.1706533904852e-05,-37.143084500811,-12.4625035794451,0.000177030823460513
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC",-1.48237732954546,6.40962031785773,-0.231273812805328,0.817102089593036,-14.0450023071228,11.0802476480319,0.885193930392456
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-6",1.63209029217936,2.96629438006911,0.550211841125941,0.582174082817284,-4.18173986029967,7.44592044465839,0.999946273725307
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-12",1.11778848599305,2.27909078556677,0.490453690160956,0.623812892145684,-3.34914737121492,5.58472434320103,0.737233417990354
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-18",5.81361118721891,3.53153603918127,1.64619902578333,0.0997227897875436,-1.10807225968161,12.7352946341194,0.641642303360673
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-24",0.483366652243901,2.33450659472102,0.207053024967644,0.835968447705692,-4.09218219508053,5.05891549956834,0.994836741479855
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-30",0.546702750037798,3.34452900337115,0.163461805679288,0.870154843285423,-6.0084536418193,7.1018591418949,0.999996321428976
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-36",-24.5632246735327,3404.69290207291,-0.00721451989357915,0.994243695898615,-6697.63869115559,6648.51224180853,0.99999748493375
"virus_comp_1105_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-22.3813067436708,2653.21304828085,-0.00843554827162211,0.993269486094444,-5222.58332468587,5177.82071119852,0.99990166004125
"virus_comp_1105_cycle_1","fixed","cond",NA,"CountryUSA",-2.59919119968608,4.87787660243582,-0.532853003782045,0.594135339602528,-12.1596536614909,6.96127126211873,0.864230098678408
"virus_comp_1105_cycle_1","fixed","cond",NA,"SexMale",-0.708291246023158,4.47787776574677,-0.158175654422991,0.874318387188848,-9.48477039405951,8.0681879020132,0.947178252787919
"virus_comp_1105_cycle_1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.481605897633571,0.564990490835717,0.85241416527417,0.393984260815336,-0.625755116012041,1.58896691127918,0.569088376733264
"virus_comp_1105_cycle_1","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.87945403685263,3.74292395599338,-0.502135244784535,0.615572389582902,-9.21545018747184,5.45654211376657,0.727494642234339
"virus_comp_1105_cycle_1","fixed","cond",NA,"HLA.CategoryLow/No Risk",-2.56802653303446,11.6576476574523,-0.220286854474694,0.825647757334419,-25.4165960860987,20.2805430200298,0.999860236857033
"virus_comp_1105_cycle_1","fixed","cond",NA,"feeding_first_yearFormula",-3.79341445928973,5.27133398654428,-0.71963083139351,0.471752323805751,-14.1250392233985,6.53821030481901,0.945205760501774
"virus_comp_1105_cycle_1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",0.782085571981746,4.3479229732793,0.179875673232518,0.857250173630953,-7.73968686319999,9.30385800716348,0.857250173630953
"virus_comp_1105_cycle_1","fixed","cond",NA,"Delivery.ModeC-Section",-1.82926553519467,5.35727624376973,-0.341454398085598,0.732761529217573,-12.3293340282154,8.67080295782603,0.865990898166222
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-6",3.38922298781363,7.35599390836618,0.460743038946643,0.644982972758822,-11.0282601430801,17.8067061187074,0.999988545527813
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-12",-10.2054415437976,3.72403785230733,-2.74042368755047,0.00613600292437159,-17.5044216113838,-2.90646147621131,0.0569834439692036
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-18",-41.927135444086,2403315.5430222,-1.74455391701757e-05,0.999986080473642,-4710453.83494429,4710369.9806734,0.999986080473642
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-24",0.333236517650021,5.28671286246,0.0630328384233374,0.949740355023589,-10.0285302893762,10.6950033246763,0.99999002810088
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-30",-34.3907436337738,2051090.90774626,-1.67670499166526e-05,0.999986621829742,-4020098.69894387,4020029.9174566,0.999998285985936
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-36",-8.55165494338746,1164286.06013103,-7.34497752418772e-06,0.999994139555834,-2281967.29721379,2281950.1939039,0.99999758284016
"virus_comp_1105_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC:onset_timeline_combinedt0-over42",-13.2852106774833,1911773.56141441,-6.94915493425611e-06,0.999994455376567,-3747020.61217879,3746994.04175744,0.999999580890402
"virus_comp_1133_cycle_1","fixed","cond",NA,"(Intercept)",-31.0093535715312,7.45284943278279,-4.16073796354058,3.17220890559004e-05,-45.6166700419852,-16.4020371010772,0.000103096789431676
"virus_comp_1133_cycle_1","fixed","cond",NA,"Dx.StatusCELIAC",6.45486068962133,5.48813005933272,1.17614936596567,0.239535193951006,-4.30167656914246,17.2113979483851,0.851166642770787
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-6",6.18231546123967,2.28579546763732,2.7046669523892,0.00683729020265428,1.70223866864563,10.6623922538337,0.0888847726345056
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-12",-6.30597379604215,4.32446138847508,-1.45821022077984,0.144782607435919,-14.7817623699874,2.16981477790307,0.347514821757354
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-18",-18.0458969357008,725.60172683302,-0.0248702508116461,0.98015845630478,-1440.19914864849,1404.10735477709,0.98015845630478
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-24",-17.4217387521518,2147.41185165672,-0.00811290053126556,0.993526912931705,-4226.2716279738,4191.4281504695,0.994836741479855
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-30",-17.4576443746003,288016.167725318,-6.06134180330104e-05,0.999951637489604,-564518.773351245,564483.858062496,0.999996321428976
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-36",-20.5346084157867,708.946946783049,-0.0289649437224682,0.976892549712912,-1410.0450910602,1368.97587422862,0.99999748493375
"virus_comp_1133_cycle_1","fixed","cond",NA,"onset_timeline_combinedt0-over42",-25.6781648425083,17292.5804582157,-0.00148492383219235,0.998815202635738,-33918.5130627065,33867.1567330214,0.99990166004125
"virus_comp_1133_cycle_1","fixed","cond",NA,"CountryUSA",-5.29201526508051,5.12705643115867,-1.03217417949983,0.301990528609641,-15.340861216856,4.75683068669495,0.864230098678408
"virus_comp_1133_cycle_1","fixed","cond",NA,"SexMale",11.5183760236767,5.92413964931336,1.94431203609655,0.0518578340940017,-0.092724328363186,23.1294763757167,0.571119912496027
"virus_comp_1133_cycle_1","fixed","cond",NA,"Age.at.Gluten.Introduction..months.",0.164593525053154,0.572199785240412,0.287650448844541,0.773614323562334,-0.956897445979606,1.28608449608592,0.838082183859195
"virus_comp_1133_cycle_1","fixed","cond",NA,"HLA.CategoryHigh Risk",-1.19141772019372,5.40337615824503,-0.220495054444012,0.825485623591527,-11.7818403852764,9.39900494488895,0.873002665521694
"virus_comp_1133_cycle_1","fixed","cond",NA,"HLA.CategoryLow/No Risk",7.74261897700113,6.7015670576729,1.15534455006852,0.247949359238603,-5.39221109601781,20.8774490500201,0.923361778616436
"virus_comp_1133_cycle_1","fixed","cond",NA,"feeding_first_yearFormula",3.1550124727879,4.19412776364728,0.752245198664205,0.451903617035383,-5.06532689052028,11.3753518360961,0.945205760501774
"virus_comp_1133_cycle_1","fixed","cond",NA,"feeding_first_yearBreastmilk_and_formula",-7.52909923559485,5.79156649876398,-1.30001084114318,0.193597253534516,-18.880360987241,3.82216251605128,0.631701424123959
