"contig_id","gene","timepoint","estimate","std.error","p.value","conf.low","conf.high","model","p.adj","n_tests_gene"
"edge_2658","edge_2658","t0-over42",40.7182164542066,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-6",130.978373684519,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-12",-31.0415152983342,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-18",-26.494775519318,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-24",-38.6893730005208,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-30",175.525564529972,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-36",-5.34717836643068,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_305","edge_305","t0-over42",-6.89210323664071,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-6",494.268211862224,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-12",-201.520693398051,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-18",399.449372350431,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-24",-221.110602807433,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-30",-372.687495484776,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-36",-597.838949445123,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_329","edge_329","t0-over42",-445.875838687727,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-6",-23.8891943586045,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-12",-35.6690830732082,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-18",74.6209525896263,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-24",-60.9844094210777,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-30",-48.7358449598192,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-36",0.832959268713355,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_4","edge_4","t0-over42",6.58283582740377,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-6",16.2156783110985,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-12",-40.1083571129595,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-18",42.3776927998859,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-24",-44.7435182190112,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-30",56.4022696144015,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-36",-4.4940446004919,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48666","edge_48666","t0-over42",47.8134754335569,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-6",-25.0887344773604,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-12",-3.34436346827386,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-18",-2.53358796999145,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-24",-4.98816648733203,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-30",-2.13995719615238,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-36",-11.7637709962938,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_48806","edge_48806","t0-over42",-30.3252234205907,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-6",-90.0222594731608,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-12",-39.1232484481164,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-18",-64.2902107406077,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-24",-41.3875390674752,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-30",-69.3005747790631,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-36",-65.9609490243674,NA,NA,NA,NA,"abundance_nbinom",NA,7
"edge_61","edge_61","t0-over42",-39.968966081969,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-6",-2.0760396177677,3.72773701223773,0.577584229928197,-9.3822699055906,5.23019067005519,"abundance_nbinom",0.993085874884245,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-12",3.84521627570561,2.58327277851702,0.136617578002399,-1.21790533243046,8.90833788384168,"abundance_nbinom",0.956323046016794,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-18",0.3756917208063,2.97229611625717,0.899417035340217,-5.44990161844604,6.20128506005864,"abundance_nbinom",0.993085874884245,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-24",-1.79685652070704,3.56110661825278,0.613855173227051,-8.77649723758971,5.18278419617564,"abundance_nbinom",0.993085874884245,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-30",-0.672128871867082,3.74505627735488,0.857567912107433,-8.01230429555828,6.66804655182412,"abundance_nbinom",0.993085874884245,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-36",22.5884240316669,2606.65361405232,0.993085874884245,-5086.35877968204,5131.53562774538,"abundance_nbinom",0.993085874884245,7
"virus_comp_103_cycle_1","virus_comp_103_cycle_1","t0-over42",0.288945865161511,3.37515814199445,0.931776784051098,-6.32624253527473,6.90413426559775,"abundance_nbinom",0.993085874884245,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-6",-7.97342738984325,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-12",69.1402587994199,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-18",-8.81813339321109,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-24",16.7023753736263,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-30",16.347253533202,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-36",-45.8148264467644,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1044_cycle_1","virus_comp_1044_cycle_1","t0-over42",34.4213892394075,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-6",-24.8126872227159,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-12",-81.7040006285643,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-18",-58.9565694031487,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-24",-90.5176781269972,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-30",-32.2687425525772,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-36",47.5261452185355,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1068_cycle_1","virus_comp_1068_cycle_1","t0-over42",19.9112814201057,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-6",-14.7758596210629,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-12",-38.7455905209028,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-18",-20.0885302417226,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-24",-41.9558111439243,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-30",23.0430574002276,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-36",36.9458439656831,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1069_cycle_1","virus_comp_1069_cycle_1","t0-over42",34.1638084505465,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-6",-26.7956508856261,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-12",-82.2694188941463,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-18",121.645330841942,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-24",-72.1167493088356,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-30",-138.871406309605,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-36",-83.6285572249343,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11_cycle_1","virus_comp_11_cycle_1","t0-over42",-76.9178958630437,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-6",3.38922298781363,7.35599390836618,0.644982972758822,-11.0282601430801,17.8067061187074,"abundance_nbinom",0.999994455376567,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-12",-10.2054415437976,3.72403785230733,0.00613600292437159,-17.5044216113838,-2.90646147621131,"abundance_nbinom",0.0429520204706011,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-18",-41.927135444086,2403315.5430222,0.999986080473642,-4710453.83494429,4710369.9806734,"abundance_nbinom",0.999994455376567,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-24",0.333236517650021,5.28671286246,0.949740355023589,-10.0285302893762,10.6950033246763,"abundance_nbinom",0.999994455376567,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-30",-34.3907436337738,2051090.90774626,0.999986621829742,-4020098.69894387,4020029.9174566,"abundance_nbinom",0.999994455376567,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-36",-8.55165494338746,1164286.06013103,0.999994139555834,-2281967.29721379,2281950.1939039,"abundance_nbinom",0.999994455376567,7
"virus_comp_1105_cycle_1","virus_comp_1105_cycle_1","t0-over42",-13.2852106774833,1911773.56141441,0.999994455376567,-3747020.61217879,3746994.04175744,"abundance_nbinom",0.999994455376567,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-6",-11.0869117994265,3.58712278497218,0.00199649395501595,-18.117543266095,-4.05628033275805,"abundance_nbinom",0.0139754576851117,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-12",3.65165737849808,4.75401273489725,0.442415256523652,-5.66603636394529,12.9693511209415,"abundance_nbinom",0.999999580890402,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-18",21.9290471836,725.606600153465,0.975890261905932,-1400.23375606175,1444.09185042895,"abundance_nbinom",0.999999580890402,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-24",-4.63031695250709,370486.941712442,0.99999002810088,-726145.692815728,726136.432181823,"abundance_nbinom",0.999999580890402,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-30",-17.4226237670784,2125259.55695703,0.99999345903776,-4165449.61205909,4165414.76681156,"abundance_nbinom",0.999999580890402,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-36",-9.21012012542169,245608.098175086,0.999970079925279,-481392.236854671,481373.81661442,"abundance_nbinom",0.999999580890402,7
"virus_comp_1133_cycle_1","virus_comp_1133_cycle_1","t0-over42",-1.94862554309599,3709717.56325981,0.999999580890402,-7270914.76543046,7270910.86817937,"abundance_nbinom",0.999999580890402,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-6",9.85901274339119,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-12",378.407414591201,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-18",-22.2591677267772,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-24",449.051296776559,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-30",438.238087924767,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-36",495.580736961963,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_11746_cycle_1","virus_comp_11746_cycle_1","t0-over42",375.361761279648,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-6",-10.990548174459,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-12",-10.4622879776927,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-18",51.8205058219819,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-24",-33.1913435558776,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-30",-33.312256977881,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-36",-24.748388365011,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12_cycle_1","virus_comp_12_cycle_1","t0-over42",-32.0283301403981,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-6",-13.9518871652053,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-12",-15.3689742669939,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-18",5.85287399274489,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-24",37.5372340969127,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-30",-23.3675222634559,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-36",-11.5282527396728,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12035_cycle_1","virus_comp_12035_cycle_1","t0-over42",44.3469426588475,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-6",-7.84080451072777,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-12",-6.88834709331829,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-18",-3.79331843919239,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-24",-5.45652923455712,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-30",-4.39224915594068,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-36",-3.40120472549074,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12451_cycle_1","virus_comp_12451_cycle_1","t0-over42",-4.38797570445905,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-6",0.114570825826641,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-12",-27.8016315354045,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-18",-52.4546298033997,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-24",-38.9914017283692,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-30",38.1171568427037,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-36",-58.0895041675386,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12586_cycle_1","virus_comp_12586_cycle_1","t0-over42",-7.72146356448223,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-6",0.93194733732059,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-12",-76.1224843934347,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-18",-10.8070009608804,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-24",101.873177418088,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-30",110.795462558261,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-36",-21.579977664917,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_1260_cycle_2","virus_comp_1260_cycle_2","t0-over42",61.9626039780558,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-6",-30.6735964638541,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-12",60.5975437365491,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-18",78.1848501491133,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-24",-28.6372187203571,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-30",0.804418951228205,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-36",12.2244304813926,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_12691_cycle_1","virus_comp_12691_cycle_1","t0-over42",7.23515018384208,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-6",22.8859985439564,10830.8635411389,0.998314042897973,-21205.2164635562,21250.9884606441,"abundance_nbinom",0.998314042897973,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-12",5.29329531676494,4.79087328001641,0.269215637890228,-4.0966437665625,14.6832344000924,"abundance_nbinom",0.471127366307898,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-18",1.46523295569502,4.73914384650904,0.757187100787383,-7.82331830101731,10.7537842124074,"abundance_nbinom",0.998314042897973,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-24",-9.17306325638092,5.26047768772039,0.0811992010265247,-19.4834100657894,1.13728355302759,"abundance_nbinom",0.471127366307898,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-30",-7.34772915166252,5.03233184542149,0.144261422756865,-17.2109183269426,2.51546002361758,"abundance_nbinom",0.471127366307898,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-36",-6.14380515905702,5.31345244108165,0.247569234264956,-16.5579805771435,4.27037025902945,"abundance_nbinom",0.471127366307898,7
"virus_comp_13180_cycle_1","virus_comp_13180_cycle_1","t0-over42",20.4663583249581,3567.08395390124,0.995422114550764,-6970.8897211522,7011.82243780212,"abundance_nbinom",0.998314042897973,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-6",3.6806384733164,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-12",-40.8907776289756,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-18",-6.32144087047422,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-24",9.2640792428582,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-30",-20.0017506287827,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-36",11.0940369747751,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_138_cycle_1","virus_comp_138_cycle_1","t0-over42",46.8021467286431,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-6",0.285904917446153,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-12",-10.7023545932652,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-18",-0.354645663754887,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-24",11.4919931044137,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-30",-0.687308167635442,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-36",-2.40671482696049,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14463_cycle_1","virus_comp_14463_cycle_1","t0-over42",-10.0014742727094,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-6",9.51828142768562,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-12",-43.2841600991102,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-18",38.0489593989493,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-24",-59.3572255261512,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-30",60.4608614202309,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-36",78.3912900720471,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14513_cycle_1","virus_comp_14513_cycle_1","t0-over42",49.1527088805245,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-6",-28.0052585244463,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-12",56.9620604720622,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-18",66.3111986673611,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-24",-15.5727207331852,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-30",-38.617198845054,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-36",7.44164943135253,NA,NA,NA,NA,"abundance_nbinom",NA,7
"virus_comp_14666_cycle_1","virus_comp_14666_cycle_1","t0-over42",3.98260227681435,NA,NA,NA,NA,"abundance_nbinom",NA,7
