"contig_id","contrast","onset_timeline_combined","estimate","SE","df","z.ratio","p.value","odds_ratio","conf.low.OR","conf.high.OR","p.adj"
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-24",11.7313935102404,NA,Inf,NA,NA,124416.925889948,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-30",-24.0427816564477,NA,Inf,NA,NA,3.61703404885068e-11,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-36",9.17841137662711,NA,Inf,NA,NA,9685.75352992474,NA,NA,NA
"virus_comp_174_cycle_1","CELIAC - CONTROL","t0-over42",42.6708366643109,NA,Inf,NA,NA,3401800976725852160,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0",-0.165418360303114,NA,Inf,NA,NA,0.847539053211962,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-6",-10.2220128395869,NA,Inf,NA,NA,3.63610344228303e-05,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-12",24.6275544883386,NA,Inf,NA,NA,49614773955.8639,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-18",-20.8451107537748,NA,Inf,NA,NA,8.85285650763785e-10,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-24",-43.6154266168278,NA,Inf,NA,NA,1.14303859432824e-19,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-30",-1.28625742042765,NA,Inf,NA,NA,0.27630293615212,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-36",-4.53288932185148,NA,Inf,NA,NA,0.0107495721860007,NA,NA,NA
"virus_comp_17776_cycle_1","CELIAC - CONTROL","t0-over42",-10.3132471053129,NA,Inf,NA,NA,3.31904921091064e-05,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0",-5.8145448473376,NA,Inf,NA,NA,0.00298383812031129,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-6",17.6478200898453,NA,Inf,NA,NA,46169044.0767654,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-12",44.4550234792061,NA,Inf,NA,NA,20256825638250737664,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-18",23.7563592948331,NA,Inf,NA,NA,20761357739.8656,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-24",-18.2230910871098,NA,Inf,NA,NA,1.21846230355548e-08,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-30",-56.4265429536094,NA,Inf,NA,NA,3.12078437117083e-25,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-36",-55.8375766774318,NA,Inf,NA,NA,5.62404214028899e-25,NA,NA,NA
"virus_comp_17782_cycle_1","CELIAC - CONTROL","t0-over42",-43.9961963420985,NA,Inf,NA,NA,7.81078536568445e-20,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0",1.95064271304477,NA,Inf,NA,NA,7.03320646180134,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-6",-45.1397770487427,NA,Inf,NA,NA,2.48910899010274e-20,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-12",-41.8247695538251,NA,Inf,NA,NA,6.85067517466767e-19,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-18",11.1541922390804,NA,Inf,NA,NA,69856.0684401034,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-24",-52.4325176056298,NA,Inf,NA,NA,1.69374073112641e-23,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-30",-69.4695156583194,NA,Inf,NA,NA,6.75729204335107e-31,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-36",-53.8701798977252,NA,Inf,NA,NA,4.02233401193549e-24,NA,NA,NA
"virus_comp_17783_cycle_1","CELIAC - CONTROL","t0-over42",-57.5282990252165,NA,Inf,NA,NA,1.03699623609841e-25,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0",12.6201932201469,NA,Inf,NA,NA,302607.910010049,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-6",12.2840327949397,NA,Inf,NA,NA,216215.91523043,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-12",14.9351123470834,NA,Inf,NA,NA,3063633.98796847,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-18",15.2580638560514,NA,Inf,NA,NA,4231486.2813263,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-24",12.8352484312257,NA,Inf,NA,NA,375212.732669864,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-30",-22.9339946609132,NA,Inf,NA,NA,1.09620725182258e-10,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-36",-6.70157139048398,NA,Inf,NA,NA,0.00122897917835301,NA,NA,NA
"virus_comp_17808_cycle_1","CELIAC - CONTROL","t0-over42",-38.6307339768755,NA,Inf,NA,NA,1.67064971893789e-17,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0",33.2639854371692,NA,Inf,NA,NA,279489387207918,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-6",33.8093953679397,NA,Inf,NA,NA,482207371092854,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-12",59.3964405973838,NA,Inf,NA,NA,6.24520064854828e+25,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-18",40.0794050273727,NA,Inf,NA,NA,254838148648602208,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-24",38.3767781115973,NA,Inf,NA,NA,46432596190001360,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-30",21.2546200560182,NA,Inf,NA,NA,1701234593.69994,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-36",-27.3561057643415,NA,Inf,NA,NA,1.31641923735195e-12,NA,NA,NA
"virus_comp_17896_cycle_1","CELIAC - CONTROL","t0-over42",5.69891829700111,NA,Inf,NA,NA,298.544289989725,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0",-14.3352315242909,NA,Inf,NA,NA,5.94686462369364e-07,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-6",-13.8841814255715,NA,Inf,NA,NA,9.33633918679956e-07,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-12",51.1282290204513,NA,Inf,NA,NA,1.60216681843459e+22,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-18",-16.0409002854466,NA,Inf,NA,NA,1.08025309997824e-07,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-24",-32.8421020935389,NA,Inf,NA,NA,5.45577293053723e-15,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-30",-33.0610708611949,NA,Inf,NA,NA,4.3828777698236e-15,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-36",-35.4351392781135,NA,Inf,NA,NA,4.08051093519989e-16,NA,NA,NA
"virus_comp_17937_cycle_1","CELIAC - CONTROL","t0-over42",1.66059954268302,NA,Inf,NA,NA,5.26246497120374,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0",6.40032853511362,NA,Inf,NA,NA,602.042797583705,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-6",-9.12802684039507,NA,Inf,NA,NA,0.000108579618786268,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-12",0.499565336712828,NA,Inf,NA,NA,1.64800478781866,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-18",-5.74275721116052,NA,Inf,NA,NA,0.0032059166887939,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-24",20.8258492269035,NA,Inf,NA,NA,1108029696.60626,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-30",-7.28246674164743,NA,Inf,NA,NA,0.000687487616020121,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-36",-9.45434727136665,NA,Inf,NA,NA,7.83482228694395e-05,NA,NA,NA
"virus_comp_18095_cycle_1","CELIAC - CONTROL","t0-over42",-15.2355007348667,NA,Inf,NA,NA,2.41716391289074e-07,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0",1.28500921745166,NA,Inf,NA,NA,3.61470127539815,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-6",-1.72367657328371,NA,Inf,NA,NA,0.178409006849925,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-12",-1.8884459606377,NA,Inf,NA,NA,0.151306762890476,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-18",-29.0329916450458,NA,Inf,NA,NA,2.4611151589578e-13,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-24",32.8605860036223,NA,Inf,NA,NA,186711545352136,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-30",52.2164016906002,NA,Inf,NA,NA,4.75658343481627e+22,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-36",-104.457831588108,NA,Inf,NA,NA,4.31062407069261e-46,NA,NA,NA
"virus_comp_18116_cycle_1","CELIAC - CONTROL","t0-over42",26.5430165857211,NA,Inf,NA,NA,336888073399.333,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0",13.9337876545325,NA,Inf,NA,NA,1125555.95585256,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-6",-42.0937137378715,NA,Inf,NA,NA,5.23518943029425e-19,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-12",11.2083800510307,NA,Inf,NA,NA,73745.8536576699,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-18",79.7909240663063,NA,Inf,NA,NA,4.49529324801547e+34,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-24",80.4661053344633,NA,Inf,NA,NA,8.83050472000501e+34,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-30",-42.2374429681844,NA,Inf,NA,NA,4.53431397503301e-19,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-36",56.5947351746211,NA,Inf,NA,NA,3.79123924326606e+24,NA,NA,NA
"virus_comp_18120_cycle_1","CELIAC - CONTROL","t0-over42",-177.515826319396,NA,Inf,NA,NA,8.0511177614044e-78,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0",60.0601909106049,NA,Inf,NA,NA,1.21285670803792e+26,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-6",59.2780005026859,NA,Inf,NA,NA,5.54764313849774e+25,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-12",64.6811198380755,NA,Inf,NA,NA,1.23212119673014e+28,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-18",72.9435918383566,NA,Inf,NA,NA,4.77528642077049e+31,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-24",70.0521621131221,NA,Inf,NA,NA,2.65013166402256e+30,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-30",-82.4018423768131,NA,Inf,NA,NA,1.63431044787747e-36,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-36",70.6355465618664,NA,Inf,NA,NA,4.749283535532e+30,NA,NA,NA
"virus_comp_18139_cycle_1","CELIAC - CONTROL","t0-over42",58.6567413805046,NA,Inf,NA,NA,2.98056850452667e+25,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0",-12.2381316631757,NA,Inf,NA,NA,4.8422471239385e-06,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-6",-14.9987346146962,NA,Inf,NA,NA,3.06289649811305e-07,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-12",-26.3202084602799,NA,Inf,NA,NA,3.70918677933943e-12,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-18",-14.120900782462,NA,Inf,NA,NA,7.36835786908558e-07,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-24",-12.7878951724881,NA,Inf,NA,NA,2.79439433007224e-06,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-30",35.1435254575869,NA,Inf,NA,NA,1830792737009091,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-36",-30.8076634056012,NA,Inf,NA,NA,4.17255223903221e-14,NA,NA,NA
"virus_comp_18166_cycle_1","CELIAC - CONTROL","t0-over42",-15.1774646005535,NA,Inf,NA,NA,2.56159740547062e-07,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0",-1.17699833160096,NA,Inf,NA,NA,0.308202473159331,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-6",-3.16366137891634,NA,Inf,NA,NA,0.0422706883931449,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-12",-4.03581357348215,NA,Inf,NA,NA,0.0176712973643304,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-18",-19.9362158757374,NA,Inf,NA,NA,2.19690589968626e-09,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-24",2.73439927614062,NA,Inf,NA,NA,15.4004892152744,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-30",31.1574180291753,NA,Inf,NA,NA,34001237235950,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-36",-4.08885439099593,NA,Inf,NA,NA,0.0167584211639148,NA,NA,NA
"virus_comp_18196_cycle_1","CELIAC - CONTROL","t0-over42",72.54066035193,NA,Inf,NA,NA,3.19160035319058e+31,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0",-31.970582138309,NA,Inf,NA,NA,1.30422522038173e-14,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-6",-24.2839966566082,NA,Inf,NA,NA,2.84180486546269e-11,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-12",146.436441204718,NA,Inf,NA,NA,3.949465866477e+63,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-18",-70.0333605804368,NA,Inf,NA,NA,3.84501422430007e-31,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-24",-29.115081792726,NA,Inf,NA,NA,2.26715199536483e-13,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-30",-67.0312737239304,NA,Inf,NA,NA,7.73905096614652e-30,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-36",-120.457241478977,NA,Inf,NA,NA,4.85383177493767e-53,NA,NA,NA
"virus_comp_18294_cycle_1","CELIAC - CONTROL","t0-over42",-27.8604114203537,NA,Inf,NA,NA,7.95018173830304e-13,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0",4.26801353768455,NA,Inf,NA,NA,71.3797016052806,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-6",-20.7700677091934,NA,Inf,NA,NA,9.54276447510013e-10,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-12",0.547459797274361,NA,Inf,NA,NA,1.72885579111535,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-18",-5.41820032785977,NA,Inf,NA,NA,0.00443512123398224,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-24",-1.96344553012507,NA,Inf,NA,NA,0.140373924141832,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-30",-106.740294491097,NA,Inf,NA,NA,4.39824184163468e-47,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-36",-15.0864936199187,NA,Inf,NA,NA,2.80555682550312e-07,NA,NA,NA
"virus_comp_1888_cycle_1","CELIAC - CONTROL","t0-over42",-0.697978642232545,NA,Inf,NA,NA,0.497590095532105,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0",-35.4491505676949,NA,Inf,NA,NA,4.02373638598255e-16,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-6",-40.0800477963045,NA,Inf,NA,NA,3.92153781880583e-18,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-12",-47.2637597642871,NA,Inf,NA,NA,2.97584248930068e-21,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-18",-0.71225930104216,NA,Inf,NA,NA,0.490534679053273,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-24",-46.1580642273371,NA,Inf,NA,NA,8.99098784898873e-21,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-30",-58.7747852169307,NA,Inf,NA,NA,2.98150200158137e-26,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-36",-54.6908951361883,NA,Inf,NA,NA,1.77029658672276e-24,NA,NA,NA
"virus_comp_1935_cycle_1","CELIAC - CONTROL","t0-over42",27.5506939126056,NA,Inf,NA,NA,922814349060.578,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0",-70.1229142369063,NA,Inf,NA,NA,3.515647243656e-31,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-6",-66.668668698463,NA,Inf,NA,NA,1.11215435913247e-29,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-12",-91.2125454349488,NA,Inf,NA,NA,2.43722058326657e-40,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-18",-69.4790865620907,NA,Inf,NA,NA,6.69292715784147e-31,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-24",-36.3076559653058,NA,Inf,NA,NA,1.70523941903545e-16,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-30",-35.6300397226121,NA,Inf,NA,NA,3.35792010283838e-16,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-36",-91.5665067030378,NA,Inf,NA,NA,1.71069037434236e-40,NA,NA,NA
"virus_comp_2136_cycle_1","CELIAC - CONTROL","t0-over42",-107.672839587023,NA,Inf,NA,NA,1.73093163983839e-47,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0",25.7071124264284,NA,Inf,NA,NA,146035039498.963,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-6",-2.73612083096479,NA,Inf,NA,NA,0.0648213126379924,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-12",25.9160942200292,NA,Inf,NA,NA,179976877279.952,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-18",26.1076581453681,NA,Inf,NA,NA,217977600698.729,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-24",26.7387981330243,NA,Inf,NA,NA,409743885942.12,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-30",23.0222945861481,NA,Inf,NA,NA,9964499725.08335,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-36",49.0026016883499,NA,Inf,NA,NA,1.91231535466061e+21,NA,NA,NA
"virus_comp_2239_cycle_1","CELIAC - CONTROL","t0-over42",52.6878904381995,NA,Inf,NA,NA,7.62184443564388e+22,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0",-14.0531729812817,NA,Inf,NA,NA,7.8846881485946e-07,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-6",12.7966556165926,NA,Inf,NA,NA,361008.07900959,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-12",-12.3259798505731,NA,Inf,NA,NA,4.43501371139869e-06,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-18",-14.2679598006429,NA,Inf,NA,NA,6.3606835647787e-07,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-24",-13.1487745286969,NA,Inf,NA,NA,1.9478691456388e-06,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-30",-13.5934994696805,NA,Inf,NA,NA,1.2485852224548e-06,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-36",-36.8330658284543,NA,Inf,NA,NA,1.00833016377935e-16,NA,NA,NA
"virus_comp_230_cycle_1","CELIAC - CONTROL","t0-over42",-37.8085139111432,NA,Inf,NA,NA,3.80164044547336e-17,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0",91.9136738361246,NA,Inf,NA,NA,8.27182539308185e+39,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-6",227.129353334614,NA,Inf,NA,NA,4.37547121894725e+98,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-12",226.727173356152,NA,Inf,NA,NA,2.92657923016725e+98,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-18",-350.583358436074,NA,Inf,NA,NA,5.54092133015842e-153,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-24",238.451622453294,NA,Inf,NA,NA,3.61596178767812e+103,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-30",241.857334689607,NA,Inf,NA,NA,1.08969727164725e+105,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-36",237.755232298868,NA,Inf,NA,NA,1.80212715593996e+103,NA,NA,NA
"virus_comp_2332_cycle_1","CELIAC - CONTROL","t0-over42",218.561595798888,NA,Inf,NA,NA,8.31945757543726e+94,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0",-5.4197263318316,NA,Inf,NA,NA,0.00442835838274495,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-6",1.91953073719647,NA,Inf,NA,NA,6.8177583980926,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-12",13.8615715430783,NA,Inf,NA,NA,1047138.26885649,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-18",3.10570725952165,NA,Inf,NA,NA,22.3250029638469,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-24",7.2337067524247,NA,Inf,NA,NA,1385.3481410655,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-30",-52.5676430681565,NA,Inf,NA,NA,1.47966257320811e-23,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-36",-51.4847778218497,NA,Inf,NA,NA,4.36963428085286e-23,NA,NA,NA
"virus_comp_2475_cycle_5","CELIAC - CONTROL","t0-over42",121.324358372256,NA,Inf,NA,NA,4.90342301916419e+52,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0",-5.46205369813469,NA,Inf,NA,NA,0.0042448291892388,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-6",5.78098996938893,NA,Inf,NA,NA,324.079860805885,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-12",10.1090530392328,NA,Inf,NA,NA,24564.3882072058,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-18",1.83480002646353,NA,Inf,NA,NA,6.26388140966536,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-24",5.52215468985817,NA,Inf,NA,NA,250.173503177845,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-30",-32.5981403160433,NA,Inf,NA,NA,6.96317869311386e-15,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-36",-30.9103633726148,NA,Inf,NA,NA,3.76530146827705e-14,NA,NA,NA
"virus_comp_2476_cycle_1","CELIAC - CONTROL","t0-over42",55.1383778925313,NA,Inf,NA,NA,8.83676406525611e+23,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0",0.979259022274417,NA,Inf,NA,NA,2.6624826704799,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-6",12.2651014991314,NA,Inf,NA,NA,212161.169673496,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-12",6.86967868416455,NA,Inf,NA,NA,962.639204893042,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-18",1.09324966431314,NA,Inf,NA,NA,2.98395518653985,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-24",6.23422298120944,NA,Inf,NA,NA,509.904259288123,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-30",-29.7114245546344,NA,Inf,NA,NA,1.24879820681075e-13,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-36",-28.3621739617223,NA,Inf,NA,NA,4.81353743456372e-13,NA,NA,NA
"virus_comp_2477_cycle_1","CELIAC - CONTROL","t0-over42",63.996780262056,NA,Inf,NA,NA,6.2151058190702e+27,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0",28.5474226594642,NA,Inf,NA,NA,2500277044503.39,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-6",5.97506763499371,NA,Inf,NA,NA,393.494714203618,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-12",5.08374067684588,NA,Inf,NA,NA,161.376585949503,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-18",46.9139914588014,NA,Inf,NA,NA,2.36857758276439e+20,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-24",42.4206530970475,NA,Inf,NA,NA,2648838979772716032,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-30",-2.75601254220449,NA,Inf,NA,NA,0.0635446454480784,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-36",9.72831724261244,NA,Inf,NA,NA,16786.2813016358,NA,NA,NA
"virus_comp_2551_cycle_1","CELIAC - CONTROL","t0-over42",-5.51584500473331,NA,Inf,NA,NA,0.00402252684772049,NA,NA,NA
"virus_comp_2554_cycle_1","CELIAC - CONTROL","t0",65.3538485594472,NA,Inf,NA,NA,2.41443657018575e+28,NA,NA,NA
"virus_comp_2554_cycle_1","CELIAC - CONTROL","t0-6",-28.0950364210521,NA,Inf,NA,NA,6.28753931236837e-13,NA,NA,NA
"virus_comp_2554_cycle_1","CELIAC - CONTROL","t0-12",-35.2538679080575,NA,Inf,NA,NA,4.89147346335143e-16,NA,NA,NA
