"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Duplornaviricota;Resentoviricetes;Reovirales;Reoviridae;unclassified Reoviridae genus;High Island virus",1.67631671304634,0.431686042230036,0.102953413736547,4.19302310202844,2.75261398707868e-05,0.00803763284226976
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales family;unclassified Picornavirales genus;Picornavirales sp.",2.71737180447677,-0.435629279402417,0.113874192168428,-3.8255312385276,0.000130490385356444,0.0190515962620408
