"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocaparvovirus sp.",1.77108623632583,1.73387144829888,0.315873462881044,5.48913299801904,4.0391141579873e-08,5.89710667066145e-06
"Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Bocavirus PgBoV-1",1.68273371439298,1.68524556277686,0.312595072982469,5.39114563354416,7.00099063483527e-08,6.81429755123966e-06
"Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus;Rhinovirus A",3.47591698775858,-2.1230341136507,0.477617404443898,-4.44505182159892,8.78706837257509e-06,0.000523461744148611
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Alphatorquevirus;unclassified Alphatorquevirus species",4.38165733614055,-2.03343138476352,0.457899715145238,-4.44077888128529,8.96338602994197e-06,0.000523461744148611
"Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;Anelloviridae;Gammatorquevirus;Torque teno midi virus 12",3.12594097471478,-2.82570423965578,0.458112760128838,-6.16814130839991,6.90973824783437e-10,2.01764356836764e-07
