"","term","estimate","conf.low","conf.high","p.value","comparison"
"1","Dx Status: Case",0.923155216025204,0.451600605001693,1.88710011332103,0.826508674355909,"Dx Status: Case"
"2","Country: USA",0.345316248743005,0.147920600271143,0.806130528319683,0.0139638122838155,"Country: USA"
"3","Sex:Male",2.47346083487042,1.13069886597823,5.41082041003446,0.0233581266496088,"Sex:Male"
"4","Delivery Mode: Vaginal",1.5871222269292,0.629159857522028,4.00368353622196,0.327852309796958,"Delivery Mode: Vaginal"
