"","term","estimate","conf.low","conf.high","p.value","comparison"
"1","Dx Status: Case",0.196476940630626,0.0357702307456357,1.07919874697148,0.0611697255655692,"Dx Status: Case"
"2","Country: USA",0.415277870521145,0.0799309833578178,2.15755771416654,0.295883792381846,"Country: USA"
"3","Sex:Male",0.52886626889839,0.0732627760201681,3.81775774236984,0.527627562332807,"Sex:Male"
"4","Delivery Mode: Vaginal",1.38118493269457,0.246610716672942,7.73555928160445,0.713335418517224,"Delivery Mode: Vaginal"
