"contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_187","TP (CELIAC): (t0-12) vs t0",16.9816584141711,NA,NA,NA,NA,NA,NA,23715950.9165081,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-18) vs t0",-44.4049682517372,NA,NA,NA,NA,NA,NA,5.1899995379129e-20,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-24) vs t0",-26.7531131845518,NA,NA,NA,NA,NA,NA,2.40586121106441e-12,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-30) vs t0",-21.1584140063808,NA,NA,NA,NA,NA,NA,6.47168769343131e-10,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-36) vs t0",-27.814426641796,NA,NA,NA,NA,NA,NA,8.32430515173929e-13,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-6) vs t0",-46.0865821127349,NA,NA,NA,NA,NA,NA,9.65721051673663e-21,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-12) vs t0",-57.4847534103452,NA,NA,NA,NA,NA,NA,1.08315048950023e-25,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-18) vs t0",-43.0390722923989,NA,NA,NA,NA,NA,NA,2.03408172137805e-19,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-24) vs t0",76.4857075943624,NA,NA,NA,NA,NA,NA,1.64938010858976e+33,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-30) vs t0",-23.7908134355815,NA,NA,NA,NA,NA,NA,4.65351378698841e-11,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-36) vs t0",-25.7405925705675,NA,NA,NA,NA,NA,NA,6.62220598869831e-12,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-6) vs t0",-1.10668884787962,NA,NA,NA,NA,NA,NA,0.330651989521031,"model_or_emmeans"
