"contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_187","TP (CELIAC): (t0-12) vs t0",0.911374380349471,NA,NA,NA,NA,NA,NA,2.48773928487667,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-18) vs t0",2.4325887570438,NA,NA,NA,NA,NA,NA,11.3883255605612,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-24) vs t0",-21.1558840894233,NA,NA,NA,NA,NA,NA,6.48808125430042e-10,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-30) vs t0",-22.8086740242244,NA,NA,NA,NA,NA,NA,1.24256389935192e-10,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-36) vs t0",-21.2760173244018,NA,NA,NA,NA,NA,NA,5.7536452216531e-10,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-6) vs t0",-31.0374831954769,NA,NA,NA,NA,NA,NA,3.31583045449137e-14,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-over42) vs t0",2.45600157480463,NA,NA,NA,NA,NA,NA,11.6581041668087,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-12) vs t0",6.66107392351143,NA,NA,NA,NA,NA,NA,781.389639400492,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-18) vs t0",-14.7432883860194,NA,NA,NA,NA,NA,NA,3.95431451442138e-07,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-24) vs t0",-43.022336300025,NA,NA,NA,NA,NA,NA,2.06841055987488e-19,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-30) vs t0",-14.605113847321,NA,NA,NA,NA,NA,NA,4.54024876060681e-07,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-36) vs t0",-76.7204514698387,NA,NA,NA,NA,NA,NA,4.79436702325712e-34,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-6) vs t0",2.61037370576882,NA,NA,NA,NA,NA,NA,13.6041338452976,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-over42) vs t0",-41.8718094576229,NA,NA,NA,NA,NA,NA,6.53588203741675e-19,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-12) vs t0",18.5737189116124,NA,NA,NA,NA,NA,NA,116536945.751919,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-18) vs t0",20.1330663117075,NA,NA,NA,NA,NA,NA,554216693.483826,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-24) vs t0",-26.2394724744542,NA,NA,NA,NA,NA,NA,4.02107243317396e-12,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-30) vs t0",-36.2841658845888,NA,NA,NA,NA,NA,NA,1.7457697979157e-16,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-36) vs t0",-33.0902199746001,NA,NA,NA,NA,NA,NA,4.25696480950396e-15,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-6) vs t0",-21.0621035874265,NA,NA,NA,NA,NA,NA,7.1259805840306e-10,"model_or_emmeans"
"edge_209","TP (CELIAC): (t0-over42) vs t0",19.1898120659369,NA,NA,NA,NA,NA,NA,215789092.696722,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-12) vs t0",23.6151739248786,NA,NA,NA,NA,NA,NA,18027675194.3208,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-18) vs t0",-28.0806927894039,NA,NA,NA,NA,NA,NA,6.37837536228185e-13,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-24) vs t0",-26.5943623429712,NA,NA,NA,NA,NA,NA,2.8197797327834e-12,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-30) vs t0",23.9933331543993,NA,NA,NA,NA,NA,NA,26313110615.2294,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-36) vs t0",-24.6892100071817,NA,NA,NA,NA,NA,NA,1.89501360087766e-11,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-6) vs t0",-16.9179453921003,NA,NA,NA,NA,NA,NA,4.49396484846897e-08,"model_or_emmeans"
"edge_2658","TP (CELIAC): (t0-over42) vs t0",23.8869348039698,NA,NA,NA,NA,NA,NA,23657234508.1095,"model_or_emmeans"
"edge_305","TP (CELIAC): (t0-12) vs t0",-57.4272904819603,NA,NA,NA,NA,NA,NA,1.14721451449793e-25,"model_or_emmeans"
