"contig_id","term","estimate","std.error","statistic","p.value","p.adj","conf.low","conf.high","OR","source"
"edge_187","TP (CELIAC): (t0-12) vs t0",8.83091589218272,NA,NA,NA,NA,NA,NA,6842.55098549044,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-18) vs t0",-22.4396727557666,NA,NA,NA,NA,NA,NA,1.79710704395938e-10,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-24) vs t0",-13.6533667217795,NA,NA,NA,NA,NA,NA,1.17602938473616e-06,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-30) vs t0",-18.34438142042,NA,NA,NA,NA,NA,NA,1.07928558138568e-08,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-36) vs t0",-8.38063415349766,NA,NA,NA,NA,NA,NA,0.000229264510455114,"model_or_emmeans"
"edge_187","TP (CELIAC): (t0-6) vs t0",-66.0682293481364,NA,NA,NA,NA,NA,NA,2.02736789581721e-29,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-12) vs t0",-381.94714239052,NA,NA,NA,NA,NA,NA,1.32575624357594e-166,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-18) vs t0",-477.056387071825,NA,NA,NA,NA,NA,NA,6.56211048137413e-208,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-24) vs t0",1028.08513681805,NA,NA,NA,NA,NA,NA,Inf,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-30) vs t0",-626.401751812247,NA,NA,NA,NA,NA,NA,9.06099171723009e-273,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-36) vs t0",-396.213153598961,NA,NA,NA,NA,NA,NA,8.44916389392198e-173,"model_or_emmeans"
"edge_1980","TP (CELIAC): (t0-6) vs t0",240.685105892638,NA,NA,NA,NA,NA,NA,3.37453055979806e+104,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-12) vs t0",-160.896831803576,NA,NA,NA,NA,NA,NA,1.32859860464922e-70,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-18) vs t0",-187.36077364337,NA,NA,NA,NA,NA,NA,4.26825032000321e-82,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-24) vs t0",408.578615378155,NA,NA,NA,NA,NA,NA,2.77611902511892e+177,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-30) vs t0",-376.152886241106,NA,NA,NA,NA,NA,NA,4.3538870025641e-164,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-36) vs t0",-196.48210439542,NA,NA,NA,NA,NA,NA,4.66558674353506e-86,"model_or_emmeans"
"edge_1986","TP (CELIAC): (t0-6) vs t0",-714.22874423517,NA,NA,NA,NA,NA,NA,6.52225181022043e-311,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-12) vs t0",-57.2313602766013,NA,NA,NA,NA,NA,NA,1.39551991986582e-25,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-18) vs t0",-20.1640805228863,NA,NA,NA,NA,NA,NA,1.74924683283921e-09,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-24) vs t0",-49.5679880263322,NA,NA,NA,NA,NA,NA,2.97095669221601e-22,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-30) vs t0",138.266429544827,NA,NA,NA,NA,NA,NA,1.11775696254476e+60,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-36) vs t0",-48.1936920129263,NA,NA,NA,NA,NA,NA,1.17420924721451e-21,"model_or_emmeans"
"edge_2104","TP (CELIAC): (t0-6) vs t0",5.02703292876061,NA,NA,NA,NA,NA,NA,152.479922060588,"model_or_emmeans"
"edge_2381","TP (CELIAC): (t0-12) vs t0",-200.412094916614,NA,NA,NA,NA,NA,NA,9.16501269875825e-88,"model_or_emmeans"
"edge_2381","TP (CELIAC): (t0-18) vs t0",-55.880191051781,NA,NA,NA,NA,NA,NA,5.38941191920804e-25,"model_or_emmeans"
"edge_2381","TP (CELIAC): (t0-24) vs t0",17.3785231451989,NA,NA,NA,NA,NA,NA,35269289.069306,"model_or_emmeans"
"edge_2381","TP (CELIAC): (t0-30) vs t0",-101.205880044058,NA,NA,NA,NA,NA,NA,1.11389629830621e-44,"model_or_emmeans"
"edge_2381","TP (CELIAC): (t0-36) vs t0",-89.7655729904067,NA,NA,NA,NA,NA,NA,1.03587412590216e-39,"model_or_emmeans"
