qname	tname	num_alns	pid	qcov	tcov
SRS105153_NODE_241_length_90160_cov_456.992	NG-14253_9_lib223974_5684_NODE_4_length_59928_cov_398.525	35	97.09	62.51	93.66
SRS105153_NODE_241_length_90160_cov_456.992	OBAQ01000124	39	96.61	94.22	93.18
SRS105153_NODE_241_length_90160_cov_456.992	OLRU01000124	50	96.54	94.67	94.3
SRS105153_NODE_241_length_90160_cov_456.992	OLPR01000090	53	96.92	93.88	94.24
SRS105153_NODE_241_length_90160_cov_456.992	OLGB01000200	34	96.83	94.71	95.08
SRS105153_NODE_241_length_90160_cov_456.992	ERR589532_NODE_107_length_92376_cov_180.077	46	96.87	92.52	90.26
SRS105153_NODE_241_length_90160_cov_456.992	sample-1_4390_1275	1	95.05	1.41	99.76
SRS105153_NODE_241_length_90160_cov_456.992	sample-1_4677_1147	1	97.74	0.98	77.07
SRS105153_NODE_241_length_90160_cov_456.992	MT774381_1_91101	1	87.53	0.45	0.45
SRS105153_NODE_241_length_90160_cov_456.992	NG-14253_26_lib223959_5684_NODE_2_length_90827_cov_49.5933	1	89.84	0.21	0.2
SRS105153_NODE_241_length_90160_cov_456.992	Long_crAss_ms_3	3	77.73	0.8	0.85
SRS105153_NODE_241_length_90160_cov_456.992	NG-14253_14_lib223986_5684_NODE_3_length_83015_cov_1213.7	3	74.2	1.17	1.3
SRS105153_NODE_241_length_90160_cov_456.992	MT774393_1_83412	3	74.23	1.17	1.3
SRS105153_NODE_241_length_90160_cov_456.992	OLPH01000160	1	85.32	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	ERR843949_ms_3	1	85.32	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	OKSC01000115	1	85.32	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	OJNL01000044	1	85.32	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	OGQI01000045	1	85.32	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	OGRL01000078	1	89.29	0.09	0.09
SRS105153_NODE_241_length_90160_cov_456.992	MZ130474_1_92367	1	84.4	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	A2_NODE_3_length_92367_cov_12.069243	1	84.4	0.12	0.11
SRS105153_NODE_241_length_90160_cov_456.992	3300014963_____Ga0134523_1000562	1	90.41	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	Long_crAss_ms_9	1	90.41	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	MZ130488_1_91714	1	90.41	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	3300007222_____Ga0104061_100253	1	90.41	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	3300007806_____Ga0105890_100137	2	90.28	0.08	0.16
SRS105153_NODE_241_length_90160_cov_456.992	SRS048164_NODE_142_length_95873_cov_10.9415	1	75.44	0.19	0.18
SRS105153_NODE_241_length_90160_cov_456.992	3300007105_____Ga0102630_100105	1	75.44	0.19	0.17
SRS105153_NODE_241_length_90160_cov_456.992	OGXT01000133	1	75.45	0.18	0.18
SRS105153_NODE_241_length_90160_cov_456.992	3300008132_____Ga0111230_1000069	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	SRS011084_NODE_220_length_95221_cov_30.7473	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589532_NODE_103_length_94606_cov_18.1916	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OLRW01000062	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589826_NODE_120_length_94996_cov_27.1679	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OGTL01000065	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OLQL01000089	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589587_NODE_208_length_94701_cov_61.0326	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589852_NODE_269_length_93435_cov_9.78746	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589736_NODE_271_length_93891_cov_9.13972	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589511_NODE_212_length_96153_cov_11.9872	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OJQL01000115	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	3300007298_____Ga0104838_100096	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	3300007921_____Ga0111562_100099	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OIWM01000114	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589742_NODE_210_length_93989_cov_9.62045	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589503_NODE_260_length_95985_cov_44.2112	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589800_NODE_173_length_93705_cov_28.9131	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OWIQ01000031	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	ERR589804_NODE_183_length_96082_cov_14.9851	2	97.3	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	sample-1_19_96211	1	95.56	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	OJPT01000035	2	78.5	0.22	0.2
SRS105153_NODE_241_length_90160_cov_456.992	OLFY01000196	1	81.25	0.08	0.08
SRS105153_NODE_241_length_90160_cov_456.992	OLOS01000113	1	90.7	0.05	0.04
SRS105153_NODE_241_length_90160_cov_456.992	OLGO01000101	1	82.81	0.07	0.07
SRS105153_NODE_241_length_90160_cov_456.992	OHJU01000015	1	94.44	0.04	0.04
SRS105153_NODE_241_length_90160_cov_456.992	ERR844006_ms_1	1	90.7	0.05	0.05
SRS105153_NODE_241_length_90160_cov_456.992	NG-15813_53_lib254058_NODE_2_length_98001_cov_18.457	1	90.7	0.05	0.04
SRS105153_NODE_241_length_90160_cov_456.992	MZ130481_1_98001	1	90.7	0.05	0.04
SRS105153_NODE_241_length_90160_cov_456.992	OLOF01000050	1	90.7	0.05	0.04
3300008716_____Ga0113874_100160	3300007714_____Ga0105661_1000069	13	95.93	93.13	93.12
3300008716_____Ga0113874_100160	OFMP01000048	13	95.97	95.34	94.83
3300008716_____Ga0113874_100160	ERR589774_NODE_217_length_97586_cov_21.2143	15	95.19	95.26	93.94
3300008716_____Ga0113874_100160	OBCT01000057	17	95.83	94.43	93.3
3300008716_____Ga0113874_100160	SRS045739_NODE_78_length_98134_cov_152.188	13	95.81	95.97	94.04
3300008716_____Ga0113874_100160	ERR589737_NODE_227_length_97168_cov_1455.68	13	95.4	94.83	93.91
3300008716_____Ga0113874_100160	OCRP01000110	14	95.87	94.39	92.02
3300008716_____Ga0113874_100160	OGZA01000036	16	95.27	94.72	93.38
3300008716_____Ga0113874_100160	ERR589811_NODE_183_length_95797_cov_1140.66	15	95.51	93.94	94.38
3300008716_____Ga0113874_100160	ERR589440_NODE_121_length_98649_cov_14.7648	16	95.15	95.04	92.75
3300008716_____Ga0113874_100160	ERR589509_NODE_117_length_99450_cov_1258.73	16	95.37	94.94	92.01
3300008716_____Ga0113874_100160	ERR589807_NODE_175_length_98624_cov_2094.64	14	95.15	95.27	93.13
3300008716_____Ga0113874_100160	ERR589786_NODE_135_length_99040_cov_1290.66	15	95.15	95.49	92.94
3300008716_____Ga0113874_100160	OHAT01000070	15	95.41	94.61	92.51
3300008716_____Ga0113874_100160	17T1_lib200766_3	13	95.44	94.3	95.26
3300008716_____Ga0113874_100160	ERR589557_NODE_190_length_93533_cov_205.404	13	94.98	93.14	95.86
3300008716_____Ga0113874_100160	HvCF_A11_ms_1	17	96.78	95.06	92.55
3300008716_____Ga0113874_100160	OFME01000049	14	95.9	94.89	93.0
3300008716_____Ga0113874_100160	EM210_T0_ms_1	13	96.28	95.55	94.3
3300008716_____Ga0113874_100160	HvCF_E8_ms_1	16	96.28	94.35	92.96
3300008716_____Ga0113874_100160	OLYR01000006	15	96.48	93.05	92.22
3300008716_____Ga0113874_100160	3300014788_____Ga0134381_1000061	20	96.29	92.11	92.09
3300008716_____Ga0113874_100160	F2T1.2.NODE_1_length_97120_cov_58.884747	13	96.21	94.63	93.78
3300008716_____Ga0113874_100160	JQ995537_1_97065	13	96.2	94.63	93.83
3300008716_____Ga0113874_100160	OKUZ01000024	15	96.04	93.66	93.4
3300008716_____Ga0113874_100160	OGPZ01000054	18	96.0	94.17	92.99
3300008716_____Ga0113874_100160	3300013899_____Ga0117808_100015	18	96.12	95.95	93.93
3300008716_____Ga0113874_100160	OODC01000039	16	95.56	93.79	91.0
3300008716_____Ga0113874_100160	ERR589801_NODE_173_length_98624_cov_58.2029	15	95.58	94.08	92.0
3300008716_____Ga0113874_100160	OODS01000049	15	95.6	94.25	92.24
3300008716_____Ga0113874_100160	ERR589836_NODE_132_length_97990_cov_15.6475	16	95.56	94.39	92.82
3300008716_____Ga0113874_100160	OKRV01000014	15	95.31	95.38	95.46
3300008716_____Ga0113874_100160	OLOS01000113	16	95.21	94.35	93.85
3300008716_____Ga0113874_100160	ERR589741_NODE_169_length_97150_cov_107.747	16	95.25	93.58	92.77
3300008716_____Ga0113874_100160	ERR589827_NODE_122_length_98326_cov_41.0203	15	95.19	93.6	91.59
3300008716_____Ga0113874_100160	F2M.1.NODE_1_length_97876_cov_8.385428	14	96.18	95.43	93.99
3300008716_____Ga0113874_100160	ERR589574_NODE_223_length_98544_cov_57.8223	14	95.15	94.11	91.87
3300008716_____Ga0113874_100160	ERR589512_NODE_279_length_97295_cov_607.21	15	95.64	93.85	92.97
3300008716_____Ga0113874_100160	ERR589813_NODE_178_length_98616_cov_51.5115	18	94.86	93.88	91.72
3300008716_____Ga0113874_100160	3300007705_____Ga0105636_100113	13	96.35	94.46	92.42
3300008716_____Ga0113874_100160	OOAW01000092	19	95.42	94.08	91.08
3300008716_____Ga0113874_100160	3300008523_____Ga0115231_1000091	15	96.14	94.66	94.38
3300008716_____Ga0113874_100160	OFLY01000041	15	96.08	95.09	93.58
3300008716_____Ga0113874_100160	SRS019030_NODE_87_length_93563_cov_510.146	14	96.52	89.95	92.5
3300008716_____Ga0113874_100160	SRS014683_NODE_81_length_94199_cov_303.827	15	96.42	89.95	92.55
3300008716_____Ga0113874_100160	3300006257_____Ga0099346_100106	15	96.19	94.68	92.97
3300008716_____Ga0113874_100160	3300007298_____Ga0104838_100088	19	96.5	94.51	92.46
3300008716_____Ga0113874_100160	OFMN01000076	19	96.15	91.24	89.73
3300008716_____Ga0113874_100160	CF1_ms_1	17	96.12	94.5	92.0
3300008716_____Ga0113874_100160	OLWB01000065	12	95.92	95.56	93.74
3300008716_____Ga0113874_100160	ERR844018_ms_1	17	96.38	92.58	93.3
3300008716_____Ga0113874_100160	OBAG01000123	17	96.26	92.46	92.9
3300008716_____Ga0113874_100160	OHPM01000044	16	96.17	94.68	92.73
3300008716_____Ga0113874_100160	3300006312_____Ga0099626_100158	20	96.07	94.03	95.14
3300008716_____Ga0113874_100160	OLRW01000060	12	95.97	95.05	93.7
3300008716_____Ga0113874_100160	EM195_T0_ms_1	19	96.17	93.97	91.46
3300008716_____Ga0113874_100160	ERR844045_ms_1	17	95.8	93.81	91.88
3300008716_____Ga0113874_100160	OGSS01000127	14	96.11	94.76	93.44
3300008716_____Ga0113874_100160	OHXQ01000012	9	95.74	62.31	97.12
3300008716_____Ga0113874_100160	OKUM01000038	20	95.88	90.79	93.17
3300008716_____Ga0113874_100160	OFSC01000046	14	96.04	92.61	93.34
3300008716_____Ga0113874_100160	F3T1.2.NODE_1_length_93869_cov_36.327307	19	96.22	92.43	94.96
3300008716_____Ga0113874_100160	OHQM01000028	15	96.03	93.66	93.99
3300008716_____Ga0113874_100160	ERR843936_ms_1	15	96.38	91.4	94.49
3300008716_____Ga0113874_100160	HvCF_E5_ms_1	16	96.14	94.46	93.77
3300008716_____Ga0113874_100160	OIWV01000054	16	96.16	93.39	92.65
3300008716_____Ga0113874_100160	OCMA01000041	16	95.97	94.43	93.31
3300008716_____Ga0113874_100160	HvCF_D6_ms_5	15	95.92	94.37	92.07
3300008716_____Ga0113874_100160	OGQQ01000082	15	96.12	93.1	91.25
3300008716_____Ga0113874_100160	5_lib200737_3	15	96.1	94.83	93.46
3300008716_____Ga0113874_100160	OLRG01000090	16	95.89	92.72	92.34
3300008716_____Ga0113874_100160	4_lib200738_4	18	96.45	93.45	90.92
3300008716_____Ga0113874_100160	ERR843983_ms_1	16	95.92	93.18	90.96
3300008716_____Ga0113874_100160	HvCF_D1_ms_1	18	96.36	94.41	94.68
3300008716_____Ga0113874_100160	OLSX01000045	21	96.08	93.97	93.01
3300008716_____Ga0113874_100160	HvCF_F2_ms_2	19	96.26	94.0	91.5
3300008716_____Ga0113874_100160	OBXZ01000146	18	96.21	94.35	93.24
3300008716_____Ga0113874_100160	OJQF01000018	20	90.73	90.62	93.42
3300008716_____Ga0113874_100160	OFMO01000072	16	95.97	92.03	93.7
3300008716_____Ga0113874_100160	ERR589750_NODE_148_length_99248_cov_188.387	16	95.3	95.03	92.23
3300008716_____Ga0113874_100160	OLGO01000101	15	95.84	92.33	93.14
3300008716_____Ga0113874_100160	HvCF_E10_ms_1	24	95.95	92.23	93.74
3300008716_____Ga0113874_100160	SRS053398_NODE_95_length_96600_cov_69.939	20	95.69	92.94	93.43
3300008716_____Ga0113874_100160	OLRB01000064	18	96.14	89.43	92.29
3300008716_____Ga0113874_100160	OGRG01000096	22	96.09	93.47	91.62
3300008716_____Ga0113874_100160	OGPX01000026	15	95.66	94.4	95.45
3300008716_____Ga0113874_100160	OLGJ01000028	20	95.99	94.36	91.28
3300008716_____Ga0113874_100160	OGPN01000023	15	95.98	94.63	93.44
3300008716_____Ga0113874_100160	ERR589773_NODE_178_length_95143_cov_627.55	15	95.81	94.77	95.9
3300008716_____Ga0113874_100160	HvCF_E6_ms_1	19	96.21	94.74	93.83
3300008716_____Ga0113874_100160	OMCC01000013	19	95.91	94.92	95.27
3300008716_____Ga0113874_100160	F4T2.1.NODE_1_length_94988_cov_32.078160	17	95.86	93.12	94.28
3300008716_____Ga0113874_100160	OAWB01000083	18	95.99	94.46	92.1
3300008716_____Ga0113874_100160	OAVV01000098	14	95.9	94.51	91.79
3300008716_____Ga0113874_100160	OFRY01000048	15	95.62	94.77	93.37
3300008716_____Ga0113874_100160	OBVI01000054	16	95.68	94.71	92.52
3300008716_____Ga0113874_100160	3300014971_____Ga0134442_1000062	20	95.56	94.81	94.23
3300008716_____Ga0113874_100160	ERR589443_NODE_109_length_97897_cov_28.0204	15	95.19	94.84	93.15
3300008716_____Ga0113874_100160	OJNH01000048	16	95.35	95.96	93.25
3300008716_____Ga0113874_100160	HvCF_D10_ms_2	14	95.45	93.66	90.94
3300008716_____Ga0113874_100160	Long_crAss_ms_2	14	95.69	95.07	92.48
3300008716_____Ga0113874_100160	OCHG01000105	17	95.42	94.25	92.0
3300008716_____Ga0113874_100160	ERR844006_ms_1	23	92.63	90.38	92.04
3300008716_____Ga0113874_100160	ERR589826_NODE_104_length_99479_cov_523.136	17	95.28	95.49	92.51
3300008716_____Ga0113874_100160	MN045_S8_84	17	95.27	94.08	92.18
3300008716_____Ga0113874_100160	MN038_S2_110	19	95.3	93.5	91.96
3300008716_____Ga0113874_100160	OJML01000021	18	95.03	93.08	91.76
3300008716_____Ga0113874_100160	MN099_S58_106	16	95.24	93.5	91.5
3300008716_____Ga0113874_100160	SRR4295172_ms_8	20	95.91	93.93	95.07
3300008716_____Ga0113874_100160	ERR589548_NODE_133_length_97812_cov_182.454	15	95.3	93.63	92.14
3300008716_____Ga0113874_100160	OODN01000068	19	95.65	91.52	92.54
3300008716_____Ga0113874_100160	ERR589821_NODE_65_length_97126_cov_5571.81	15	95.38	93.7	92.83
3300008716_____Ga0113874_100160	OODH01000049	20	94.84	93.13	92.67
3300008716_____Ga0113874_100160	3300008326_____Ga0115311_100028	16	95.85	94.82	96.28
3300008716_____Ga0113874_100160	OKRW01000064	17	94.88	94.59	92.36
3300008716_____Ga0113874_100160	NODE_27_length_98043_cov_23.463220	22	96.15	93.98	92.27
3300008716_____Ga0113874_100160	OHAF01000067	17	95.61	94.34	92.69
3300008716_____Ga0113874_100160	OLOF01000050	21	91.9	91.14	92.19
3300008716_____Ga0113874_100160	NG-15813_53_lib254058_NODE_2_length_98001_cov_18.457	19	92.14	93.62	91.97
3300008716_____Ga0113874_100160	MZ130481_1_98001	19	92.14	93.62	91.97
3300008716_____Ga0113874_100160	OLWZ01000040	14	96.12	93.1	93.11
3300008716_____Ga0113874_100160	OFRZ01000076	13	95.97	94.09	94.17
3300008716_____Ga0113874_100160	OLTF01000001	17	96.31	92.77	93.16
3300008716_____Ga0113874_100160	OLZQ01000040	14	96.07	95.14	94.65
3300008716_____Ga0113874_100160	MZ130480_1_93391	6	75.39	9.23	9.56
3300008716_____Ga0113874_100160	NG-15813_44_lib254059_NODE_1_length_93391_cov_9.27449	6	75.39	9.23	9.56
3300008716_____Ga0113874_100160	ERR589874_NODE_149_length_91639_cov_83.8167	4	74.33	3.56	3.76
3300008716_____Ga0113874_100160	NG-14253_26_lib223959_5684_NODE_2_length_90827_cov_49.5933	7	73.58	6.29	6.7
3300008716_____Ga0113874_100160	HvCF_B1_ms_8	4	74.09	4.51	4.74
3300008716_____Ga0113874_100160	MZ130486_1_92361	4	74.09	4.51	4.74
3300008716_____Ga0113874_100160	OBJF01000120	3	74.05	3.93	4.05
3300008716_____Ga0113874_100160	OLNV01000049	3	74.01	3.24	3.45
3300008716_____Ga0113874_100160	ERR844018_ms_3	3	73.29	4.39	4.72
3300008716_____Ga0113874_100160	OOAT01000079	12	76.89	6.83	7.05
3300008716_____Ga0113874_100160	MT774386_1_89781	12	75.52	7.74	8.32
3300008716_____Ga0113874_100160	OLFZ01000126	3	73.47	3.49	3.81
3300008716_____Ga0113874_100160	2_lib200757_5	4	73.84	5.07	5.32
3300008716_____Ga0113874_100160	3300007524_____Ga0105481_1000141	11	75.83	7.48	7.84
3300008716_____Ga0113874_100160	3300006746_____Ga0101796_100038	9	75.78	6.13	6.29
3300008716_____Ga0113874_100160	OFMB01000041	10	75.87	7.12	7.4
3300008716_____Ga0113874_100160	OBJP01000075	13	76.06	7.79	7.99
3300008716_____Ga0113874_100160	MT774383_1_93559	11	76.16	9.03	9.32
3300008716_____Ga0113874_100160	3300007362_____Ga0104788_100129	11	76.61	5.61	5.91
3300008716_____Ga0113874_100160	ERR844040_ms_1	14	76.43	7.48	8.09
3300008716_____Ga0113874_100160	UMIU01010253	7	75.32	7.22	7.42
3300008716_____Ga0113874_100160	MZ130476_1_92241	5	75.37	3.57	3.74
3300008716_____Ga0113874_100160	Long_crAss_ms_16	6	74.55	5.93	6.24
3300008716_____Ga0113874_100160	OLPO01000071	5	74.14	5.6	5.78
3300008716_____Ga0113874_100160	3300007222_____Ga0104061_100253	4	73.14	3.64	3.95
3300008716_____Ga0113874_100160	3300014963_____Ga0134523_1000562	5	73.76	3.8	4.21
3300008716_____Ga0113874_100160	Long_crAss_ms_9	4	73.11	3.64	3.82
3300008716_____Ga0113874_100160	MZ130488_1_91714	4	73.11	3.64	3.82
3300008716_____Ga0113874_100160	3300007806_____Ga0105890_100137	5	73.62	3.79	4.0
3300008716_____Ga0113874_100160	sample-1_352_16508	1	72.94	2.13	12.38
3300008716_____Ga0113874_100160	MH616963_1_94878	1	72.47	1.93	1.96
3300008716_____Ga0113874_100160	MH552500_1_90023	2	73.91	1.66	1.78
3300008716_____Ga0113874_100160	MT774381_1_91101	8	75.28	3.31	3.52
3300008716_____Ga0113874_100160	MZ130474_1_92367	3	78.28	1.12	1.17
3300008716_____Ga0113874_100160	OLPH01000160	3	78.71	1.07	1.11
3300008716_____Ga0113874_100160	A2_NODE_3_length_92367_cov_12.069243	3	78.28	1.12	1.17
3300008716_____Ga0113874_100160	ERR843949_ms_3	4	78.18	1.2	1.25
3300008716_____Ga0113874_100160	OKSC01000115	3	78.61	1.07	1.11
3300008716_____Ga0113874_100160	OGQI01000045	3	76.73	1.09	1.13
3300008716_____Ga0113874_100160	OGRL01000078	4	78.26	1.2	1.27
3300008716_____Ga0113874_100160	OJNL01000044	3	77.85	1.11	1.15
3300008716_____Ga0113874_100160	sample-1_4677_1147	2	96.47	0.29	23.71
3300008716_____Ga0113874_100160	SRS065504_NODE_131_length_90103_cov_73.092	5	75.52	2.02	2.17
3300008716_____Ga0113874_100160	sample-1_3596_1751	1	99.23	0.13	7.42
3300008716_____Ga0113874_100160	Sib2_ms_2	2	76.49	0.61	0.63
3300008716_____Ga0113874_100160	SRR4295175_ms_5	2	75.87	0.64	0.64
3300008716_____Ga0113874_100160	MT774377_1_93787	2	76.74	0.6	0.61
3300008716_____Ga0113874_100160	3300008513_____Ga0111022_100109	2	76.74	0.6	0.59
3300008716_____Ga0113874_100160	OBKI01000059	2	76.16	0.61	0.61
3300008716_____Ga0113874_100160	sample-1_30_80291	2	76.74	0.6	0.72
3300008716_____Ga0113874_100160	sample-1_1_194036	3	74.98	0.65	0.5
3300008716_____Ga0113874_100160	HvCF_D5_ms_4	2	76.37	0.61	0.63
3300008716_____Ga0113874_100160	MZ130479_1_96466	3	78.75	0.6	0.6
3300008716_____Ga0113874_100160	NG-14571_96_NODE_2_length_96466_cov_151.499	3	78.75	0.6	0.6
3300008716_____Ga0113874_100160	OLFZ01000108	2	76.95	0.53	0.54
3300008716_____Ga0113874_100160	MT774394_1_92815	4	78.2	0.68	0.71
3300008716_____Ga0113874_100160	SRS145497_NODE_97_length_94933_cov_72.765	1	74.03	0.37	0.37
3300008716_____Ga0113874_100160	OJMP01000070	1	73.76	0.37	0.37
3300008716_____Ga0113874_100160	sample-1_241_22966	1	73.13	0.4	1.69
3300008716_____Ga0113874_100160	Rampelli_20005_NODE_59_length_93393_cov_174.533984	1	76.15	0.23	0.23
3300008716_____Ga0113874_100160	MN917146_1_93030	1	73.15	0.37	0.38
3300008716_____Ga0113874_100160	OEIM01000003	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	MZ130494_1_100255	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	OCLC01000020	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	MZ130495_1_101130	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	NG-14571_115xxx_NODE_1_length_101130_cov_1132.63	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	ERR844016_ms_1	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	G10_NODE_3_length_100255_cov_4594.188553	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	sample-1_10_102032	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	sample-1_9_104613	1	95.24	0.04	0.04
3300008716_____Ga0113874_100160	OLWC01000038	1	89.8	0.05	0.05
3300008716_____Ga0113874_100160	SRS143417_NODE_148_length_97094_cov_7.69295	1	93.02	0.04	0.04
3300008716_____Ga0113874_100160	OJNQ01000029	1	89.8	0.05	0.05
3300008716_____Ga0113874_100160	OLSC01000143	1	94.87	0.04	0.04
3300008716_____Ga0113874_100160	OBAR01000155	1	100.0	0.03	0.03
3300008716_____Ga0113874_100160	OLPB01000029	1	100.0	0.03	0.03
3300008716_____Ga0113874_100160	B7_NODE_1_length_96266_cov_47.336375	1	94.87	0.04	0.04
3300008716_____Ga0113874_100160	OGOL01000109	1	94.87	0.04	0.04
3300008716_____Ga0113874_100160	sample-1_17_96846	1	94.87	0.04	0.04
OKSB01000084	OLFY01000217	38	97.18	94.3	94.72
OKSB01000084	OICK01000023	45	97.0	94.17	94.92
OKSB01000084	3300006476_____Ga0100233_100198	42	97.09	92.76	93.96
OKSB01000084	SRS143417_NODE_177_length_89824_cov_37.2496	46	96.79	94.25	95.28
OKSB01000084	OBJF01000128	44	96.88	95.56	95.09
OKSB01000084	OHJX01000034	44	96.98	94.82	94.37
OKSB01000084	3300013946_____Ga0117818_1000018	45	96.92	92.67	94.89
OKSB01000084	OGPZ01000072	46	96.79	93.36	93.5
OKSB01000084	3300008299_____Ga0114868_1000151	48	97.05	93.96	92.01
OKSB01000084	3300014936_____Ga0169833_100099	39	97.01	93.88	91.75
OKSB01000084	F6_NODE_4_length_91062_cov_72.306460	45	96.76	94.25	93.85
OKSB01000084	3300014944_____Ga0134440_100138	43	96.71	93.62	92.12
OKSB01000084	OLRU01000124	45	96.75	95.48	95.63
OKSB01000084	NODE_14_length_91830_cov_15.741215	44	96.96	94.06	93.0
OKSB01000084	OBAQ01000124	42	96.97	95.5	95.05
OKSB01000084	OLGB01000200	32	97.02	94.26	95.09
OKSB01000084	OLFZ01000118	45	97.09	95.57	96.26
OKSB01000084	OLGH01000138	43	97.03	94.26	91.7
OKSB01000084	Sib1_ms_5	45	96.65	94.96	93.54
OKSB01000084	MZ130490_1_92132	45	96.65	94.96	93.54
OKSB01000084	OHTD01000013	46	96.89	94.65	95.05
OKSB01000084	OLPR01000090	47	96.84	94.3	95.18
OKSB01000084	OJNS01000048	51	97.09	92.52	91.88
OKSB01000084	QRFC01000100	45	97.1	95.12	94.63
OKSB01000084	OIWV01000065	44	96.98	94.45	94.79
OKSB01000084	ERR589826_NODE_133_length_91808_cov_9.52867	51	97.02	93.25	92.06
OKSB01000084	ERR589556_NODE_251_length_91714_cov_17.3214	51	97.25	94.74	93.73
OKSB01000084	ERR589853_NODE_110_length_92253_cov_12.0089	46	96.99	93.44	91.84
OKSB01000084	EM200_T3_ms_2	38	97.26	80.66	93.78
OKSB01000084	ERR589737_NODE_250_length_92638_cov_199.421	41	96.92	94.59	92.56
OKSB01000084	OHKK01000062	43	96.91	93.68	93.14
OKSB01000084	3300014712_____Ga0134412_100037	48	96.79	93.32	94.75
OKSB01000084	ERR589512_NODE_313_length_91996_cov_59.3944	46	96.77	94.43	93.18
OKSB01000084	ERR589742_NODE_219_length_92594_cov_6.88142	50	96.97	94.98	93.0
OKSB01000084	OLNN01000114	42	96.87	95.98	95.04
OKSB01000084	NG-14571_65_NODE_5_length_90560_cov_40.8849	47	96.77	93.76	93.96
OKSB01000084	ERR589532_NODE_107_length_92376_cov_180.077	44	96.74	92.47	90.74
OKSB01000084	OGCO01000246	47	97.1	92.64	91.81
OKSB01000084	SRS105153_NODE_241_length_90160_cov_456.992	46	96.92	94.0	94.57
OKSB01000084	ERR589835_NODE_192_length_92466_cov_11.6977	45	96.81	93.93	92.15
OKSB01000084	ERR589848_NODE_206_length_90462_cov_52.7397	48	97.09	94.48	94.71
OKSB01000084	NG-14253_9_lib223974_5684_NODE_4_length_59928_cov_398.525	32	96.69	62.28	93.81
OKSB01000084	3300014744_____Ga0134393_100057	43	97.06	94.65	94.74
OKSB01000084	sample-1_4390_1275	1	93.78	1.15	81.96
OKSB01000084	sample-1_4677_1147	1	98.3	0.97	77.07
OKSB01000084	Long_crAss_ms_3	2	76.23	2.35	2.53
OKSB01000084	NG-14253_14_lib223986_5684_NODE_3_length_83015_cov_1213.7	2	75.2	2.72	3.01
OKSB01000084	MT774393_1_83412	2	75.2	2.72	2.99
OKSB01000084	Minot_Diet_SRR5088943_NODE_15_length_93463_cov_32.895405	2	76.24	0.94	0.91
OKSB01000084	OATI01000137	2	76.94	0.83	0.79
OKSB01000084	NG-14253_26_lib223959_5684_NODE_2_length_90827_cov_49.5933	1	87.5	0.2	0.2
OKSB01000084	Sib1_ms_4	1	97.78	0.05	0.05
OKSB01000084	ERR589589_NODE_144_length_94594_cov_10.8503	1	97.78	0.05	0.05
